p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Hardswish,0.0017739223088163,3,0,4,4,4,4,on,2.1523708097309283e-05,180,68.95600128173828,-2.774831771850586,-0.1102394759654998,0,1691685829.4709458,1691686835.266945,0.1102394759654998,199792.0,2.774831771850586,11.817278861999512,68.95600128173828,65.8940200805664,71.74691772460938,False
Hardswish,0.2104742776264897,2,1,0,4,3,2,off,0.0002724080898582,120,86.0077133178711,-1.5553961992263794,-0.5877842307090759,1,1691685829.745513,1691686238.9944746,0.5877842307090759,80520.421875,1.5553961992263794,81.3946304321289,86.0077133178711,98.27099609375,85.52635955810547,False
Hardswish,0.0535936907858481,3,4,3,3,0,2,on,0.0003157937572788,189,89.47477722167969,-1.5024577379226685,-0.3912869393825531,2,1691685829.7515006,1691686497.991125,0.3912869393825531,132319.34375,1.5024577379226685,57.577369689941406,89.47477722167969,96.1245346069336,89.57736206054688,False
Hardswish,0.0011120238769478,0,3,3,0,2,3,off,0.0008567401059896,8,37.60591125488281,-0.9315840601921082,-0.3948043584823608,3,1691685829.756959,1691685856.5675938,0.3948043584823608,4050.5546875,0.9315840601921082,54.9731559753418,37.60591125488281,37.84420776367188,38.29302597045898,False
Hardswish,0.004527293035927,4,1,2,3,0,1,on,0.0001723855924279,175,86.11532592773438,-1.2564959526062012,-0.3445833325386047,4,1691685831.2598088,1691686325.3080986,0.3445833325386047,97783.0234375,1.2564959526062012,46.162864685058594,86.11532592773438,92.6861343383789,86.05452728271484,False
ReLU,0.1025201846491355,3,4,1,0,1,0,on,0.0001050339644555,193,84.03074645996094,-1.0237691402435305,-0.1089492440223693,5,1691685831.2492554,1691686242.348977,0.1089492440223693,81205.2734375,1.0237691402435305,11.674985885620115,84.03074645996094,87.2620849609375,83.62068939208984,False
ReLU,0.0015434097420848,3,0,3,1,3,1,on,0.0008831749976764,137,73.44075775146484,-0.8063572645187378,-0.1501007080078125,6,1691685831.459681,1691686107.271911,0.1501007080078125,54175.7421875,0.8063572645187378,19.18234062194824,73.44075775146484,73.7223129272461,75.52490234375,False
Hardswish,0.0263921350242513,4,4,1,3,2,3,off,0.0001289604607904,188,80.25628662109375,-1.973133563995361,-0.3651711940765381,7,1691685831.56635,1691686643.144573,0.3651711940765381,161354.3125,1.973133563995361,50.90152740478516,80.25628662109375,98.68614959716795,77.14614868164062,False
Mish,0.0132245079613029,0,0,3,1,0,1,off,8.975224447468991e-05,95,80.13981628417969,-1.138374924659729,-0.106132373213768,8,1691685831.5787313,1691686051.7631254,0.106132373213768,43074.2109375,1.138374924659729,11.614230155944824,80.13981628417969,91.08259582519533,81.53157806396484,False
Hardswish,0.1740100753615724,0,1,0,0,4,0,off,0.0008186248524728,5,26.304096221923828,-0.8545347452163696,-0.0626623481512069,9,1691685831.5819914,1691685844.478771,0.0626623481512069,1635.55859375,0.8545347452163696,7.696568965911865,26.304096221923828,39.294071197509766,30.164173126220703,False
Hardswish,0.021701777123015,1,3,0,1,3,1,off,0.0001368738930178,191,82.50584411621094,-0.6495926976203918,-0.1332020461559295,10,1691685831.138583,1691686147.5844505,0.1332020461559295,62238.46875,0.6495926976203918,15.396381378173828,82.50584411621094,94.79434204101562,81.71565246582031,False
Mish,0.0086084112940003,4,2,3,4,3,2,on,0.0001182813084651,45,81.62487030029297,-4.392423629760742,-0.6108739972114563,11,1691685831.585281,1691686228.2236416,0.6108739972114563,78366.578125,4.392423629760742,86.48457336425781,81.62487030029297,81.64179992675781,81.4927978515625,False
Hardswish,0.3148619185337986,0,1,4,2,0,3,on,0.0002622604871293,101,69.20943450927734,-1.2762340307235718,-0.3504562377929687,12,1691685831.611712,1691686147.3168328,0.3504562377929687,62184.77734375,1.2762340307235718,48.32426834106445,69.20943450927734,73.91315460205078,65.66119384765625,False
Hardswish,0.0257326535073177,0,1,2,3,3,0,off,0.0004368562113058,4,55.5416259765625,-0.8227102756500244,-0.3587843179702759,13,1691685831.592177,1691685844.3679135,0.3587843179702759,1613.6500244140625,0.8227102756500244,50.923099517822266,55.5416259765625,59.075565338134766,55.11240768432617,False
Hardswish,0.0030171260511366,0,1,0,1,3,0,on,0.0003106867555349,37,62.34788513183594,-0.4802868664264679,-0.103779099881649,14,1691685831.6213894,1691685876.8453317,0.103779099881649,8102.41015625,0.4802868664264679,11.67668628692627,62.34788513183594,59.67356872558594,64.26763916015625,False
ReLU,0.0024455353307107,3,0,3,1,4,1,off,2.3079239851924773e-05,143,78.7064437866211,-1.2220838069915771,-0.1299133151769638,15,1691685831.608425,1691686192.3982494,0.1299133151769638,71201.5625,1.2220838069915771,15.863360404968262,78.7064437866211,87.50867462158203,78.59494018554688,False
ReLU,0.8438416473683952,1,1,1,1,0,2,off,7.750113065150634e-05,50,11.599245071411133,-0.6692094206809998,-0.3348183333873749,16,1691685831.6051722,1691685912.1198032,0.3348183333873749,15150.2783203125,0.6692094206809998,42.37311553955078,11.599245071411133,11.310702323913574,13.978096961975098,False
ReLU,0.0066148815007099,4,4,1,0,0,2,on,0.0001315890389993,148,79.25968933105469,-1.7401546239852903,-0.3291031420230865,17,1691685831.6280508,1691686362.0274968,0.3291031420230865,105126.9453125,1.7401546239852903,42.93940353393555,79.25968933105469,82.49340057373047,78.90345764160156,False
Mish,0.0011818170958709,0,2,3,1,0,4,on,4.4164745918612846e-05,47,65.53765106201172,-2.6029458045959477,-0.3491751551628113,18,1691685831.6147206,1691686066.073821,0.3491751551628113,45936.1875,2.6029458045959477,46.75642776489258,65.53765106201172,64.22396087646484,67.09851837158203,False
