p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Mish,0.705109121393261,0,2,3,0,1,2,on,0.0006174330793453978,53,55.39080810546875,-5.57751989364624,-0.5412824153900146,152,0.6225478649139404,909.6653373241425,1688961163.4284077,1688962072.470178,55.39080810546875,82.65383911132812,0.5412824153900146,80.23161315917969,80.22725677490234,90650.359375,5.57751989364624
Hardswish,0.1229567905391677,2,4,3,0,2,3,off,0.00030788301443712284,72,91.49171447753906,-1.840724229812622,-0.6043162941932678,0,0.3977358341217041,759.0975017547607,1688961163.2036035,1688961921.9018364,91.49171447753906,95.14615631103516,0.6043162941932678,91.68421173095705,91.9254150390625,75564.859375,1.840724229812622
Hardswish,0.4894522702923424,1,0,0,0,3,4,on,0.00047486017323801575,12,62.014556884765625,-0.9399387240409852,-0.09448623657226562,104,0.5664868354797363,79.1213436126709,1688961163.3723576,1688961241.925707,62.014556884765625,67.40969848632812,0.09448623657226562,11.633121490478516,47.955787658691406,7556.74755859375,0.9399387240409852
Hardswish,0.7086353792410073,4,1,4,4,1,0,off,0.0006373188261092887,28,47.46415328979492,-1.9418827295303345,-0.04254777356982231,111,0.5747935771942139,307.4677448272705,1688961163.38066,1688961470.2720337,47.46415328979492,59.46160125732422,0.04254777356982231,10.62035083770752,47.70881271362305,30408.39453125,1.9418827295303345
ReLU,0.6156262908657406,3,0,4,4,1,4,off,0.00011622460192064958,77,89.29841613769531,-2.4744160175323486,-0.12679056823253632,116,0.5786912441253662,870.1351873874664,1688961163.3845606,1688962032.9403772,89.29841613769531,78.55126190185547,0.12679056823253632,10.349079132080078,63.21218490600586,86698.078125,2.4744160175323486
Hardswish,0.2562210185053348,4,0,0,3,3,4,on,0.0009113304795657672,29,42.83610916137695,-1.8624567985534668,-0.12237243354320526,123,0.5893027782440186,294.102566242218,1688961163.3951716,1688961456.9068182,42.83610916137695,27.739282608032227,0.12237243354320526,13.581917762756348,56.47223281860352,29046.373046875,1.8624567985534668
Hardswish,0.5981638429210051,1,4,4,0,4,3,off,0.0008871027187178026,17,24.70158576965332,-1.7601523399353027,-0.0776093453168869,124,0.5918052196502686,180.77953219413757,1688961163.3976684,1688961343.5846338,24.70158576965332,59.577430725097656,0.0776093453168869,9.697896003723145,28.595115661621097,17717.5625,1.7601523399353027
Mish,0.24351153860220445,3,0,4,0,0,1,off,0.0005554690610836302,27,73.10910034179688,-2.1311328411102295,-0.1053512692451477,127,0.594841480255127,317.49784302711487,1688961163.4007046,1688961480.303003,73.10910034179688,89.01107025146484,0.1053512692451477,11.436328887939451,77.01312255859375,31389.111328125,2.1311328411102295
ReLU,0.4860757194583473,0,1,2,3,1,1,off,0.00045073248770974154,85,85.56835174560547,-0.953344464302063,-0.3788957893848419,13,0.44833922386169434,641.1371195316315,1688961163.2542048,1688961803.942307,85.56835174560547,89.3727035522461,0.3788957893848419,50.37908172607422,78.07494354248047,63811.94140625,0.953344464302063
Mish,0.36973960613311335,2,4,2,1,1,0,on,0.0004277916422730025,22,43.80216979980469,-2.8528294563293457,-0.6224452257156372,130,0.5972764492034912,292.0886158943176,1688961163.4031348,1688961454.8928566,43.80216979980469,88.40929412841797,0.6224452257156372,77.90597534179688,74.75790405273438,28890.259765625,2.8528294563293457
Mish,0.13025795866218828,4,2,3,4,2,3,off,0.0006171256709806578,33,84.27649688720703,-2.7793591022491455,-0.7075756192207336,131,0.5978248119354248,752.8362896442413,1688961163.403697,1688961915.6414757,84.27649688720703,88.83125305175781,0.7075756192207336,95.78472900390624,57.57452392578125,74925.03125,2.7793591022491455
Mish,0.422589281764189,2,4,1,0,2,2,on,0.0008742462148606924,32,24.154653549194336,-2.6579089164733887,-0.9823668599128724,132,0.5997252464294434,553.224228143692,1688961163.405593,1688961716.023754,24.154653549194336,77.14151763916016,0.9823668599128724,105.49543762207033,61.689598083496094,54959.23046875,2.6579089164733887
Hardswish,0.30526211473375814,0,0,1,2,0,3,on,0.0009131403709674472,74,65.81895446777344,-1.2838177680969238,-0.31470414996147156,137,0.6056594848632812,637.3572051525116,1688961163.411528,1688961800.162356,65.81895446777344,76.97069549560547,0.31470414996147156,41.70099639892578,54.34379577636719,63394.81640625,1.2838177680969238
ReLU,0.0671855263042737,2,2,2,3,2,2,on,0.0005262959651194366,44,92.06394958496094,-1.8435683250427248,-1.066758632659912,138,0.6074130535125732,467.99694657325745,1688961163.413281,1688961630.8012245,92.06394958496094,92.5673599243164,1.066758632659912,140.5143585205078,90.63377380371094,46438.08203125,1.8435683250427248
Hardswish,0.7801040195360331,1,4,4,3,3,0,on,0.0009170245801341696,100,44.58588790893555,-2.979802370071411,-0.14380775392055511,139,0.6078507900238037,888.8321199417114,1688961163.4137197,1688962051.637304,44.58588790893555,39.701393127441406,0.14380775392055511,13.742792129516602,47.23003387451172,88519.3515625,2.979802370071411
Hardswish,0.9833885244205658,4,2,0,1,0,1,on,0.0008368240236771486,81,62.49815368652344,-1.495947003364563,-0.3266966938972473,14,0.4501690864562988,784.5317726135254,1688961163.256029,1688961947.3368857,62.49815368652344,76.42542266845703,0.3266966938972473,39.455955505371094,60.64779281616211,78130.796875,1.495947003364563
ReLU,0.8582674465433676,0,4,0,0,2,4,off,0.0009895335505376397,71,20.47138023376465,-2.298658847808838,-0.357400506734848,146,0.6177506446838379,659.3754029273987,1688961163.4236188,1688961822.1805842,20.47138023376465,25.14740753173828,0.357400506734848,38.43519973754883,35.2548942565918,65573.8828125,2.298658847808838
Mish,0.5639164985328167,1,0,4,0,1,0,off,0.0006073918596345537,9,49.560203552246094,-2.119938373565674,-0.07012820243835449,147,0.6182808876037598,73.48603892326355,1688961163.4241498,1688961236.2901628,49.560203552246094,70.48931884765625,0.07012820243835449,9.352609634399414,40.642425537109375,6990.35498046875,2.119938373565674
Hardswish,0.7275733596538959,1,3,2,2,3,1,off,0.000850808195210973,25,38.81037521362305,-1.2369829416275024,-0.5334296226501465,149,0.6202690601348877,265.4951231479645,1688961163.4261377,1688961428.3002152,38.81037521362305,55.33955764770508,0.5334296226501465,81.10971069335938,18.202898025512695,26188.818359375,1.2369829416275024
Mish,0.3757950890535755,0,4,4,1,4,0,on,0.0007801745061320839,18,68.17940521240234,-2.7100939750671387,-0.0914231613278389,150,0.621347188949585,289.5551474094391,1688961163.427215,1688961452.3603015,68.17940521240234,56.28354263305664,0.0914231613278389,10.071476936340332,43.288578033447266,28596.23828125,2.7100939750671387
ReLU,0.9347552194359424,3,3,4,2,0,3,off,0.0006783226118305674,14,23.68291282653809,-1.184123396873474,-0.460175484418869,151,0.6231164932250977,242.2306022644043,1688961163.4289868,1688961405.035751,23.68291282653809,81.64573669433594,0.460175484418869,61.20514297485352,33.31229019165039,23865.98828125,1.184123396873474
Mish,0.1982963323682112,2,4,2,4,1,1,off,0.0006427999057569464,1,4.573561668395996,-3.2871968746185303,-0.6213439106941223,155,0.6241395473480225,23.35374879837036,1688961163.4300065,1688961186.1579194,4.573561668395996,67.54542541503906,0.6213439106941223,85.80755615234375,48.992435455322266,1982.323486328125,3.2871968746185303
ReLU,0.09254047571633428,3,0,1,0,3,2,on,0.00019239157756867345,41,91.54696655273438,-1.127172589302063,-0.38144370913505554,156,0.6273150444030762,302.7391345500946,1688961163.4331818,1688961465.5443022,91.54696655273438,92.4882583618164,0.38144370913505554,55.26797866821289,88.80821228027344,29933.337890625,1.127172589302063
ReLU,0.4561830030538204,0,0,3,3,1,1,off,0.0005854718330564376,93,75.28640747070312,-1.3633625507354736,-0.13350458443164823,158,0.6304047107696533,818.9245655536652,1688961163.436268,1688961981.7285523,75.28640747070312,79.55630493164062,0.13350458443164823,15.16192626953125,58.29158782958984,81533.3671875,1.3633625507354736
ReLU,0.6894402941469581,3,3,4,0,3,3,off,0.0009230966145563114,36,32.714630126953125,-1.50451397895813,-0.15473411977291107,16,0.45691967010498047,537.8112120628357,1688961163.2627857,1688961700.616365,32.714630126953125,42.246192932128906,0.15473411977291107,18.70222282409668,47.36417770385742,53452.01953125,1.50451397895813
Mish,0.24100451072301263,4,3,0,1,2,2,on,0.000839404575995524,11,74.59779357910156,-3.2582650184631348,-0.5670066475868225,162,73.53727316856384,243.42479181289673,1688961236.3431275,1688961406.2302516,74.59779357910156,76.63311767578125,0.5670066475868225,69.94583129882812,67.14769744873047,16976.3984375,3.2582650184631348
ReLU,0.9878107391685048,4,3,4,3,4,4,on,1.051471176655009e-05,36,37.377445220947266,-2.869227647781372,-0.12962685525417328,163,79.17182445526123,669.8778877258301,1688961241.9776776,1688961832.6833622,37.377445220947266,84.2020034790039,0.12962685525417328,13.64707851409912,69.12609100341797,59058.28125,2.869227647781372
Mish,0.5047934821385154,0,0,4,0,1,2,off,0.0009883231269413898,3,21.697227478027344,-2.6562376022338867,-0.3096987009048462,169,216.57958436012268,261.6065499782562,1688961379.3854392,1688961424.4121077,21.697227478027344,57.34514999389648,0.3096987009048462,45.23058319091797,31.789051055908203,4495.8623046875,2.6562376022338867
ReLU,0.5666815917529264,0,0,4,2,1,0,off,0.0007381143565461159,16,52.16366958618164,-1.1072351932525637,-0.3422028422355652,171,242.4324083328247,354.1262309551239,1688961405.2382631,1688961516.931666,52.16366958618164,75.96591186523438,0.3422028422355652,43.79465866088867,37.28641891479492,11157.0517578125,1.1072351932525637
ReLU,0.45419666658980457,1,0,0,0,3,4,on,0.0003828020377519096,13,75.78282165527344,-0.9711459875106812,-0.1055382490158081,173,260.79667496681213,351.209979057312,1688961423.6025295,1688961514.0154345,75.78282165527344,81.42778778076172,0.1055382490158081,11.820307731628418,63.9169921875,9029.935546875,0.9711459875106812
Hardswish,0.0015234741716316194,1,2,2,0,3,4,off,0.00021391141629117648,35,89.0668716430664,-1.773399829864502,-0.47292909026145935,179,294.3091595172882,661.0449042320251,1688961457.1150143,1688961823.850366,89.0668716430664,92.38578033447266,0.47292909026145935,74.49739074707031,90.20147705078124,36661.25,1.773399829864502
ReLU,0.059434307340796674,3,0,1,0,3,1,off,0.00018854715329459732,41,91.2007064819336,-0.9986599683761596,-0.11414188146591188,180,302.93146276474,561.0240066051483,1688961465.7373154,1688961723.829497,91.2007064819336,93.21476745605467,0.11414188146591188,13.952349662780762,86.91891479492188,25796.93359375,0.9986599683761596
Hardswish,0.6053959077894746,1,1,3,0,1,4,on,0.0004680743316455664,10,55.239200592041016,-1.3580843210220337,-0.09932707995176315,181,307.6738703250885,364.9740266799927,1688961470.4797218,1688961527.7795067,55.239200592041016,71.14250183105469,0.09932707995176315,11.157670021057127,65.15728759765625,5721.9853515625,1.3580843210220337
Mish,0.7509083076746835,2,1,0,0,3,4,on,0.00041511527506046353,2,60.884178161621094,-1.8643267154693604,-0.3505978286266327,184,354.32970666885376,377.5905497074127,1688961517.1355588,1688961540.3960345,60.884178161621094,82.93893432617188,0.3505978286266327,42.92638397216797,55.82720184326172,2323.509033203125,1.8643267154693604
Hardswish,0.3934493930385358,3,0,0,0,4,4,on,0.000341131333388809,3,65.43622589111328,-1.386460304260254,-0.11332118511199953,189,371.3918704986572,402.3424906730652,1688961534.1977315,1688961565.1479394,65.43622589111328,77.59030151367188,0.11332118511199953,11.46702480316162,58.985111236572266,3089.637451171875,1.386460304260254
ReLU,0.6736422764303438,1,0,0,0,4,4,on,0.00027635988222314307,43,74.29597473144531,-1.8546959161758425,-0.06077943369746208,194,414.24417066574097,842.0644733905792,1688961577.0500257,1688962004.8699486,74.29597473144531,77.44754791259766,0.06077943369746208,9.016615867614746,77.75789642333984,42769.66015625,1.8546959161758425
Hardswish,0.14555858555183696,1,0,0,2,3,4,off,0.0005155846902581078,15,81.37420654296875,-1.300153732299805,-0.34278374910354614,196,421.9541890621186,525.4941947460175,1688961584.7600403,1688961688.299667,81.37420654296875,88.34017944335938,0.34278374910354614,46.65767288208008,83.80587005615234,10341.63671875,1.300153732299805
Hardswish,0.4912959535712824,0,0,0,0,4,4,on,0.00038816286646004255,15,51.54228591918945,-1.432978630065918,-0.07761374861001968,197,446.31175422668457,559.180230140686,1688961609.1176083,1688961721.9856882,51.54228591918945,71.5965805053711,0.07761374861001968,8.90330982208252,70.38392639160156,11274.498046875,1.432978630065918
Hardswish,0.45210445736502064,1,0,0,1,3,3,on,0.000233728435509534,18,72.25090026855469,-0.8187494874000549,-0.1329345852136612,199,462.1753816604614,605.0675847530365,1688961624.9812374,1688961767.8730395,72.25090026855469,86.57389068603516,0.1329345852136612,12.859420776367188,80.33612060546875,14276.8642578125,0.8187494874000549
Mish,0.9900025632917876,0,0,0,2,4,4,on,0.000466740593868543,12,52.01499557495117,-1.690531611442566,-0.3499928116798401,200,465.2677433490753,652.2040469646454,1688961628.073596,1688961815.009537,52.01499557495117,79.78243255615234,0.3499928116798401,34.78841781616211,23.783388137817383,18681.27734375,1.690531611442566
Hardswish,0.8446550106567658,2,0,1,0,4,4,on,0.0004902821778496321,2,34.07305908203125,-1.6366639137268066,-0.41941383481025696,209,559.4008831977844,578.7246153354645,1688961722.206736,1688961741.5300865,34.07305908203125,63.68632125854492,0.41941383481025696,36.35994720458984,37.91441345214844,1928.118896484375,1.6366639137268066
ReLU,0.4313388537465624,2,3,0,0,2,4,on,0.00045365505250102265,77,77.4307861328125,-1.7511738538742063,-0.678087055683136,21,0.477797269821167,669.668548822403,1688961163.2836657,1688961832.4736533,77.4307861328125,86.98883819580078,0.678087055683136,72.61262512207031,81.27667236328125,66611.0,1.7511738538742063
Hardswish,0.8899150476938432,0,0,0,0,3,1,on,0.0005574543824619496,5,54.096168518066406,-1.15001118183136,-0.08311855792999268,210,561.2413184642792,594.8142778873444,1688961724.0471702,1688961757.6197338,54.096168518066406,76.94051361083984,0.08311855792999268,9.59442138671875,34.60776138305664,3351.644775390625,1.15001118183136
Hardswish,0.7743583699895211,4,1,4,4,4,0,off,0.000491912490850855,19,29.478309631347656,-2.209404468536377,-0.06418629735708237,213,595.0308039188385,831.9206988811493,1688961757.8366551,1688961994.726174,29.478309631347656,79.06078338623047,0.06418629735708237,8.861795425415039,45.57195281982422,23676.669921875,2.209404468536377
Hardswish,0.44083640455438167,1,0,1,3,3,4,on,0.00023943537296948817,21,75.3097152709961,-1.4403988122940063,-0.11433375626802444,215,615.6735541820526,765.6635987758636,1688961778.479406,1688961928.4691088,75.3097152709961,74.72515106201172,0.11433375626802444,14.93793487548828,64.51294708251953,14986.8310546875,1.4403988122940063
ReLU,0.06394989505500503,1,1,2,3,1,2,on,0.0005627547208383404,22,90.7238998413086,-1.3700957298278809,-0.6309131383895874,225,685.2472350597382,892.7092537879944,1688961848.0530906,1688962055.5147085,90.7238998413086,90.20262908935548,0.6309131383895874,87.68016815185547,67.29560852050781,20733.82421875,1.3700957298278809
