,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.588491143564911,2,4,0,3,1,2,on,0.0002248213324509734,199,94.91967010498047,-2.2805278301239014,-0.5738065838813782,0,1688958811.9071531,1688962191.726366,94.91967010498047,97.97523498535156,0.5738065838813782,99.04168701171875,94.21147155761719,337835.21875,2.2805278301239014
1,ReLU,0.20700833323248577,1,0,0,0,0,0,on,0.0007074564308066168,6,57.09114456176758,-0.8961623907089233,-0.09175580739974976,1,1688958812.3485646,1688958851.53819,57.09114456176758,79.20195007324219,0.09175580739974976,8.377555847167969,54.41382598876953,3822.922607421875,0.8961623907089233
2,Hardswish,0.5658067937707009,1,3,1,2,2,2,off,0.0002310192561434537,53,86.54443359375,-1.5481849908828735,-0.6082268357276917,2,1688958812.3581848,1688959403.6374762,86.54443359375,89.52517700195312,0.6082268357276917,83.39476013183594,63.0213623046875,59032.0390625,1.5481849908828735
3,ReLU,0.34083447520697263,0,2,3,3,2,0,on,0.0007669895881056163,53,53.10318374633789,-1.6201391220092773,-0.7132321000099182,3,1688958812.3630264,1688959410.808701,53.10318374633789,69.5548095703125,0.7132321000099182,91.55519104003906,53.45940399169922,59743.62109375,1.6201391220092773
4,Hardswish,0.292380640451476,3,4,1,0,0,3,off,0.00010599969219566237,108,89.18598175048828,-1.731932282447815,-0.10344425588846207,4,1688958815.9169571,1688959767.3769035,89.18598175048828,95.80746459960938,0.10344425588846207,13.472616195678711,87.81120300292969,95024.3671875,1.731932282447815
5,ReLU,0.2923434942996396,1,1,4,0,1,4,off,0.0006126929428265844,109,73.8160629272461,-1.6857553720474243,-0.092511847615242,5,1688958816.9334893,1688959978.8410387,73.8160629272461,66.35382080078125,0.092511847615242,8.882770538330078,80.55642700195312,116049.8046875,1.6857553720474243
6,Hardswish,0.06285968159387245,1,0,2,0,1,2,off,0.0008706829114243013,39,84.71279907226562,-0.9996258616447449,-0.5818369388580322,6,1688958817.485516,1688959042.027866,84.71279907226562,92.9906005859375,0.5818369388580322,80.38817596435547,81.98818969726562,22368.4765625,0.9996258616447449
7,Mish,0.8594034010630165,1,4,1,4,1,1,off,0.00021196088534807417,50,41.99240493774414,-2.295891523361206,-0.09536103159189224,7,1688958818.0887103,1688959448.7757118,41.99240493774414,38.59016799926758,0.09536103159189224,10.55201244354248,40.38254928588867,63036.76171875,2.295891523361206
8,Hardswish,0.5843974625550495,3,0,2,0,0,2,off,0.0009212511564090724,58,30.50804328918457,-1.3195229768753052,-0.604704737663269,8,1688958818.227763,1688959263.833885,30.50804328918457,74.14212036132812,0.604704737663269,81.64116668701172,37.53589630126953,44521.3515625,1.3195229768753052
9,Hardswish,0.03719986765021483,4,2,0,3,2,1,off,0.00037006273995985673,193,93.64205169677734,-1.4478625059127808,-0.5630196928977966,9,1688958818.4849186,1688960766.5134547,93.64205169677734,98.10987854003906,0.5630196928977966,76.30424499511719,92.86356353759766,194762.5625,1.4478625059127808
10,Hardswish,0.1673920631519652,4,4,3,4,1,2,off,5.5378020176044094e-05,166,93.52495574951172,-2.3421404361724854,-0.5372072458267212,10,1688958818.5987494,1688960588.0454164,93.52495574951172,98.72222900390625,0.5372072458267212,49.73130416870117,92.08531188964844,176901.78125,2.3421404361724854
11,Mish,0.6324388913488891,1,1,0,0,0,0,off,0.00030249689407307954,143,89.44841766357422,-1.6778963804244995,-0.10059608519077301,11,1688958818.6062305,1688960278.331306,89.44841766357422,91.97016906738281,0.10059608519077301,9.534124374389648,83.41710662841797,145806.890625,1.6778963804244995
12,Mish,0.3142384170520398,0,3,1,0,0,1,on,0.00037355518425650504,153,84.02877044677734,-2.3956892490386963,-0.04907901585102081,12,1688958818.6622887,1688960501.2974906,84.02877044677734,77.54679870605469,0.04907901585102081,12.53145694732666,86.23770904541016,168222.953125,2.3956892490386963
13,ReLU,0.6918810910677942,3,3,4,0,1,2,on,0.0002619828937893828,159,92.19869232177734,-1.9064433574676514,-0.35748574137687683,13,1688958818.7294245,1688960679.711713,92.19869232177734,91.11641693115234,0.35748574137687683,50.80567932128906,93.02122497558594,185946.9375,1.9064433574676514
14,Hardswish,0.24482261997832344,3,4,3,2,0,2,off,0.0008960447553953807,118,83.50602722167969,-1.9832160472869873,-0.6172304153442383,14,1688958818.7568226,1688960467.7863832,83.50602722167969,92.9037094116211,0.6172304153442383,77.50653076171875,71.62210845947266,164754.40625,1.9832160472869873
15,Mish,0.6808667152471722,1,1,0,4,0,0,on,0.0007944593193642391,123,78.45592498779297,-2.3686604499816895,-0.0923982560634613,15,1688958818.776736,1688959853.3884172,78.45592498779297,61.61892318725586,0.0923982560634613,9.535867691040039,87.20743560791016,103312.59375,2.3686604499816895
16,Hardswish,0.6061891237731439,2,1,3,4,4,0,off,0.00031603892396099505,115,85.49871063232422,-1.7035633325576782,-0.4375757575035095,16,1688958818.8384542,1688960181.6761968,85.49871063232422,91.76266479492188,0.4375757575035095,44.327640533447266,85.69171905517578,136141.375,1.7035633325576782
17,Hardswish,0.22563043856305925,1,4,3,4,0,4,off,0.0008521435541263775,37,50.58242416381836,-1.9757808446884155,-0.11271282285451889,17,1688958818.9463954,1688959205.573249,50.58242416381836,85.98452758789062,0.11271282285451889,12.10420036315918,55.598785400390625,38533.1015625,1.9757808446884155
18,Mish,0.49883678949306515,4,0,3,1,2,0,off,0.00025733445626121947,12,67.90005493164062,-3.061516761779785,-0.32922276854515076,18,1688958818.9533246,1688958980.8229225,67.90005493164062,89.25519561767578,0.32922276854515076,62.65586853027344,56.40851593017578,16000.40234375,3.061516761779785
