p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Mish,0.5879007018503275,0,1,3,0,3,4,off,0.0009816523492299594,46,29.214704513549805,-2.9781558513641357,-0.12091009318828583,64,0.5214657783508301,616.6540682315826,1688959171.2264223,1688959787.3569782,29.214704513549805,47.371070861816406,0.12091009318828583,14.401411056518555,55.563053131103516,61330.56640625,2.9781558513641357
Hardswish,0.36780389615756975,2,1,1,3,0,4,off,0.000882127519625964,30,26.062158584594727,-1.6009490489959717,-0.42500439286231995,0,0.39850783348083496,294.42142271995544,1688959171.1034644,1688959465.1247163,26.062158584594727,62.20718765258789,0.42500439286231995,43.22227478027344,66.26033782958984,29134.453125,1.6009490489959717
Hardswish,0.3081079040589047,2,2,0,4,0,2,off,0.00021053282362416863,48,88.0151596069336,-1.4617191553115845,-0.651498019695282,100,0.5554566383361816,462.3432381153106,1688959171.2604089,1688959633.0474958,88.0151596069336,93.01506042480467,0.651498019695282,83.15587615966797,89.12179565429688,45895.71484375,1.4617191553115845
Mish,0.8109427143091241,1,1,0,2,3,0,on,0.00016962867282121135,20,82.66327667236328,-1.961637258529663,-0.32620248198509216,101,0.554445743560791,191.88398241996765,1688959171.2593958,1688959362.587432,82.66327667236328,77.12895965576172,0.32620248198509216,46.34190368652344,78.19062805175781,18894.29296875,1.961637258529663
ReLU,0.492808851380136,2,1,2,0,1,2,on,0.0009405839575027812,51,70.9789810180664,-1.2344390153884888,-0.7887617349624634,103,0.5580775737762451,330.1167616844177,1688959171.2630277,1688959500.8200393,70.9789810180664,65.61428833007812,0.7887617349624634,106.09500122070312,53.42638397216797,32859.44140625,1.2344390153884888
Mish,0.35952027770074685,1,0,3,0,2,4,on,0.0002654227034659515,6,56.03084945678711,-2.795804023742676,-0.3136104643344879,107,0.5623612403869629,80.37826299667358,1688959171.267317,1688959251.0815113,56.03084945678711,84.4752426147461,0.3136104643344879,46.55685043334961,61.48942565917969,7699.763671875,2.795804023742676
ReLU,0.8300468276109821,3,4,0,2,0,2,on,0.0005278078315201541,53,56.30470657348633,-2.22391414642334,-0.5666723251342773,113,0.5681967735290527,438.9530057907105,1688959171.2731493,1688959609.656426,56.30470657348633,76.46847534179688,0.5666723251342773,74.90868377685547,55.16693115234375,43753.67578125,2.22391414642334
ReLU,0.34000476497073295,1,1,2,3,0,4,off,4.725562609843655e-05,10,75.22904968261719,-1.4338393211364746,-0.3386107087135315,116,0.5745747089385986,78.38009929656982,1688959171.279527,1688959249.0833783,75.22904968261719,90.79866027832033,0.3386107087135315,45.49030303955078,79.13272094726562,7511.93798828125,1.4338393211364746
Mish,0.07767322077572669,2,3,2,3,3,0,off,0.0007071334049989824,36,87.83167266845703,-2.9798836708068848,-0.749116063117981,12,0.4499788284301758,578.4827034473419,1688959171.1549313,1688959749.1869044,87.83167266845703,92.33290100097656,0.749116063117981,97.4221420288086,83.7474136352539,57532.07421875,2.9798836708068848
ReLU,0.2539607845173057,3,1,4,1,3,1,off,0.00019077054488148343,54,88.10749053955078,-1.8587677478790283,-0.1332746297121048,126,0.5875310897827148,443.1153609752655,1688959171.2924838,1688959613.8185074,88.10749053955078,93.04431915283205,0.1332746297121048,14.88375473022461,85.90864562988281,43977.2890625,1.8587677478790283
Mish,0.12584836473389258,0,4,4,0,0,4,off,0.0006639047665577725,36,66.76020812988281,-2.878850221633911,-0.09500660747289658,127,0.5894582271575928,590.8573441505432,1688959171.2944074,1688959761.5615888,66.76020812988281,88.95852661132812,0.09500660747289658,10.477449417114258,76.30183410644531,58784.38671875,2.878850221633911
ReLU,0.0585754335517037,3,0,0,4,2,0,on,0.0001793526103596228,15,83.7574462890625,-1.4278686046600342,-0.3219510018825531,130,0.5929386615753174,113.87520742416382,1688959171.2978888,1688959284.5794263,83.7574462890625,90.19871520996094,0.3219510018825531,46.408660888671875,86.2026596069336,11047.3427734375,1.4278686046600342
ReLU,0.8402655189484323,4,2,3,1,0,3,off,0.00012069446595981452,9,79.17359924316406,-1.7775516510009766,-0.3817234635353088,132,0.5963766574859619,78.97351145744324,1688959171.3013282,1688959249.676786,79.17359924316406,78.62161254882812,0.3817234635353088,53.537391662597656,74.4708251953125,7564.91748046875,1.7775516510009766
Hardswish,0.755933535333766,1,2,1,4,3,4,off,0.0002073372476948738,5,63.807254791259766,-2.135003089904785,-0.3797609210014343,140,0.60390305519104,53.13695812225342,1688959171.3088477,1688959223.840837,63.807254791259766,82.34158325195312,0.3797609210014343,52.970558166503906,35.14376449584961,4980.54052734375,2.135003089904785
ReLU,0.17702306534396817,2,3,1,3,1,0,off,0.0005041750001531973,13,88.66738891601562,-1.2180155515670776,-0.4339929223060608,141,0.6028077602386475,124.41045689582825,1688959171.307754,1688959295.1139913,88.66738891601562,90.68576049804688,0.4339929223060608,53.19414520263672,73.38582611083984,12109.16796875,1.2180155515670776
ReLU,0.8482703506570506,2,2,3,1,1,1,on,0.0002368216337467906,57,83.77945709228516,-1.1804407835006714,-0.6390910744667053,145,0.6120009422302246,496.4949200153351,1688959171.3169465,1688959667.1991816,83.77945709228516,89.49427032470703,0.6390910744667053,83.62815856933594,85.77008819580078,49311.42578125,1.1804407835006714
Hardswish,0.8771859820096917,4,0,4,2,1,1,on,2.114825958681568e-05,16,37.24857711791992,-1.4370330572128296,-0.33231526613235474,146,0.6085145473480225,137.42752027511597,1688959171.313466,1688959308.1312213,37.24857711791992,53.87958908081055,0.33231526613235474,35.77458572387695,34.82758712768555,13407.3056640625,1.4370330572128296
Hardswish,0.4300290882970054,1,3,4,1,0,3,off,0.00036658908880133186,65,81.9112548828125,-1.6523911952972412,-0.09629855304956436,147,0.6096324920654297,587.2328107357025,1688959171.3145802,1688959757.936624,81.9112548828125,79.79908752441406,0.09629855304956436,13.451284408569336,84.40280151367188,58413.765625,1.6523911952972412
Mish,0.9510347639758722,1,4,0,2,1,4,off,0.00017742053742782497,35,70.09732818603516,-1.9278334379196167,-0.3693176805973053,150,0.6143093109130859,407.0608069896698,1688959171.31926,1688959577.7650623,70.09732818603516,89.08895874023438,0.3693176805973053,46.65843963623047,49.26920318603515,40554.45703125,1.9278334379196167
