,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.06416230965932139,4,2,4,4,1,1,off,0.0004119066873106033,38,84.71150970458984,-2.774557113647461,-0.3812660276889801,0,1688857624.1074831,1688858097.9656703,84.71150970458984,90.49314880371094,0.3812660276889801,54.90800476074219,84.7452621459961,47039.69140625,2.774557113647461
1,Hardswish,0.808834412680589,2,2,4,2,1,3,off,0.0005683722784131154,56,35.53681564331055,-2.290019989013672,-0.6835500597953796,1,1688857629.4658906,1688858205.958466,35.53681564331055,86.24681091308594,0.6835500597953796,87.7548828125,39.694210052490234,57486.83203125,2.290019989013672
2,Hardswish,0.7003938559758758,2,4,4,4,4,2,off,0.0005238647487048649,115,69.00941467285156,-2.131967067718506,-0.6386987566947937,2,1688857629.4691453,1688859061.987645,69.00941467285156,90.95193481445312,0.6386987566947937,72.45189666748047,72.35797882080078,143093.5,2.131967067718506
3,Hardswish,0.7893870312416216,2,1,1,3,0,4,off,0.0003768795822217781,93,75.21329498291016,-1.7312724590301514,-0.40078699588775635,3,1688857629.4840631,1688858655.8503573,75.21329498291016,88.90042877197266,0.40078699588775635,41.54262924194336,88.23744201660156,102475.3984375,1.7312724590301514
4,Mish,0.5950233917534128,3,4,2,0,2,4,off,0.0007856677761306992,122,45.681556701660156,-2.8491246700286865,-0.7147822976112366,4,1688857629.4948397,1688859210.0352433,45.681556701660156,86.45977783203125,0.7147822976112366,87.10098266601562,75.3586196899414,157893.890625,2.8491246700286865
5,ReLU,0.38987756723318556,1,3,2,0,3,2,on,0.0007794451315131736,96,57.613853454589844,-1.3439046144485474,-0.5889603495597839,5,1688857629.566811,1688858601.944943,57.613853454589844,78.6288833618164,0.5889603495597839,72.54084014892578,67.06938934326172,97093.9375,1.3439046144485474
6,Hardswish,0.21530205773458735,3,0,3,2,2,4,off,0.0009016112443120323,74,44.59666442871094,-2.2964324951171875,-0.5948876738548279,6,1688857629.5894506,1688858671.3355677,44.59666442871094,87.378173828125,0.5948876738548279,82.7398681640625,60.1634521484375,104004.125,2.2964324951171875
7,Mish,0.9030987273974858,0,2,3,3,4,3,off,0.0003090381801261482,112,85.40576934814453,-3.2682745456695557,-0.4988633096218109,7,1688857629.6068969,1688859443.3920236,85.40576934814453,93.25813293457031,0.4988633096218109,64.91556549072266,82.39692687988281,181229.84375,3.2682745456695557
8,Hardswish,0.6991230175519766,2,4,3,1,3,4,on,0.00024100205016496225,64,77.9376220703125,-2.0329692363739014,-0.4758978486061096,8,1688857629.6098855,1688858514.7710946,77.9376220703125,89.78521728515625,0.4758978486061096,51.0238151550293,61.94676971435547,88367.9453125,2.0329692363739014
9,ReLU,0.5141375665299132,3,1,2,4,0,1,on,0.0005465974781859775,161,64.913330078125,-1.2173720598220825,-0.34235259890556335,9,1688857629.616163,1688858932.8671956,64.913330078125,86.13935852050781,0.34235259890556335,44.737831115722656,83.23863220214844,130157.1171875,1.2173720598220825
10,Hardswish,0.9317222472300971,1,0,1,4,4,4,off,0.000654936606454895,91,46.683837890625,-3.3885035514831543,-0.07485105097293854,10,1688857629.662987,1688858690.4837697,46.683837890625,65.16668701171875,0.07485105097293854,7.6684889793396,28.85368537902832,105923.671875,3.3885035514831543
11,ReLU,0.635962455378456,1,0,1,2,3,3,on,0.0007533687377372561,74,27.652631759643555,-1.5470833778381348,-0.3365526795387268,11,1688857629.6569219,1688858233.8434029,27.652631759643555,64.22966003417969,0.3365526795387268,54.28775405883789,51.92885208129883,60275.3203125,1.5470833778381348
12,Mish,0.19241607534760094,1,2,2,2,0,3,off,0.0002814699629943216,135,93.61949920654297,-2.8016374111175537,-0.6582854390144348,12,1688857629.6694627,1688858983.8421469,93.61949920654297,96.78522491455078,0.6582854390144348,92.46794891357422,93.69270324707031,135245.921875,2.8016374111175537
13,Hardswish,0.9673591929350344,3,1,2,0,1,4,on,0.00013675029567331435,90,81.70291900634766,-1.4211106300354004,-0.27444133162498474,13,1688857629.6725624,1688858442.455112,81.70291900634766,91.80909729003906,0.27444133162498474,44.83140182495117,87.16551208496094,81107.421875,1.4211106300354004
14,Mish,0.2818346848111233,0,4,4,3,4,1,on,0.0008621044433990623,110,75.7050552368164,-3.0930392742156982,-0.12823189795017242,14,1688857629.6751704,1688859366.2082815,75.7050552368164,76.60173797607422,0.12823189795017242,12.812962532043457,73.90064239501953,173484.375,3.0930392742156982
15,Mish,0.9307533909826652,1,4,2,1,3,0,on,9.046448195065803e-05,192,93.40617370605469,-2.6429178714752197,-0.30563804507255554,15,1688857629.6795177,1688860549.3809655,93.40617370605469,93.42822265625,0.30563804507255554,42.62235641479492,91.52826690673828,291800.9375,2.6429178714752197
16,ReLU,0.7435967133957988,2,3,4,2,0,3,on,0.0006381133751094277,116,67.55634307861328,-1.6242589950561523,-0.6199820041656494,16,1688857629.682218,1688858812.5966866,67.55634307861328,69.39512634277344,0.6199820041656494,78.22733306884766,82.5920639038086,118130.0703125,1.6242589950561523
17,Hardswish,0.11931285034710944,1,0,0,1,3,4,off,0.0005205808524536811,107,90.27859497070312,-1.282964825630188,-0.09990988671779633,17,1688857629.4231448,1688858486.7643085,90.27859497070312,93.81476593017578,0.09990988671779633,10.827474594116211,63.32954025268555,85549.46875,1.282964825630188
18,ReLU,0.15594111477624614,1,3,3,3,1,4,on,0.0007666031213513282,102,76.8455581665039,-1.619033694267273,-0.16606371104717255,18,1688857629.68581,1688858546.2262595,76.8455581665039,89.79154205322266,0.16606371104717255,17.729042053222656,89.59369659423828,91479.1953125,1.619033694267273
19,Hardswish,0.3774237196335093,2,3,1,3,0,1,off,0.0006119981944610604,76,49.550933837890625,-1.5153509378433228,-0.3680727183818817,19,1688857629.6882105,1688858244.7512777,49.550933837890625,83.56836700439453,0.3680727183818817,47.46255111694336,70.89640808105469,61347.01171875,1.5153509378433228
20,ReLU,0.18601538058974995,0,2,0,2,2,3,on,0.000924970517988095,75,73.75,-1.4067548513412476,-0.6381101608276367,20,1688857629.691284,1688858288.4644125,73.75,58.347373962402344,0.6381101608276367,89.54608154296875,83.32537078857422,65719.4375,1.4067548513412476
21,ReLU,0.2989003922328918,2,2,0,4,0,2,off,0.00023403105913536628,25,84.43675994873047,-1.4173214435577393,-0.6565058827400208,21,1688857629.6985428,1688857850.4157338,84.43675994873047,92.29234313964844,0.6565058827400208,77.6400375366211,85.65769958496094,21903.966796875,1.4173214435577393
