p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.001547663732505,4,2,4,4,1,1,off,6.485339288100594e-05,38,52.31085205078125,-3.0335352420806885,-0.3344070613384247,0,1691686470.217081,1691686702.5634038,0.3344070613384247,44243.18359375,3.0335352420806885,43.35611724853516,52.31085205078125,54.51403427124024,49.619911193847656,False
Mish,0.20875080972321,0,2,1,0,2,0,on,1.5074543188124991e-05,32,77.75833129882812,-1.9569624662399288,-0.5568163394927979,1,1691686470.5132143,1691686602.468233,0.5568163394927979,24224.076171875,1.9569624662399288,80.4836654663086,77.75833129882812,77.5716552734375,77.27882385253906,False
Mish,0.5930072912680995,2,0,0,3,4,4,on,0.0006962887157877,199,80.73926544189453,-3.1165850162506104,-0.34424689412117,2,1691686470.5162013,1691687886.3117192,0.34424689412117,280992.9375,3.1165850162506104,47.27936553955078,80.73926544189453,86.44208526611328,82.54264068603516,False
ReLU,0.4157150370692146,3,0,4,2,1,1,off,0.0001128410743582,160,73.2424545288086,-1.3556454181671145,-0.3597210049629211,3,1691686470.520632,1691686929.7299776,0.3597210049629211,89677.21875,1.3556454181671145,47.55567169189453,73.2424545288086,83.19145965576172,71.15064239501953,False
Mish,0.0126757305949158,4,3,1,4,1,0,off,1.327562917252587e-05,119,78.67747497558594,-2.309237480163574,-0.1072456017136573,4,1691686472.1811452,1691687021.22239,0.1072456017136573,107977.5078125,2.309237480163574,11.778953552246094,78.67747497558594,90.80140686035156,78.57428741455078,False
Mish,0.0037568430258879,1,2,2,2,0,3,off,3.535282859940971e-05,135,84.69984436035156,-3.2297096252441406,-0.8028618097305298,5,1691686472.1942198,1691687340.4250147,0.8028618097305298,171814.71875,3.2297096252441406,117.86255645751952,84.69984436035156,99.35416412353516,84.3281478881836,False
ReLU,0.0265122587127746,4,3,0,1,3,4,on,1.3131518844044112e-05,167,84.66026306152344,-1.699968338012695,-0.1349548101425171,6,1691686472.2208998,1691687100.1694186,0.1349548101425171,123767.1953125,1.699968338012695,15.379403114318848,84.66026306152344,86.0400390625,84.82874298095703,False
ReLU,0.4811427664102877,3,0,0,0,3,0,on,0.0003059711797577,31,41.42267608642578,-0.6437246203422546,-0.1342142224311828,7,1691686472.0797262,1691686527.7576413,0.1342142224311828,9295.0244140625,0.6437246203422546,15.441081047058104,41.42267608642578,55.65372467041016,41.38690185546875,False
Hardswish,0.7979571276531549,3,1,2,0,1,4,on,1.8032718508271865e-05,90,81.1356430053711,-1.3965774774551392,-0.3485938310623169,8,1691686472.0484414,1691686748.973806,0.3485938310623169,53524.78125,1.3965774774551392,48.01420974731445,81.1356430053711,84.52352905273438,78.91055297851562,False
Hardswish,0.0010877225291609,1,1,2,3,3,4,off,2.6421525454591567e-05,136,80.93778228759766,-1.4829941987991333,-0.3611922264099121,9,1691686472.1840165,1691686932.8512208,0.3611922264099121,90303.03125,1.4829941987991333,51.36278533935547,80.93778228759766,92.5386734008789,80.63616180419922,False
