p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Mish,0.5879007018503275,0,1,3,0,3,4,off,0.0009816523492299594,46,29.214704513549805,-2.9781558513641357,-0.12091009318828583,117,1.4239542484283447,619.6379256248474,1689177070.9747763,1689177689.1871107,29.214704513549805,47.371070861816406,0.12091009318828583,14.401411056518555,55.563053131103516,61330.56640625,2.9781558513641357
ReLU,0.2749896760119214,4,3,1,1,0,0,on,0.00033336077034388644,30,77.4631118774414,-1.1743841171264648,-0.10226967930793762,10,0.9636619091033936,270.0910630226135,1689177070.5144806,1689177339.6411688,77.4631118774414,90.74430084228516,0.10226967930793762,12.788339614868164,82.82471466064453,26381.033203125,1.1743841171264648
Mish,0.12584836473389258,0,4,4,0,0,4,off,0.0006639047665577725,36,66.76020812988281,-2.878850221633911,-0.09500660747289658,100,1.1450576782226562,594.1750192642212,1689177070.695872,1689177663.7251914,66.76020812988281,88.95852661132812,0.09500660747289658,10.477449417114258,76.30183410644531,58784.38671875,2.878850221633911
Hardswish,0.05565106522017842,2,3,0,2,1,0,off,0.0006589457481701173,61,90.79888916015624,-1.8774926662445068,-0.5748848915100098,105,1.1770014762878418,515.3978009223938,1689177070.7278297,1689177584.9479308,90.79888916015624,95.67156982421876,0.5748848915100098,79.25579833984375,88.31523895263672,50904.88671875,1.8774926662445068
Hardswish,0.023783310257899495,1,3,4,0,3,3,on,3.9906162763859865e-05,46,91.15177154541016,-1.3435547351837158,-0.14853744208812714,108,1.1936428546905518,349.06432032585144,1689177070.7444654,1689177418.6145048,91.15177154541016,89.78973388671875,0.14853744208812714,15.979812622070312,86.02342224121094,34263.06640625,1.3435547351837158
ReLU,0.17702306534396817,2,3,1,3,1,0,off,0.0005041750001531973,13,88.66738891601562,-1.2180155515670776,-0.4339929223060608,112,1.205890655517578,127.18044137954712,1689177070.75671,1689177196.7305615,88.66738891601562,90.68576049804688,0.4339929223060608,53.19414520263672,73.38582611083984,12109.16796875,1.2180155515670776
ReLU,0.492808851380136,2,1,2,0,1,2,on,0.0009405839575027812,51,70.9789810180664,-1.2344390153884888,-0.7887617349624634,113,1.2069270610809326,335.04144859313965,1689177070.7577507,1689177404.591532,70.9789810180664,65.61428833007812,0.7887617349624634,106.09500122070312,53.42638397216797,32859.44140625,1.2344390153884888
ReLU,0.2539607845173057,3,1,4,1,3,1,off,0.00019077054488148343,54,88.10749053955078,-1.8587677478790283,-0.1332746297121048,119,1.4310755729675293,446.1625652313232,1689177070.9818966,1689177515.7072413,88.10749053955078,93.04431915283205,0.1332746297121048,14.88375473022461,85.90864562988281,43977.2890625,1.8587677478790283
Hardswish,0.17349076507293848,1,3,2,1,1,4,on,1.698747978947684e-05,12,88.57562255859375,-1.663565993309021,-0.33556586503982544,120,22.999584913253784,126.52778124809264,1689177092.550394,1689177196.0781553,88.57562255859375,89.07982635498047,0.33556586503982544,44.598873138427734,87.59547424316406,10340.478515625,1.663565993309021
ReLU,0.928550107986236,4,3,0,3,0,3,on,0.000357944809634397,39,53.975303649902344,-1.4978381395339966,-0.1663621962070465,122,58.56021332740784,371.1350708007813,1689177128.1110194,1689177440.685493,53.975303649902344,77.3455581665039,0.1663621962070465,17.419584274291992,61.86487579345703,31245.13671875,1.4978381395339966
