,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.5696520053174939,3,4,0,0,3,2,on,0.00014575795186401783,25,80.12133026123047,-1.6467275619506836,-0.3664041757583618,0,1688968958.6286602,1688969169.4316947,80.12133026123047,89.12989807128906,0.3664041757583618,48.58011245727539,77.3049545288086,20883.322265625,1.6467275619506836
1,Hardswish,0.2916041400648896,1,4,4,0,3,2,on,0.0004845732640808439,56,62.902565002441406,-2.0101537704467773,-0.36199429631233215,1,1688968962.8916733,1688969574.6948917,62.902565002441406,69.00355529785156,0.36199429631233215,47.281063079833984,52.035919189453125,61139.0859375,2.0101537704467773
2,Mish,0.5694729995142791,3,2,4,0,0,1,on,0.0009792736192146781,1,34.93769836425781,-2.270599365234375,-0.43138182163238525,2,1688968964.0094743,1688968980.5182083,34.93769836425781,40.9299201965332,0.43138182163238525,58.53150177001953,43.42434310913086,1614.37255859375,2.270599365234375
3,Hardswish,0.6296064209154443,3,0,0,0,1,1,on,0.0008715716647194125,14,49.168148040771484,-0.8326143026351929,-0.11152473837137222,3,1688968964.4233103,1688969038.1485794,49.168148040771484,73.53851318359375,0.11152473837137222,10.229996681213379,65.34591674804688,7342.14111328125,0.8326143026351929
4,Hardswish,0.8808269470173409,0,2,3,2,4,3,off,0.0006810522831746393,140,77.20531463623047,-2.199388027191162,-0.5952998399734497,4,1688968965.3673875,1688970552.2828763,77.20531463623047,90.41170501708984,0.5952998399734497,67.96157836914062,68.25615692138672,158585.46875,2.199388027191162
5,Hardswish,0.4696238174709305,4,2,2,1,2,1,on,0.000649320114628659,66,59.58295440673828,-1.6323221921920776,-0.8054686784744263,5,1688968965.4623697,1688969687.3226514,59.58295440673828,79.55912780761719,0.8054686784744263,103.67697143554688,78.55931091308594,72089.828125,1.6323221921920776
6,ReLU,0.27743920810650713,0,2,3,1,4,1,off,0.0002420551707673086,11,69.07672882080078,-1.6422114372253418,-0.36188140511512756,6,1688968965.500641,1688969079.3025117,69.07672882080078,88.09888458251953,0.36188140511512756,53.77364730834961,72.0897445678711,11287.3984375,1.6422114372253418
7,Mish,0.9435751559956755,4,1,0,0,0,2,on,0.0005705472184786354,145,62.06224060058594,-1.9264748096466064,-0.32378220558166504,7,1688968965.631726,1688970784.5922348,62.06224060058594,78.72870635986328,0.32378220558166504,40.54176330566406,85.1888427734375,181816.484375,1.9264748096466064
8,ReLU,0.6547324015806942,3,0,2,4,1,0,off,0.0005477592572355282,46,49.217044830322266,-1.846595287322998,-0.3885161578655243,8,1688968965.8487573,1688969444.6294277,49.217044830322266,80.07776641845703,0.3885161578655243,39.86000442504883,47.93357467651367,47767.984375,1.846595287322998
9,ReLU,0.050985739308778394,3,0,4,3,0,4,on,0.0002751478809899992,196,94.7616958618164,-1.2952089309692383,-0.14113987982273102,9,1688968965.8923328,1688971282.7178714,94.7616958618164,95.33294677734375,0.14113987982273102,13.895212173461914,93.77793884277344,231576.703125,1.2952089309692383
10,ReLU,0.045536309149654536,4,3,1,0,0,3,off,0.00032719335206089507,29,84.33464813232422,-1.2987244129180908,-0.11823005974292755,10,1688968965.9809368,1688969223.9250839,84.33464813232422,91.50523376464844,0.11823005974292755,14.553034782409668,88.73553466796875,25697.390625,1.2987244129180908
11,Hardswish,0.7022381686941999,4,0,1,3,1,0,off,0.0002697052971167001,191,93.40473937988281,-1.6403703689575195,-0.08531924337148666,11,1688968966.172132,1688970442.676842,93.40473937988281,98.1768798828125,0.08531924337148666,12.325923919677734,93.08351135253906,147503.765625,1.6403703689575195
12,ReLU,0.7344872419103801,4,4,3,1,3,4,on,0.0009476176006419593,66,22.861684799194336,-2.8378822803497314,-0.05862083286046982,12,1688968966.2168992,1688969855.3212872,22.861684799194336,25.798912048339844,0.05862083286046982,13.82593822479248,56.48817443847656,88748.5078125,2.8378822803497314
13,Hardswish,0.7179245489178568,3,3,1,1,4,0,off,0.00020955470351931632,159,89.58025360107422,-1.9952492713928223,-0.12481007725000381,13,1688968966.2566369,1688970678.3581166,89.58025360107422,91.62650299072266,0.12481007725000381,14.555359840393066,86.79564666748047,171057.78125,1.9952492713928223
14,ReLU,0.7340246937905178,3,3,2,1,2,0,off,0.00047490960535329665,168,90.52577209472656,-1.3047986030578613,-0.6806954741477966,14,1688968966.267365,1688970913.866661,90.52577209472656,96.78657531738281,0.6806954741477966,84.51361083984375,93.50636291503906,194597.71875,1.3047986030578613
15,Hardswish,0.3428638837854584,4,1,0,4,2,3,on,0.0002526744226259511,86,80.61162567138672,-1.8580724000930786,-0.22048626840114594,15,1688968966.287903,1688969810.3514829,80.61162567138672,91.78459930419922,0.22048626840114594,51.419368743896484,78.08601379394531,84245.609375,1.8580724000930786
16,ReLU,0.1022306112775074,3,4,3,4,0,2,on,0.000183813581833175,71,92.24754333496094,-2.348177194595337,-0.39347976446151733,16,1688968966.3116612,1688969604.3520582,92.24754333496094,92.0992202758789,0.39347976446151733,55.411888122558594,83.50163269042969,63646.234375,2.348177194595337
17,Hardswish,0.22030196478609076,0,4,3,0,2,3,off,0.0002186147932103496,108,92.56000518798828,-1.6962857246398926,-0.23467710614204407,17,1688968966.328182,1688970177.1273434,92.56000518798828,95.77949523925781,0.23467710614204407,47.32489013671875,87.73356628417969,120929.1796875,1.6962857246398926
18,ReLU,0.3828438670606355,3,3,2,2,2,3,on,3.4984380027312817e-05,121,92.05982208251953,-1.7022792100906372,-0.8062578439712524,18,1688968966.4047983,1688970332.5405807,92.05982208251953,94.1290054321289,0.8062578439712524,103.90396881103516,93.02706909179688,136465.4375,1.7022792100906372
19,ReLU,0.5732640988921528,3,1,0,2,2,0,on,0.0006519312223132992,142,74.74666595458984,-1.3280091285705566,-0.5929149389266968,19,1688968966.4115832,1688970364.7544205,74.74666595458984,70.6279296875,0.5929149389266968,83.45475769042969,88.37036895751953,139629.375,1.3280091285705566
20,Hardswish,0.8008633315570178,4,0,3,0,4,0,on,0.0009500323891408449,29,22.891921997070312,-2.0715301036834717,-0.08197880536317825,20,1688968966.424175,1688969230.2338083,22.891921997070312,54.093875885009766,0.08197880536317825,8.962148666381836,56.12860107421875,26243.744140625,2.0715301036834717
