p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Hardswish,0.0019185669498508,2,4,2,0,1,2,off,1.0402249319594583e-05,126,82.15464782714844,-1.7210609912872314,-0.7874909043312073,6,0.4308037757873535,489.9840347766876,1691762948.5638726,1691763438.1163485,0.7874909043312073,95875.1875,1.7210609912872314,116.27216339111328,82.15464782714844,97.9920425415039,80.88957977294922,False
ReLU,0.0030077633358218,3,0,1,2,3,2,off,1.201427339627487e-05,118,81.73548126220703,-1.067619562149048,-0.6099761724472046,0,0.4094583988189697,316.73557710647583,1691762948.5425262,1691763264.8681371,0.6099761724472046,61211.0859375,1.067619562149048,87.13651275634766,81.73548126220703,97.74694061279295,80.07938385009766,False
Mish,0.8545920947925405,2,1,1,4,0,1,off,1.1674862380568054e-05,112,76.39781951904297,-1.7687724828720093,-0.3288193345069885,12,0.4418413639068603,416.46275997161865,1691762948.5749094,1691763364.5953472,0.3288193345069885,81156.046875,1.7687724828720093,42.77189254760742,76.39781951904297,84.61609649658203,78.81375122070312,False
Mish,0.1355071592215645,1,2,2,0,3,0,on,0.0001193640194083,48,82.96609497070312,-2.477506637573242,-0.590600311756134,13,0.4392719268798828,249.04196047782892,1691762948.5723426,1691763197.174529,0.590600311756134,47671.7109375,2.477506637573242,82.98983001708984,82.96609497070312,83.57117462158203,82.9466323852539,False
ReLU,0.0095242429694169,0,4,1,3,0,2,on,0.0001192962412433,111,83.72086334228516,-1.2403721809387207,-0.3387065529823303,15,0.4425675868988037,315.90924191474915,1691762948.5756328,1691763264.0418031,0.3387065529823303,61047.43359375,1.2403721809387207,48.38647079467773,83.72086334228516,86.08303833007812,84.11681365966797,False
Mish,0.3149480265499321,1,2,3,0,0,0,off,9.116109826612526e-05,99,83.60196685791016,-1.7412705421447754,-0.3398570716381073,16,0.4445884227752685,349.6070375442505,1691762948.5776532,1691763297.7396083,0.3398570716381073,67786.3984375,1.7412705421447754,47.11786651611328,83.60196685791016,93.58381652832033,83.72374725341797,False
Mish,0.0084386002961041,4,0,4,0,1,1,off,8.712874282990873e-05,63,63.37456512451172,-1.7571996450424194,-0.0620253458619117,17,0.4466872215270996,211.6131172180176,1691762948.579759,1691763159.745714,0.0620253458619117,40185.640625,1.7571996450424194,7.785619735717773,63.37456512451172,65.3102798461914,60.62753677368164,False
Hardswish,0.0506284546212218,1,2,2,0,1,1,on,0.0003949200329148,114,86.50493621826172,-0.8581956624984741,-0.5605559945106506,2,0.411860704421997,240.35319900512692,1691762948.544926,1691763188.4858017,0.5605559945106506,45951.3828125,0.8581956624984741,79.3216323852539,86.50493621826172,90.91243743896484,86.93324279785156,False
Mish,0.002054840243291,3,4,0,2,4,1,off,1.6149993086904558e-05,1,28.011587142944336,-3.005558490753174,-0.3536310195922851,20,0.4520845413208008,16.481964826583862,1691762948.585152,1691762964.6145785,0.3536310195922851,1180.168701171875,3.005558490753174,45.88916015625,28.011587142944336,22.01632499694824,27.079389572143555,False
ReLU,0.0012807254093238,0,0,2,0,3,0,off,6.0815434445859536e-05,17,45.65600204467773,-0.7507449388504028,-0.3320346176624298,21,0.4539394378662109,41.11738276481629,1691762948.5870085,1691762989.2499766,0.3320346176624298,6100.88671875,0.7507449388504028,47.42593765258789,45.65600204467773,42.244510650634766,42.126651763916016,False
ReLU,0.1507983194875927,0,4,3,2,3,2,off,3.691808116945784e-05,1,34.88161087036133,-1.6820600032806396,-0.5988053679466248,22,0.4563417434692383,14.470213890075684,1691762948.5894094,1691762962.6028528,0.5988053679466248,778.002685546875,1.6820600032806396,86.36053466796875,34.88161087036133,29.370437622070312,33.660621643066406,False
Mish,0.2253281799004364,3,0,1,1,3,3,on,0.0001329890802924,93,82.56387329101562,-2.181523561477661,-0.1585433930158615,23,0.456949234008789,417.0842356681824,1691762948.5900154,1691763365.2167635,0.1585433930158615,81282.09375,2.181523561477661,19.62557601928711,82.56387329101562,84.10652160644531,82.65023040771484,False
Hardswish,0.0019432735698017,4,4,4,3,0,2,off,1.0053311078133667e-05,8,39.27256393432617,-2.5269153118133545,-0.3603862822055816,26,0.4616069793701172,54.63394975662232,1691762948.5946755,1691763002.7665322,0.3603862822055816,8801.09765625,2.5269153118133545,47.22435760498047,39.27256393432617,41.83959197998047,40.99227142333984,False
ReLU,0.082325701496483,4,3,3,0,1,3,on,7.876544326472364e-05,127,84.50874328613281,-1.3202128410339355,-0.1564935892820358,3,0.4190981388092041,388.2864201068878,1691762948.5521677,1691763336.4190133,0.1564935892820358,75520.640625,1.3202128410339355,20.072364807128903,84.50874328613281,89.77339172363281,84.82245635986328,False
Mish,0.0055674040244515,0,0,0,3,2,3,on,0.0003984638174542,42,79.29093170166016,-2.397596597671509,-0.3728339374065399,31,0.4707856178283691,212.11155128479004,1691762948.6038532,1691763160.2441428,0.3728339374065399,40286.046875,2.397596597671509,50.88127136230469,79.29093170166016,78.86494445800781,76.63507843017578,False
ReLU,0.0082011954077648,0,3,2,0,2,0,off,0.0003760579668667,135,84.51172637939453,-0.9246079325675964,-0.5724053382873535,33,0.4724869728088379,323.22646141052246,1691762948.6055534,1691763271.359044,0.5724053382873535,62511.0703125,0.9246079325675964,83.34952545166016,84.51172637939453,99.1226043701172,84.48687744140625,False
ReLU,0.1313779023657856,0,2,1,0,1,4,on,2.410901666398467e-05,148,78.86378479003906,-1.1401885747909546,-0.3309228718280792,34,0.4740495681762695,359.81598591804504,1691762948.6071134,1691763307.9485867,0.3309228718280792,69827.125,1.1401885747909546,44.47136688232422,78.86378479003906,81.85317993164062,79.76837158203125,False
Hardswish,0.3224736506497296,0,3,2,1,0,4,off,0.000218076521991,143,84.30728912353516,-1.2628870010375977,-0.3424279391765594,35,0.4766285419464111,397.2994968891144,1691762948.609698,1691763345.4320776,0.3424279391765594,77322.8515625,1.2628870010375977,46.741329193115234,84.30728912353516,95.64574432373048,84.52668762207031,False
ReLU,0.8792068583400277,3,4,3,0,0,4,off,4.697855768342626e-05,28,56.546836853027344,-1.7143577337265017,-0.1316458284854889,38,0.4806604385375976,114.30644965171814,1691762948.61373,1691763062.4390182,0.1316458284854889,20725.1484375,1.7143577337265017,15.747700691223145,56.546836853027344,69.46908569335938,50.79977798461914,False
Hardswish,0.0013392399710639,3,1,0,4,2,2,off,0.0004135686867777,43,71.5398941040039,-1.5510951280593872,-0.5706659555435181,39,0.4821860790252685,156.52421975135803,1691762948.6152549,1691763104.656786,0.5706659555435181,29169.310546875,1.5510951280593872,81.87882232666016,71.5398941040039,76.63841247558594,72.3896255493164,False
Mish,0.0012359489527298,0,3,2,1,2,3,off,0.0003023983002341,71,77.5317611694336,-2.987831354141236,-0.5911411046981812,4,0.4220473766326904,422.9404137134552,1691762948.5551124,1691763371.0730183,0.5911411046981812,82453.3515625,2.987831354141236,88.00502014160156,77.5317611694336,84.45291900634766,77.45854187011719,False
ReLU,0.0065882166411167,1,0,0,0,2,1,on,6.910580613904626e-05,10,54.60410690307617,-0.5971660614013672,-0.3058847486972809,40,14.662649631500244,28.36868095397949,1691762962.7957215,1691762976.501384,0.3058847486972809,2733.65576171875,0.5971660614013672,42.83931350708008,54.60410690307617,52.86576461791992,53.69573974609375,False
