p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Mish,0.7384184228983192,4,4,0,1,3,0,on,0.00016050825554197028,93,81.85203552246094,-2.526524305343628,-0.10998555272817612,22,0.42100000381469727,1085.8011546134949,1688837082.504165,1688838167.8837645,81.85203552246094,91.06987762451172,0.10998555272817612,12.657612800598145,85.22795867919922,108127.9921875,2.526524305343628
Hardswish,0.15170361775382826,4,0,4,1,3,3,on,0.0007531508161729325,4,66.32564544677734,-1.8995336294174192,-0.10679779201745988,0,0.3896405696868897,50.61302852630615,1688837082.4728105,1688837132.695665,66.32564544677734,79.29359436035156,0.10679779201745988,12.642662048339844,68.57661437988281,4613.97509765625,1.8995336294174192
ReLU,0.6627903982732322,1,1,3,4,1,3,off,0.0003730748075554067,80,76.0000991821289,-1.3416427373886108,-0.1307411938905716,1,0.3896386623382568,734.2951884269714,1688837082.4728043,1688837816.377061,76.0000991821289,86.880126953125,0.1307411938905716,14.595956802368164,78.54086303710938,72999.8359375,1.3416427373886108
Mish,0.804224370628064,3,2,3,1,0,2,on,7.39002129667845e-05,60,83.6180419921875,-3.492462396621704,-0.5410809516906738,10,0.3962125778198242,1052.5924105644226,1688837082.4793575,1688838134.675074,83.6180419921875,91.96136474609376,0.5410809516906738,79.13523864746094,87.25315856933594,104829.09375,3.492462396621704
ReLU,0.3359510443704215,2,2,2,2,1,3,off,0.0008224932644476554,66,69.91242218017578,-1.5344568490982056,-0.8260670304298401,100,0.5294532775878906,640.7354876995087,1688837082.6126063,1688837722.8174286,69.91242218017578,83.81807708740234,0.8260670304298401,118.36077117919922,71.36197662353516,63593.48046875,1.5344568490982056
ReLU,0.3637736553659705,4,4,2,4,2,1,on,2.6056349126128184e-05,48,86.05720520019531,-2.5876712799072266,-0.668139636516571,102,0.5282042026519775,582.1947438716888,1688837082.6113532,1688837664.2774055,86.05720520019531,90.03661346435547,0.668139636516571,87.40416717529297,76.88774871826172,57739.42578125,2.5876712799072266
Mish,0.7325910956831567,2,3,2,3,0,1,on,0.00024499125886333654,59,60.29852294921875,-2.6045258045196533,-0.8018895983695984,105,0.5363585948944092,696.1162168979645,1688837082.6195128,1688837778.1988933,60.29852294921875,90.77823638916016,0.8018895983695984,99.16704559326172,53.93592834472656,69155.4921875,2.6045258045196533
Hardswish,0.8501145030800096,0,2,0,2,2,1,off,0.00078471916790315,81,62.31866455078125,-1.236459493637085,-0.5629820823669434,106,0.5332703590393066,632.3662703037262,1688837082.616418,1688837714.4489386,62.31866455078125,79.57508087158203,0.5629820823669434,73.75408935546875,85.71149444580078,62747.08203125,1.236459493637085
ReLU,0.5023850159995046,1,0,0,2,2,3,on,0.0003461692378630576,87,80.37129974365234,-0.9139856696128844,-0.5464911460876465,111,0.5446090698242188,571.7468430995941,1688837082.6277735,1688837653.8295212,80.37129974365234,89.86172485351562,0.5464911460876465,83.7220687866211,85.80806732177734,56734.25390625,0.9139856696128844
ReLU,0.19403496969717657,1,0,3,0,2,0,on,0.0005432717445048415,44,68.75716400146484,-1.3008735179901123,-0.3113616108894348,112,0.5334873199462891,507.3095469474793,1688837082.6166377,1688837589.3922331,68.75716400146484,84.71183776855469,0.3113616108894348,51.818450927734375,65.83743286132812,50271.7890625,1.3008735179901123
