,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,ReLU,0.4927641171852395,2,0,1,2,2,3,off,0.0005172874237006,55,31.505983352661133,-1.5548453330993652,-0.811896800994873,3,0.2455832958221435,508.2993268966675,1688327381.5636132,1688327889.6162603,31.505983352661133,83.15032958984375,0.811896800994873,116.93736267089844,62.27265167236328,50742.26171875,1.5548453330993652
1,Mish,0.6385361824747308,4,0,0,1,2,0,off,2.651054523321265e-05,35,87.81578826904297,-2.164586067199707,-0.3002782762050628,0,0.2453486919403076,383.5076522827149,1688327381.5633805,1688327764.8252263,87.81578826904297,92.24671936035156,0.3002782762050628,55.14652633666992,79.9962387084961,38263.42578125,2.164586067199707
2,ReLU,0.5918363128340512,2,4,0,0,3,2,on,3.937588172079386e-05,61,87.6861801147461,-1.7202693223953247,-0.5607472658157349,10,0.2559764385223388,481.0516982078552,1688327381.57401,1688327862.3692462,87.6861801147461,92.79150390625,0.5607472658157349,71.19867706298828,83.34709167480469,48020.78125,1.7202693223953247
3,ReLU,0.4726664764619562,2,1,0,2,0,4,off,0.0006568891386629,27,39.07697296142578,-1.4311470985412598,-0.6523221135139465,12,0.2495760917663574,205.91092896461487,1688327381.5676055,1688327587.2278454,39.07697296142578,86.36934661865234,0.6523221135139465,73.32345581054688,64.9591064453125,20503.609375,1.4311470985412598
4,Hardswish,0.1868648691549819,0,2,2,3,1,4,on,0.0006253655490801,51,81.41798400878906,-2.0633485317230225,-0.595952033996582,13,0.2568440437316894,433.444269657135,1688327381.574872,1688327814.7619312,81.41798400878906,86.1007308959961,0.595952033996582,77.5506591796875,76.24258422851562,43251.7734375,2.0633485317230225
5,ReLU,0.974790292943434,0,2,1,3,2,1,on,0.0004009519617023,11,27.620922088623047,-1.7600183486938477,-0.6067304015159607,16,0.2557563781738281,106.84698748588562,1688327381.573784,1688327488.1637456,27.620922088623047,79.72232055664062,0.6067304015159607,76.81427001953125,49.40900802612305,10592.1220703125,1.7600183486938477
6,Mish,0.226070056342181,2,4,2,3,2,3,on,0.0001804103985028,20,90.30081939697266,-3.282875299453736,-0.6803292036056519,17,0.2585878372192383,335.1778221130371,1688327381.5766206,1688327716.4944732,90.30081939697266,88.36614227294922,0.6803292036056519,128.41783142089844,86.42158508300781,33424.7109375,3.282875299453736
7,Mish,0.1748084205782757,3,1,0,4,0,0,on,0.0001313415200697,12,76.4029769897461,-1.9273090362548828,-0.127158910036087,18,0.2518177032470703,110.55112218856812,1688327381.5698502,1688327491.8678317,76.4029769897461,84.52460479736328,0.127158910036087,13.020594596862791,71.94664001464844,10967.4970703125,1.9273090362548828
8,ReLU,0.1495837992592968,0,2,1,0,2,0,on,0.0005032120591938,52,87.18826293945312,-1.3315516710281372,-0.7131325006484985,20,0.2523257732391357,372.81489777565,1688327381.5703528,1688327754.1324584,87.18826293945312,92.03553009033205,0.7131325006484985,87.09363555908203,85.63433074951172,37193.8203125,1.3315516710281372
9,Hardswish,0.7866558123966607,0,3,2,0,3,2,off,0.0006286361306923,43,32.87023162841797,-2.116640329360962,-0.5810688138008118,24,0.2573592662811279,350.4945948123932,1688327381.57539,1688327731.8121216,32.87023162841797,81.25257110595703,0.5810688138008118,75.15419006347656,45.329200744628906,34956.984375,2.116640329360962
