,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.39868553257580375,0,0,2,4,1,0,off,0.000659064303067485,79,72.0063705444336,-2.6102335453033447,-0.33268865942955017,0,1688938640.1217577,1688939484.407863,72.0063705444336,78.98727416992188,0.33268865942955017,41.21291732788086,68.6257095336914,84155.515625,2.6102335453033447
1,ReLU,0.1343185212028037,3,3,1,4,0,4,on,0.00031662321754496103,60,88.1158447265625,-1.5981754064559937,-0.12342345714569092,1,1688938647.5869637,1688939273.1628814,88.1158447265625,89.90309143066406,0.12342345714569092,15.098148345947266,86.01886749267578,62379.453125,1.5981754064559937
2,ReLU,0.6584060204829314,2,3,4,0,0,1,off,0.0009046600220271231,27,37.69558334350586,-1.2423404455184937,-0.41203397512435913,2,1688938647.6658888,1688938923.510898,37.69558334350586,43.1807975769043,0.41203397512435913,41.22344970703125,25.09208106994629,27395.236328125,1.2423404455184937
3,Mish,0.9286648540532418,4,3,0,0,2,3,off,0.0007741385011296374,152,57.747615814208984,-3.0774905681610107,-0.37288933992385864,3,1688938647.776542,1688941101.553933,57.747615814208984,97.20437622070312,0.37288933992385864,42.348304748535156,86.52393341064453,245178.46875,3.0774905681610107
4,ReLU,0.34659892583011165,2,2,2,4,1,4,on,0.0008005726738037414,13,60.19674301147461,-1.653704047203064,-0.8100283741950989,4,1688938647.802836,1688938810.2283454,60.19674301147461,79.33258056640625,0.8100283741950989,106.8436050415039,50.42296600341797,16075.8779296875,1.653704047203064
5,Mish,0.6276145250869279,0,0,4,0,4,4,off,0.0005376865676380219,16,46.5396614074707,-2.3949623107910156,-0.08259450644254684,5,1688938647.9286373,1688938905.1265373,46.5396614074707,77.91148376464844,0.08259450644254684,8.639667510986328,32.072635650634766,25535.578125,2.3949623107910156
6,ReLU,0.9182594389168617,2,2,0,2,3,3,off,0.0003248083079234067,39,69.05291748046875,-2.0425984859466553,-0.72038334608078,6,1688938647.705081,1688939062.171976,69.05291748046875,90.05886840820312,0.72038334608078,95.99076843261719,66.36103820800781,41240.16796875,2.0425984859466553
7,ReLU,0.3309391442265532,4,3,4,2,2,4,on,0.0005596904449296441,43,66.92730712890625,-2.7004032135009766,-0.5764654278755188,7,1688938648.4057267,1688939288.387185,66.92730712890625,78.44392395019531,0.5764654278755188,74.45016479492188,61.9632568359375,63882.87890625,2.7004032135009766
8,ReLU,0.8213161799094159,0,3,1,0,1,3,off,0.0006022062399747779,99,70.80580139160156,-1.231259822845459,-0.10969635844230652,8,1688938648.448832,1688939377.643059,70.80580139160156,64.59963989257812,0.10969635844230652,13.286933898925781,62.77785873413086,72808.7734375,1.231259822845459
9,ReLU,0.23143972487971,4,3,3,4,3,1,off,0.0003512299015624432,136,87.70401000976562,-2.116323947906494,-0.14555016160011292,9,1688938648.526158,1688940442.3644824,87.70401000976562,95.29215240478516,0.14555016160011292,17.89432144165039,89.56716918945312,179295.21875,2.116323947906494
10,ReLU,0.4620030596176748,3,3,1,3,3,4,on,0.0009833443833662755,47,16.096160888671875,-1.8390263319015503,-0.1908014565706253,10,1688938648.5529804,1688939250.9768748,16.096160888671875,38.035221099853516,0.1908014565706253,21.10466957092285,43.96757888793945,60051.87109375,1.8390263319015503
11,Mish,0.35906006586711403,4,2,0,4,3,1,off,9.880927114184659e-05,64,85.20037841796875,-2.557126045227051,-0.309700608253479,11,1688938648.5601661,1688939437.8248038,85.20037841796875,91.23694610595703,0.309700608253479,47.62971115112305,87.71495056152344,78789.9140625,2.557126045227051
12,Mish,0.7014910657776328,2,1,1,3,0,1,off,0.0008751470237432297,13,52.92863845825195,-1.7981104850769043,-0.3968316614627838,12,1688938647.8943207,1688938823.0058224,52.92863845825195,69.15135192871094,0.3968316614627838,39.518157958984375,33.988887786865234,17311.078125,1.7981104850769043
13,Mish,0.9343469354642514,4,3,0,3,0,1,off,0.0008051418736528625,145,68.12957763671875,-2.7147653102874756,-0.13177570700645447,13,1688938648.5746484,1688940495.2283244,68.12957763671875,84.7016372680664,0.13177570700645447,16.013208389282227,86.80168151855469,184477.03125,2.7147653102874756
