p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Hardswish,0.0017739223088163,3,0,4,4,4,4,on,2.1523708097309283e-05,180,68.95600128173828,-2.774831771850586,-0.1102394759654998,0,1691788514.764562,1691789518.1593857,0.1102394759654998,199792.0,2.774831771850586,11.817278861999512,68.95600128173828,65.8940200805664,71.74691772460938,False
Hardswish,0.0011120238769478,0,3,3,0,2,3,off,0.0008567401059896,8,37.60591125488281,-0.9315840601921082,-0.3948043584823608,1,1691788515.0414667,1691788539.3662057,0.3948043584823608,4050.5546875,0.9315840601921082,54.9731559753418,37.60591125488281,37.84420776367188,38.29302597045898,False
Hardswish,0.2104742776264897,2,1,0,4,3,2,off,0.0002724080898582,120,86.0077133178711,-1.5553961992263794,-0.5877842307090759,2,1691788515.070666,1691788921.8011496,0.5877842307090759,80520.421875,1.5553961992263794,81.3946304321289,86.0077133178711,98.27099609375,85.52635955810547,False
Hardswish,0.0535936907858481,3,4,3,3,0,2,on,0.0003157937572788,189,89.47477722167969,-1.5024577379226685,-0.3912869393825531,3,1691788515.085369,1691789180.78948,0.3912869393825531,132319.34375,1.5024577379226685,57.577369689941406,89.47477722167969,96.1245346069336,89.57736206054688,False
ReLU,0.1025201846491355,3,4,1,0,1,0,on,0.0001050339644555,193,84.03074645996094,-1.0237691402435305,-0.1089492440223693,4,1691788523.246403,1691788930.702767,0.1089492440223693,81205.2734375,1.0237691402435305,11.674985885620115,84.03074645996094,87.2620849609375,83.62068939208984,False
Hardswish,0.7796289832462591,2,4,0,4,4,4,off,4.856099742214732e-05,79,59.13140487670898,-2.894381284713745,-0.3288062214851379,5,1691788523.3307354,1691789010.1692283,0.3288062214851379,97087.0625,2.894381284713745,43.57215881347656,59.13140487670898,79.65926361083984,59.659278869628906,False
ReLU,0.0040648729424756,1,2,3,2,1,4,off,0.0001257458010726,24,70.858642578125,-1.6148229837417605,-0.5870828032493591,6,1691788523.342308,1691788605.9959326,0.5870828032493591,16262.0654296875,1.6148229837417605,82.52750396728516,70.858642578125,77.64298248291016,71.6115951538086,False
Mish,0.0067918697263296,3,1,4,0,4,2,on,4.417784047554697e-05,1,35.88288879394531,-2.930795669555664,-0.351311594247818,7,1691788523.424633,1691788530.6001887,0.351311594247818,1192.66552734375,2.930795669555664,46.76139450073242,35.88288879394531,26.144004821777344,37.28509140014648,False
Hardswish,0.0121352616977207,1,2,2,0,4,3,on,0.000792717612081,65,85.11544799804688,-1.5934175252914429,-0.5765933394432068,8,1691788523.465888,1691788749.1278918,0.5765933394432068,44885.46875,1.5934175252914429,82.1269302368164,85.11544799804688,87.4396743774414,84.77633666992188,False
ReLU,0.0083674230961791,2,2,3,2,1,0,on,3.4476819381806166e-05,169,88.65658569335938,-1.151900291442871,-0.8056539297103882,9,1691788523.4982898,1691789013.936384,0.8056539297103882,97848.1328125,1.151900291442871,117.914306640625,88.65658569335938,94.49118041992188,88.52018737792969,False
Mish,0.0250446248905817,2,1,0,1,3,0,on,0.0002017464484098,130,88.14083099365234,-1.5912407636642456,-0.3399491906166076,10,1691788523.5667932,1691788960.3796897,0.3399491906166076,87135.8125,1.5912407636642456,47.24700546264648,88.14083099365234,93.61398315429688,88.214599609375,False
Hardswish,0.0056939070971894,2,0,3,0,3,0,on,0.0002611494965163,30,76.97677612304688,-0.8552957773208618,-0.3707027435302734,11,1691788523.635733,1691788588.1286817,0.3707027435302734,12693.4951171875,0.8552957773208618,50.85209274291992,76.97677612304688,78.29399108886719,76.57975769042969,False
Mish,0.0050749648135484,4,3,1,2,2,0,off,6.170203595168568e-05,73,79.4466323852539,-3.269085645675659,-0.5560755729675293,12,1691788523.6394992,1691788968.5274508,0.5560755729675293,88765.9921875,3.269085645675659,81.24781036376953,79.4466323852539,88.44849395751953,79.95932006835938,False
Mish,0.0015440541296215,3,4,3,2,4,2,off,7.887937323592978e-05,63,76.5697250366211,-4.433825492858887,-0.6049526333808899,13,1691788523.687532,1691789069.719102,0.6049526333808899,109004.46875,4.433825492858887,85.03713989257812,76.5697250366211,86.53287506103516,78.0940933227539,False
Mish,0.0020793968997203,3,3,1,0,4,2,on,0.0001260729582619,17,64.02545166015625,-2.8109865188598637,-0.3623017072677612,14,1691788523.8240411,1691788624.434686,0.3623017072677612,19948.05078125,2.8109865188598637,50.61681365966797,64.02545166015625,55.48036193847656,63.2783317565918,False
ReLU,0.001803526123899,3,0,2,2,0,0,on,0.0001761149064762,1,20.010202407836918,-0.9383399486541748,-0.5806490182876587,15,1691788523.861752,1691788526.8580663,0.5806490182876587,452.0002746582031,0.9383399486541748,82.83477020263672,20.010202407836918,14.754334449768066,21.892593383789062,False
Mish,0.0320233576620401,4,0,3,3,1,4,off,2.913379466460897e-05,165,81.49176025390625,-2.8379058837890625,-0.1344119012355804,16,1691788523.8755865,1691789456.374208,0.1344119012355804,186343.859375,2.8379058837890625,15.470151901245115,81.49176025390625,97.60604095458984,80.92135620117188,False
Mish,0.1435093151727144,0,4,2,1,2,3,off,0.0008146845465674,155,85.2588882446289,-3.017964601516724,-0.5682559013366699,17,1691788523.891745,1691789460.702068,0.5682559013366699,187120.046875,3.017964601516724,82.47920989990234,85.2588882446289,97.76017761230467,84.84867858886719,False
Mish,0.0411968115693947,1,3,1,4,1,4,off,0.0003461221882778,36,70.10079956054688,-2.2909693717956543,-0.1068580597639083,18,1691788523.9035387,1691788684.7512908,0.1068580597639083,32011.123046875,2.2909693717956543,11.677828788757324,70.10079956054688,76.51538848876953,69.11770629882812,False
Hardswish,0.058886800945911,0,4,1,2,4,4,on,4.323186750318244e-05,69,67.11024475097656,-2.466076374053955,-0.3401064872741699,19,1691788523.912347,1691788855.7587967,0.3401064872741699,66123.9140625,2.466076374053955,45.19030380249024,67.11024475097656,63.571067810058594,65.29183197021484,False
ReLU,0.6850635893718464,0,4,2,3,2,4,on,0.0001728502862842,32,57.47480010986328,-2.0388967990875244,-0.570504903793335,20,1691788523.9154365,1691788661.1179805,0.570504903793335,27203.216796875,2.0388967990875244,81.52806854248047,57.47480010986328,65.22981262207031,56.44559860229492,False
Mish,0.0467268800460251,4,3,1,2,1,0,on,0.0001184764742529,132,84.55049896240234,-2.352116823196411,-0.354705661535263,21,1691788523.9236498,1691789137.902692,0.354705661535263,122634.09375,2.352116823196411,48.137298583984375,84.55049896240234,88.92066955566406,85.07185363769531,False
Mish,0.0086084112940003,4,2,3,4,3,2,on,0.0001182813084651,45,81.62487030029297,-4.392423629760742,-0.6108739972114563,22,1691788523.9273877,1691788916.8666396,0.6108739972114563,78366.578125,4.392423629760742,86.48457336425781,81.62487030029297,81.64179992675781,81.4927978515625,False
Hardswish,0.0044578680394526,2,1,2,4,4,0,on,2.0356633974370064e-05,59,81.71620178222656,-1.9930115938186648,-0.5564287900924683,23,1691788523.9306288,1691788776.685344,0.5564287900924683,50392.46875,1.9930115938186648,79.1212158203125,81.71620178222656,82.42134857177734,80.8217544555664,False
ReLU,0.0058259278623411,2,4,3,4,4,0,off,1.9010618529256302e-05,183,82.70500946044922,-2.5611894130706787,-0.3620391488075256,24,1691788523.9339578,1691789489.1058311,0.3620391488075256,192882.25,2.5611894130706787,46.65414810180664,82.70500946044922,98.4268569946289,82.98477935791016,False
Hardswish,0.1056759586527565,1,4,2,0,1,4,off,0.0004176279829473,189,85.0502700805664,-1.856037974357605,-0.333611249923706,25,1691788523.9371471,1691789182.590101,0.333611249923706,131490.5,1.856037974357605,42.79702758789063,85.0502700805664,99.29341888427734,84.84072875976562,False
Mish,0.0013779399066229,2,4,3,3,3,0,off,2.018256088275352e-05,95,78.54051208496094,-3.756139039993286,-0.3746542632579803,26,1691788523.941834,1691789207.005308,0.3746542632579803,136402.53125,3.756139039993286,55.70807266235352,78.54051208496094,91.31829833984376,78.39009094238281,False
Hardswish,0.1534438304558469,4,1,0,4,4,0,on,0.0005913256780177,132,43.17384719848633,-1.976970195770264,-0.065225102007389,27,1691788523.9449692,1691789041.6855044,0.065225102007389,103397.6875,1.976970195770264,7.826052188873291,43.17384719848633,54.675540924072266,33.85345458984375,False
ReLU,0.0034512891638712,0,0,4,2,4,2,off,0.0002258275297063,78,74.65229034423828,-2.069854497909546,-0.5799600481987,28,1691788523.9483497,1691788861.394801,0.5799600481987,67258.8671875,2.069854497909546,77.36561584472656,74.65229034423828,90.91898345947266,72.3818588256836,False
Hardswish,0.0808538733261651,4,3,3,1,0,4,on,2.122959430386034e-05,83,78.67277526855469,-1.7848016023635864,-0.1373344361782074,29,1691788523.9526978,1691788838.690512,0.1373344361782074,62731.609375,1.7848016023635864,15.998520851135254,78.67277526855469,79.89836120605469,78.70921325683594,False
ReLU,0.0036652481573581,2,0,2,0,2,2,off,0.0007542404641371,187,84.83678436279297,-1.277942776679993,-0.9864810109138488,30,1691788523.9563038,1691789088.1691267,0.9864810109138488,112687.421875,1.277942776679993,144.9831085205078,84.83678436279297,99.82474517822266,83.76246643066406,False
ReLU,0.0033347546183706,1,1,1,2,3,3,off,0.0001320524507321,69,9.161888122558594,-0.941128671169281,-0.3566189408302307,31,1691788523.9607806,1691788670.6334076,0.3566189408302307,29119.57421875,0.941128671169281,50.3867416381836,9.161888122558594,10.616287231445312,9.228277206420898,False
Hardswish,0.0047881432133096,2,0,1,1,3,4,on,3.595501182792931e-05,82,81.21243286132812,-1.3815646171569824,-0.3552879989147186,32,1691788523.9639375,1691788769.480317,0.3552879989147186,48897.3046875,1.3815646171569824,47.8994026184082,81.21243286132812,83.10906219482422,82.0051498413086,False
Mish,0.1162931422685261,0,2,0,1,4,1,off,2.4228551837846763e-05,87,63.49763870239258,-1.8724714517593384,-0.3299905657768249,33,1691788523.9675128,1691788878.5605414,0.3299905657768249,70705.296875,1.8724714517593384,43.11127853393555,63.49763870239258,78.8220443725586,62.75089263916016,False
Hardswish,0.0034118930735998,3,3,2,1,0,2,on,4.028861319771645e-05,126,85.5281753540039,-1.0645406246185305,-0.5987526178359985,34,1691788523.9714403,1691788866.846238,0.5987526178359985,68351.0,1.0645406246185305,83.6994857788086,85.5281753540039,91.14653778076172,85.21394348144531,False
ReLU,0.0268895297272855,0,3,0,1,3,3,on,0.0002832054643532,82,82.70124816894531,-0.7565006613731384,-0.151230975985527,35,1691788523.974938,1691788688.0794048,0.151230975985527,32669.072265625,0.7565006613731384,19.36459732055664,82.70124816894531,86.63813018798828,82.24246978759766,False
Mish,0.455148152533148,0,4,1,1,2,3,on,1.396441482226246e-05,8,57.261260986328125,-2.425339937210083,-0.3516499698162079,36,1691788523.9781945,1691788560.977339,0.3516499698162079,7198.578125,2.425339937210083,47.07638549804688,57.261260986328125,53.93450546264648,57.5601806640625,False
Hardswish,0.0166033211192341,0,1,3,1,0,2,on,0.0001259145585081,146,86.00302124023438,-0.7183188199996948,-0.3481700122356415,37,1691788523.982023,1691788775.6855674,0.3481700122356415,50122.2578125,0.7183188199996948,47.25587463378906,86.00302124023438,90.84069061279295,85.6085205078125,False
