,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,ReLU,0.1539493368536223,3,3,3,4,1,4,on,0.000194686057827,87.63471221923828,-1.883791446685791,35,0.1658048629760742,0.8110904693603516,1686697662.8129036,1686697663.4578035
1,ReLU,0.4508614254457832,2,3,2,4,0,4,off,4.565911457178082e-05,86.6839599609375,-1.965337991714477,0,0.1249358654022216,0.750993013381958,1686697662.772031,1686697663.397877
2,ReLU,0.4999816430616214,4,0,2,0,2,4,on,0.0009929886565422,78.9272689819336,-2.1770715713500977,1,0.1272721290588379,0.7529709339141846,1686697662.7743678,1686697663.3998458
3,Hardswish,0.3791364925672382,0,0,2,1,0,1,off,0.0006243017347294,88.29279327392578,-0.5862363576889038,10,0.1382596492767334,0.7911975383758545,1686697662.7853577,1686697663.438065
4,ReLU,0.8627063699495306,4,3,4,1,1,0,off,0.000731299690844,76.38729095458984,-1.846874117851257,12,0.139667272567749,0.8058485984802246,1686697662.7867656,1686697663.4527102
5,ReLU,0.7759963767673272,1,0,1,0,1,2,on,0.0001396977453982,87.544921875,-0.6686545014381409,13,0.1408283710479736,0.7545397281646729,1686697662.7879238,1686697663.4014182
6,Hardswish,0.653254715561072,2,2,2,0,2,4,off,0.0001291284688282,88.05366516113281,-1.784353733062744,14,0.1419534683227539,0.8045220375061035,1686697662.789052,1686697663.451398
7,ReLU,0.3824250061150427,2,3,1,4,4,1,off,0.0001039326190158,81.8309326171875,-1.978047013282776,15,0.1440804004669189,0.8048796653747559,1686697662.791186,1686697663.451752
8,Mish,0.8990492414218031,2,4,2,1,0,4,on,0.0009110834600697,84.05274963378906,-4.624753475189209,16,0.1446685791015625,0.7648191452026367,1686697662.7917635,1686697663.4117086
9,ReLU,0.8407029562621646,2,1,2,4,3,2,off,0.0009763125098491,79.48419952392578,-2.748899459838867,17,0.1457753181457519,0.8034131526947021,1686697662.7928736,1686697663.4502776
10,ReLU,0.6724858259796352,4,3,3,1,3,4,on,0.0001286740931738,86.24662780761719,-1.8175358772277832,18,0.1479034423828125,0.7720608711242676,1686697662.7949982,1686697663.4189415
11,Mish,0.2064660510389183,0,0,1,1,2,1,on,0.0008797967881824,87.1114501953125,-1.280890703201294,19,0.1483733654022216,0.7829244136810303,1686697662.795467,1686697663.4297953
12,Mish,0.8653988146271191,0,3,3,3,0,0,on,0.0006778596076827,85.5537338256836,-2.613661766052246,2,0.1281449794769287,0.7946445941925049,1686697662.7752426,1686697663.4415145
13,Mish,0.3990745667724689,1,3,2,3,2,3,off,0.0009746473070528,87.51564025878906,-3.382856607437134,20,0.1497335433959961,0.8054134845733643,1686697662.7968328,1686697663.4522707
14,Mish,0.2064598727241045,4,2,2,3,1,2,off,0.0008942212011981,88.88777923583984,-3.6096725463867183,23,0.152738332748413,0.7710404396057129,1686697662.799832,1686697663.4179225
