,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,Mish,0.7166267685527872,0,4,3,0,1,1,on,6.857247940682673e-05,86.01863098144531,-1.5172266960144043,35,0.1631579399108886,0.8093664646148682,1686697483.70466,1686697484.350472
1,ReLU,0.1977729140231534,3,0,2,4,0,3,on,0.0003092546765548,90.2064208984375,-1.364699125289917,0,0.1232166290283203,0.7489826679229736,1686697483.6647134,1686697484.2902648
2,ReLU,0.1425192917417974,4,3,0,2,0,1,on,0.0004405319334368,78.99369812011719,-1.295548677444458,1,0.1234717369079589,0.7491745948791504,1686697483.6649635,1686697484.29046
3,Mish,0.4665768843534484,0,1,1,1,1,4,on,0.0002891525682081,30.67528533935547,-1.1795427799224854,10,0.13608980178833,0.7975916862487793,1686697483.6775854,1686697484.3388588
4,Mish,0.9098053689817368,3,1,1,3,2,0,on,0.0003024784482028,87.72760772705078,-2.3254618644714355,11,0.1369271278381347,0.7935223579406738,1686697483.6784225,1686697484.334792
5,Hardswish,0.606153490116765,2,0,1,1,0,2,on,0.0004691342445342,89.82439422607422,-0.8789083957672119,14,0.1398069858551025,0.745490312576294,1686697483.681305,1686697484.2867713
6,ReLU,0.2667861922565264,2,1,4,3,2,0,off,0.000618830044157,88.64571380615234,-1.5689237117767334,15,0.1408329010009765,0.7947731018066406,1686697483.6823418,1686697484.3360417
7,ReLU,0.2367197436420865,4,3,2,3,1,3,on,0.0007956433411803,89.04509735107422,-1.557110071182251,16,0.1413526535034179,0.771615743637085,1686697483.6828444,1686697484.3128936
8,ReLU,0.8043073083818866,1,3,2,3,4,3,on,0.000572036121559,86.03468322753906,-1.6752550601959229,17,0.1421775817871093,0.7485315799713135,1686697483.683675,1686697484.2898045
9,Hardswish,0.676092581885157,2,2,0,1,2,3,on,0.0005531898149655,90.36882019042967,-1.1855032444000244,18,0.1439590454101562,0.7654714584350586,1686697483.6854527,1686697484.3067436
10,ReLU,0.9470401182049228,1,2,0,2,2,0,on,3.709005075457202e-05,88.54560852050781,-1.1538718938827517,19,0.1456449031829834,0.806894063949585,1686697483.6871395,1686697484.348143
11,Mish,0.8815416024594609,1,2,0,1,2,2,on,0.0003356153233037,90.53690338134766,-2.439054489135742,20,0.1469395160675048,0.8013286590576172,1686697483.688436,1686697484.3425963
12,Hardswish,0.1794016033258221,1,2,4,4,0,2,on,0.0008215993857976,89.4081039428711,-2.028470039367676,21,0.1482768058776855,0.7971146106719971,1686697483.6897712,1686697484.3383777
13,Mish,0.052614328922614,4,1,2,3,1,4,on,0.0004895068465413,88.33355712890625,-2.962813377380371,24,0.1512324810028076,0.7695388793945312,1686697483.6927247,1686697484.3108156
14,ReLU,0.6680431708381277,3,0,2,2,4,1,off,0.0007451009086942,84.58547973632812,-1.743501901626587,25,0.1529953479766845,0.8063235282897949,1686697483.694491,1686697484.3475902
15,ReLU,0.910015513764982,4,2,2,0,4,3,off,0.000763181951756,80.07786560058594,-2.4570348262786865,26,0.1534535884857177,0.7814688682556152,1686697483.694945,1686697484.3227482
16,Hardswish,0.9096142159104532,0,2,3,1,4,2,on,0.000915176122197,84.51124572753906,-2.813872814178467,27,0.1538903713226318,0.7747721672058105,1686697483.6953816,1686697484.3160546
