,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,ReLU,0.6001379481130266,4,2,0,1,2,2,on,0.0002168089963941,192,93.91840362548828,-1.668000102043152,-0.674471914768219,39,0.3073909282684326,2642.900122880936,1688694293.4850717,1688696936.077041,93.91840362548828,97.23131561279295,0.674471914768219,89.65267944335938,93.30904388427734,264076.0,1.668000102043152
1,Mish,0.5317657002553011,1,3,2,1,2,1,off,0.0006680876045664,88,77.62271881103516,-3.518918514251709,-0.636703372001648,0,0.2854266166687011,1325.2564885616302,1688694293.4631028,1688695618.4336865,77.62271881103516,79.98371124267578,0.636703372001648,89.20716094970703,50.77749252319336,132329.0625,3.518918514251709
2,Hardswish,0.2579516933460021,2,2,0,1,1,1,off,0.0005145151848385,154,85.88854217529297,-1.2375370264053345,-0.5031921863555908,1,0.2854735851287842,1140.352124452591,1688694293.4631786,1688695433.529332,85.88854217529297,98.84232330322266,0.5031921863555908,78.07102966308594,91.41751098632812,113819.3515625,1.2375370264053345
3,Mish,0.1374955651203392,3,2,1,0,4,2,off,0.0004250404934547,128,87.6491470336914,-2.653433561325073,-0.5911709666252136,10,0.2855534553527832,1530.8151154518127,1688694293.4632258,1688695823.9923155,87.6491470336914,98.922119140625,0.5911709666252136,73.93115997314453,87.69609069824219,152867.765625,2.653433561325073
4,Mish,0.286794163851223,1,1,2,0,1,0,on,8.605458448575161e-05,14,84.36546325683594,-1.7841087579727173,-0.1544200032949447,103,2206.046930074692,2300.575297832489,1688696499.2245977,1688696593.7525854,84.36546325683594,88.3943862915039,0.1544200032949447,41.5912971496582,88.05274200439453,9441.0537109375,1.7841087579727173
5,Hardswish,0.343063324612263,4,3,1,3,3,3,off,0.0003626842219213,30,77.55704498291016,-1.5111925601959229,-0.1650785952806472,11,0.2961037158966064,352.98769330978394,1688694293.473781,1688694646.1648722,77.55704498291016,89.59678649902344,0.1650785952806472,19.21121406555176,73.34275817871094,35087.68359375,1.5111925601959229
6,ReLU,0.1443762906285255,0,2,0,3,0,2,on,0.000719424614029,16,72.90927124023438,-1.177020788192749,-0.7652379274368286,12,0.2899487018585205,128.41860818862915,1688694293.4676275,1688694421.5948565,72.90927124023438,83.7072525024414,0.7652379274368286,68.84049224853516,57.78216552734375,12627.5322265625,1.177020788192749
7,ReLU,0.7371400614271126,2,0,0,2,3,2,on,0.0006878930698784,34,24.761812210083008,-1.0472344160079956,-0.7469034194946289,14,0.2958056926727295,296.450856924057,1688694293.473485,1688694589.627258,24.761812210083008,78.96158599853516,0.7469034194946289,98.02615356445312,36.93479919433594,29427.91015625,1.0472344160079956
8,ReLU,0.0523433754497927,3,2,0,2,0,4,off,0.0004766405580636,165,93.9686050415039,-1.4870493412017822,-0.380019336938858,15,0.2952308654785156,1438.627516746521,1688694293.4729035,1688695731.8047297,93.9686050415039,98.45543670654295,0.380019336938858,67.849365234375,93.84523010253906,143648.921875,1.4870493412017822
9,Mish,0.2949744753822128,0,2,2,3,1,0,off,0.0003880236352835,72,91.26856231689452,-2.822707176208496,-0.4160503447055816,16,0.2960329055786133,862.4626276493073,1688694293.4737122,1688695155.6398275,91.26856231689452,90.43267822265624,0.4160503447055816,73.92959594726562,84.76870727539062,86031.328125,2.822707176208496
10,ReLU,0.9059975919217392,0,4,0,1,1,4,on,0.0008223299018122,175,64.52565002441406,-1.8825371265411377,-0.0340087823569774,17,0.2897415161132812,1283.177789926529,1688694293.4674196,1688695576.35413,64.52565002441406,70.18170166015625,0.0340087823569774,10.395244598388672,86.44598388671875,128103.9453125,1.8825371265411377
11,ReLU,0.7155968632372284,4,0,2,4,1,3,on,0.0009967681650236,114,31.666831970214844,-2.3192152976989746,-0.3604467809200287,18,0.2962181568145752,1367.0825073719025,1688694293.4738965,1688695660.259698,31.666831970214844,34.32017517089844,0.3604467809200287,42.0150146484375,61.999061584472656,136509.15625,2.3192152976989746
12,Mish,0.7706710081787937,0,1,1,3,3,1,off,0.0004926593736178,108,33.92679214477539,-2.658303737640381,-0.1393613815307617,19,0.289302110671997,1466.718312740326,1688694293.4669795,1688695759.8955235,33.92679214477539,88.1885986328125,0.1393613815307617,13.848310470581056,58.51641082763672,146475.84375,2.658303737640381
13,Mish,0.7818037249181863,4,0,0,2,0,3,on,0.0002207163305602,185,94.1781768798828,-3.566105842590332,-0.3147527277469635,2,0.2851693630218506,2037.8202476501465,1688694293.4628477,1688696330.997454,94.1781768798828,96.28370666503906,0.3147527277469635,35.67640686035156,93.97815704345705,203588.4375,3.566105842590332
14,ReLU,0.3197917200940203,1,4,4,2,0,2,off,0.0008083282368311,127,72.88658142089844,-1.7371364831924438,-0.5646398663520813,20,0.2959001064300537,1299.8131821155548,1688694293.4735806,1688695592.9903867,72.88658142089844,86.7087631225586,0.5646398663520813,75.9895248413086,82.83103942871094,129766.9921875,1.7371364831924438
15,ReLU,0.1729201263222863,3,2,1,2,3,3,off,0.0007946094976986,70,84.72085571289062,-1.6223328113555908,-0.5508844256401062,21,0.2899987697601318,842.9002289772034,1688694293.4676752,1688695136.0774314,84.72085571289062,90.4315414428711,0.5508844256401062,73.6175765991211,85.67018127441406,84073.7421875,1.6223328113555908
16,Mish,0.8897927070426596,4,2,4,2,4,1,on,0.0002769320583417,76,77.11337280273438,-2.508347511291504,-0.5292754173278809,22,0.2953383922576904,1302.7340264320374,1688694293.4730182,1688695595.9112034,77.11337280273438,81.48787689208984,0.5292754173278809,76.8620376586914,87.52838897705078,130058.90625,2.508347511291504
17,ReLU,0.1606625293013328,0,0,3,2,3,0,off,0.0003555976755538,84,84.59978485107422,-1.50261652469635,-0.3370862007141113,23,0.2902936935424804,634.7598750591278,1688694293.4679685,1688694927.9370651,84.59978485107422,93.76925659179688,0.3370862007141113,47.616188049316406,86.93659210205078,63281.671875,1.50261652469635
18,Mish,0.4285720765470459,2,4,3,4,3,0,on,0.000950949724897,20,50.269020080566406,-2.693855762481689,-0.4726672768592834,24,0.2960059642791748,334.4477155208588,1688694293.4736855,1688694627.6241505,50.269020080566406,76.36846160888672,0.4726672768592834,48.982177734375,63.45430755615234,33233.796875,2.693855762481689
19,Mish,0.739767187228049,4,3,0,0,4,3,on,0.0007390451509392,44,47.56819152832031,-2.480774402618408,-0.1334193646907806,25,0.2961151599884033,637.2888700962067,1688694293.4737923,1688694930.4654255,47.56819152832031,76.83871459960938,0.1334193646907806,14.09108829498291,60.650516510009766,63530.45703125,2.480774402618408
20,ReLU,0.0075199986611719,2,2,2,4,0,3,on,0.0002687031142008,150,93.97055053710938,-1.494562745094299,-0.675822377204895,26,0.2959480285644531,1543.0308165550232,1688694293.473627,1688695836.2080142,93.97055053710938,96.1554946899414,0.675822377204895,98.2108383178711,94.14967346191406,154086.734375,1.494562745094299
