,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.5709420179152366,0,1,2,2,3,4,off,5.311232971324222e-05,96,90.93028259277344,-1.8416378498077397,-0.5407660603523254,57,0.4264218807220459,924.5283951759338,1688735023.4914749,1688735947.5926647,90.93028259277344,94.63849639892578,0.5407660603523254,69.43697357177734,93.23619842529295,92206.0,1.8416378498077397
1,Mish,0.151321647781633,2,1,3,2,1,1,on,0.0008283645736549,67,81.96928405761719,-2.2622592449188232,-0.5826160311698914,0,0.3825693130493164,875.2314825057983,1688735023.4476275,1688735898.2960496,81.96928405761719,87.99803161621094,0.5826160311698914,82.4608383178711,83.30642700195312,87307.8359375,2.2622592449188232
2,ReLU,0.1550538107823154,2,1,0,2,0,2,on,0.0007874849683173,66,87.64244842529297,-1.329798936843872,-0.722802996635437,1,0.3823413848876953,450.7944276332855,1688735023.447407,1688735473.8581033,87.64244842529297,90.32062530517578,0.722802996635437,97.5809555053711,88.27619171142578,44833.31640625,1.329798936843872
3,Hardswish,0.1186857208448072,1,2,2,3,0,0,off,0.0009494556803364,20,82.99720764160156,-1.2254821062088013,-0.6072043180465698,10,0.3938770294189453,138.76582956314087,1688735023.4589157,1688735161.8303068,82.99720764160156,90.75164794921876,0.6072043180465698,76.29085540771484,77.19882202148438,13626.4208984375,1.2254821062088013
4,Mish,0.2210860471152189,0,1,4,0,0,4,on,0.0004511480469779,27,68.35072326660156,-2.073152780532837,-0.0900588706135749,100,460.2214794158935,782.5835206508636,1688735483.2865028,1688735805.6482053,68.35072326660156,84.7166976928711,0.0900588706135749,10.44636058807373,83.57220458984375,32223.85546875,2.073152780532837
5,Hardswish,0.5990488375617209,3,2,3,1,1,3,on,0.0004247818597123,21,56.73527526855469,-1.4636458158493042,-0.465758740901947,102,542.0130751132965,785.3420872688293,1688735565.0781076,1688735808.406748,56.73527526855469,86.5937728881836,0.465758740901947,60.1086311340332,54.84519958496094,24320.564453125,1.4636458158493042
6,ReLU,0.1852911489532019,3,0,3,4,1,3,on,0.0002936794901775,35,79.00475311279297,-1.720160961151123,-0.1388954222202301,103,547.1888906955719,876.1539793014526,1688735570.2539165,1688735899.2186508,79.00475311279297,89.75130462646484,0.1388954222202301,17.453495025634766,84.97786712646484,32884.1875,1.720160961151123
7,Hardswish,0.6988103276594182,0,1,2,3,3,1,off,0.0006973850997435,101,51.3118896484375,-1.3569470643997192,-0.3194456100463867,13,0.3871023654937744,803.2784276008606,1688735023.4521413,1688735826.3429737,51.3118896484375,81.42025756835938,0.3194456100463867,51.73360061645508,65.30766296386719,80084.125,1.3569470643997192
8,ReLU,0.2144446052436588,1,2,1,1,1,3,on,1.1236037237865944e-05,51,89.37126159667969,-1.3370966911315918,-0.4232192635536194,16,0.3933560848236084,457.0060887336731,1688735023.4583955,1688735480.069842,89.37126159667969,74.52326202392578,0.4232192635536194,54.68344497680664,88.46574401855469,45446.7890625,1.3370966911315918
9,Hardswish,0.2640624922427805,1,4,1,1,0,3,off,0.0006143281854804,40,79.84175109863281,-1.433180332183838,-0.0910505503416061,20,0.3864505290985107,315.6138575077057,1688735023.451485,1688735338.678424,79.84175109863281,52.713748931884766,0.0910505503416061,10.859938621520996,78.5275650024414,31336.955078125,1.433180332183838
