,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.5879007018503275,0,1,3,0,3,4,off,0.0009816523492299,46,29.214704513549805,-2.978155851364136,-0.1209100931882858,20,0.281625747680664,615.1812727451324,1688583686.6709683,1688584301.5690296,29.214704513549805,47.371070861816406,0.1209100931882858,14.401411056518556,55.56305313110352,61330.56640625,2.978155851364136
1,Mish,0.1258483647338925,0,4,4,0,0,4,off,0.0006639047665577,36,66.76020812988281,-2.878850221633911,-0.0950066074728965,13,0.2883672714233398,590.020185470581,1688583686.6777053,1688584276.4090314,66.76020812988281,88.95852661132812,0.0950066074728965,10.477449417114258,76.30183410644531,58784.38671875,2.878850221633911
2,Hardswish,0.3678038961575697,2,1,1,3,0,4,off,0.0008821275196259,30,26.062158584594727,-1.6009490489959717,-0.4250043928623199,15,0.2883684635162353,293.48725390434265,1688583686.6777055,1688583979.875384,26.062158584594727,62.20718765258789,0.4250043928623199,43.22227478027344,66.26033782958984,29134.453125,1.6009490489959717
3,ReLU,0.2539607845173057,3,1,4,1,3,1,off,0.0001907705448814,54,88.10749053955078,-1.8587677478790283,-0.1332746297121048,17,0.2823371887207031,441.962792634964,1688583686.6716752,1688584128.3516383,88.10749053955078,93.04431915283205,0.1332746297121048,14.88375473022461,85.90864562988281,43977.2890625,1.8587677478790283
4,Mish,0.2797345944365677,3,0,0,3,1,2,on,0.0002746363009938,27,76.71734619140625,-2.280744791030884,-0.4142962694168091,18,0.2888376712799072,370.2216100692749,1688583686.6781754,1688584056.6104596,76.71734619140625,89.47486877441406,0.4142962694168091,48.6746940612793,85.71772766113281,36814.01953125,2.280744791030884
5,Hardswish,0.7001464887580527,2,3,0,3,3,1,on,0.0004346615675465,67,42.1213264465332,-2.174568653106689,-0.3776743412017822,22,0.2822418212890625,571.9813575744629,1688583686.6715698,1688584258.3702023,42.1213264465332,90.5352554321289,0.3776743412017822,53.691890716552734,68.10774230957031,57002.4453125,2.174568653106689
6,Hardswish,0.5100368028869343,1,2,3,1,3,3,on,0.0004926182366107,29,35.34325408935547,-1.4493106603622437,-0.475197821855545,23,0.2904729843139648,237.06322026252747,1688583686.679805,1688583923.4512742,35.34325408935547,64.48201751708984,0.475197821855545,55.38235092163086,63.23859024047851,23488.6328125,1.4493106603622437
7,Mish,0.3595202777007468,1,0,3,0,2,4,on,0.0002654227034659,6,56.03084945678711,-2.795804023742676,-0.3136104643344879,36,0.2984185218811035,79.09923124313354,1688583686.68775,1688583765.4880817,56.03084945678711,84.4752426147461,0.3136104643344879,46.55685043334961,61.48942565917969,7699.763671875,2.795804023742676
8,Hardswish,0.4300290882970054,1,3,4,1,0,3,off,0.0003665890888013,65,81.9112548828125,-1.6523911952972412,-0.0962985530495643,37,0.3012211322784424,586.2886435985565,1688583686.690554,1688584272.6767857,81.9112548828125,79.79908752441406,0.0962985530495643,13.451284408569336,84.40280151367188,58413.765625,1.6523911952972412
9,Hardswish,0.6927794051163518,0,0,1,3,4,3,off,0.000975653701134,51,39.06577682495117,-1.8350132703781128,-0.1019730865955352,8,0.2781758308410644,447.5290992259979,1688583686.667532,1688584133.9179611,39.06577682495117,56.69623947143555,0.1019730865955352,13.21975326538086,43.79963302612305,44556.953125,1.8350132703781128
10,ReLU,0.1846079900644299,3,2,4,0,3,0,off,0.0002036761360475,106,91.59294128417967,-2.239149808883667,-0.3981632590293884,49,615.3743305206299,1431.0860285758972,1688584301.7636569,1688585117.4747276,91.59294128417967,94.6922836303711,0.3981632590293884,51.29653930664063,92.17861938476562,81562.46875,2.239149808883667
11,Mish,0.9506222461345252,2,4,2,3,0,0,off,0.0005654033535985,72,43.626712799072266,-3.057969093322754,-0.6327226161956787,0,0.2779068946838379,965.3410077095032,1688583686.6672423,1688584651.7298236,43.626712799072266,70.46255493164062,0.6327226161956787,77.08430480957031,79.81513214111328,96338.6015625,3.057969093322754
12,ReLU,0.7625287035551603,4,1,2,0,1,0,off,0.0005688063541236,165,82.14822387695312,-1.5073800086975098,-0.3331446349620819,1,0.2780506610870361,1170.9200303554535,1688583686.6674037,1688584857.308861,82.14822387695312,93.966796875,0.3331446349620819,37.877254486083984,72.16748046875,116902.796875,1.5073800086975098
13,Hardswish,0.8366129316135418,3,2,3,4,0,0,off,0.0009715052184396,113,43.54972076416016,-1.8996838331222536,-0.4500446021556854,10,0.2782337665557861,1112.4991598129272,1688583686.6675825,1688584798.8879688,43.54972076416016,47.94601821899414,0.4500446021556854,57.601375579833984,52.76540756225586,111032.65625,1.8996838331222536
14,ReLU,0.563743853964845,3,0,0,3,0,0,off,0.0008814012525773,87,60.6591682434082,-1.3369218111038208,-0.1395370066165924,12,0.2781765460968017,869.7545073032379,1688583686.6675165,1688584556.1433816,60.6591682434082,34.13814163208008,0.1395370066165924,14.384702682495115,68.62678527832031,86779.2421875,1.3369218111038208
