,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.950126996776818,4,0,1,3,0,0,on,0.0007269182893195,97,49.56222915649414,-2.559174060821533,-0.1074558272957801,2,0.2516591548919678,1257.2074625492096,1688652068.1745913,1688653325.1296144,49.56222915649414,78.14196014404297,0.1074558272957801,11.174617767333984,72.30033874511719,125539.921875,2.559174060821533
1,Hardswish,0.412728719219107,3,3,0,0,1,0,on,0.0005109444302069,178,91.87029266357422,-0.9888575077056884,-0.1148837506771087,0,0.2514386177062988,1175.6624252796173,1688652068.1743677,1688653243.584926,91.87029266357422,92.85748291015624,0.1148837506771087,14.8624267578125,91.54850769042967,117382.3046875,0.9888575077056884
2,Hardswish,0.6335831901792494,1,1,1,3,3,0,on,0.0001631820444924,87,85.42623901367188,-1.4726808071136477,-0.1313384920358657,1,0.2513346672058105,637.8944637775421,1688652068.174266,1688652705.8169198,85.42623901367188,84.79045104980469,0.1313384920358657,15.736944198608398,83.72975158691406,63614.703125,1.4726808071136477
3,ReLU,0.8392352662627511,0,4,1,3,3,0,off,0.0009927671866171,55,13.37705421447754,-1.6254019737243652,-0.157882422208786,11,0.2608880996704101,445.213582277298,1688652068.1838162,1688652513.1352413,13.37705421447754,26.30162239074707,0.157882422208786,14.023716926574709,41.52111053466797,44333.06640625,1.6254019737243652
4,ReLU,0.0733292033188442,1,2,4,0,3,2,off,0.0009601352333558,111,87.05167388916016,-1.664623737335205,-0.546055257320404,12,0.2614288330078125,1020.45406126976,1688652068.1843617,1688653088.3765025,87.05167388916016,94.2790985107422,0.546055257320404,71.93167877197266,84.11354064941406,101833.0703125,1.664623737335205
5,ReLU,0.9679226516390864,4,2,3,1,1,4,off,0.000819962749,30,46.2645263671875,-2.058826446533203,-0.3999239504337311,13,0.2552196979522705,350.3870439529419,1688652068.1781487,1688652418.308915,46.2645263671875,54.473777770996094,0.3999239504337311,55.00181579589844,49.89199447631836,34855.046875,2.058826446533203
6,ReLU,0.1403274982628741,1,3,1,4,0,4,on,0.0009409697546904,33,66.3587646484375,-1.4956034421920776,-0.1239442452788353,16,0.2616748809814453,305.5887596607208,1688652068.1846037,1688652373.511225,66.3587646484375,57.68405532836914,0.1239442452788353,11.99864101409912,67.2509536743164,30345.7265625,1.4956034421920776
7,ReLU,0.0797105747074893,4,4,2,0,0,0,on,0.0004547882592188,104,90.37310028076172,-1.7015023231506348,-0.3302860260009765,17,0.2614588737487793,957.0212063789368,1688652068.1843874,1688653024.9436514,90.37310028076172,92.5270767211914,0.3302860260009765,48.393333435058594,92.04328155517578,95489.7578125,1.7015023231506348
8,Hardswish,0.4720372080976462,0,0,1,0,1,0,on,7.369018774979361e-05,5,78.8163833618164,-0.8838583827018738,-0.0733173266053199,18,0.2616348266601562,25.95901036262512,1688652068.1845636,1688652093.8805928,78.8163833618164,75.94634246826172,0.0733173266053199,10.027292251586914,70.84541320800781,2391.547607421875,0.8838583827018738
9,Hardswish,0.9313932958008136,2,0,4,3,1,2,off,0.000913215369674,56,40.511905670166016,-2.016160488128662,-0.5890013575553894,19,0.2554192543029785,700.2477235794067,1688652068.1783442,1688652768.1701808,40.511905670166016,67.58071899414062,0.5890013575553894,75.25811767578125,31.48046112060547,69837.8984375,2.016160488128662
