,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,Hardswish,0.4099379787605837,1,1,0,2,1,0,off,0.0006162341512971,83.79393005371094,-0.6109724044799805,1,0.0535361766815185,0.6030046939849854,1684457261.4699883,1684457262.019088
1,Mish,0.9067440493367972,2,0,2,0,3,3,on,0.0006830805212613,88.55061340332031,-3.375251054763794,8,0.6543619632720947,0.6778161525726318,1684457262.0708115,1684457262.0940132
2,ReLU,0.0716545691178628,2,3,4,4,2,3,off,0.0005087497902019,"[89.29471588134766, -2.282710075378418]","[89.29471588134766, -2.282710075378418]",0,0.0524134635925293,0.623176097869873,1684457261.468881,1684457262.039402
3,Mish,0.7648753349483466,2,3,1,0,1,1,on,0.0003084197619314,"[22.89662170410156, -1.553794503211975]","[22.89662170410156, -1.553794503211975]",2,0.0535497665405273,0.613410234451294,1684457261.4700086,1684457262.029648
4,Hardswish,0.349456654424592,1,0,3,4,4,3,on,0.0004510807729763,"[87.52641296386719, -1.7489973306655884]","[87.52641296386719, -1.7489973306655884]",3,0.054316759109497,0.6121633052825928,1684457261.470782,1684457262.0284033
5,ReLU,0.576862101211882,2,4,2,2,2,2,on,5.865434878362849e-05,"[90.51497650146484, -1.940554976463318]","[90.51497650146484, -1.940554976463318]",4,0.055643081665039,0.6214256286621094,1684457261.472093,1684457262.0376272
6,Hardswish,0.6282371318508296,2,2,2,0,3,1,on,0.0001022833962533,"[90.1577377319336, -1.1945163011550903]","[90.1577377319336, -1.1945163011550903]",5,0.0559718608856201,0.6068532466888428,1684457261.472422,1684457262.0230784
7,ReLU,0.8912280307458884,3,2,0,1,2,3,off,0.0008382700893085,"[87.26213836669922, -1.291470646858215]","[87.26213836669922, -1.291470646858215]",6,0.0562670230865478,0.6207356452941895,1684457261.4727166,1684457262.036975
8,Hardswish,0.3795370066226126,2,2,2,0,1,3,on,0.0004438011735713,"[90.28419494628906, -1.2414640188217163]","[90.28419494628906, -1.2414640188217163]",7,0.0565669536590576,0.6127233505249023,1684457261.4730167,1684457262.028953
9,ReLU,0.9608344512042925,1,0,3,1,3,1,on,0.000490845636342,"[83.60759735107422, -0.6728845238685608]","[83.60759735107422, -0.6728845238685608]",9,0.6550202369689941,0.6783373355865479,1684457262.0714667,
