,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,Hardswish,0.7733194949761166,0,2,4,4,0,3,off,0.0009503152369054,80.10502624511719,-2.274528741836548,6,0.0780091285705566,1.7160682678222656,1684457146.1719947,1684457147.8096216
1,Mish,0.8402857706750471,3,3,2,1,2,0,on,5.450488432343287e-05,"[90.12902069091795, -2.963489055633545]","[90.12902069091795, -2.963489055633545]",0,0.0780234336853027,1.7147932052612305,1684457146.1720128,1684457147.8085432
2,ReLU,0.5943851555908445,4,0,3,1,4,2,off,0.0007054998565785,"[82.06253051757812, -2.0669426918029785]","[82.06253051757812, -2.0669426918029785]",1,0.0779883861541748,1.709200382232666,1684457146.1719575,1684457147.8029573
3,Mish,0.7104236866512044,4,2,3,4,0,3,off,0.0006758519182799,"[85.89397430419922, -3.4234185218811035]","[85.89397430419922, -3.4234185218811035]",10,1.6173839569091797,1.6402907371520996,1684457147.711349,1684457147.734134
4,ReLU,0.3724948926880738,4,1,4,3,1,2,on,0.0005664088835131,"[82.6497573852539, -1.865419626235962]","[82.6497573852539, -1.865419626235962]",11,1.618088722229004,1.6411230564117432,1684457147.712059,1684457147.7349706
5,Mish,0.310286465429648,3,3,0,4,3,4,on,0.0004897525376099,"[88.63916778564453, -3.2535855770111084]","[88.63916778564453, -3.2535855770111084]",12,1.6853370666503906,1.7076599597930908,1684457147.7792988,1684457147.801511
6,Hardswish,0.6766026208175038,0,2,1,2,0,1,on,0.0001960455718588,"[84.10232543945312, -0.8405557870864868]","[84.10232543945312, -0.8405557870864868]",13,1.6856255531311035,1.7083640098571775,1684457147.7795866,1684457147.8022115
7,Hardswish,0.3564084282401331,3,0,4,3,1,3,on,0.0002046694439512,"[87.65283203125, -1.3061156272888184]","[87.65283203125, -1.3061156272888184]",14,1.6854841709136963,1.7079370021820068,1684457147.7794468,1684457147.8017864
8,Hardswish,0.4436660938959121,3,0,1,0,2,4,on,0.0001865971263116,"[87.84356689453125, -1.2997803688049316]","[87.84356689453125, -1.2997803688049316]",15,1.6864583492279053,1.7092154026031494,1684457147.7804265,1684457147.8030624
9,Mish,0.7191874615899819,3,2,4,1,3,2,on,0.0005953014147739,"[89.53616333007812, -3.629366397857666]","[89.53616333007812, -3.629366397857666]",2,0.077918529510498,1.7154221534729004,1684457146.171893,1684457147.8091736
10,Mish,0.3976752394170915,1,2,2,2,3,1,off,0.0002871598427636,"[88.43655395507812, -2.886227607727051]","[88.43655395507812, -2.886227607727051]",3,0.0780191421508789,1.5707197189331057,1684457146.1720085,1684457147.664479
11,Hardswish,0.1290840805531386,0,0,4,2,4,2,off,0.0005651600641025,"[83.71743774414062, -2.01090145111084]","[83.71743774414062, -2.01090145111084]",4,0.0780184268951416,1.570866346359253,1684457146.1720145,1684457147.6646209
12,Hardswish,0.1025195216852186,4,2,1,4,1,2,on,0.0001786270856969,"[87.53900146484375, -2.0615198612213135]","[87.53900146484375, -2.0615198612213135]",5,0.0780086517333984,1.5705723762512207,1684457146.1719906,1684457147.6643295
13,Hardswish,0.2745418481771118,0,1,3,2,3,0,off,0.0007466479378515,"[87.99064636230469, -0.8655125498771667]","[87.99064636230469, -0.8655125498771667]",7,0.0780167579650878,1.5637693405151367,1684457146.172007,1684457147.657524
14,Hardswish,0.1626088684716364,1,1,2,2,3,3,off,0.0008914692040486,"[87.5522689819336, -1.1924042701721191]","[87.5522689819336, -1.1924042701721191]",8,1.6162598133087158,1.6393628120422363,1684457147.7102242,1684457147.733212
15,ReLU,0.0567739147335358,0,0,2,1,2,3,off,0.0005594558874214,"[89.42681121826172, -0.9193575382232666]","[89.42681121826172, -0.9193575382232666]",9,1.617361545562744,1.640397071838379,1684457147.7113264,1684457147.7342374
16,ReLU,0.6811354849783274,3,2,1,3,0,3,on,0.0007447142891579,76.139892578125,-1.0595450401306152,23,1.7694413661956787,1.7934777736663818,1684457147.8634088,1684457147.8872235
17,Hardswish,0.314991963107375,2,3,1,3,0,1,off,0.0002922666996911,"[87.0299072265625, -0.8788770437240601]","[87.0299072265625, -0.8788770437240601]",16,1.7533304691314695,1.7750933170318604,1684457147.8472917,1684457147.8689451
18,Hardswish,0.9930429335585012,4,0,2,4,4,4,off,0.0002654377577061,"[71.07527923583984, -3.0418384075164795]","[71.07527923583984, -3.0418384075164795]",17,1.7537269592285156,1.775719404220581,1684457147.8476882,1684457147.8695698
19,Hardswish,0.2325496920694796,2,4,4,0,1,3,off,0.000788676738342,"[86.24816131591797, -1.836600661277771]","[86.24816131591797, -1.836600661277771]",18,1.75463604927063,1.7770099639892578,1684457147.848597,1684457147.8708596
20,Hardswish,0.6699872004597128,4,3,4,1,0,2,off,0.0004193683115121,"[81.53890991210938, -1.9464967250823977]","[81.53890991210938, -1.9464967250823977]",19,1.7546107769012451,1.777266263961792,1684457147.8485794,1684457147.8711178
21,Mish,0.0537712986905035,0,4,1,4,0,2,on,0.0003377979433134,"[87.90839385986328, -2.5757739543914795]","[87.90839385986328, -2.5757739543914795]",20,1.7576172351837158,1.780647039413452,1684457147.851581,1684457147.8744943
22,Hardswish,0.9079787338419752,3,2,4,2,4,0,off,0.0008621966995395,"[84.44751739501953, -3.3960790634155273]","[84.44751739501953, -3.3960790634155273]",21,1.762727975845337,1.785942554473877,1684457147.8566926,1684457147.8797908
23,Mish,0.9341861616408872,4,1,3,4,2,1,off,0.0003433056808082,"[85.56131744384766, -3.013261318206787]","[85.56131744384766, -3.013261318206787]",22,1.763913869857788,1.7873413562774658,1684457147.8578804,1684457147.8811817
24,Mish,0.0914442603442272,3,3,4,2,4,1,on,0.0002679619059156,83.54949188232422,-3.4094133377075195,27,1.8422863483428955,1.8653817176818848,1684457147.9362538,1684457147.95913
25,Mish,0.2224441337010645,1,4,0,3,4,0,on,0.000899034091141,"[77.16718292236328, -2.3126163482666016]","[77.16718292236328, -2.3126163482666016]",24,1.8270580768585205,1.8497133255004885,1684457147.9210205,1684457147.9435616
26,Hardswish,0.7586235283967201,3,1,3,0,0,0,off,0.0009914698630618,"[80.95995330810547, -0.7090497016906738]","[80.95995330810547, -0.7090497016906738]",25,1.832394361495972,1.854938507080078,1684457147.9263566,1684457147.9487872
27,ReLU,0.8829608899287883,2,2,2,2,2,2,off,0.0005314413966836,"[88.16773986816406, -1.7717227935791016]","[88.16773986816406, -1.7717227935791016]",26,1.8334641456604004,1.855973958969116,1684457147.927426,1684457147.9498217
28,Mish,0.6594392543560962,1,1,1,3,0,2,on,0.000635605499724,13.598128318786621,-1.846888780593872,31,1.9133548736572263,1.936227560043335,1684457148.0073197,1684457148.0299745
29,Hardswish,0.7673532670498681,4,2,1,4,2,4,off,0.0002823011049009,"[79.2331314086914, -2.6883814334869385]","[79.2331314086914, -2.6883814334869385]",28,1.8960022926330569,1.918858766555786,1684457147.9899645,1684457148.0127034
30,Hardswish,0.5302779078284402,4,0,3,1,4,2,on,3.264297907242434e-05,"[86.030517578125, -2.0200765132904053]","[86.030517578125, -2.0200765132904053]",29,1.9012351036071773,1.9238638877868648,1684457147.9951963,1684457148.017712
31,ReLU,0.7860416296415718,1,4,2,1,3,3,on,0.000409277305622,"[87.38928985595703, -1.433929443359375]","[87.38928985595703, -1.433929443359375]",30,1.901907444000244,1.9245009422302248,1684457147.9958692,1684457148.0183494
32,Mish,0.3871297594226709,4,2,1,4,0,3,on,0.0009289357817339,84.78533172607422,-2.8841469287872314,47,2.1101269721984863,2.13551926612854,1684457148.2041054,1684457148.2292335
33,ReLU,0.9507612567630854,3,3,3,1,4,4,on,0.0005243153635236,"[83.8577651977539, -2.082944869995117]","[83.8577651977539, -2.082944869995117]",32,1.9432528018951416,1.9671993255615232,1684457148.037225,1684457148.0610242
34,ReLU,0.990431514684291,4,2,2,3,2,4,off,0.0006634295313357,"[81.67671203613281, -2.4232017993927]","[81.67671203613281, -2.4232017993927]",33,1.9457659721374512,1.9695920944213867,1684457148.0397394,1684457148.0634177
35,ReLU,0.91356679075325,2,4,4,2,1,2,off,0.0004757180810901,"[85.93428802490234, -2.1916344165802]","[85.93428802490234, -2.1916344165802]",34,1.9481501579284668,1.9721269607543943,1684457148.0421214,1684457148.0659542
36,Hardswish,0.0823083337211816,4,3,2,0,0,4,on,0.0002180168102316,"[82.85323333740234, -1.898021221160889]","[82.85323333740234, -1.898021221160889]",35,1.9486541748046875,1.972411155700684,1684457148.0426245,1684457148.0662353
37,Mish,0.2757148969964968,2,3,4,1,2,0,off,0.0006607476990021,"[89.1021957397461, -3.1741275787353516]","[89.1021957397461, -3.1741275787353516]",36,2.013214349746704,2.0357229709625244,1684457148.1071775,1684457148.1295729
