p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.1459817801919323,2,2,1,4,0,0,on,4.288804980480554e-05,56,82.6557846069336,-2.557204246520996,-0.5677366852760315,0,1691763917.8998704,1691764202.1250231,0.5677366852760315,56258.3515625,2.557204246520996,78.11604309082031,82.6557846069336,82.60639190673828,82.33592987060547,False
Hardswish,0.4425077086683129,0,2,2,4,0,2,on,0.0002496763919476,170,89.3484878540039,-1.5609643459320068,-0.7646301984786987,1,1691763918.189534,1691764519.7395875,0.7646301984786987,119781.078125,1.5609643459320068,115.711181640625,89.3484878540039,96.04998016357422,89.71879577636719,False
Hardswish,0.0019497891968199,0,2,1,3,3,1,off,0.0005472518515314,178,76.21978759765625,-0.8754153251647949,-0.3715635538101196,2,1691763918.201969,1691764303.118519,0.3715635538101196,76469.3984375,0.8754153251647949,52.38269805908203,76.21978759765625,85.1126708984375,76.44992065429688,False
Hardswish,0.2356859676772601,3,2,0,3,2,0,off,7.868200110734649e-05,8,70.42666625976562,-1.0840673446655271,-0.5912620425224304,3,1691763918.2048924,1691763942.0256524,0.5912620425224304,4254.0576171875,1.0840673446655271,85.94194793701172,70.42666625976562,76.03512573242188,70.1140365600586,False
Mish,0.1267714657769715,4,1,0,0,4,2,off,3.060414484472925e-05,32,56.74943161010742,-2.3804965019226074,-0.3248937129974365,4,1691763919.9833362,1691764080.4609802,0.3248937129974365,31858.0625,2.3804965019226074,43.86134719848633,56.74943161010742,61.22137451171875,57.05948257446289,False
Mish,0.0036569096711124,1,2,2,2,1,4,on,0.0001094699818902,1,32.159767150878906,-3.3883273601531982,-0.7856490612030029,5,1691763919.9907796,1691763927.7285666,0.7856490612030029,1330.404541015625,3.3883273601531982,114.2081527709961,32.159767150878906,26.13225555419922,35.33829116821289,False
Mish,0.009865608735159,1,3,2,3,2,0,off,0.000128003785778,52,82.82991790771484,-2.9065146446228027,-0.6090452075004578,6,1691763919.9983895,1691764233.6611912,0.6090452075004578,62492.50390625,2.9065146446228027,86.31096649169922,82.82991790771484,92.37811279296876,82.84559631347656,False
Hardswish,0.0854466635607521,0,0,4,4,2,1,on,1.5047592245713124e-05,159,85.91717529296875,-1.6999850273132324,-0.3323646783828735,7,1691763920.006457,1691764479.3308835,0.3323646783828735,111610.15625,1.6999850273132324,42.84023666381836,85.91717529296875,92.51783752441406,86.35496520996094,False
Hardswish,0.2982589543310098,1,0,2,4,4,2,off,7.635055243400986e-05,114,84.76626586914062,-1.986260175704956,-0.5538952350616455,8,1691763920.0103536,1691764396.612285,0.5538952350616455,95066.4140625,1.986260175704956,78.75418090820312,84.76626586914062,96.52269744873048,84.56421661376953,False
Hardswish,0.033029600560242,2,2,1,2,4,1,on,6.389026672570829e-05,74,79.24301147460938,-1.737615704536438,-0.789959728717804,9,1691763920.0223112,1691764198.4553163,0.789959728717804,55455.3203125,1.737615704536438,113.49932098388672,79.24301147460938,80.99988555908203,80.72893524169922,False
ReLU,0.044942863654771,0,4,0,0,0,0,on,0.0001350445177599,194,69.19617462158203,-0.8038678169250488,-0.0569086298346519,10,1691763920.0307784,1691764237.7505932,0.0569086298346519,63323.66015625,0.8038678169250488,7.944264888763428,69.19617462158203,56.97179412841797,70.38850402832031,False
ReLU,0.0019541679898984,3,4,0,1,1,2,on,0.0001095386889173,173,82.26970672607422,-1.2360469102859497,-0.3459819853305816,11,1691763920.0348475,1691764411.2720852,0.3459819853305816,98020.1484375,1.2360469102859497,48.007572174072266,82.26970672607422,83.8251724243164,82.55160522460938,False
