p:x0,p:x1,p:x2,p:x3,p:x4,p:x5,p:x6,p:x7,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,pareto_efficient
0.9697637874145468,0.7048139353285896,0.0798706144361156,0.4463277102257447,0.799455510449983,0.1394552240040057,0.2055090001757014,0.5647282466211887,-226.3088623238741,-94.78135876882776,-10.011254606601351,29,0.1401433944702148,0.1404740810394287,1691525762.9142451,1691525762.914322,False
0.4586766493526748,0.2554764950003351,0.9337879245105176,0.1586190834060607,0.0956391972904714,0.7350551593289335,0.6121124269741021,0.8345160392015587,-43.97847807135966,-128.16447414544592,-203.16054853857185,0,0.1148345470428466,0.1150789260864257,1691525762.888934,1691525762.8890154,False
0.688357939825707,0.0597523636056602,0.1812414815570336,0.1441318138986212,0.686187741759263,0.8928847488993022,0.045350349423097,0.5731691950290343,-13.808003623973576,-217.2791499336734,-104.62068125887086,1,0.1163201332092285,0.1165790557861328,1691525762.8904245,1691525762.8905077,False
0.8635787038556386,0.8185957935168529,0.8298269854203427,0.6374337504055378,0.4605214603508246,0.0539123208352161,0.3141904978540858,0.2986778036302802,-266.8863100001336,-59.143107832000766,-51.50353472506018,10,0.1251115798950195,0.1253473758697509,1691525762.899212,1691525762.899289,False
0.6226778924006914,0.3836726075509621,0.9275965138770408,0.5154807986930879,0.2402581611657432,0.8929472523111158,0.4384525820830318,0.5930793091383167,-69.07895096986681,-110.96765546056815,-109.10225950453146,11,0.1272552013397216,0.1275160312652588,1691525762.901363,1691525762.9014423,False
0.3388040756974707,0.2512197044701289,0.9271671798106562,0.0708498783437051,0.0679958441070659,0.3959938847703116,0.4279240684467366,0.582834393413864,-26.16121505181789,-77.97558069434768,-203.2290336990291,12,0.1239838600158691,0.1242213249206543,1691525762.898083,1691525762.898161,False
0.6134199943804078,0.7302271078708726,0.2114153753186524,0.2579089999154382,0.4117442253979045,0.755440711930621,0.250319138671706,0.3000050060872959,-149.04522485167772,-55.06281666741862,-128.62979452952823,13,0.1250176429748535,0.1252546310424804,1691525762.899116,1691525762.8991938,False
0.7098976748995507,0.7640618250225412,0.3368405088816374,0.6039499625623673,0.2125452857894371,0.7027124393704103,0.967430238951269,0.7154282238010712,-117.84785830528509,-36.39078370749753,-63.03019470316679,14,0.1286330223083496,0.1288726329803466,1691525762.9027338,1691525762.9028127,False
0.5698920745270437,0.7152313302621992,0.6115224971847459,0.095139234270573,0.1152378196548482,0.9945969353317468,0.2747365431003675,0.834139611309827,-83.14562724841845,-33.104351926763655,-87.73597601055819,15,0.1264886856079101,0.1267354488372802,1691525762.9005885,1691525762.900668,False
0.1091120390679468,0.4966941121462452,0.4001109237325413,0.3774045022910618,0.1921608425582235,0.7667468323407595,0.0766146641903582,0.8914961848037002,-10.935454424281737,-11.08102243111922,-179.76214485737563,16,0.1298432350158691,0.1300809383392334,1691525762.9039423,1691525762.9040203,False
0.2962782403493318,0.9576441009656644,0.4272469137339398,0.8291130085410614,0.9316319456406004,0.7670435190186616,0.1525167900415602,0.2968668409076792,-111.08619863975576,-4.913261418254538,-275.5225765290816,17,0.131277322769165,0.1315197944641113,1691525762.905378,1691525762.905456,False
0.6236755935562807,0.5977616045255307,0.3736338955055374,0.9129420934922592,0.8349733970568645,0.0483666986652278,0.9015095112806428,0.6824412743631216,-116.3288950794449,-78.2786109877609,-117.42571773994702,18,0.1287434101104736,0.1289794445037841,1691525762.9028423,1691525762.9029188,False
0.2386221346369045,0.8581255721154832,0.0464509459760287,0.8813515061295955,0.1573227018064506,0.0277967472315888,0.4227885223451779,0.9491140955511812,-96.5137326334455,-15.956674693440515,-358.86226052484034,19,0.1296668052673339,0.1299030780792236,1691525762.9037657,1691525762.9038424,False
0.0757554996480481,0.5214275200464481,0.8216450644452917,0.5807268510551711,0.9745411880670444,0.1195345186668808,0.1735479404914388,0.8308171986345999,-12.41364733913713,-11.393395561151944,-290.454535610763,2,0.1170129776000976,0.1172525882720947,1691525762.891112,1691525762.891191,False
0.8147938806300092,0.3508944683621702,0.4819478027049249,0.7817920294966902,0.7001013137385065,0.8833553635737663,0.2381792710522023,0.4245141454402141,-67.46233628257272,-124.79585632291038,-43.701106029438606,20,0.1306712627410888,0.1309010982513427,1691525762.9047687,1691525762.9048414,False
0.3088059827815957,0.2097405346630707,0.8933013497738246,0.7538575277236109,0.1338734769065015,0.2421138610214342,0.2411491527130765,0.4411125815379978,-31.29786029574541,-117.92394056417233,-334.00005745963267,21,0.1323513984680175,0.1326098442077636,1691525762.9064548,1691525762.906534,False
0.9168992529420976,0.1163502003521222,0.548320891170377,0.2167064815147265,0.8216771557020058,0.9904343987678008,0.4326223508389389,0.927522401069356,-35.776372580302706,-271.7123336877493,-27.86842842411686,22,0.1342053413391113,0.1344509124755859,1691525762.9083054,1691525762.9083853,False
0.9984416226613466,0.9857857520564792,0.0633500636099781,0.8988473992056902,0.6906016274482891,0.7015752150366047,0.6992029521106924,0.4168360516656859,-139.7148161006697,-2.014576730588171,-0.2212126067226765,23,0.1343047618865966,0.1345508098602295,1691525762.9084096,1691525762.908487,False
0.4543810116426167,0.6437926718375242,0.921212850096369,0.2442121968268042,0.2806582937920136,0.6441580710302556,0.5375842950279024,0.5656405570237414,-129.8419219207419,-71.84089865275863,-242.1799628742587,24,0.1358342170715332,0.1360726356506347,1691525762.9099338,1691525762.910013,False
0.2988168266356169,0.4556386416955159,0.0534396171096531,0.0884549577571823,0.6889051853556344,0.7500702475133009,0.2625273259024429,0.3606398988660776,-57.90046742212995,-69.17494305374971,-298.1864862741247,25,0.1375408172607422,0.1377780437469482,1691525762.9116406,1691525762.911718,False
0.3403307222201389,0.1031674806870626,0.8815134676885235,0.7529925131993649,0.4436821947775569,0.6896870261985126,0.8303315911172723,0.6236887622033814,-12.88398086781323,-112.00014717340686,-242.06519474263447,26,0.137730598449707,0.1379702091217041,1691525762.911831,1691525762.9119103,False
0.3751458255754039,0.4556780356035826,0.6413753604401033,0.0859451473288831,0.2129152932423045,0.1396908178048748,0.028001444750658,0.6818725089247023,-57.86064274957887,-69.11638539033956,-211.4967585406592,27,0.1387150287628173,0.1389548778533935,1691525762.912815,1691525762.9128952,False
0.9594989693478386,0.563479978511328,0.3252463965140867,0.1638903857304074,0.81792256058118,0.1425755827630234,0.2536921814087631,0.0354518493751309,-253.1283273178317,-196.09495828421896,-18.96198603756664,28,0.1396920680999756,0.1399445533752441,1691525762.9137957,1691525762.913875,False
0.2297166041811092,0.1393096618821666,0.1934764763520478,0.6678482399628423,0.8360568187657476,0.8747132181048053,0.945663206191842,0.5050677118112471,-10.837223501995531,-66.95510874242598,-260.85246237865164,3,0.1181716918945312,0.1184098720550537,1691525762.892271,1691525762.892348,False
0.728307862056396,0.0418555667793014,0.4913089174030071,0.8665400536610387,0.7893379856739593,0.3931233537884242,0.7045601972112087,0.3218321124578162,-4.750160522972732,-108.73917646342292,-42.33671254430087,4,0.1169817447662353,0.1172239780426025,1691525762.8910818,1691525762.89116,False
0.2324211610095773,0.4855612807390864,0.1215608091787454,0.2528556542844544,0.5796084766727616,0.7384122342322444,0.2474612462403987,0.3712591603331576,-49.70387583095837,-52.65987886402617,-338.05980334225643,5,0.1174962520599365,0.1177313327789306,1691525762.8915954,1691525762.89167,False
0.1552630722235394,0.2595494199557601,0.581944018916366,0.7850674539711227,0.318495861854917,0.6260585590342763,0.4276767739553829,0.2719917897754976,-10.506986072300544,-29.974653509446338,-220.24770836947485,6,0.1210498809814453,0.1212916374206543,1691525762.8951497,1691525762.8952296,False
0.847905439816056,0.8719155254516939,0.8958576550063179,0.6514224669860461,0.3576319981613752,0.6624081418043777,0.163431094055417,0.236654593494239,-346.7363565301805,-50.9356041228363,-71.33312172891421,7,0.1186654567718506,0.1189088821411132,1691525762.8927636,1691525762.8928487,False
0.4940680385665945,0.8916905543431122,0.0939618501670254,0.0199965941291194,0.0242267249403022,0.4151097136914399,0.348415293579775,0.186986259804661,-114.58962946446732,-13.918661787852662,-131.59412627129117,8,0.1203575134277343,0.1205971240997314,1691525762.894457,1691525762.8945358,False
0.8412201388624378,0.2066123076257177,0.040299577969265,0.8883586691022115,0.1006122437301534,0.8594308850459147,0.9396942662253288,0.2363402590131016,-71.96458940903042,-276.3427802535537,-65.74283381161227,9,0.1206541061401367,0.1208927631378173,1691525762.894754,1691525762.8948324,False
1.0,0.9890174111789336,0.7278714292991664,0.4379239374293326,0.3376411610601039,0.4509342313286796,0.911442332610042,0.4728916380474365,-408.5090021614026,-4.536306792713437,-0.0,73,0.3508384227752685,0.351100206375122,1691525763.1249323,1691525763.1249917,False
0.1052971093646968,0.750386561498316,0.4945988525235745,0.8584369472419209,0.767038620308879,0.1175836094547253,0.2653307236599473,0.8939076414609676,-24.3346771904784,-8.094844390889914,-275.55159753034985,30,0.1420238018035888,0.1422789096832275,1691525762.9161265,1691525762.9162052,False
0.3959360068808987,0.5545253148833181,0.3766913986755902,0.4466183895332172,0.1254064530926434,0.8708319018807098,0.8121561938063486,0.5380873789040879,-83.11492545962605,-66.76989175041402,-228.6733704900416,31,0.1420795917510986,0.1423187255859375,1691525762.9161797,1691525762.9162586,False
0.1476571708185506,0.9208143627005404,0.8216655893421728,0.7084060347838758,0.3972275768775458,0.5478825728957716,0.2139398848997816,0.4220819455903921,-29.70555743284689,-2.5545360627923444,-186.2196004928244,32,0.1431224346160888,0.1433620452880859,1691525762.917221,1691525762.9172993,False
0.1529037713786903,0.5559362683893101,0.3183143251958137,0.1975002955727011,0.4092850227572029,0.1877981357971631,0.6973462551887493,0.4313088392509008,-11.61802714975816,-9.280100586031704,-115.77690354275433,33,0.1445729732513427,0.1448101997375488,1691525762.9186728,1691525762.91875,False
0.8925309228386287,0.3704957020719864,0.4208328931695343,0.0554559665720728,0.4491775446735535,0.6795775372190496,0.1210707057389584,0.3959004820165012,-108.95398962157266,-185.1222682466041,-35.40953398863526,34,0.1466867923736572,0.1469366550445556,1691525762.920788,1691525762.920871,False
0.8854605482944733,0.1511749246501641,0.0685440869969748,0.7919010558784011,0.6732653451810006,0.8859606769002732,0.894751439286761,0.9138204442949016,-28.042207631486203,-157.45289148219973,-23.99486570854885,35,0.1467728614807129,0.147010326385498,1691525762.9208715,1691525762.9209476,False
0.119256710833223,0.7709134982017678,0.8315770279116006,0.3391438561635961,0.3564473356803163,0.929852589393586,0.9222941848679964,0.2905802792084168,-36.64306302115499,-10.888940383414482,-351.036790523024,36,0.1494238376617431,0.1496825218200683,1691525762.92353,1691525762.9236078,False
0.513359775173564,0.7664541155600895,0.5975159810296903,0.3246648802324508,0.0418905946108728,0.2042396012971997,0.4479744793869574,0.3180338312825162,-115.10497293226362,-35.073583872993005,-142.36200454761155,37,0.1493055820465088,0.1495447158813476,1691525762.923406,1691525762.9234853,False
0.3687025751943045,0.7798839034394728,0.2693429911217063,0.8123709555354847,0.9944691998715286,0.6468336546718271,0.6532449921562977,0.0229296381324646,-103.55545068596632,-29.22771130681523,-227.35308582920743,38,0.1503434181213379,0.1505882740020752,1691525762.9244435,1691525762.924523,False
0.2809212558758712,0.7866669819971507,0.2537373305799501,0.8895806262151165,0.6527717895793926,0.9798906274215744,0.4112058769428866,0.2534250999030104,-84.21067921386238,-22.83675145377862,-274.01106322910186,39,0.1511907577514648,0.1514346599578857,1691525762.9252942,1691525762.9253726,False
