,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.8781626509367267,0,0,0,4,4,2,off,0.0001577954896903121,4,61.95590591430664,-1.3419476747512817,-0.36494773626327515,0,1689177070.065432,1689177118.1559849,61.95590591430664,76.73477935791016,0.36494773626327515,42.213226318359375,62.897621154785156,4365.94287109375,1.3419476747512817
1,ReLU,0.7184821551659024,3,4,2,4,2,1,on,0.0005812600118065921,142,55.75559997558594,-2.7587733268737793,-0.7285662293434143,1,1689177070.61021,1689178686.8393018,55.75559997558594,83.0356674194336,0.7285662293434143,76.6563720703125,81.86309051513672,161238.6875,2.7587733268737793
2,ReLU,0.9237465464890426,2,2,0,1,4,2,on,6.731271935686397e-05,72,87.19519805908203,-2.1559767723083496,-0.7352643609046936,2,1689177070.6126564,1689177756.772617,87.19519805908203,91.84710693359375,0.7352643609046936,76.69017791748047,85.09410858154297,68231.4296875,2.1559767723083496
3,Hardswish,0.41503262484681935,4,4,1,3,3,1,off,0.0008998672563323534,31,11.786094665527344,-1.7499351501464844,-0.11155004799365997,3,1689177070.6222444,1689177413.6906004,11.786094665527344,66.5796127319336,0.11155004799365997,14.56415843963623,42.212318420410156,33913.9609375,1.7499351501464844
4,Mish,0.7615968874988388,4,2,1,2,4,3,on,0.0004712315985529174,108,77.59974670410156,-2.686689615249634,-0.5889258980751038,4,1689177076.4235206,1689178864.8158991,77.59974670410156,72.299560546875,0.5889258980751038,76.78292083740234,72.71808624267578,178617.484375,2.686689615249634
5,Mish,0.4225410566090046,3,2,4,1,3,3,on,0.0005742780959799526,157,85.71846771240234,-3.4324488639831543,-0.44419315457344055,5,1689177076.524094,1689179747.840847,85.71846771240234,91.94664764404297,0.44419315457344055,57.80204391479492,90.49128723144531,266929.1875,3.4324488639831543
6,ReLU,0.9736690619950322,2,4,4,1,4,0,on,0.000981981274695476,136,31.59794044494629,-2.393601894378662,-0.3410677909851074,6,1689177076.782106,1689178793.866481,31.59794044494629,14.113168716430664,0.3410677909851074,44.36103820800781,35.19754409790039,171522.609375,2.393601894378662
7,Hardswish,0.6483249410905161,1,3,2,4,0,3,on,0.0005099632729504328,73,54.026241302490234,-1.324724555015564,-0.2971983253955841,7,1689177076.8105798,1689177702.6391835,54.026241302490234,75.35810089111328,0.2971983253955841,48.660423278808594,76.68720245361328,62376.6640625,1.324724555015564
8,Hardswish,0.39466651206191755,4,3,1,2,3,4,off,0.0002546420067650206,135,89.50436401367188,-1.8527946472167969,-0.37005797028541565,8,1689177076.82264,1689178849.0516872,89.50436401367188,89.4738998413086,0.37005797028541565,47.481414794921875,90.47627258300781,177014.046875,1.8527946472167969
9,Mish,0.8749432236689064,2,1,1,2,0,4,on,0.0003466911114127708,86,71.0294189453125,-2.915536642074585,-0.6361995339393616,9,1689177076.8291636,1689178449.856843,71.0294189453125,89.36031341552734,0.6361995339393616,75.2691421508789,86.89815521240234,137122.140625,2.915536642074585
10,Hardswish,0.7487941091249911,0,3,4,3,3,0,on,0.0007738226293956211,194,86.27298736572266,-2.346796989440918,-0.13074691593647003,10,1689177076.8358665,1689179054.963974,86.27298736572266,86.06269073486328,0.13074691593647003,17.64997100830078,90.06063079833984,197610.984375,2.346796989440918
11,Hardswish,0.4722809692961627,2,2,0,1,3,4,off,0.0005552377647756518,184,86.06290435791016,-1.5839879512786865,-0.5602952241897583,11,1689177076.893792,1689178873.4639874,86.06290435791016,99.59195709228516,0.5602952241897583,87.9946060180664,92.07817840576172,179461.0,1.5839879512786865
12,Mish,0.6578513131177257,0,4,4,3,4,1,off,0.0004648841245570633,113,68.72148132324219,-2.4374256134033203,-0.11756759881973267,12,1689177076.9197888,1689178691.4417777,68.72148132324219,78.70887756347656,0.11756759881973267,12.705042839050293,78.441162109375,161253.1875,2.4374256134033203
13,ReLU,0.688702114105226,4,1,1,4,1,0,off,0.0005908987088131629,106,37.87879943847656,-1.6712349653244019,-0.056661833077669144,13,1689177076.9339116,1689178023.6973405,37.87879943847656,75.92998504638672,0.056661833077669144,11.187509536743164,67.89737701416016,94447.53125,1.6712349653244019
14,Mish,0.67990030677654,4,1,0,2,1,2,off,0.0006455519303599855,71,39.00217056274414,-1.456046223640442,-0.532947301864624,14,1689177076.9410331,1689177879.3049228,39.00217056274414,81.61927032470703,0.532947301864624,70.9648208618164,61.14693832397461,80039.5234375,1.456046223640442
15,Mish,0.6772428915430335,4,4,0,0,2,3,off,0.00039997800042603995,64,72.3076400756836,-2.1290199756622314,-0.36384621262550354,15,1689177076.9457467,1689177882.8599386,72.3076400756836,89.4200439453125,0.36384621262550354,46.74885559082031,74.09815979003906,80400.5703125,2.1290199756622314
16,Hardswish,0.6108118055049552,0,2,3,4,3,2,off,0.0007290900383461608,144,64.86137390136719,-2.2407960891723633,-0.632095456123352,16,1689177076.958071,1689178584.8804064,64.86137390136719,98.10912322998047,0.632095456123352,76.22659301757812,88.77903747558594,150605.15625,2.2407960891723633
17,Mish,0.9517944402762368,2,4,3,0,4,3,off,0.00037796435667330114,152,90.7008056640625,-4.065751075744629,-0.5808898210525513,17,1689177077.0334241,1689179248.8506076,90.7008056640625,97.64685821533203,0.5808898210525513,53.80513381958008,88.576171875,216993.9375,4.065751075744629
18,Mish,0.49643654641421986,3,4,4,4,4,4,on,0.0007425734636323906,54,68.92329406738281,-3.4769649505615234,-0.14109595119953156,18,1689177077.103681,1689178113.9285574,68.92329406738281,79.24435424804688,0.14109595119953156,11.911813735961914,45.34238815307617,103502.1640625,3.4769649505615234
19,ReLU,0.646925337592478,4,1,3,2,3,4,off,0.0008223716932969492,92,23.079341888427734,-2.3767499923706055,-0.3632516860961914,19,1689177077.1747932,1689178302.61427,23.079341888427734,50.753265380859375,0.3632516860961914,51.96097946166992,38.50164794921875,122339.3203125,2.3767499923706055
20,Mish,0.46434043026756194,2,1,1,2,1,4,off,0.0003353140424149755,24,63.4830207824707,-1.9247121810913086,-0.6113083958625793,20,1689177077.1828258,1689177455.5904796,63.4830207824707,87.74459838867188,0.6113083958625793,74.21041870117188,80.51073455810547,37675.88671875,1.9247121810913086
21,Hardswish,0.17949543796404038,0,0,3,4,4,2,off,0.00036911466076976034,169,93.9427719116211,-2.0784201622009277,-0.4403132498264313,21,1689177077.1930804,1689178868.5462713,93.9427719116211,99.4867935180664,0.4403132498264313,49.00060272216797,93.25629425048828,178937.046875,2.0784201622009277
22,Hardswish,0.19933259660942904,4,1,4,4,1,1,on,0.0006485030943875163,142,77.33087921142578,-2.348353624343872,-0.08518896996974945,22,1689177077.2048912,1689178460.4634116,77.33087921142578,78.1514892578125,0.08518896996974945,9.993195533752441,79.60932159423828,138124.125,2.348353624343872
23,ReLU,0.617803392444004,2,2,4,4,1,0,on,0.00040110814893221786,19,43.89834976196289,-1.5560894012451172,-0.5315660834312439,23,1689177077.2152305,1689177354.9162748,43.89834976196289,89.31246185302734,0.5315660834312439,75.634765625,67.8565444946289,27573.962890625,1.5560894012451172
24,Hardswish,0.3174837890631738,3,0,4,2,4,4,on,0.00016072607897120038,176,93.1270751953125,-1.8565642833709717,-0.4016948342323303,24,1689177077.2186098,1689179376.1309843,93.1270751953125,87.49214935302734,0.4016948342323303,43.170997619628906,90.09259033203125,229685.546875,1.8565642833709717
25,Hardswish,0.32379749816736114,1,4,1,2,2,0,off,0.0002304045038451325,5,73.89166259765625,-1.4540410041809082,-0.5751514434814453,25,1689177077.221779,1689177131.7003286,73.89166259765625,84.14823913574219,0.5751514434814453,74.46435546875,70.19047546386719,5255.61669921875,1.4540410041809082
26,ReLU,0.11005522804092005,0,1,1,4,0,3,off,4.340105647257269e-05,158,92.22957611083984,-1.2586846351623535,-0.09859257936477661,26,1689177077.2251277,1689178181.7726655,92.22957611083984,80.80178833007812,0.09859257936477661,12.83420467376709,83.97879791259766,110267.3046875,1.2586846351623535
27,ReLU,0.7723990590604307,1,0,3,1,0,3,on,0.00018143512622477548,106,87.79219055175781,-1.0871446132659912,-0.12831178307533264,27,1689177077.2354555,1689177822.335232,87.79219055175781,91.42356872558594,0.12831178307533264,10.843174934387207,59.53286361694336,74315.71875,1.0871446132659912
28,Hardswish,0.06156636195175393,3,4,1,0,2,1,off,0.000948632822921879,78,86.2120361328125,-1.4756059646606445,-0.2143024355173111,28,1689177077.2422676,1689177820.436365,86.2120361328125,94.38703155517578,0.2143024355173111,45.80448532104492,68.25579071044922,74152.78125,1.4756059646606445
29,Hardswish,0.35522404954528486,2,0,2,4,0,2,on,0.00047687584425115974,76,79.09379577636719,-1.7147639989852905,-0.7851817607879639,29,1689177077.2481682,1689177825.3064113,79.09379577636719,85.88553619384766,0.7851817607879639,111.91796112060547,71.11994171142578,74595.6875,1.7147639989852905
30,ReLU,0.3126115700583506,3,3,3,2,2,4,off,0.0003916065052764722,96,90.19172668457031,-1.956220269203186,-0.6387514472007751,30,1689177077.2511275,1689178313.2003121,90.19172668457031,93.51473236083984,0.6387514472007751,82.75440979003906,80.95812225341797,123384.8984375,1.956220269203186
31,ReLU,0.3999654630425393,3,1,1,2,0,0,on,4.4698757721465065e-05,26,86.0506820678711,-0.9260632991790771,-0.3341902494430542,31,1689177077.2545564,1689177272.8416488,86.0506820678711,88.98565673828125,0.3341902494430542,46.18925857543945,65.63414001464844,19362.919921875,0.9260632991790771
32,Mish,0.18880560443785477,2,1,4,4,0,1,on,0.0003799000245420759,61,84.8670654296875,-2.3718810081481934,-0.39348357915878296,32,1689177077.2575283,1689177754.5842736,84.8670654296875,86.4487533569336,0.39348357915878296,41.26258850097656,78.64447784423828,67522.5,2.3718810081481934
33,Hardswish,0.15808967030001958,3,4,0,0,4,4,on,0.00024568773550020037,124,91.64293670654297,-2.420142889022827,-0.10157134383916855,33,1689177077.2612333,1689178629.756154,91.64293670654297,92.72533416748047,0.10157134383916855,12.275611877441406,88.62325286865234,155054.546875,2.420142889022827
