,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,ReLU,0.4180935497158337,0,0,1,1,4,2,off,0.0002130740923348,86.77194213867188,-1.245337724685669,6,0.0563669204711914,0.6368229389190674,1684452604.5063426,1684452605.0864153
1,Hardswish,0.9295083816333124,4,4,2,2,1,2,off,0.0007392315716113,"[83.54913330078125, -2.746419668197632]","[83.54913330078125, -2.746419668197632]",0,0.0531182289123535,0.6339337825775146,1684452604.5030782,1684452605.083679
2,Mish,0.1342285985932368,1,1,4,2,3,3,off,0.0009579845068464,"[74.24691009521484, -2.9607932567596436]","[74.24691009521484, -2.9607932567596436]",1,0.0530645847320556,0.636559009552002,1684452604.503024,1684452605.0863044
3,Hardswish,0.767742058945122,0,4,3,3,0,2,off,0.0003335075018796,"[88.48546600341797, -1.3301597833633425]","[88.48546600341797, -1.3301597833633425]",2,0.0532443523406982,0.635986328125,1684452604.5032072,1684452605.085731
4,ReLU,0.8590313149960969,4,3,2,1,4,2,off,0.0009115342705147,"[79.6023941040039, -2.9683725833892822]","[79.6023941040039, -2.9683725833892822]",3,0.0538358688354492,0.6280179023742676,1684452604.5037954,1684452605.0777583
5,Mish,0.6572860793190323,4,2,2,4,1,0,off,0.0006750386846476,"[83.77920532226562, -3.354419946670532]","[83.77920532226562, -3.354419946670532]",4,0.0544986724853515,0.6307339668273926,1684452604.504459,1684452605.0804856
6,Mish,0.55780512907258,2,0,3,2,2,1,on,0.0002329954846284,"[90.5679702758789, -3.0854482650756836]","[90.5679702758789, -3.0854482650756836]",5,0.0560417175292968,0.6341137886047363,1684452604.506003,1684452605.083857
7,Mish,0.4772635194576333,3,0,4,2,4,2,off,0.0008252572346907,"[87.32009887695312, -3.706018447875977]","[87.32009887695312, -3.706018447875977]",7,0.0571515560150146,0.628690242767334,1684452604.507112,1684452605.0784345
8,ReLU,0.7645671300984591,4,4,4,4,1,1,on,0.0007231219101247,64.4817123413086,-2.7227087020874023,15,0.68819260597229,0.7120566368103027,1684452605.1381516,1684452605.161783
9,ReLU,0.1883251568238593,1,3,4,2,2,2,on,0.0008164658308083,"[89.31855010986328, -1.7568780183792114]","[89.31855010986328, -1.7568780183792114]",10,0.6783797740936279,0.7015578746795654,1684452605.1283343,1684452605.1513956
10,ReLU,0.9713052499465938,4,4,2,1,0,4,off,0.0007141625443705,"[76.38404083251953, -2.475553035736084]","[76.38404083251953, -2.475553035736084]",11,0.6818921566009521,0.7054324150085449,1684452605.1318495,1684452605.155265
11,Hardswish,0.0236546077097607,1,3,4,3,2,4,off,0.0004381202242376,"[81.3908462524414, -2.025388479232788]","[81.3908462524414, -2.025388479232788]",12,0.6820275783538818,0.7051334381103516,1684452605.1319842,1684452605.1549642
12,ReLU,0.2157756579031894,4,3,4,2,3,3,off,0.0001736492790192,"[85.18603515625, -2.131533622741699]","[85.18603515625, -2.131533622741699]",13,0.6834547519683838,0.7065925598144531,1684452605.1334102,1684452605.1564283
13,Hardswish,0.388074122563596,3,1,4,0,0,4,off,0.0003218384462888,"[83.1927490234375, -1.5322988033294678]","[83.1927490234375, -1.5322988033294678]",14,0.6840066909790039,0.7073335647583008,1684452605.133963,1684452605.1571653
14,ReLU,0.5131418915430385,0,4,0,3,0,1,off,0.0009263115618334,"[76.80646514892578, -1.0204123258590698]","[76.80646514892578, -1.0204123258590698]",8,0.67537522315979,0.698573112487793,1684452605.1253352,1684452605.1484118
15,Hardswish,0.5030192574063377,0,2,2,0,1,3,on,0.0003512083530002,"[89.90169525146484, -0.927550733089447]","[89.90169525146484, -0.927550733089447]",9,0.6768198013305664,0.7002906799316406,1684452605.126776,1684452605.1501184
16,Hardswish,0.3200600047467237,0,0,0,0,1,3,on,0.0003940326845459,87.55707550048828,-0.4368688762187958,23,0.9339218139648438,0.9575064182281494,1684452605.3838775,1684452605.4072292
17,ReLU,0.7375740811178696,3,0,3,1,3,2,on,0.0009467858586534,"[81.51097869873047, -1.1391199827194214]","[81.51097869873047, -1.1391199827194214]",16,0.7445292472839355,0.7670326232910156,1684452605.1944835,1684452605.2168748
18,Hardswish,0.335180370353618,0,2,0,0,0,3,on,0.001,"[86.25228118896484, -0.6966481804847717]","[86.25228118896484, -0.6966481804847717]",17,0.9080793857574464,0.9310662746429444,1684452605.3580344,1684452605.3809028
19,Hardswish,0.1412533716554115,0,1,2,0,1,4,on,0.001,"[87.21060180664062, -1.220324993133545]","[87.21060180664062, -1.220324993133545]",18,0.913093328475952,0.9357614517211914,1684452605.3630457,1684452605.3855958
20,Hardswish,0.0596733746363991,0,1,4,0,0,3,on,0.0003426733445939,"[82.76160430908203, -1.0121986865997314]","[82.76160430908203, -1.0121986865997314]",19,0.9191532135009766,0.9427037239074708,1684452605.3691084,1684452605.3925376
21,Hardswish,0.6139683007821086,0,2,1,0,1,3,on,0.0003340246022435,"[87.85363006591797, -0.6955332159996033]","[87.85363006591797, -0.6955332159996033]",20,0.9200069904327391,0.9426090717315674,1684452605.3699603,1684452605.39245
22,Hardswish,0.4523945730961266,0,2,2,0,1,4,on,0.0001049953903744,"[87.35913848876953, -1.3686270713806152]","[87.35913848876953, -1.3686270713806152]",21,0.9215590953826904,0.9441790580749512,1684452605.3715122,1684452605.394014
23,Hardswish,0.527144755612461,0,3,2,0,1,3,on,0.0008718406409649,"[86.73953247070312, -0.9028902053833008]","[86.73953247070312, -0.9028902053833008]",22,0.9254674911499025,0.9483129978179932,1684452605.3754215,1684452605.3981445
24,Hardswish,0.6363865731842443,0,4,1,0,3,3,on,9.059776605194733e-05,87.63716888427734,-1.1273528337478638,31,1.1914730072021484,1.2149064540863037,1684452605.641435,1684452605.664618
25,Hardswish,0.7785899852529077,0,2,0,0,2,3,on,0.0005221512458571,"[89.86443328857422, -0.8594103455543518]","[89.86443328857422, -0.8594103455543518]",24,0.9896626472473145,1.0120790004730225,1684452605.4396152,1684452605.4619155
26,Hardswish,0.7183596366722987,0,2,1,0,1,3,on,0.0004686003514107,"[86.48152923583984, -0.6946398019790649]","[86.48152923583984, -0.6946398019790649]",25,1.1552507877349854,1.1781501770019531,1684452605.6052089,1684452605.627987
27,Hardswish,0.7387970098229326,0,3,0,0,3,4,on,0.0004112475731991,"[83.7707748413086, -1.2106064558029177]","[83.7707748413086, -1.2106064558029177]",26,1.163870096206665,1.1862716674804688,1684452605.6138225,1684452605.636111
28,Mish,0.639470070527815,4,0,2,3,2,0,on,0.0002257232649018,"[88.50715637207031, -3.200693130493164]","[88.50715637207031, -3.200693130493164]",27,1.170517921447754,1.1939656734466553,1684452605.6204717,1684452605.6438005
29,Hardswish,0.4942229294975874,3,4,2,0,4,1,on,0.0004103841471153,"[88.64249420166016, -1.842804789543152]","[88.64249420166016, -1.842804789543152]",28,1.1706864833831787,1.1931560039520264,1684452605.620639,1684452605.6429963
30,Hardswish,1.0,0,2,0,0,4,1,on,0.0002984685912283,"[73.64566802978516, -1.2789498567581177]","[73.64566802978516, -1.2789498567581177]",29,1.171647071838379,1.1942927837371826,1684452605.6216006,1684452605.6441295
31,Hardswish,0.6923391141563597,2,4,1,0,2,3,on,0.0002104587988835,"[89.42009735107422, -1.4474153518676758]","[89.42009735107422, -1.4474153518676758]",30,1.1782934665679932,1.2011678218841553,1684452605.628248,1684452605.6509984
32,Hardswish,0.4061819909668525,0,2,2,0,2,2,on,0.0002683050143308,90.61389923095703,-1.2369661331176758,39,1.4574861526489258,1.4805314540863037,1684452605.907442,1684452605.930256
33,Hardswish,0.001,0,0,0,0,4,3,on,0.000445258477314,"[66.43492126464844, -0.9684218168258668]","[66.43492126464844, -0.9684218168258668]",32,1.2440953254699707,1.266615867614746,1684452605.6940498,1684452605.7164552
34,Hardswish,0.7957932734162547,1,2,0,0,2,4,on,0.0005158513386605,"[86.41737365722656, -1.4996880292892456]","[86.41737365722656, -1.4996880292892456]",33,1.4123399257659912,1.4351792335510254,1684452605.8622942,1684452605.8850095
35,Hardswish,0.6440587021929648,4,2,1,0,0,1,on,0.000260092409036,"[72.18782806396484, -1.2202850580215454]","[72.18782806396484, -1.2202850580215454]",34,1.4205434322357178,1.4429333209991455,1684452605.870496,1684452605.8927715
36,Hardswish,0.2375073478720029,0,0,0,0,1,4,off,0.0003756530947488,"[65.73844909667969, -0.8977738618850708]","[65.73844909667969, -0.8977738618850708]",35,1.4290659427642822,1.4514646530151367,1684452605.8790193,1684452605.9013033
37,Hardswish,0.1934950579119503,4,0,0,0,0,3,on,0.0004827763197563,"[81.9033432006836, -0.9679321646690368]","[81.9033432006836, -0.9679321646690368]",36,1.4298105239868164,1.4523811340332031,1684452605.879763,1684452605.9022155
38,Hardswish,0.8513775781150589,1,2,0,0,4,3,on,0.0006096722038985,"[88.67131042480469, -1.4684675931930542]","[88.67131042480469, -1.4684675931930542]",37,1.4324955940246582,1.455899715423584,1684452605.88245,1684452605.905732
39,Hardswish,0.6326584494028,3,2,1,0,1,3,off,0.0003064519115787,"[86.39114379882812, -0.8677753806114197]","[86.39114379882812, -0.8677753806114197]",38,1.4388530254364014,1.4613733291625977,1684452605.8888066,1684452605.9112077
40,Mish,1.0,0,1,0,4,2,3,on,0.0005262070033426,88.04703521728516,-2.267947196960449,47,1.8582649230957031,1.8821346759796145,1684452606.3082268,1684452606.3318455
41,Hardswish,0.6208265922775982,1,1,1,1,1,3,on,0.0002237571493142,"[10.52735996246338, -0.6004675626754761]","[10.52735996246338, -0.6004675626754761]",40,1.6298589706420898,1.6533331871032717,1684452606.079819,1684452606.1031537
42,Hardswish,0.3730111635725225,0,0,0,0,0,1,on,0.0001652058866208,"[82.35845947265625, -0.3354366421699524]","[82.35845947265625, -0.3354366421699524]",41,1.8010427951812744,1.824596881866455,1684452606.251008,1684452606.2744164
