,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.08389522027919417,3,0,4,4,4,4,on,0.00017479396130711507,180,92.8207015991211,-2.5386059284210205,-0.0983930379152298,0,1688855150.851568,1688857624.8869197,92.8207015991211,93.52574157714844,0.0983930379152298,11.157172203063965,90.78313446044922,247266.3125,2.5386059284210205
1,Hardswish,0.5767948508510832,3,4,3,3,0,2,on,0.0007522047525337838,189,92.77383422851562,-2.019421100616455,-0.3939268887042999,1,1688855151.2939966,1688857523.356908,92.77383422851562,87.2517318725586,0.3939268887042999,53.97905731201172,93.82434844970703,237120.546875,2.019421100616455
2,Hardswish,0.016355999412474308,0,3,3,0,2,3,off,0.0009667603033653539,8,84.37744140625,-1.3779056072235107,-0.24467448890209198,2,1688855151.3208227,1688855221.5562966,84.37744140625,91.78453063964844,0.24467448890209198,49.11357879638672,82.32301330566406,6936.66259765625,1.3779056072235107
3,Hardswish,0.7746252762048376,2,1,0,4,3,2,off,0.0007204339004568635,120,51.83939743041992,-2.213772773742676,-0.535965085029602,3,1688855151.4612784,1688856352.6477194,51.83939743041992,93.4154281616211,0.535965085029602,68.85037994384766,62.37422561645508,120042.4453125,2.213772773742676
4,Hardswish,0.38824662150269157,3,3,4,2,1,1,on,0.000701098117050843,4,48.131526947021484,-1.4233217239379883,-0.39739754796028137,4,1688855154.3082943,1688855197.4610782,48.131526947021484,74.2915267944336,0.39739754796028137,56.06809997558594,52.728424072265625,4174.50830078125,1.4233217239379883
5,ReLU,0.20381264274436192,1,2,3,2,1,4,off,0.0005542492785041065,24,74.1171875,-1.6618484258651733,-0.47522595524787903,5,1688855154.315389,1688855426.1122568,74.1171875,89.796875,0.47522595524787903,69.11188507080078,64.44853210449219,27043.052734375,1.6618484258651733
6,ReLU,0.2558665792372712,2,4,3,4,4,0,off,0.00014810314241120781,183,94.20835876464844,-2.3630118370056152,-0.4591323137283325,6,1688855154.3710108,1688857188.734561,94.20835876464844,99.68608856201172,0.4591323137283325,49.98789978027344,93.79153442382812,203297.3125,2.3630118370056152
7,Mish,0.5568123138801955,1,3,2,2,4,1,on,0.0006428302766209517,29,50.780277252197266,-3.0967140197753906,-0.5408652424812317,7,1688855154.3850834,1688855680.316435,50.780277252197266,63.81108093261719,0.5408652424812317,84.08966827392578,72.43223571777344,52454.25,3.0967140197753906
8,Hardswish,0.1500214280027982,2,4,3,0,3,0,on,1.96961402715074e-05,153,94.38375091552734,-1.6490399837493896,-0.4620586037635803,8,1688855154.4493854,1688856349.8160079,94.38375091552734,97.01815795898438,0.4620586037635803,49.84412384033203,94.23353576660156,119404.1796875,1.6490399837493896
9,ReLU,0.770746783759338,4,2,4,4,2,2,off,0.0007362279371941236,15,28.715660095214844,-2.570910930633545,-0.73283851146698,9,1688855154.4620955,1688855382.5427663,28.715660095214844,82.47053527832031,0.73283851146698,103.47074127197266,66.48971557617188,22676.85546875,2.570910930633545
