p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.001547663732505,4,2,4,4,1,1,off,6.485339288100594e-05,38,52.31085205078125,-3.0335352420806885,-0.3344070613384247,0,1691764772.2721708,1691764996.457888,0.3344070613384247,44243.18359375,3.0335352420806885,43.35611724853516,52.31085205078125,54.51403427124024,49.619911193847656,False
Mish,0.20875080972321,0,2,1,0,2,0,on,1.5074543188124991e-05,32,77.75833129882812,-1.9569624662399288,-0.5568163394927979,1,1691764772.540624,1691764896.3648045,0.5568163394927979,24224.076171875,1.9569624662399288,80.4836654663086,77.75833129882812,77.5716552734375,77.27882385253906,False
Mish,0.5930072912680995,2,0,0,3,4,4,on,0.0006962887157877,199,80.73926544189453,-3.1165850162506104,-0.34424689412117,2,1691764772.5514307,1691766180.209047,0.34424689412117,280992.9375,3.1165850162506104,47.27936553955078,80.73926544189453,86.44208526611328,82.54264068603516,False
ReLU,0.4157150370692146,3,0,4,2,1,1,off,0.0001128410743582,160,73.2424545288086,-1.3556454181671145,-0.3597210049629211,3,1691764772.5542564,1691765223.5487711,0.3597210049629211,89677.21875,1.3556454181671145,47.55567169189453,73.2424545288086,83.19145965576172,71.15064239501953,False
ReLU,0.0190789902789343,0,4,4,0,0,4,on,0.0004541005654343,103,45.30817413330078,-2.070497989654541,-0.0611218102276325,4,1691764774.476654,1691765211.518225,0.0611218102276325,87171.1796875,2.070497989654541,7.686025142669678,45.30817413330078,46.50718688964844,42.220340728759766,False
ReLU,0.02211702384968,3,3,0,1,1,1,on,0.0001343139110297,165,83.72400665283203,-0.6562685370445251,-0.1303999572992324,5,1691764774.4803438,1691765052.095142,0.1303999572992324,55273.16796875,0.6562685370445251,15.581899642944336,83.72400665283203,84.59832763671875,83.41876983642578,False
Mish,0.0037568430258879,1,2,2,2,0,3,off,3.535282859940971e-05,135,84.69984436035156,-3.2297096252441406,-0.8028618097305298,6,1691764774.4878187,1691765634.7958062,0.8028618097305298,171814.71875,3.2297096252441406,117.86255645751952,84.69984436035156,99.35416412353516,84.3281478881836,False
ReLU,0.0084161546343712,2,0,2,2,2,1,on,0.0004109616219015,27,78.06668090820312,-1.3539186716079712,-0.992768168449402,7,1691764774.4946911,1691764862.030164,0.992768168449402,17264.18359375,1.3539186716079712,153.2955780029297,78.06668090820312,78.223388671875,77.40531158447266,False
ReLU,0.0287585464501183,3,4,3,1,4,3,on,0.0003015173797121,123,83.77449798583984,-2.0019545555114746,-0.1565687805414199,8,1691764774.501215,1691765289.8062327,0.1565687805414199,102816.1640625,2.0019545555114746,20.012836456298828,83.77449798583984,87.4163589477539,82.8443603515625,False
Hardswish,0.7979571276531549,3,1,2,0,1,4,on,1.8032718508271865e-05,90,81.1356430053711,-1.3965774774551392,-0.3485938310623169,9,1691764774.504283,1691765043.3451102,0.3485938310623169,53524.78125,1.3965774774551392,48.01420974731445,81.1356430053711,84.52352905273438,78.91055297851562,False
ReLU,0.0029193665861484,1,3,3,3,1,4,on,0.0003376689708954,102,78.97272491455078,-1.3560163974761963,-0.1535222828388214,10,1691764774.5074427,1691765093.4797182,0.1535222828388214,63550.8046875,1.3560163974761963,19.58221435546875,78.97272491455078,78.95755767822266,78.37847900390625,False
ReLU,0.0060324172269872,4,4,0,4,3,0,on,5.0529464446815686e-05,182,64.85414123535156,-2.2066690921783447,-0.0939967259764671,11,1691764774.5113163,1691765598.9224615,0.0939967259764671,164640.21875,2.2066690921783447,11.59744930267334,64.85414123535156,62.55670547485352,67.37434387207031,False
ReLU,0.560938550787548,4,3,4,1,2,1,on,0.0006892723838694,184,73.51689147949219,-1.9647085666656492,-0.3460675179958343,12,1691764774.514385,1691765550.932629,0.3460675179958343,155040.84375,1.9647085666656492,46.978946685791016,73.51689147949219,75.31202697753906,74.53604125976562,False
ReLU,0.4811427664102877,3,0,0,0,3,0,on,0.0003059711797577,31,41.42267608642578,-0.6437246203422546,-0.1342142224311828,13,1691764774.5179784,1691764822.146773,0.1342142224311828,9295.0244140625,0.6437246203422546,15.441081047058104,41.42267608642578,55.65372467041016,41.38690185546875,False
Hardswish,0.0010877225291609,1,1,2,3,3,4,off,2.6421525454591567e-05,136,80.93778228759766,-1.4829941987991333,-0.3611922264099121,14,1691764774.521233,1691765227.2397215,0.3611922264099121,90303.03125,1.4829941987991333,51.36278533935547,80.93778228759766,92.5386734008789,80.63616180419922,False
