p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.1459817801919323,2,2,1,4,0,0,on,4.288804980480554e-05,56,82.6557846069336,-2.557204246520996,-0.5677366852760315,0,1691686470.0249958,1691686762.6971767,0.5677366852760315,56258.3515625,2.557204246520996,78.11604309082031,82.6557846069336,82.60639190673828,82.33592987060547,False
Hardswish,0.4425077086683129,0,2,2,4,0,2,on,0.0002496763919476,170,89.3484878540039,-1.5609643459320068,-0.7646301984786987,1,1691686470.2711291,1691687080.3087423,0.7646301984786987,119781.078125,1.5609643459320068,115.711181640625,89.3484878540039,96.04998016357422,89.71879577636719,False
Hardswish,0.0019497891968199,0,2,1,3,3,1,off,0.0005472518515314,178,76.21978759765625,-0.8754153251647949,-0.3715635538101196,2,1691686470.2737036,1691686863.751948,0.3715635538101196,76469.3984375,0.8754153251647949,52.38269805908203,76.21978759765625,85.1126708984375,76.44992065429688,False
Hardswish,0.2356859676772601,3,2,0,3,2,0,off,7.868200110734649e-05,8,70.42666625976562,-1.0840673446655271,-0.5912620425224304,3,1691686470.2764592,1691686502.5970416,0.5912620425224304,4254.0576171875,1.0840673446655271,85.94194793701172,70.42666625976562,76.03512573242188,70.1140365600586,False
Hardswish,0.0854466635607521,0,0,4,4,2,1,on,1.5047592245713124e-05,159,85.91717529296875,-1.6999850273132324,-0.3323646783828735,4,1691686471.8314905,1691687039.3153703,0.3323646783828735,111610.15625,1.6999850273132324,42.84023666381836,85.91717529296875,92.51783752441406,86.35496520996094,False
Hardswish,0.1884759186646221,3,2,0,4,0,2,on,0.0004848952356204,198,90.9387664794922,-1.4895626306533811,-0.5637401938438416,5,1691686472.1225357,1691687133.5039706,0.5637401938438416,130429.265625,1.4895626306533811,82.83740997314453,90.9387664794922,97.71741485595705,90.5855941772461,True
Mish,0.0036569096711124,1,2,2,2,1,4,on,0.0001094699818902,1,32.159767150878906,-3.3883273601531982,-0.7856490612030029,6,1691686472.1003778,1691686487.9114375,0.7856490612030029,1330.404541015625,3.3883273601531982,114.2081527709961,32.159767150878906,26.13225555419922,35.33829116821289,False
ReLU,0.1294022907635239,4,3,4,4,4,3,off,1.2490738777101514e-05,118,69.2630615234375,-3.045010805130005,-0.13112473487854,7,1691686472.1561215,1691687254.0959568,0.13112473487854,154547.65625,3.045010805130005,15.89161491394043,69.2630615234375,90.29148864746094,69.24220275878906,False
Hardswish,0.033029600560242,2,2,1,2,4,1,on,6.389026672570829e-05,74,79.24301147460938,-1.737615704536438,-0.789959728717804,8,1691686472.1653752,1691686758.6277552,0.789959728717804,55455.3203125,1.737615704536438,113.49932098388672,79.24301147460938,80.99988555908203,80.72893524169922,False
Hardswish,0.2982589543310098,1,0,2,4,4,2,off,7.635055243400986e-05,114,84.76626586914062,-1.986260175704956,-0.5538952350616455,9,1691686472.1719074,1691686956.6788082,0.5538952350616455,95066.4140625,1.986260175704956,78.75418090820312,84.76626586914062,96.52269744873048,84.56421661376953,False
ReLU,0.0060584630263799,4,2,3,0,2,0,off,4.374324876250805e-05,27,71.69539642333984,-1.5774332284927368,-0.5368858575820923,10,1691686472.174738,1691686574.348431,0.5368858575820923,18599.5625,1.5774332284927368,82.61396026611328,71.69539642333984,81.24664306640625,72.68109130859375,False
