p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.7986402434189707,0,3,1,1,0,0,on,0.0002352170101284,178,89.7412338256836,-1.898159384727478,-0.1184034049510955,11,0.1603519916534423,2184.7294874191284,1691568362.5772624,1691570547.1453576,0.1184034049510955,218282.578125,1.898159384727478,11.711949348449709,89.7412338256836,94.7874984741211,94.1930694580078,False
ReLU,0.1612169851468289,2,4,0,0,2,4,off,0.0004197478952563,175,94.65838623046876,-1.9668422937393188,-0.608816921710968,0,0.1530985832214355,1942.347695350647,1691568362.5700402,1691570304.7639096,0.608816921710968,194043.65625,1.9668422937393188,79.31372833251953,94.65838623046876,99.66889190673828,94.1087875366211,False
Mish,0.574164424706704,1,0,4,3,4,0,on,0.0004930813169885,45,57.55936050415039,-2.018249273300171,-0.1168063059449196,12,0.161029577255249,833.8473145961761,1691568362.5779376,1691569196.2626195,0.1168063059449196,83187.5390625,2.018249273300171,11.249234199523926,57.55936050415039,63.55680465698242,32.51432037353516,False
Hardswish,0.5129278760997269,3,1,2,4,0,4,off,0.0002765180471057,60,86.2545394897461,-1.8296252489089968,-0.3120916783809662,14,0.1717209815979004,556.7994408607483,1691568362.588634,1691568919.2158654,0.3120916783809662,55460.375,1.8296252489089968,47.709503173828125,86.2545394897461,90.12393951416016,62.6831283569336,False
Mish,0.8241847548994031,3,0,0,1,1,0,off,0.0003985305297784,43,66.9283676147461,-2.0313608646392822,-0.0508653931319713,15,0.1731352806091308,403.038512468338,1691568362.5900464,1691568765.454721,0.0508653931319713,40085.25390625,2.0313608646392822,9.85853672027588,66.9283676147461,90.18976593017578,44.63770294189453,False
Mish,0.8649304470625997,4,4,4,3,3,3,off,0.0008302998802192,97,70.50260925292969,-2.490641832351685,-0.1508447676897049,17,0.1713368892669677,1822.5823738574984,1691568362.588246,1691570184.9986246,0.1508447676897049,182063.859375,2.490641832351685,16.516237258911133,70.50260925292969,79.0523681640625,55.44033050537109,False
ReLU,0.5558559911813543,0,2,3,0,1,1,off,4.945762244889151e-05,63,87.73079681396484,-1.048806071281433,-0.3843543231487274,18,0.1712203025817871,493.8309698104858,1691568362.5881283,1691568856.247198,0.3843543231487274,49185.12890625,1.048806071281433,54.57297897338867,87.73079681396484,92.62113189697266,75.40642547607422,False
ReLU,0.8049700721892838,0,3,1,3,4,2,on,0.00035091684942,105,30.88434600830078,-1.8475573062896729,-0.3709699809551239,19,0.1724064350128173,994.5805852413176,1691568362.5893164,1691569356.995772,0.3709699809551239,99267.3046875,1.8475573062896729,47.789833068847656,30.88434600830078,89.26732635498047,43.89717102050781,False
Mish,0.7678705761730014,1,3,3,0,4,4,on,0.0004937498262351,131,65.10663604736328,-3.076510429382324,-0.1478792577981948,2,0.153099775314331,2003.139361858368,1691568362.5700307,1691570365.5556066,0.1478792577981948,200123.046875,3.076510429382324,10.948938369750977,65.10663604736328,78.64549255371094,70.8896713256836,False
Hardswish,0.5019388641394317,3,3,2,1,3,2,off,6.758449554036564e-05,19,88.08517456054688,-1.593419075012207,-0.5741949677467346,20,0.171069860458374,195.92284393310547,1691568362.587979,1691568558.338162,0.5741949677467346,19386.3828125,1.593419075012207,79.97132110595703,88.08517456054688,91.42890167236328,85.97051239013672,False
Mish,0.1990878696752906,1,4,2,0,2,2,off,0.0009357701828198,10,67.27165222167969,-3.159263849258423,-0.841011106967926,21,0.1712808609008789,161.35853481292725,1691568362.5881906,1691568523.7738388,0.841011106967926,15937.0390625,3.159263849258423,124.07166290283205,67.27165222167969,84.97215270996094,65.3086166381836,False
Mish,0.8986760625756243,1,4,0,4,4,3,on,0.0008916891870858,9,33.71875762939453,-2.352062702178955,-0.1027107238769531,22,0.1712377071380615,130.66757249832153,1691568362.5881476,1691568493.0827997,0.1027107238769531,12868.4169921875,2.352062702178955,10.457799911499023,33.71875762939453,64.39096069335938,22.33329391479492,False
ReLU,0.0684303444874945,3,2,2,4,1,2,off,0.0008182573404952,11,86.14715576171875,-1.559128761291504,-0.6094099879264832,23,0.1716866493225097,122.37602353096008,1691568362.5885987,1691568484.7913027,0.6094099879264832,12017.806640625,1.559128761291504,82.34046173095703,86.14715576171875,89.74049377441406,83.13245391845703,False
Mish,0.7440887950139167,3,4,3,1,4,1,off,0.0006201521224982,122,71.02608489990234,-2.297412395477295,-0.1261120736598968,24,0.1593184471130371,1890.1728825569155,1691568362.576226,1691570252.5891235,0.1261120736598968,188820.21875,2.297412395477295,15.337499618530272,71.02608489990234,87.661865234375,76.78475189208984,False
Mish,0.7069246783251077,1,1,1,3,1,3,off,0.0009302038954979,76,37.75185394287109,-1.407716989517212,-0.1521479189395904,25,0.1607656478881836,901.1789765357972,1691568362.5776732,1691569263.5951874,0.1521479189395904,89923.3203125,1.407716989517212,13.872124671936035,37.75185394287109,22.57830619812012,59.779083251953125,False
Mish,0.0450117258807551,1,4,1,3,3,4,on,9.102792380348862e-05,92,75.88986206054688,-3.2147810459136963,-0.1373934894800186,26,0.1731488704681396,1412.7425701618197,1691568362.5900607,1691569775.1587224,0.1373934894800186,141064.234375,3.2147810459136963,14.331171035766602,75.88986206054688,82.0675277709961,88.84274291992188,False
Mish,0.995999340682791,0,3,4,3,2,0,on,0.0003030564828342,129,72.64317321777344,-3.481880187988281,-0.3296039998531341,27,0.1722555160522461,1884.0182342529297,1691568362.5891647,1691570246.4344668,0.3296039998531341,188211.78125,3.481880187988281,44.8154525756836,72.64317321777344,83.4293212890625,85.67324829101562,False
ReLU,0.2715426725698309,4,0,0,1,1,4,off,0.0001613349870886,132,89.47895812988281,-1.5678123235702517,-0.0600620135664939,28,0.1710677146911621,791.6541793346405,1691568362.587978,1691569154.0704236,0.0600620135664939,78960.203125,1.5678123235702517,8.849842071533203,89.47895812988281,95.05152893066406,85.06969451904297,False
Mish,0.4211409122203599,4,0,3,0,4,0,on,0.0002521552243866,31,68.084716796875,-2.544835090637207,-0.0884031802415847,29,0.1711583137512207,410.468501329422,1691568362.5880673,1691568772.884661,0.0884031802415847,40848.0859375,2.544835090637207,12.344472885131836,68.084716796875,81.4098892211914,69.35565948486328,False
Hardswish,0.5739200213633185,4,1,3,4,2,0,on,2.503066983613431e-05,36,88.1656723022461,-2.1673173904418945,-0.3876862227916717,30,0.1716222763061523,346.3931713104248,1691568362.5885444,1691568708.8084767,0.3876862227916717,34424.4375,2.1673173904418945,61.16270065307617,88.1656723022461,90.19091033935548,91.50592041015624,False
Mish,0.8784932400636478,3,4,4,4,1,0,off,0.0006927837724794,109,63.45125579833984,-2.495574712753296,-0.080415666103363,31,0.1716175079345703,1396.5003089904783,1691568362.5885296,1691569758.9165344,0.080415666103363,139438.9375,2.495574712753296,12.360614776611328,63.45125579833984,81.24583435058594,70.38636779785156,False
