p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.7384184228983192,4,4,0,1,3,0,on,0.0001605082555419,93,81.85203552246094,-2.526524305343628,-0.1099855527281761,79,0.3808696269989013,1084.8006944656372,1691431518.0805786,1691432602.4996247,0.1099855527281761,108127.9921875,2.526524305343628,12.657612800598145,81.85203552246094,91.06987762451172,85.22795867919922,False
ReLU,0.3359510443704215,2,2,2,2,1,3,off,0.0008224932644476,66,69.91242218017578,-1.5344568490982056,-0.8260670304298401,1,0.2625539302825928,639.6478703022003,1691431517.9622643,1691432157.3464084,0.8260670304298401,63593.48046875,1.5344568490982056,118.36077117919922,69.91242218017578,83.81807708740234,71.36197662353516,False
Hardswish,0.7156366132804146,1,2,1,4,3,0,off,0.0002876533331511,100,83.48194122314453,-2.199253559112549,-0.3596683144569397,10,0.3057231903076172,866.9057819843292,1691431518.00543,1691432384.6049483,0.3596683144569397,86326.515625,2.199253559112549,55.058475494384766,83.48194122314453,84.81584167480469,85.73224639892578,False
Mish,0.7510886136360865,4,3,3,4,4,1,off,0.0004156919630028,9,36.355262756347656,-2.8969521522521973,-0.125177189707756,101,0.398242712020874,152.60551619529724,1691431518.0979524,1691431670.3040216,0.125177189707756,14892.5869140625,2.8969521522521973,14.428104400634766,36.355262756347656,86.14596557617188,41.639041900634766,False
Mish,0.8481705860066986,1,0,1,3,2,0,on,0.0007788614823061,29,35.77431106567383,-2.5489611625671387,-0.352451354265213,103,0.4001696109771729,397.8329577445984,1691431518.0998766,1691431915.53215,0.352451354265213,39396.8046875,2.5489611625671387,46.71455764770508,35.77431106567383,69.2592544555664,65.61458587646484,False
Mish,0.5104372114319752,4,4,3,3,4,1,on,0.0004758787423212,54,70.40184020996094,-2.9136345386505127,-0.1360818594694137,104,0.4008708000183105,872.6951460838318,1691431518.1005778,1691432390.3943386,0.1360818594694137,86897.3203125,2.9136345386505127,15.838518142700195,70.40184020996094,68.56867980957031,75.82421875,False
ReLU,0.8456136540018723,2,2,2,0,3,4,on,0.0004202506383061,10,73.52948760986328,-1.8661926984786987,-0.8537285327911377,106,0.4032363891601562,114.88615083694458,1691431518.102948,1691431632.585498,0.8537285327911377,11101.5390625,1.8661926984786987,103.13988494873048,73.52948760986328,85.66140747070312,56.56574630737305,False
ReLU,0.4230582362037459,2,0,3,4,0,1,off,0.0007826607442564,67,48.2657585144043,-1.8601020574569704,-0.4094722867012024,107,0.4040412902832031,701.2810451984406,1691431518.103752,1691432218.9795504,0.4094722867012024,69743.3046875,1.8601020574569704,43.15382385253906,48.2657585144043,72.20442199707031,65.2195816040039,False
Mish,0.8813366411420711,3,2,1,3,0,1,off,0.0001542082808618,48,80.67613220214844,-2.302511215209961,-0.4271019101142883,109,0.4061448574066162,681.5904612541199,1691431518.1058538,1691432199.2896428,0.4271019101142883,67782.0859375,2.302511215209961,58.99932098388672,80.67613220214844,82.2712631225586,72.4617919921875,False
ReLU,0.9656368621418095,1,1,2,4,2,3,on,0.0009359967996787,94,26.07162857055664,-1.5039855241775513,-0.6498043537139893,110,0.4069607257843017,930.4546122550964,1691431518.1066682,1691432448.1538973,0.6498043537139893,92664.578125,1.5039855241775513,69.50013732910156,26.07162857055664,42.98671722412109,42.36454391479492,False
ReLU,0.1934731602351222,1,0,0,1,3,3,off,4.120855360407443e-05,121,91.72998809814452,-0.79413241147995,-0.1348623037338256,112,0.4095897674560547,808.560791015625,1691431518.1092956,1691432326.2600212,0.1348623037338256,80517.3828125,0.79413241147995,13.098474502563477,91.72998809814452,95.58765411376952,87.12500762939453,False
Hardswish,0.9425127149171764,2,0,0,2,1,1,off,0.0002144498276088,53,66.09842681884766,-1.0792253017425537,-0.6632995009422302,115,0.4118878841400146,405.83647441864014,1691431518.1115935,1691431923.5357404,0.6632995009422302,40228.53125,1.0792253017425537,84.55806732177734,66.09842681884766,89.07625579833984,78.02729034423828,False
