,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.588491143564911,2,4,0,3,1,2,on,0.0002248213324509734,199,94.91967010498047,-2.2805278301239014,-0.5738065838813782,0,1688846252.3267674,1688849632.100659,94.91967010498047,97.97523498535156,0.5738065838813782,99.04168701171875,94.21147155761719,337835.21875,2.2805278301239014
1,ReLU,0.34083447520697263,0,2,3,3,2,0,on,0.0007669895881056163,53,53.10318374633789,-1.6201391220092773,-0.7132321000099182,1,1688846252.825349,1688846851.183474,53.10318374633789,69.5548095703125,0.7132321000099182,91.55519104003906,53.45940399169922,59743.62109375,1.6201391220092773
2,Hardswish,0.5658067937707009,1,3,1,2,2,2,off,0.0002310192561434537,53,86.54443359375,-1.5481849908828735,-0.6082268357276917,2,1688846252.8366535,1688846844.0133908,86.54443359375,89.52517700195312,0.6082268357276917,83.39476013183594,63.0213623046875,59032.0390625,1.5481849908828735
3,ReLU,0.20700833323248577,1,0,0,0,0,0,on,0.0007074564308066168,6,57.09114456176758,-0.8961623907089233,-0.09175580739974976,3,1688846252.840804,1688846291.9153152,57.09114456176758,79.20195007324219,0.09175580739974976,8.377555847167969,54.41382598876953,3822.922607421875,0.8961623907089233
4,Hardswish,0.4979115014784187,0,3,1,3,0,3,on,9.705506286230272e-05,55,90.97494506835938,-1.3609648942947388,-0.10872960835695267,4,1688846255.7772748,1688846717.7230558,90.97494506835938,90.81131744384766,0.10872960835695267,17.356306076049805,88.54570770263672,46073.73828125,1.3609648942947388
5,Mish,0.49403598479912186,2,2,2,4,3,4,off,0.0008728585224677687,5,35.182395935058594,-3.2148120403289795,-0.8085353970527649,5,1688846255.783587,1688846360.1791358,35.182395935058594,75.44344329833984,0.8085353970527649,113.30089569091797,38.848846435546875,10318.943359375,3.2148120403289795
6,Hardswish,0.28743886966297594,3,0,1,2,3,3,on,0.0008429084515972717,122,64.90705871582031,-1.6790647506713867,-0.3676380515098572,6,1688846255.7964652,1688847383.6084962,64.90705871582031,87.48722076416016,0.3676380515098572,46.24299240112305,83.91787719726562,112661.8828125,1.6790647506713867
7,Mish,0.14665815876189242,0,4,2,0,1,3,on,0.0004435012723355501,137,91.25237274169922,-2.550903081893921,-0.3526594042778015,7,1688846255.811779,1688847938.912785,91.25237274169922,92.94256591796875,0.3526594042778015,48.93083953857422,92.6958999633789,168192.328125,2.550903081893921
8,Hardswish,0.6008261448233078,4,3,3,0,3,3,on,0.000791382372662005,91,46.16435623168945,-1.6444436311721802,-0.1560993641614914,8,1688846255.8249855,1688847233.4473321,46.16435623168945,79.54536437988281,0.1560993641614914,20.234851837158203,72.88219451904297,97625.5546875,1.6444436311721802
9,ReLU,0.7528809225980295,1,0,1,1,2,0,on,0.0002712773673021249,151,79.58306121826172,-1.345712423324585,-0.2721950113773346,9,1688846255.8482218,1688847834.4556253,79.58306121826172,88.40533447265625,0.2721950113773346,48.60222625732422,84.01795959472656,157726.84375,1.345712423324585
10,Mish,0.039182532825960265,0,0,2,1,0,3,off,0.0005486947922502848,40,80.56027221679688,-2.539121627807617,-0.3100142776966095,10,1688846255.9151902,1688846678.4575005,80.56027221679688,92.16275787353516,0.3100142776966095,47.053443908691406,82.84548950195312,42126.76953125,2.539121627807617
11,Hardswish,0.5715342105259855,0,2,0,1,4,1,on,0.00014829660964087472,95,77.00553894042969,-1.1849520206451416,-0.26736411452293396,11,1688846255.9448674,1688847023.2995174,77.00553894042969,86.85914611816406,0.26736411452293396,42.48501968383789,86.6619644165039,76597.9765625,1.1849520206451416
12,ReLU,0.01978968089770403,1,0,3,4,3,4,off,0.0005776387213068913,142,89.83639526367188,-1.7593566179275513,-0.12483296543359756,12,1688846255.961773,1688847935.7838254,89.83639526367188,96.38324737548828,0.12483296543359756,14.36458969116211,87.70562744140625,167846.125,1.7593566179275513
13,ReLU,0.747227405576354,0,0,2,0,3,3,on,0.0005534696590250906,10,51.71187210083008,-1.2447006702423096,-0.3820038437843323,13,1688846255.9647534,1688846339.2425964,51.71187210083008,87.85562133789062,0.3820038437843323,42.98427963256836,28.965646743774414,8207.07421875,1.2447006702423096
14,Hardswish,0.8274823585506541,3,2,4,3,2,4,off,0.0005723440169083625,163,76.87843322753906,-2.791250467300415,-0.550395131111145,14,1688846255.970953,1688848902.1317456,76.87843322753906,95.54515838623047,0.550395131111145,86.99945831298828,91.8974838256836,264481.0,2.791250467300415
15,Mish,0.5307905073640099,2,2,0,1,3,3,on,0.00023229465658666836,132,91.92704772949219,-2.75406813621521,-0.5914065837860107,15,1688846255.9774346,1688847787.7110631,91.92704772949219,93.56694793701172,0.5914065837860107,84.54718017578125,92.64068603515625,153038.84375,2.75406813621521
16,Mish,0.7401345505898901,4,4,1,4,0,2,off,3.647274716477209e-05,89,82.67832946777344,-2.452704429626465,-0.35534486174583435,16,1688846255.9847763,1688847656.8235915,82.67832946777344,86.57920837402344,0.35534486174583435,46.6738395690918,75.99165344238281,139958.8125,2.452704429626465
17,ReLU,0.5234168268179458,2,4,3,4,3,1,on,0.0003239191500585075,2,46.45941162109375,-1.7261111736297607,-0.42938801646232605,17,1688846255.990711,1688846281.7695339,46.45941162109375,80.04202270507812,0.42938801646232605,48.75829315185547,65.53972625732422,2460.145751953125,1.7261111736297607
