,LearningRate,WeightDecay,Activation,TrivialAugment,Op1,Op2,Op3,Op4,Op5,Op6,valid-loss,latency
0,0.9161045918874717,0.0004013123229862066,ReLU,off,1.0,1.0,0.0,1.0,1.0,0.0,17.85082244873047,0.4381166994571686
1,0.7236373613262359,0.0009035888922320856,ReLU,off,1.0,2.0,0.0,2.0,0.0,2.0,14.538688659667969,1.6048985719680786
2,0.515472437538678,0.0007984407299081024,Hardswish,on,1.0,2.0,0.0,1.0,3.0,2.0,10.021049499511719,1.044711709022522
3,0.5717009183210606,0.00042802195024169853,ReLU,on,3.0,1.0,3.0,3.0,0.0,1.0,13.614639282226562,0.8120077848434448
4,0.4452415740503316,0.00047259759232749283,Hardswish,on,2.0,3.0,0.0,1.0,3.0,2.0,9.008918762207031,1.1362437009811401
5,0.8021747756166046,0.0007911258805619238,ReLU,on,1.0,1.0,2.0,1.0,0.0,1.0,15.087600708007812,0.634655773639679
6,0.7788472074608694,0.0005232944383629651,Mish,on,3.0,2.0,2.0,3.0,0.0,2.0,9.324028015136719,3.6343634128570557
7,0.36051623560047436,0.00012684334469982157,ReLU,on,1.0,1.0,0.0,0.0,0.0,3.0,13.989631652832031,0.5414371490478516
8,0.8242195331641856,0.0005177810483829002,ReLU,on,0.0,2.0,3.0,2.0,0.0,3.0,10.900726318359375,1.0218206644058228
9,0.23042964627759951,0.00066437612191501,ReLU,off,1.0,2.0,0.0,0.0,0.0,2.0,9.589324951171875,0.8491382002830505
10,0.578538119490212,0.0004312914454252583,Hardswish,on,2.0,0.0,2.0,2.0,1.0,1.0,11.56402587890625,1.1360526084899902
11,0.6379801587470608,0.00019355329612614244,ReLU,on,3.0,0.0,1.0,0.0,0.0,3.0,12.15740966796875,0.63460773229599
12,0.6762509757206159,0.0006086062711052868,Hardswish,on,3.0,2.0,3.0,2.0,3.0,0.0,11.078598022460938,1.2716867923736572
13,0.3815388474405284,0.0009161820928286279,Mish,on,2.0,3.0,2.0,0.0,3.0,1.0,10.386360168457031,3.000929355621338
14,0.8364286356630373,1.3565606242538683e-05,ReLU,on,1.0,3.0,1.0,2.0,3.0,3.0,16.791000366210938,1.0833966732025146
