p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc
ReLU,0.004346224770914593,4,4,0,3,3,2,off,0.00014672706953746263,158,81.24049377441406,-1.9446454048156736,-0.3704920709133148,126,0.9053821563720704,675.2561509609222,1692098701.9969492,1692099376.3472464,0.3704920709133148,131961.953125,1.9446454048156736,49.88844299316406,81.24049377441406,97.68951416015624,81.91793060302734
Mish,0.044510240543701354,4,4,0,1,2,0,on,0.0005630042803400489,126,72.85700988769531,-2.574378252029419,-0.32356205582618713,127,0.9071531295776368,676.7720556259155,1692098701.99872,1692099377.863162,0.32356205582618713,132267.6875,2.574378252029419,42.7667350769043,72.85700988769531,75.07750701904297,77.55479431152344
ReLU,0.022820401211878595,0,4,2,4,1,3,off,1.376752074891561e-05,172,85.33509826660156,-1.8131160736083984,-0.3377436101436615,133,0.9157519340515136,713.3808512687683,1692098702.0073185,1692099414.471947,0.3377436101436615,139586.9375,1.8131160736083984,47.11949157714844,85.33509826660156,99.4216079711914,84.91682434082031
Mish,0.001046309229393232,2,4,4,0,3,1,off,5.7580663530782694e-05,136,80.15196990966797,-2.8934390544891357,-0.3487706780433655,134,0.9173471927642822,834.3688390254974,1692098702.0089138,1692099535.4599507,0.3487706780433655,163784.75,2.8934390544891357,49.30965042114258,80.15196990966797,92.45486450195312,77.6009292602539
Mish,0.0010046874939359223,0,2,1,3,4,0,off,1.2781929623074303e-05,173,77.61446380615234,-2.55861759185791,-0.34572169184684753,135,0.9187967777252196,875.5346877574921,1692098702.010366,1692099576.6257422,0.34572169184684753,172015.953125,2.55861759185791,48.02946472167969,77.61446380615234,85.75737762451172,78.58344268798828
Mish,0.8103252715626545,2,2,0,0,1,4,on,0.000583456537915455,161,79.91218566894531,-2.516030788421631,-0.5833838582038879,136,0.9205501079559326,871.3102533817291,1692098702.0121164,1692099572.401367,0.5833838582038879,171171.375,2.516030788421631,78.8129653930664,79.91218566894531,81.33212280273438,79.66871643066406
Mish,0.010052268435581067,2,3,3,4,2,4,on,0.00042188620902001127,130,87.55738067626953,-4.280957221984863,-0.6096883416175842,144,0.9323840141296388,1077.757333278656,1692098702.02395,1692099778.8484411,0.6096883416175842,212461.515625,4.280957221984863,85.77969360351562,87.55738067626953,91.50592041015624,87.2193374633789
Mish,0.15609243628704597,2,4,0,0,4,0,off,0.0001820374019831083,172,82.77735137939453,-2.4482712745666504,-0.33216792345046997,146,0.9359142780303956,896.462194442749,1692098702.0274866,1692099597.5532887,0.33216792345046997,176202.828125,2.4482712745666504,43.451847076416016,82.77735137939453,99.52044677734376,82.11563873291016
Hardswish,0.07947099485761647,2,4,1,4,3,4,on,2.3942547431066443e-05,130,83.7430191040039,-2.5615386962890625,-0.3500835597515106,148,0.9384942054748536,674.5683312416077,1692098702.0300615,1692099375.6593904,0.3500835597515106,131823.203125,2.5615386962890625,47.2350959777832,83.7430191040039,86.98825073242188,84.24456024169922
Mish,0.0025116272677587464,0,3,3,0,4,2,off,0.0003116225964075321,167,82.46063232421875,-2.9852797985076904,-0.36218684911727905,15,0.8314917087554932,1029.2892546653748,1692098701.923087,1692099730.3803515,0.36218684911727905,202769.265625,2.9852797985076904,50.97574234008789,82.46063232421875,98.58726501464844,82.71581268310547
Hardswish,0.020472111143828735,0,2,2,2,0,2,off,1.3849762470767177e-05,185,87.48857879638672,-1.184659481048584,-1.0049446821212769,151,0.94347882270813,581.824303150177,1692098702.035066,1692099282.9153862,1.0049446821212769,113274.171875,1.184659481048584,149.54580688476562,87.48857879638672,99.98863983154295,87.06810760498047
Mish,0.002930398431121072,4,3,3,3,4,0,off,0.0005907764458559172,96,75.99127197265625,-3.5431034564971924,-0.15276437997817993,153,0.9456818103790284,721.8903770446777,1692098702.037248,1692099422.981496,0.15276437997817993,141289.21875,3.5431034564971924,19.39508819580078,75.99127197265625,81.81404113769531,76.89823913574219
ReLU,0.007165531410132974,0,4,4,2,4,2,on,9.66643750099816e-05,111,77.87702941894531,-2.658287525177002,-0.5694957971572876,163,25.909060955047607,667.1550574302673,1692098727.0006323,1692099368.246262,0.5694957971572876,128225.984375,2.658287525177002,77.12470245361328,77.87702941894531,77.61878967285156,76.4306411743164
Mish,0.14698830823463793,1,2,2,4,4,2,on,0.0007565620748143783,91,82.3343505859375,-3.8573710918426514,-0.7868734002113342,166,57.709370374679565,778.356413602829,1692098758.8009307,1692099479.447641,0.7868734002113342,144104.75,3.8573710918426514,114.18756866455078,82.3343505859375,80.94634246826172,79.64825439453125
ReLU,0.08064738249591533,2,1,4,1,1,2,off,0.00011784429294108528,191,79.28010559082031,-1.4649291038513184,-0.569902241230011,167,67.98241519927979,650.214343547821,1692098769.0739837,1692099351.3055532,0.569902241230011,116421.6875,1.4649291038513184,79.44402313232422,79.28010559082031,99.75023651123048,78.02103424072266
ReLU,0.04698275898955775,0,4,2,4,3,0,on,2.6268446551550647e-05,197,84.45016479492188,-1.8468605279922483,-0.3521701693534851,168,69.99481463432312,885.4258518218994,1692098771.0863836,1692099586.517073,0.3521701693534851,163061.40625,1.8468605279922483,47.531253814697266,84.45016479492188,90.09003448486328,83.75297546386719
Mish,0.0015770270220148803,2,1,0,2,3,3,off,0.000115094956437803,121,82.10208129882812,-2.8378841876983643,-0.5961541533470154,17,0.8315694332122803,703.0440893173218,1692098701.9231646,1692099404.1351817,0.5961541533470154,137519.484375,2.8378841876983643,86.1707534790039,82.10208129882812,92.86416625976562,82.10555267333984
Hardswish,0.002330819768232325,0,4,0,4,3,2,off,1.1981335180616338e-05,142,81.14685821533203,-1.8225871324539185,-0.34577497839927673,174,99.7308120727539,670.778785943985,1692098800.822377,1692099371.870011,0.34577497839927673,114184.8671875,1.8225871324539185,46.620994567871094,81.14685821533203,95.14056396484376,80.82489013671875
Mish,0.002185631469327748,0,4,4,1,3,4,on,0.0002560461335195707,103,63.64546203613281,-2.9966912269592285,-0.10510554164648056,179,127.5382719039917,772.8684554100037,1692098828.629834,1692099473.9596722,0.10510554164648056,129041.3125,2.9966912269592285,11.74735164642334,63.64546203613281,60.18931198120117,63.498992919921875
Hardswish,0.0014506571039072094,0,4,4,2,2,1,off,2.262159043429764e-05,159,77.98311614990234,-1.9799280166625977,-0.5552731156349182,180,131.12119317054749,797.8857328891754,1692098832.212761,1692099498.976942,0.5552731156349182,133343.59375,1.9799280166625977,78.7446517944336,77.98311614990234,94.06023406982422,79.31554412841797
Mish,0.0010952057633052562,0,0,4,0,2,0,on,0.0002442802806939285,157,58.76995468139648,-2.2516016960144043,-0.33072590827941895,181,141.492338180542,812.542986869812,1692098842.5839047,1692099513.6341882,0.33072590827941895,134185.28125,2.2516016960144043,43.6669921875,58.76995468139648,54.33405303955078,58.808570861816406
Mish,0.0011399065665100023,2,0,0,4,1,3,off,4.058206082679534e-05,128,77.61041259765625,-2.264457941055298,-0.33706799149513245,186,154.81513595581055,761.5372741222382,1692098855.906705,1692099462.6284647,0.33706799149513245,121319.6640625,2.264457941055298,47.001495361328125,77.61041259765625,84.4913330078125,80.47042846679688
ReLU,0.012338418219872076,0,0,3,2,3,2,on,2.6867263925261015e-05,159,88.80189514160156,-1.0128761529922483,-0.6000635027885437,194,199.41729497909543,626.9107518196106,1692098900.5088632,1692099328.002046,0.6000635027885437,85473.9375,1.0128761529922483,86.33086395263672,88.80189514160156,94.64379119873048,87.85961151123047
Mish,0.016809963069140954,0,0,4,0,1,2,on,0.000981852742287826,171,86.85416412353516,-1.734442949295044,-0.32830360531806946,196,212.4595069885254,850.3573923110962,1692098913.5510764,1692099551.448592,0.32830360531806946,127554.796875,1.734442949295044,43.2663459777832,86.85416412353516,94.3259735107422,87.47048950195312
Mish,0.06286587434094586,4,0,0,2,1,2,on,1.2918962663815667e-05,156,88.4422607421875,-2.4958441257476807,-0.5743080973625183,197,217.64798998832703,1023.6394135951996,1692098918.7395525,1692099724.7306314,0.5743080973625183,161173.625,2.4958441257476807,79.14305877685547,88.4422607421875,94.2920150756836,88.60883331298828
Mish,0.3593915410754506,1,0,0,0,0,2,on,1.5562550912968705e-05,172,88.73739624023438,-1.1992942094802856,-0.32694846391677856,198,217.7596740722656,660.5170056819916,1692098918.8512447,1692099361.6082935,0.32694846391677856,88526.7109375,1.1992942094802856,43.32698059082031,88.73739624023438,95.97689056396484,88.48171997070312
Hardswish,0.7336115493736483,3,3,2,0,4,4,on,0.00036327674354164025,189,86.55501556396484,-2.0001790523529053,-0.36196768283843994,199,218.43151569366455,1034.6126697063446,1692098919.5230813,1692099735.7038689,0.36196768283843994,163211.546875,2.0001790523529053,49.76512908935547,86.55501556396484,93.24415588378906,86.33953094482422
Hardswish,0.004516733447164302,2,0,3,1,4,3,off,0.0004403854605869169,146,84.76203918457031,-1.4078491926193235,-0.3654524683952331,201,228.1754801273346,680.0614116191864,1692098929.2670405,1692099381.1526277,0.3654524683952331,90352.5078125,1.4078491926193235,50.6756591796875,84.76203918457031,98.5041046142578,83.66925811767578
Hardswish,0.27824729666752446,3,3,3,0,4,3,on,0.0003984878010096467,124,80.27500915527344,-1.4638431072235107,-0.1815418004989624,202,229.068421125412,655.1527261734009,1692098930.159984,1692099356.2439468,0.1815418004989624,85192.1484375,1.4638431072235107,23.670366287231445,80.27500915527344,81.35346984863281,79.18310546875
Mish,0.03505594140960839,4,1,2,0,4,1,off,0.0008966022462755085,97,79.99833679199219,-2.369079828262329,-0.3310154676437378,204,230.78747534751892,705.5426602363586,1692098931.879042,1692099406.633833,0.3310154676437378,94926.28125,2.369079828262329,42.64597702026367,79.99833679199219,91.67979431152344,79.62140655517578
Hardswish,0.7004932784564312,1,0,0,1,4,2,on,1.6381246721929167e-05,200,88.6736831665039,-1.2284530401229858,-0.3329344093799591,207,235.21910500526428,747.4286379814148,1692098936.3106687,1692099448.5198586,0.3329344093799591,102417.1953125,1.2284530401229858,43.99570846557617,88.6736831665039,95.13118743896484,88.3885726928711
Hardswish,0.02409524513944644,2,2,0,3,4,2,off,0.0003198756885377529,125,87.38300323486328,-1.7767245769500732,-0.8104261159896851,208,237.854154586792,736.1644659042358,1692098938.9457178,1692099437.2556555,0.8104261159896851,99649.109375,1.7767245769500732,123.10791015625,87.38300323486328,99.68595123291016,86.92164611816406
Hardswish,0.3574983182639455,1,0,0,4,4,3,off,1.260382341413298e-05,100,80.39971160888672,-1.6357049942016602,-0.10371282696723938,209,239.69123601913452,552.6787254810333,1692098940.782806,1692099253.7699468,0.10371282696723938,62572.734375,1.6357049942016602,11.985198974609377,80.39971160888672,93.2604522705078,83.28736114501953
Hardswish,0.27017359352560316,3,0,2,0,0,1,on,0.0009837289282436969,145,81.72633361816406,-0.7301204204559326,-0.3533727526664734,212,240.9847559928894,525.8655467033386,1692098942.076327,1692099226.956721,0.3533727526664734,56951.34765625,0.7301204204559326,47.74306106567383,81.72633361816406,82.35436248779297,80.78314208984375
Hardswish,0.5253302720532075,2,0,0,0,3,0,on,0.0008655296673083461,155,72.74577331542969,-0.7432681918144226,-0.3522617816925049,213,242.27293133735657,582.3923168182373,1692098943.3644977,1692099283.4835358,0.3522617816925049,67999.140625,0.7432681918144226,47.44406509399414,72.74577331542969,78.41355895996094,70.275146484375
Mish,0.0030228518512186294,2,2,1,0,1,0,off,0.0008569307873308999,190,84.18507385253906,-1.645528793334961,-0.587270975112915,214,247.95296669006348,909.4189827442168,1692098949.04453,1692099610.510194,0.587270975112915,132268.296875,1.645528793334961,78.51139831542969,84.18507385253906,99.05179595947266,84.50701904296875
Hardswish,0.8849421524512997,1,0,0,3,2,4,off,0.0003601918355360785,102,34.2280387878418,-1.398305058479309,-0.32945817708969116,215,252.00000977516177,563.5634191036224,1692098953.0915751,1692099264.6546006,0.32945817708969116,62287.96484375,1.398305058479309,47.70993423461914,34.2280387878418,59.37171173095703,25.97977066040039
Mish,0.5881959628742864,3,0,0,4,4,2,on,0.00026991863082693985,107,79.16411590576172,-2.837289571762085,-0.35488826036453247,216,261.0223596096039,896.9012162685394,1692098962.1139195,1692099597.9924352,0.35488826036453247,127151.15625,2.837289571762085,47.01700973510742,79.16411590576172,80.61670684814453,78.85396575927734
Hardswish,0.3988788219441284,4,0,0,3,4,4,on,2.761069482343424e-05,136,41.90333557128906,-2.3430850505828857,-0.10662121325731276,217,262.07267570495605,898.8390352725983,1692098963.1642437,1692099599.930227,0.10662121325731276,127328.53125,2.3430850505828857,11.84142780303955,41.90333557128906,38.80802536010742,46.44004821777344
Mish,0.09162772725482324,4,0,0,2,3,4,on,3.878472127992521e-05,193,78.30307006835938,-3.1966071128845215,-0.3451922833919525,218,266.80686616897583,1442.3804490566254,1692098967.89844,1692100143.4716983,0.3451922833919525,235089.96875,3.1966071128845215,47.42479705810547,78.30307006835938,78.00811004638672,78.57377624511719
ReLU,0.27224133600107636,3,0,0,0,4,1,on,4.373832654851292e-05,134,83.53626251220703,-1.1081598997116089,-0.10419771075248718,219,268.8243143558502,561.5080182552338,1692098969.9158742,1692099262.5992303,0.10419771075248718,58512.1171875,1.1081598997116089,11.634098052978516,83.53626251220703,85.26812744140625,84.70999145507812
Mish,0.22905370801195477,3,2,1,3,4,1,on,0.0009063378978291164,76,49.212799072265625,-2.9030869007110596,-0.3621002733707428,220,273.9073269367218,740.7719235420227,1692098974.9988966,1692099441.8631194,0.3621002733707428,93348.2109375,2.9030869007110596,50.52486038208008,49.212799072265625,59.98381423950195,56.44368362426758
Hardswish,0.041004010937308905,2,1,1,1,4,0,on,0.00040944704228114463,166,86.08415222167969,-1.1512463092803955,-0.3309897184371948,221,275.0956401824951,659.6676099300385,1692098976.187206,1692099360.7589068,0.3309897184371948,76901.046875,1.1512463092803955,43.64191436767578,86.08415222167969,85.15410614013672,85.16546630859375
Hardswish,0.6353473068335256,1,0,0,0,4,4,on,3.993148779181558e-05,182,65.11865997314453,-1.5070228576660156,-0.06574536859989166,222,279.8996305465698,830.7204487323761,1692098980.9911969,1692099531.811661,0.06574536859989166,110139.4453125,1.5070228576660156,7.836133480072021,65.11865997314453,63.20354843139648,71.4034194946289
Mish,0.1392122790077685,4,1,0,2,4,4,off,1.1548666162307104e-05,171,72.00281524658203,-3.0706517696380615,-0.3396450877189636,224,287.6742351055145,1429.694430589676,1692098988.765804,1692100130.7856207,0.3396450877189636,228379.359375,3.0706517696380615,43.28656768798828,72.00281524658203,90.6692123413086,72.02350616455078
Mish,0.2792387056480696,0,1,1,2,2,0,on,0.0009913357863028246,185,86.42457580566406,-2.071472406387329,-0.569209635257721,225,293.7933900356293,1135.3228344917295,1692098994.884956,1692099836.414035,0.569209635257721,168281.109375,2.071472406387329,78.88668823242188,86.42457580566406,91.14867401123048,89.2114486694336
ReLU,0.17444888705148234,2,1,2,2,3,0,on,0.00035751075172986625,181,90.24772644042967,-1.1706327199935913,-0.8034059405326843,226,294.50096917152405,860.8099176883698,1692098995.5925324,1692099561.901122,0.8034059405326843,113250.3359375,1.1706327199935913,120.86751556396484,90.24772644042967,96.70825958251952,90.31452178955078
ReLU,0.04623513763576981,1,1,1,2,3,0,off,0.00033152995519196714,138,9.739057540893556,-0.7362329363822937,-0.3459835648536682,227,301.5786945819855,544.8218867778778,1692099002.6702628,1692099245.9130762,0.3459835648536682,48623.9296875,0.7362329363822937,47.021728515625,9.739057540893556,11.172063827514648,10.48210334777832
ReLU,0.054263254062116746,0,0,1,2,4,1,on,0.0007133195076604979,199,76.63157653808594,-1.182607650756836,-0.3333732485771179,228,305.33813762664795,781.5548348426819,1692099006.4297,1692099482.646052,0.3333732485771179,95218.5703125,1.182607650756836,43.25920867919922,76.63157653808594,74.42794799804688,76.66254425048828
ReLU,0.05247105437768957,1,1,1,4,2,0,on,0.0007957837927399223,192,13.824567794799805,-1.142166018486023,-0.3248654901981354,229,319.3399863243103,773.7884705066681,1692099020.4315524,1692099474.8796914,0.3248654901981354,90864.8671875,1.142166018486023,43.20905303955078,13.824567794799805,10.332215309143066,12.436266899108888
ReLU,0.4914622820038751,1,1,0,4,0,0,on,0.0009658565799674365,156,66.25253295898438,-0.9576196670532228,-0.06341364979743958,230,322.1474721431732,617.6144292354584,1692099023.239041,1692099318.705618,0.06341364979743958,59068.67578125,0.9576196670532228,7.967345237731934,66.25253295898438,65.5818099975586,68.7995376586914
ReLU,0.5467083704180815,3,0,0,2,3,0,on,0.0003562592339186792,194,85.61027526855469,-0.8937540650367737,-0.3622106015682221,231,329.08112144470215,761.8405566215515,1692099030.1726935,1692099462.931756,0.3622106015682221,86527.171875,0.8937540650367737,50.86500930786133,85.61027526855469,89.56139373779297,87.69934844970703
ReLU,0.11511489487546334,1,1,1,2,2,0,on,0.00098210940396169,146,9.157831192016602,-0.8344789147377014,-0.5428609251976013,232,334.8261864185333,626.615198135376,1692099035.9177492,1692099327.7064106,0.5428609251976013,58333.15234375,0.8344789147377014,78.5518569946289,9.157831192016602,9.978995323181152,9.288591384887695
Mish,0.028853480279563193,0,1,1,1,3,0,on,0.0009044281728857752,167,84.45098114013672,-1.1484026908874512,-0.10636790096759796,233,337.1185534000397,714.1354010105133,1692099038.210125,1692099415.2265613,0.10636790096759796,75378.609375,1.1484026908874512,11.63174819946289,84.45098114013672,90.3426742553711,85.87762451171875
Mish,0.02309981154665488,2,2,0,4,0,0,on,0.0006458806398810255,194,90.09949493408205,-2.5243453979492188,-0.5695396065711975,234,337.7235498428345,1345.261778831482,1692099038.8151186,1692100046.3529377,0.5695396065711975,201482.921875,2.5243453979492188,77.64446258544922,90.09949493408205,96.0887222290039,89.7648696899414
ReLU,0.013900752620533589,2,2,1,2,4,1,on,0.000449595834751981,179,85.30953979492188,-1.7162704467773438,-0.7850799560546875,235,338.6379451751709,1007.0652928352356,1692099039.7295103,1692099708.1565146,0.7850799560546875,133660.703125,1.7162704467773438,115.25614166259766,85.30953979492188,90.84185028076172,83.9917221069336
Mish,0.025203755513226515,2,1,1,2,0,2,on,0.0008341144001035925,192,89.92411041259766,-2.538766384124756,-0.7741928696632385,236,340.177973985672,1319.103099822998,1692099041.2695477,1692100020.1942816,0.7741928696632385,195760.34375,2.538766384124756,114.44095611572266,89.92411041259766,95.79092407226562,89.5404052734375
ReLU,0.08734385676379271,2,1,1,3,4,0,on,0.000292774787621388,173,87.36860656738281,-1.320346713066101,-0.34776777029037476,237,345.18246722221375,816.8752837181091,1692099046.2740326,1692099517.9664974,0.34776777029037476,94313.8359375,1.320346713066101,48.148651123046875,87.36860656738281,92.75546264648438,88.03579711914062
Mish,0.0653688764555066,2,0,0,3,0,1,off,0.000733386680339677,200,88.69890594482422,-1.7457997798919678,-0.3418380916118622,238,347.4795296192169,1060.4487390518188,1692099048.5710952,1692099761.5399032,0.3418380916118622,142569.078125,1.7457997798919678,47.03277969360352,88.69890594482422,99.86358642578124,88.74319458007812
ReLU,0.04449258650983812,3,0,1,2,4,0,on,0.0007436485975580659,197,89.12843322753906,-1.3245763778686523,-0.3534272313117981,239,348.36015915870667,895.7861406803131,1692099049.4517193,1692099596.877359,0.3534272313117981,109460.625,1.3245763778686523,46.90592193603515,89.12843322753906,93.7953872680664,89.06966400146484
ReLU,0.02354353842943563,2,0,1,2,3,0,on,0.00033289878013243547,175,89.78829956054688,-0.9308395981788636,-0.5774574875831604,240,348.6356761455536,748.2912702560425,1692099049.7272446,1692099449.3824687,0.5774574875831604,79906.28125,0.9308395981788636,82.30448913574219,89.78829956054688,96.35314178466795,89.45677947998047
ReLU,0.010361238467580669,1,0,1,3,0,0,on,0.0003041042116892887,199,81.22216033935547,-0.5184645056724548,-0.10696963220834732,241,351.8997983932495,606.9811127185822,1692099052.9913611,1692099308.072331,0.10696963220834732,50991.47265625,0.5184645056724548,11.548919677734377,81.22216033935547,79.4570083618164,80.77788543701172
ReLU,0.01746692689497491,1,0,1,2,4,3,on,2.27655473701883e-05,166,83.16939544677734,-1.3316320180892944,-0.34523752331733704,242,356.40526151657104,818.55406665802,1692099057.4968257,1692099519.645274,0.34523752331733704,92405.1796875,1.3316320180892944,47.23374557495117,83.16939544677734,88.00094604492188,82.24014282226562
ReLU,0.0164387131296365,1,0,0,3,1,0,on,0.0004399269765511061,134,76.67066192626953,-0.5345631241798401,-0.10999317467212676,243,363.7089104652405,536.1364185810089,1692099064.80047,1692099237.227639,0.10999317467212676,34460.88671875,0.5345631241798401,12.031489372253418,76.67066192626953,78.89248657226562,75.81027221679688
ReLU,0.026828574156179112,0,1,0,4,3,2,on,2.6830241807853477e-05,189,87.53186798095703,-1.2325695753097534,-0.34932899475097656,244,366.1627836227417,892.7403454780579,1692099067.2543492,1692099593.8315673,0.34932899475097656,105290.7578125,1.2325695753097534,46.97527313232422,87.53186798095703,92.41239166259766,86.95650482177734
ReLU,0.02252406248293166,3,1,1,0,0,1,on,0.0002480692864030571,172,84.33108520507812,-0.5237913727760315,-0.1080380752682686,245,367.44264340400696,583.7694697380066,1692099068.5342083,1692099284.8606508,0.1080380752682686,43240.56640625,0.5237913727760315,11.682311058044434,84.33108520507812,88.0881576538086,85.14116668701172
Mish,0.08116894909434522,2,1,1,4,0,0,on,0.0004729138341493738,164,86.9384765625,-1.723822832107544,-0.3259766399860382,246,367.49913907051086,970.105887889862,1692099068.590699,1692099671.1970494,0.3259766399860382,120496.7890625,1.723822832107544,43.24925231933594,86.9384765625,92.2305908203125,87.1051025390625
ReLU,0.00595979149832391,2,0,0,3,3,0,on,0.0002570371257480069,178,84.96530151367188,-0.8086495995521545,-0.3714252710342407,247,368.7637028694153,745.889196395874,1692099069.8552673,1692099446.9804103,0.3714252710342407,75401.0625,0.8086495995521545,50.86700820922851,84.96530151367188,83.40058898925781,83.07730102539062
ReLU,0.23550559222812725,2,1,1,2,0,0,on,0.00016554532657126123,140,86.37708282470703,-0.8671295046806335,-0.5644926428794861,248,371.50565934181213,658.1288011074066,1692099072.5972176,1692099359.220024,0.5644926428794861,57300.0703125,0.8671295046806335,78.09684753417969,86.37708282470703,91.15585327148438,86.38386535644531
ReLU,0.006362193017462746,4,1,0,3,4,0,on,1.0063609487199542e-05,166,69.99549865722656,-1.6054755449295044,-0.11379000544548036,249,372.0851459503174,916.3796494007112,1692099073.1767156,1692099617.4708552,0.11379000544548036,108834.1875,1.6054755449295044,11.783308029174805,69.99549865722656,65.9088134765625,63.799774169921875
ReLU,0.38345541268208266,3,0,0,3,2,0,on,0.0001106911283099762,138,80.23860168457031,-0.8813079595565796,-0.3599482774734497,250,373.80555057525635,676.5400574207306,1692099074.897114,1692099377.6312635,0.3599482774734497,60522.2421875,0.8813079595565796,51.53571319580078,80.23860168457031,85.71151733398438,79.31611633300781
ReLU,0.013682330321606364,2,0,1,4,4,0,on,1.585072128258569e-05,197,86.81462097167969,-1.6998728513717651,-0.3514781892299652,251,375.7229151725769,1052.238540649414,1692099076.8144836,1692099753.3297486,0.3514781892299652,135278.359375,1.6998728513717651,43.40830993652344,86.81462097167969,90.1007843017578,86.58162689208984
Mish,0.02281111735679057,2,1,1,3,0,1,off,0.0009490362046960336,172,86.85855865478516,-1.754137635231018,-0.342525452375412,252,376.2279179096222,978.2192900180816,1692099077.3194838,1692099679.3105087,0.342525452375412,120373.5703125,1.754137635231018,46.14105987548828,86.85855865478516,99.69222259521484,87.22905731201172
ReLU,0.008537063595642758,0,1,1,4,3,0,off,0.00016524275233172712,195,80.9051284790039,-1.03551185131073,-0.1072729229927063,253,378.97744822502136,798.0068645477295,1692099080.0690176,1692099499.0980685,0.1072729229927063,83781.125,1.03551185131073,11.624831199645996,80.9051284790039,95.10543060302734,81.76385498046875
ReLU,0.028036959881224524,0,1,2,3,4,0,on,0.0006159655495951384,197,88.48551177978516,-1.2905949354171753,-0.3489420711994171,254,380.0755910873413,929.7725274562836,1692099081.1671553,1692099630.8637376,0.3489420711994171,109917.390625,1.2905949354171753,47.07106018066406,88.48551177978516,95.33617401123048,88.17407989501953
ReLU,0.02375217158946898,2,1,1,0,4,0,off,0.0004122440200642368,194,86.23883056640625,-1.148462176322937,-0.33814746141433716,255,381.9545338153839,817.5443851947784,1692099083.0461018,1692099518.6355934,0.33814746141433716,87093.1796875,1.148462176322937,43.89739990234375,86.23883056640625,99.6654052734375,86.03925323486328
ReLU,0.0209971469087698,0,2,1,4,2,0,on,2.2619349677843652e-05,144,87.0064468383789,-1.391064167022705,-0.5597192645072937,256,384.357723236084,831.7561435699463,1692099085.4492917,1692099532.847348,0.5597192645072937,89454.8671875,1.391064167022705,79.40901947021484,87.0064468383789,91.26354217529295,86.21112823486328
ReLU,0.026964680926382444,2,1,0,3,1,0,off,0.00091588586104224,160,87.44488525390625,-0.7386292219161987,-0.3565340042114258,257,386.3956825733185,676.686443567276,1692099087.4872513,1692099377.7776256,0.3565340042114258,58033.3515625,0.7386292219161987,47.835731506347656,87.44488525390625,98.8988800048828,87.17294311523438
ReLU,0.016402090397381372,0,3,2,2,0,0,on,0.0009227473832418188,187,89.14769744873047,-0.9090370535850524,-0.579627513885498,258,387.9048616886139,813.1852729320526,1692099088.9964306,1692099514.2764642,0.579627513885498,85031.28125,0.9090370535850524,81.93632507324219,89.14769744873047,95.35420989990234,89.61543273925781
ReLU,0.09749315654203482,2,1,1,2,0,0,on,0.0007525696492339942,168,88.0490493774414,-0.8398745059967041,-0.5654557943344116,259,389.9738347530365,724.9611396789551,1692099091.0654006,1692099426.052345,0.5654557943344116,66992.4609375,0.8398745059967041,78.64692687988281,88.0490493774414,93.63233184814452,88.51219177246094
Mish,0.14509785020456628,3,3,1,4,0,4,off,0.0005317240793903925,109,75.6589126586914,-2.8344027996063232,-0.1335574984550476,26,0.8362038135528564,629.836968421936,1692098701.9277704,1692099330.928081,0.1335574984550476,122877.140625,2.8344027996063232,15.526592254638672,75.6589126586914,88.91253662109375,74.88762664794922
ReLU,0.06359857583406754,0,4,1,2,2,0,on,0.0001869582428582488,151,85.79646301269531,-1.4295079708099363,-0.5758668780326843,260,392.8730528354645,851.6115810871124,1692099093.9646158,1692099552.702796,0.5758668780326843,91722.9609375,1.4295079708099363,78.96485900878906,85.79646301269531,92.75430297851562,86.41908264160156
ReLU,0.01882032767594618,2,1,2,1,0,0,on,0.0009723791917608584,182,89.5183334350586,-0.8228834867477417,-0.564532458782196,261,393.7312870025635,758.3039011955261,1692099094.8228526,1692099459.3951106,0.564532458782196,72889.71875,0.8228834867477417,78.92694854736328,89.5183334350586,95.69465637207033,89.58214569091797
ReLU,0.02599296982296265,2,0,2,1,0,0,on,0.0008838859835497488,198,90.16304779052734,-0.8031445741653442,-0.5599700212478638,262,399.5097439289093,779.8582811355591,1692099100.6013064,1692099480.9495068,0.5599700212478638,76059.9375,0.8031445741653442,78.97588348388672,90.16304779052734,96.27340698242188,89.83287048339844
ReLU,0.10814897448832202,1,3,0,3,0,0,on,0.00021994521518941935,147,84.22807312011719,-0.642492413520813,-0.12932077050209043,263,399.5341651439667,633.147842168808,1692099100.6257277,1692099334.239039,0.12932077050209043,46717.97265625,0.642492413520813,16.090791702270508,84.22807312011719,85.8605728149414,84.40248107910156
ReLU,0.01610625876913333,0,1,1,4,1,0,on,3.28202755070047e-05,156,75.29469299316406,-0.8372402191162109,-0.06117868423461914,264,401.0506949424744,670.6958689689636,1692099102.1422577,1692099371.7870502,0.06117868423461914,53909.421875,0.8372402191162109,7.835952281951904,75.29469299316406,79.69697570800781,78.3880386352539
