p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Hardswish,0.0952313272919029,2,4,2,0,1,2,off,1.8477993041828048e-05,126,93.89285278320312,-1.4867480993270874,-0.8778043985366821,69,0.5114798545837402,1394.5456414222717,1688847222.9265678,1688848616.9597569,93.89285278320312,99.36277770996094,0.8778043985366821,97.5340347290039,93.93146514892578,139115.984375,1.4867480993270874
Mish,0.4060441718262519,0,3,0,2,2,3,off,0.0004422333849387745,46,79.560302734375,-3.06614351272583,-0.5973723530769348,0,0.3835110664367676,877.0504312515259,1688847222.7985885,1688848099.4648263,79.560302734375,89.91114044189453,0.5973723530769348,71.57096862792969,81.82439422607422,87370.9140625,3.06614351272583
ReLU,0.3287000091986197,3,1,4,0,1,1,off,0.00011698125566625958,194,92.93682861328124,-1.7727121114730835,-0.10546745359897614,100,0.5487430095672607,1146.7287774086,1688847222.963824,1688848369.1432087,92.93682861328124,97.343017578125,0.10546745359897614,11.79823875427246,92.50865173339844,114347.6875,1.7727121114730835
Mish,0.4453458654407626,4,0,4,1,2,4,on,0.0006459434550635623,18,51.81692886352539,-2.6592049598693848,-0.28829044103622437,101,0.5493519306182861,378.3872363567352,1688847222.9644315,1688847600.8016858,51.81692886352539,74.25030517578125,0.28829044103622437,47.80709457397461,24.70990753173828,37515.0234375,2.6592049598693848
Hardswish,0.1855919462797787,2,1,4,0,3,0,on,3.45254586816034e-05,117,93.8569564819336,-1.5387896299362185,-0.42412224411964417,102,0.54793381690979,805.645528793335,1688847222.9630167,1688848028.059911,93.8569564819336,93.35871887207033,0.42412224411964417,45.863372802734375,82.36534881591797,80224.6171875,1.5387896299362185
Hardswish,0.8696326904848835,0,3,4,1,3,4,on,0.00031803677661453435,67,68.0335693359375,-2.4796931743621826,-0.02710263431072235,103,0.5548465251922607,763.9673492908478,1688847222.9699304,1688847986.381776,68.0335693359375,76.05913543701172,0.02710263431072235,12.559566497802734,35.134544372558594,76056.6171875,2.4796931743621826
Hardswish,0.18501654858205227,2,1,3,3,4,2,off,0.0007833936292365185,47,68.46643829345703,-1.7073512077331543,-0.7410348057746887,105,0.5578525066375732,634.8723750114441,1688847222.9729362,1688847857.2867365,68.46643829345703,89.16881561279297,0.7410348057746887,78.62195587158203,77.7502212524414,63149.93359375,1.7073512077331543
Hardswish,0.5685634255163153,1,2,2,0,1,1,on,0.0008002720364466006,114,82.1438980102539,-0.940558135509491,-0.5397045016288757,106,0.5587406158447266,843.3264467716217,1688847222.9738216,1688848065.74085,82.1438980102539,73.85801696777344,0.5397045016288757,79.04313659667969,84.99169158935547,83985.46875,0.940558135509491
ReLU,0.08376607425693916,3,0,4,2,3,1,on,0.0008940383366104038,122,88.15858459472656,-1.5669059753417969,-0.4011361002922058,110,0.5613558292388916,1225.922545194626,1688847222.9764433,1688848448.3369706,88.15858459472656,91.64739227294922,0.4011361002922058,46.428123474121094,83.49944305419922,122254.34375,1.5669059753417969
Hardswish,0.04324384814261022,3,1,0,4,2,2,off,0.0008101910861863666,43,79.60406494140625,-1.6910306215286257,-0.5819715261459351,111,0.5621786117553711,466.3741478919983,1688847222.9772563,1688847688.7885194,79.60406494140625,93.74748229980467,0.5819715261459351,85.87603759765625,89.57461547851562,46301.71875,1.6910306215286257
Mish,0.9509197606480404,3,4,4,1,4,3,off,0.00046994157380903656,47,57.12346649169922,-3.014737129211426,-0.13779909908771515,114,0.5649895668029785,841.0634469985962,1688847222.980065,1688848063.4778838,57.12346649169922,84.8673324584961,0.13779909908771515,14.819278717041016,21.748056411743164,83767.2421875,3.014737129211426
ReLU,0.3844074455856838,2,1,0,1,0,1,on,0.0008443713644511258,87,59.50870895385742,-1.1004760265350342,-0.30493617057800293,115,0.5625300407409668,524.2149074077606,1688847222.9776113,1688847746.6292665,59.50870895385742,59.91383361816406,0.30493617057800293,39.25249099731445,80.3713607788086,52096.7265625,1.1004760265350342
Hardswish,0.14052913906509093,2,0,3,4,3,0,on,0.0008192922847561819,18,86.86517333984375,-1.5015711784362793,-0.4580290019512177,116,0.569443941116333,187.09757590293884,1688847222.9845307,1688847409.512023,86.86517333984375,89.88484954833984,0.4580290019512177,49.32171630859375,71.98975372314453,18370.4453125,1.5015711784362793
ReLU,0.16025513912805436,3,0,1,2,3,2,off,4.945026770236909e-05,118,93.0398941040039,-1.625505447387695,-0.6000846028327942,117,0.5666909217834473,1325.693675518036,1688847222.9817762,1688848548.1080754,93.0398941040039,96.66580200195312,0.6000846028327942,76.47037506103516,92.79412078857422,132221.421875,1.625505447387695
Hardswish,0.673925920185363,1,1,2,1,0,2,on,0.0004109547546508411,58,77.02418518066406,-1.3105086088180542,-0.5382750630378723,119,0.5732243061065674,446.9868178367615,1688847222.988303,1688847669.4012568,77.02418518066406,88.94340515136719,0.5382750630378723,73.96717071533203,75.81412506103516,44357.95703125,1.3105086088180542
ReLU,0.2736497012727636,1,0,0,0,2,1,on,0.0004255596960662549,10,76.07245635986328,-0.688698410987854,-0.30792325735092163,120,16.190556049346924,64.17384076118469,1688847238.605625,1688847286.5885468,76.07245635986328,87.97338104248047,0.30792325735092163,43.635398864746094,60.57074737548828,4791.19921875,0.688698410987854
Mish,0.6358886016840823,2,2,0,1,0,3,off,0.00029589524491506535,95,83.44452667236328,-2.3855297565460205,-0.6210147738456726,122,50.18228578567505,1172.8404183387756,1688847272.5973554,1688848395.255068,83.44452667236328,88.10697174072266,0.6210147738456726,81.31439971923828,88.5902328491211,112253.4375,2.3855297565460205
Mish,0.1103416741749458,4,2,0,1,2,0,on,0.0006510503784745512,73,85.60359191894531,-2.6030311584472656,-0.5074356198310852,123,64.2232117652893,1134.621869802475,1688847286.63828,1688848357.036573,85.60359191894531,92.38774871826172,0.5074356198310852,73.66753387451172,85.04540252685547,107036.8828125,2.6030311584472656
ReLU,0.9051585087379398,0,0,1,4,2,1,off,0.00024791263728474633,122,69.42849731445312,-2.275087356567383,-0.27180004119873047,124,105.29817152023315,1328.3775537014008,1688847327.7132378,1688848550.7922752,69.42849731445312,95.77355194091795,0.27180004119873047,36.26969146728515,44.95847702026367,122295.578125,2.275087356567383
Hardswish,0.8913580703571762,3,2,1,0,2,3,on,0.0009459758826843256,51,28.99827003479004,-1.333561658859253,-0.5447602272033691,128,160.88015818595886,622.8869559764862,1688847383.2952273,1688847845.3016458,28.99827003479004,37.866249084472656,0.5447602272033691,94.35826873779295,27.492515563964844,46188.3125,1.333561658859253
