,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.08389522027919417,3,0,4,4,4,4,on,0.00017479396130711507,180,92.8207015991211,-2.5386059284210205,-0.0983930379152298,0,1688913331.2554672,1688915805.2097335,92.8207015991211,93.52574157714844,0.0983930379152298,11.157172203063965,90.78313446044922,247266.3125,2.5386059284210205
1,Hardswish,0.016355999412474308,0,3,3,0,2,3,off,0.0009667603033653539,8,84.37744140625,-1.3779056072235107,-0.24467448890209198,1,1688913331.6934218,1688913401.883242,84.37744140625,91.78453063964844,0.24467448890209198,49.11357879638672,82.32301330566406,6936.66259765625,1.3779056072235107
2,Hardswish,0.7746252762048376,2,1,0,4,3,2,off,0.0007204339004568635,120,51.83939743041992,-2.213772773742676,-0.535965085029602,2,1688913331.6988375,1688914532.9728308,51.83939743041992,93.4154281616211,0.535965085029602,68.85037994384766,62.37422561645508,120042.4453125,2.213772773742676
3,Hardswish,0.5767948508510832,3,4,3,3,0,2,on,0.0007522047525337838,189,92.77383422851562,-2.019421100616455,-0.3939268887042999,3,1688913331.7012684,1688915703.753004,92.77383422851562,87.2517318725586,0.3939268887042999,53.97905731201172,93.82434844970703,237120.546875,2.019421100616455
4,ReLU,0.20381264274436192,1,2,3,2,1,4,off,0.0005542492785041065,24,74.1171875,-1.6618484258651733,-0.47522595524787903,4,1688913339.4510362,1688913611.5985,74.1171875,89.796875,0.47522595524787903,69.11188507080078,64.44853210449219,27043.052734375,1.6618484258651733
5,ReLU,0.2558665792372712,2,4,3,4,4,0,off,0.00014810314241120781,183,94.20835876464844,-2.3630118370056152,-0.4591323137283325,5,1688913339.405238,1688915374.1410952,94.20835876464844,99.68608856201172,0.4591323137283325,49.98789978027344,93.79153442382812,203297.3125,2.3630118370056152
6,Mish,0.8115730293983298,4,0,1,2,2,1,on,0.00012494299360308383,66,73.2984848022461,-3.160282850265503,-0.46515315771102905,6,1688913339.5715199,1688914481.6234798,73.2984848022461,85.35558319091797,0.46515315771102905,81.6378402709961,78.89940643310547,114045.6875,3.160282850265503
7,Hardswish,0.543989350518549,0,0,3,4,1,2,on,0.0004461516173245202,43,69.38158416748047,-2.362891435623169,-0.36630770564079285,7,1688913339.5859485,1688913945.5974734,69.38158416748047,86.5606918334961,0.36630770564079285,49.24105453491211,74.265869140625,60443.296875,2.362891435623169
8,Mish,0.07113428812727458,1,3,4,3,0,1,off,5.2028503612853985e-05,113,92.40352630615234,-2.2285077571868896,-0.12803979218006134,8,1688913339.7013743,1688914504.7310512,92.40352630615234,93.03266906738281,0.12803979218006134,14.537210464477539,89.5736312866211,116340.046875,2.2285077571868896
9,Hardswish,0.8806982250179507,4,4,2,2,0,1,off,0.0003313158198205117,41,74.19749450683594,-2.253678560256958,-0.4971050024032593,9,1688913339.7221644,1688913827.6893172,74.19749450683594,90.3736343383789,0.4971050024032593,66.76984405517578,61.862300872802734,48636.23828125,2.253678560256958
