,LearningRate,WeightDecay,Activation,TrivialAugment,Op1,Op2,Op3,Op4,Op5,Op6,valid-loss,latency
0,0.33970394622877786,0.0005689815813596074,ReLU,on,1.0,1.0,1.0,0.0,0.0,3.0,86.30221939086914,0.5597643256187439
1,0.8672286147753545,0.0008028774751003897,Mish,off,3.0,0.0,0.0,3.0,0.0,1.0,15.235687255859375,1.8324470520019531
2,0.9072710526333899,0.0008207890649080929,ReLU,off,2.0,3.0,2.0,0.0,2.0,1.0,18.841529846191406,1.494449257850647
3,0.871978606055106,0.0009073836657036256,ReLU,on,2.0,0.0,3.0,1.0,2.0,1.0,16.765724182128906,1.3797941207885742
4,0.37297280705623265,0.000260365312250901,Hardswish,off,0.0,0.0,3.0,3.0,1.0,2.0,10.92730712890625,0.8133161067962646
5,0.09033741472095587,0.0004403928546848052,Hardswish,on,2.0,2.0,2.0,3.0,3.0,3.0,9.155792236328125,1.373855471611023
6,0.03870377133850817,0.0006425919844821625,ReLU,on,2.0,3.0,3.0,1.0,0.0,0.0,10.061271667480469,0.8310896158218384
7,0.35658702748363025,0.0009718754631618528,Mish,off,3.0,0.0,3.0,0.0,3.0,0.0,14.113876342773438,2.432973623275757
8,0.7460384877306164,0.0007341627517678786,Hardswish,off,3.0,3.0,3.0,0.0,3.0,3.0,15.920661926269531,1.0162564516067505
9,0.18274841992845606,0.00012322754839826607,ReLU,off,1.0,0.0,1.0,2.0,0.0,2.0,12.523406982421875,0.8568854928016663
10,0.09789164653557686,0.0007174803626631083,ReLU,off,3.0,3.0,0.0,0.0,1.0,2.0,10.24346923828125,0.8481534123420715
11,0.5469503293670858,0.000531807621049683,Hardswish,off,0.0,1.0,1.0,1.0,3.0,3.0,16.88646697998047,0.6832543611526489
12,0.2392966220242641,0.0009838709138732193,Mish,off,1.0,0.0,2.0,2.0,1.0,2.0,11.169639587402344,2.6260781288146973
13,0.6832319890744579,9.100984553908045e-05,Hardswish,off,3.0,0.0,3.0,2.0,0.0,3.0,10.961563110351562,0.909113883972168
14,0.8127525980168783,0.00031589526936279353,ReLU,on,3.0,3.0,3.0,0.0,2.0,3.0,10.991554260253906,1.0661743879318237
15,0.35542353787617126,0.0005738385775394949,ReLU,on,2.0,0.0,2.0,1.0,0.0,0.0,10.2774658203125,0.8397454619407654
16,0.7041608422450445,0.0005496030765096305,ReLU,on,1.0,1.0,0.0,3.0,3.0,3.0,16.159446716308594,0.827639639377594
17,0.5416753187618762,0.0004564758733893757,Mish,on,2.0,1.0,0.0,2.0,2.0,0.0,9.243949890136719,2.5014889240264893
18,0.4496662634986112,0.0009776158015098921,Mish,off,3.0,2.0,3.0,1.0,0.0,3.0,13.019996643066406,2.7782065868377686
19,0.41740558914938153,0.00010058631557159485,ReLU,off,3.0,2.0,0.0,3.0,0.0,1.0,12.798225402832031,0.878277063369751
20,0.6791929227139613,0.0006068069637306491,ReLU,off,2.0,1.0,1.0,3.0,3.0,0.0,21.502853393554688,0.9956141114234924
21,0.4323695549609095,0.00022602584652641234,Mish,off,1.0,2.0,3.0,3.0,1.0,0.0,10.921966552734375,2.3058762550354004
22,0.8333911839229599,0.0009882822387954342,Hardswish,off,1.0,3.0,1.0,3.0,3.0,3.0,45.00974655151367,1.220380187034607
23,0.3409311446099878,0.0003347114317061542,Hardswish,on,2.0,3.0,1.0,1.0,3.0,3.0,10.695213317871094,1.0526455640792847
24,0.8442418543116756,0.0007200845392682569,Mish,off,3.0,3.0,3.0,0.0,2.0,0.0,13.300430297851562,3.106886386871338
25,0.641145981438552,0.0004823683412346809,ReLU,off,1.0,0.0,3.0,2.0,3.0,3.0,16.608604431152344,0.9969803690910339
26,0.5739476091990666,0.0008939787292020698,ReLU,off,3.0,2.0,1.0,1.0,0.0,1.0,32.574440002441406,0.9013053774833679
27,0.5760446481218752,0.0006816613996077355,ReLU,on,3.0,3.0,0.0,3.0,2.0,3.0,10.890632629394531,1.1129096746444702
28,0.9945358855085339,0.0003695958909375673,ReLU,off,2.0,1.0,2.0,3.0,3.0,0.0,12.103103637695312,1.1156924962997437
29,0.8912263402391462,0.0002699840008275578,ReLU,on,0.0,1.0,1.0,0.0,1.0,2.0,14.462348937988281,0.6296440362930298
30,0.19354586129968365,0.0008525741428800296,ReLU,on,1.0,3.0,2.0,3.0,1.0,2.0,10.041618347167969,1.0989677906036377
31,0.4550989215185627,4.7069601227817836e-05,ReLU,on,2.0,2.0,3.0,0.0,0.0,2.0,9.711334228515625,1.122520089149475
32,0.0066683078479998,0.0008273226555370486,Hardswish,on,3.0,2.0,0.0,3.0,3.0,1.0,13.419708251953125,0.9572765827178955
33,0.21530701445876577,0.0004950295567522817,Hardswish,on,3.0,0.0,1.0,1.0,1.0,0.0,15.224952697753906,0.5752814412117004
34,0.9590942538329158,0.00032433673971611615,ReLU,off,2.0,2.0,3.0,0.0,1.0,2.0,11.253959655761719,1.211708664894104
35,0.7702358892741051,0.0008511726383929446,Mish,on,1.0,3.0,0.0,2.0,3.0,1.0,16.248207092285156,2.5175392627716064
36,0.6965838995873257,0.00034205382550562587,ReLU,off,0.0,1.0,3.0,1.0,0.0,3.0,13.750190734863281,0.6421403884887695
37,0.030098838833966614,4.3798573999374815e-05,ReLU,on,2.0,0.0,3.0,1.0,3.0,0.0,11.146064758300781,0.8277157545089722
38,0.2601653878252897,0.0009535281732731603,Hardswish,off,1.0,3.0,0.0,2.0,3.0,1.0,15.982078552246094,0.9556576013565063
39,0.4824932558587007,0.0004498785463644825,ReLU,on,3.0,0.0,1.0,0.0,3.0,0.0,12.381965637207031,0.642871618270874
40,0.6108009366012435,0.00012568632068727412,ReLU,off,0.0,0.0,1.0,2.0,0.0,2.0,10.8310546875,0.8506345152854919
41,0.6174469926171601,0.00019557402501831542,Mish,off,0.0,3.0,0.0,3.0,3.0,0.0,13.016365051269531,2.3803930282592773
42,0.37006359909367625,0.00018220863283021084,ReLU,on,3.0,2.0,2.0,3.0,3.0,1.0,10.226417541503906,1.20233154296875
43,0.3774444174585289,0.0002361709483147512,ReLU,off,2.0,3.0,3.0,1.0,0.0,0.0,10.841163635253906,0.8659276366233826
44,0.9728920239935862,0.00093309898629145,Hardswish,on,0.0,0.0,3.0,1.0,0.0,1.0,18.163658142089844,0.6898823976516724
45,0.05269739039483086,0.000502162183312815,Hardswish,on,0.0,3.0,0.0,0.0,3.0,0.0,13.45501708984375,0.5658497214317322
46,0.07952278053352779,3.088769383283526e-05,ReLU,off,2.0,2.0,0.0,1.0,2.0,0.0,11.196487426757812,0.998720109462738
47,0.6708060770986788,0.0008784037284717942,Mish,on,1.0,3.0,2.0,3.0,1.0,3.0,13.44708251953125,2.9460575580596924
48,0.6290693861822216,0.00011274033900472976,ReLU,on,0.0,0.0,1.0,1.0,3.0,1.0,16.273178100585938,0.5450232625007629
49,0.16994212384600624,0.0007274378869767167,ReLU,on,1.0,1.0,2.0,0.0,1.0,0.0,10.871902465820312,0.6435444355010986
50,0.48947302182341484,0.0008721908110593336,ReLU,on,1.0,2.0,2.0,1.0,0.0,3.0,13.716064453125,1.042967677116394
51,0.822776876434962,0.0005440878064250308,ReLU,off,0.0,1.0,2.0,1.0,0.0,3.0,12.346275329589844,0.7367441058158875
52,0.982428314561698,0.0004722917875020615,ReLU,off,1.0,1.0,1.0,2.0,1.0,2.0,88.72441482543945,1.0275260210037231
53,0.5553602530416467,0.00020570682157128488,Mish,off,3.0,3.0,0.0,0.0,0.0,2.0,10.410064697265625,2.3839409351348877
54,0.0182355674187302,0.00011786387591700148,Hardswish,off,3.0,1.0,3.0,2.0,0.0,0.0,13.454246520996094,0.8346463441848755
55,0.23326834827802564,6.918801544703557e-05,ReLU,off,2.0,3.0,0.0,0.0,1.0,3.0,11.20550537109375,0.8497653603553772
56,0.04530280581710129,0.0007523473717803351,Mish,on,0.0,0.0,1.0,3.0,2.0,2.0,9.653671264648438,2.4738011360168457
57,0.39293532076620097,0.0002122603942511813,ReLU,on,1.0,3.0,0.0,3.0,1.0,3.0,11.285743713378906,0.8502667546272278
58,0.7758773695147669,0.00016201022015881726,Hardswish,on,0.0,3.0,1.0,3.0,1.0,2.0,11.805686950683594,0.8616745471954346
59,0.08213741297977191,0.0004157790021813928,ReLU,on,3.0,1.0,0.0,1.0,2.0,2.0,9.760505676269531,0.961192786693573
60,0.5277389181010522,0.0009226838973087543,Hardswish,on,3.0,1.0,2.0,2.0,2.0,2.0,12.033355712890625,1.7683566808700562
61,0.5824536768903793,0.0001505071035511682,Mish,on,2.0,2.0,0.0,3.0,3.0,2.0,8.452308654785156,3.5112733840942383
62,0.24268418708008152,0.0007381947409578516,ReLU,on,3.0,1.0,2.0,2.0,3.0,2.0,9.60137939453125,1.356692910194397
63,0.4415614643182713,0.0002436144768614038,Hardswish,off,2.0,0.0,0.0,1.0,0.0,0.0,13.886497497558594,0.595100462436676
64,0.47355963256473355,0.00032012681745916883,ReLU,off,3.0,2.0,1.0,1.0,0.0,3.0,11.890251159667969,0.8909558057785034
65,0.6369597666371105,0.00038448122488129565,Hardswish,off,1.0,1.0,1.0,0.0,2.0,3.0,88.3747730255127,0.7328599095344543
66,0.04973672608697971,3.697773136198093e-05,Hardswish,on,0.0,0.0,2.0,0.0,0.0,1.0,11.893753051757812,0.580260157585144
67,0.6614381603809528,0.000846520236185822,ReLU,off,1.0,3.0,1.0,2.0,1.0,2.0,43.54670333862305,1.1753883361816406
68,0.3027142813926365,0.0008965179838623945,Mish,on,0.0,1.0,2.0,1.0,1.0,1.0,11.944877624511719,1.3340198993682861
69,0.223745757242165,0.00029621114124962886,Mish,on,2.0,2.0,0.0,3.0,2.0,0.0,8.832687377929688,3.2227165699005127
70,0.07230789354606147,7.526211558117233e-05,ReLU,off,0.0,2.0,0.0,3.0,3.0,3.0,11.900070190429688,0.9175302982330322
71,0.9166996652273063,0.0008658746323083686,Mish,on,1.0,2.0,3.0,2.0,0.0,0.0,14.103683471679688,3.3906116485595703
72,0.23072011556842134,0.0005122124767931864,Hardswish,on,1.0,3.0,1.0,0.0,3.0,0.0,14.510940551757812,0.6607852578163147
73,0.7650982620325959,0.0005486729659570051,Hardswish,on,0.0,2.0,2.0,1.0,0.0,3.0,10.411651611328125,0.9681679010391235
74,0.7291249151712755,0.000769512741566446,Mish,off,1.0,3.0,0.0,2.0,3.0,1.0,16.223831176757812,2.4391422271728516
75,0.5603110229772215,0.000580058788892464,ReLU,on,0.0,3.0,3.0,2.0,1.0,0.0,12.690818786621094,0.9132440090179443
76,0.2820539481713459,0.0002419749314186426,Hardswish,on,0.0,3.0,1.0,2.0,0.0,1.0,15.654693603515625,0.7577317357063293
77,0.7858804072799975,0.0005386207629764364,ReLU,off,3.0,1.0,1.0,2.0,2.0,3.0,21.16168975830078,1.1882935762405396
78,0.11982003401875611,0.00037677149714510663,ReLU,on,3.0,0.0,0.0,0.0,0.0,3.0,11.185623168945312,0.581044614315033
79,0.26462834302397487,0.00042040470599142004,Mish,off,2.0,1.0,1.0,2.0,1.0,3.0,13.35888671875,2.490461587905884
80,0.31957995913090737,0.00027854441926468626,Hardswish,off,2.0,0.0,3.0,3.0,1.0,1.0,13.531967163085938,0.9337791800498962
81,0.15653821249763483,0.0009118060816131658,ReLU,off,0.0,2.0,0.0,3.0,3.0,1.0,12.801185607910156,0.8336403369903564
82,0.125855733253158,0.00010558553248080793,Mish,off,3.0,0.0,2.0,3.0,1.0,1.0,12.368499755859375,2.2546679973602295
83,0.7530757774285372,0.000622383698575904,Hardswish,on,2.0,1.0,0.0,1.0,2.0,1.0,10.447166442871094,0.969904363155365
84,0.6323190650288155,2.7180177773946863e-05,ReLU,off,2.0,2.0,0.0,1.0,1.0,2.0,11.258369445800781,1.0962250232696533
85,0.09095358882964115,0.0006503588481333928,Hardswish,off,2.0,3.0,1.0,0.0,1.0,0.0,12.486305236816406,0.6995894312858582
86,0.18075401258441187,0.0008590919377388633,ReLU,off,0.0,3.0,1.0,0.0,0.0,0.0,16.394981384277344,0.501381516456604
87,0.15284003903171292,0.0007913225996716538,Hardswish,off,1.0,3.0,2.0,3.0,2.0,0.0,11.396438598632812,1.0328047275543213
88,0.47556666797944513,0.0006641860723779495,Mish,on,0.0,2.0,0.0,0.0,2.0,1.0,11.032470703125,1.8106162548065186
89,0.7380290029692992,0.0003749616524947327,ReLU,off,2.0,0.0,3.0,0.0,0.0,0.0,11.482772827148438,0.7139959931373596
90,0.35050117504609496,0.00039181635506755036,ReLU,on,0.0,1.0,0.0,0.0,3.0,3.0,11.988922119140625,0.6127532720565796
91,0.7174628448074409,0.00015519063738349758,ReLU,off,1.0,3.0,3.0,2.0,3.0,3.0,13.312408447265625,1.151920199394226
92,0.2925882575793273,0.0002561230266272844,ReLU,off,1.0,0.0,0.0,1.0,3.0,1.0,14.3846435546875,0.5662963390350342
93,0.6072941355194771,4.9900837888554526e-05,Hardswish,off,2.0,2.0,0.0,1.0,1.0,2.0,10.465934753417969,1.0381174087524414
94,0.8991808916905115,1.8473693135674885e-05,Hardswish,off,3.0,2.0,0.0,3.0,1.0,1.0,14.755722045898438,0.8835380673408508
95,0.9968843644116109,0.0009945923368046606,Hardswish,on,2.0,3.0,2.0,3.0,2.0,3.0,15.777076721191406,3.8484184741973877
96,0.9697676333614732,0.0003289051705274685,Mish,off,1.0,3.0,0.0,1.0,3.0,3.0,13.202743530273438,2.0642919540405273
97,0.5029303800121563,0.0005781307959407427,ReLU,on,0.0,2.0,2.0,2.0,2.0,1.0,11.069625854492188,1.264129877090454
98,0.12936801643463092,0.0009416299605428799,ReLU,off,3.0,2.0,0.0,0.0,1.0,3.0,10.196708679199219,0.8161247968673706
99,0.9443525762694662,0.0008108806977589963,ReLU,on,1.0,3.0,3.0,3.0,0.0,2.0,19.92058563232422,1.1178784370422363
100,0.14247081908573017,0.0006834934672703387,Mish,on,3.0,1.0,0.0,3.0,0.0,1.0,12.055191040039062,1.6388710737228394
101,0.9373455138792185,0.0004609440969318588,ReLU,off,1.0,1.0,2.0,2.0,1.0,2.0,14.881034851074219,1.168679118156433
102,0.9756304000307159,0.0007439185575036705,ReLU,off,2.0,1.0,0.0,1.0,2.0,1.0,13.340843200683594,1.1979855298995972
103,0.9217586527868307,0.0005151047321430368,Hardswish,on,0.0,0.0,3.0,3.0,0.0,3.0,12.492279052734375,0.730015754699707
104,0.022596832213505554,9.702281473611704e-05,Mish,on,3.0,2.0,2.0,2.0,3.0,2.0,9.738502502441406,4.373283386230469
105,0.6483464956589563,0.0007296408494790205,Mish,on,1.0,0.0,3.0,2.0,2.0,0.0,14.035537719726562,2.4621031284332275
106,0.20426523144745695,0.00018420328494669666,Hardswish,on,3.0,0.0,1.0,1.0,1.0,3.0,14.03326416015625,0.7173659205436707
107,0.9481949102641274,0.0003048213431733773,Hardswish,off,2.0,2.0,2.0,1.0,1.0,3.0,11.80224609375,1.2664198875427246
108,0.8612152138593966,0.0008225704633024946,Hardswish,on,3.0,0.0,1.0,1.0,3.0,1.0,32.90754699707031,0.7838344573974609
109,0.6041657905213608,5.798661325832861e-05,Mish,off,2.0,2.0,1.0,2.0,0.0,1.0,13.638832092285156,2.547307252883911
110,0.4106856581766776,0.0009599933923688898,ReLU,off,1.0,3.0,3.0,3.0,2.0,0.0,16.505996704101562,1.0270851850509644
111,0.06463186164138737,0.00033942987140283653,ReLU,off,0.0,0.0,1.0,2.0,2.0,3.0,11.054931640625,0.939875602722168
112,0.7912238932457761,0.0002904728549519991,ReLU,on,3.0,3.0,2.0,1.0,1.0,1.0,11.601814270019531,0.922020435333252
113,0.9003491360482786,0.0006908330282091363,Hardswish,off,1.0,3.0,0.0,2.0,2.0,2.0,11.670822143554688,1.5113399028778076
114,0.43698956435061204,0.0004074515732534527,ReLU,off,0.0,1.0,0.0,0.0,2.0,1.0,11.681289672851562,0.5622196197509766
115,0.2552314467220664,0.0009628316565803763,ReLU,on,2.0,3.0,2.0,0.0,2.0,3.0,9.772758483886719,1.3107484579086304
116,0.8277541846811862,0.0009487271815850225,Mish,off,3.0,1.0,1.0,3.0,1.0,0.0,33.821876525878906,2.3117904663085938
117,0.5370314378822214,0.0006295141039040421,ReLU,on,2.0,2.0,3.0,3.0,3.0,2.0,10.556434631347656,1.4056321382522583
118,0.14717740431736123,0.000835691306581857,ReLU,on,1.0,0.0,2.0,0.0,3.0,2.0,10.039520263671875,0.9842993021011353
119,0.6589651534435426,0.0002484039521886006,Mish,off,1.0,1.0,1.0,3.0,0.0,3.0,85.79828453063965,1.6505687236785889
120,0.36405921907848526,0.0008704335253256147,Hardswish,off,2.0,3.0,0.0,2.0,3.0,3.0,10.340255737304688,1.258727788925171
121,0.8041949308642173,0.0007629248121666686,ReLU,off,2.0,2.0,3.0,2.0,0.0,0.0,14.017204284667969,1.3141201734542847
122,0.5953503436402993,0.0002639463886974693,Hardswish,on,1.0,2.0,0.0,2.0,2.0,2.0,9.059906005859375,1.3091096878051758
123,0.7130925186355636,0.0004862172729080351,Mish,on,3.0,0.0,3.0,0.0,2.0,2.0,9.906143188476562,2.968867301940918
124,0.6225678330986129,0.0005231265447777641,Hardswish,off,2.0,2.0,2.0,2.0,1.0,0.0,11.425125122070312,1.3296068906784058
125,0.8513207042005716,0.0008833059388999424,ReLU,off,0.0,0.0,3.0,2.0,0.0,2.0,14.560577392578125,1.3108837604522705
126,0.5215674141790847,0.0002983361677579822,ReLU,on,0.0,1.0,3.0,3.0,2.0,2.0,9.876480102539062,1.0599379539489746
127,0.05624946147170087,0.0005917319028006839,ReLU,on,0.0,1.0,2.0,1.0,1.0,0.0,10.766448974609375,0.5625287294387817
128,0.1961397767650653,0.0005051203383979401,ReLU,off,2.0,3.0,2.0,0.0,1.0,0.0,10.403800964355469,0.9921802282333374
129,0.4239541481785897,0.0006032124387575045,ReLU,on,0.0,2.0,1.0,2.0,2.0,3.0,11.316184997558594,1.2407780885696411
130,0.8092466939152282,0.000401885455069338,ReLU,on,2.0,1.0,1.0,3.0,2.0,0.0,13.562026977539062,1.0089153051376343
131,0.18811136698392886,0.0007100788839378431,Hardswish,on,1.0,2.0,1.0,3.0,2.0,3.0,13.4935302734375,1.1321710348129272
132,0.7452132788877701,0.0006104876156651118,Mish,on,3.0,2.0,0.0,2.0,3.0,1.0,11.464057922363281,3.3148341178894043
133,0.16394876722407759,0.00036071724226368403,ReLU,on,2.0,0.0,1.0,2.0,2.0,3.0,9.303947448730469,1.1716134548187256
134,0.8837324349550394,0.0007546039820107956,ReLU,off,0.0,2.0,0.0,1.0,3.0,0.0,15.969970703125,0.812129557132721
135,0.10279633531831237,0.00042656658965301703,ReLU,off,0.0,2.0,2.0,1.0,3.0,0.0,10.772758483886719,0.9036981463432312
136,0.2877308753374563,0.0006758909022034402,ReLU,off,1.0,3.0,0.0,3.0,3.0,1.0,14.111907958984375,0.8115057945251465
137,0.3817270845647091,0.0005599046294733229,Hardswish,off,2.0,1.0,2.0,1.0,1.0,2.0,12.231575012207031,1.164212942123413
138,0.2661637746216917,0.00023108334344083218,ReLU,off,3.0,2.0,2.0,2.0,1.0,3.0,10.102218627929688,1.3110105991363525
139,0.511281344101719,0.000634029696047792,Mish,on,3.0,0.0,3.0,1.0,1.0,3.0,12.831077575683594,2.2548186779022217
140,0.878802213591968,0.000136430193055082,Mish,on,3.0,1.0,2.0,2.0,1.0,1.0,10.776985168457031,2.6553614139556885
141,0.5318075500988872,6.300100263167078e-05,Hardswish,on,2.0,0.0,2.0,1.0,2.0,1.0,9.776046752929688,1.0975292921066284
142,0.7090004428371008,1.4842148019134773e-05,Mish,off,2.0,3.0,3.0,1.0,0.0,1.0,13.01165771484375,2.188481569290161
143,0.06829499643766444,0.00035397596483369707,Hardswish,on,2.0,1.0,3.0,2.0,0.0,1.0,10.143692016601562,0.9918017387390137
144,0.24634764932662145,0.0003106543792515477,Hardswish,on,1.0,2.0,1.0,1.0,0.0,1.0,83.77300071716309,0.648026168346405
145,0.49806778118692296,0.0006457939142135372,Mish,off,3.0,2.0,2.0,0.0,3.0,0.0,11.636680603027344,3.0778889656066895
