,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,Hardswish,0.5269922823784586,2,4,3,3,3,0,on,0.0006260464949488,88.64325714111328,-1.62363600730896,7,0.0577797889709472,0.6101360321044922,1684457432.41699,1684457432.9689844
1,ReLU,0.9916547068410968,2,1,1,1,4,4,on,0.0009713981536581,"[54.33347702026367, -3.040877103805542]","[54.33347702026367, -3.040877103805542]",4,0.0553796291351318,0.6079726219177246,1684457432.4145868,1684457432.966966
2,Mish,0.6704884090616248,3,2,2,4,0,3,on,0.000143592199744,90.65419006347656,-3.4084200859069824,9,0.6603984832763672,0.6837875843048096,1684457433.0196035,1684457433.042744
3,Hardswish,0.1914527017533006,1,1,4,4,2,4,off,0.0009156415042943,"[70.26141357421875, -2.410602569580078]","[70.26141357421875, -2.410602569580078]",0,0.0530722141265869,0.6188309192657471,1684457432.4122922,1684457432.9778018
4,Hardswish,0.0346375676121655,0,2,1,2,0,4,on,0.0005906331267254,"[87.46163940429688, -1.4024043083190918]","[87.46163940429688, -1.4024043083190918]",1,0.0536835193634033,0.6242117881774902,1684457432.4128916,1684457432.9832096
5,Hardswish,0.1090391899137324,4,4,3,3,4,2,on,0.0004472109891517,"[86.2679672241211, -2.663740873336792]","[86.2679672241211, -2.663740873336792]",10,0.6609628200531006,0.68353271484375,1684457433.0201645,1684457433.0426216
6,Mish,0.5359837227672231,2,1,1,2,3,4,on,0.0002777143121625,"[88.31421661376953, -2.9297947883605957]","[88.31421661376953, -2.9297947883605957]",11,,,,
7,Hardswish,0.8938508109884321,4,3,2,0,3,4,off,0.000371685394285,"[82.3204116821289, -2.086633682250977]","[82.3204116821289, -2.086633682250977]",2,0.0546913146972656,0.6141767501831055,1684457432.413899,1684457432.973161
8,Mish,0.6446763458528791,2,3,3,3,2,1,off,0.0008279577608267,"[86.59477996826172, -3.894839286804199]","[86.59477996826172, -3.894839286804199]",3,0.0550770759582519,0.6171965599060059,1684457432.414284,1684457432.976191
9,Hardswish,0.0439482265818906,1,1,1,1,4,3,on,0.000352567761238,"[14.344715118408203, -1.085321068763733]","[14.344715118408203, -1.085321068763733]",5,0.056065559387207,0.6140704154968262,1684457432.4152732,1684457432.973066
10,Mish,0.7239040396572827,4,3,2,2,4,3,off,0.0002719397233104,"[87.05987548828125, -4.070309162139893]","[87.05987548828125, -4.070309162139893]",6,0.0575997829437255,0.6181275844573975,1684457432.416807,1684457432.9771223
11,ReLU,0.5551036184790986,4,0,2,0,0,3,off,0.0008109525361498,"[81.5063247680664, -1.3553674221038818]","[81.5063247680664, -1.3553674221038818]",8,0.6555798053741455,0.6787786483764648,1684457433.014784,1684457433.0378609
12,Mish,0.008263930307807,2,4,4,3,3,3,off,0.0001861285504457,84.81023406982422,-4.094212532043457,20,0.7331147193908691,0.7566609382629395,1684457433.0923183,1684457433.1156218
13,ReLU,0.1637141797980742,3,0,3,1,3,4,on,0.0008873669877183,"[87.48255920410156, -1.333270788192749]","[87.48255920410156, -1.333270788192749]",12,0.6644704341888428,0.6873526573181152,1684457433.023673,1684457433.0464375
14,Mish,0.4662900947050257,3,0,1,4,4,3,off,0.000483766286175,"[87.08926391601562, -2.607533693313598]","[87.08926391601562, -2.607533693313598]",13,0.6653764247894287,0.6892344951629639,1684457433.0245812,1684457433.0483117
15,ReLU,0.1699856828759169,0,1,4,1,1,3,off,0.0003617370270463,"[80.28430938720703, -1.087178111076355]","[80.28430938720703, -1.087178111076355]",14,0.6662700176239014,0.6900372505187988,1684457433.0254738,1684457433.0491192
16,Mish,0.3929185786610236,2,3,2,2,0,0,on,0.0002689768817981,"[90.70036315917967, -3.2347443103790283]","[90.70036315917967, -3.2347443103790283]",15,0.672274112701416,0.6956160068511963,1684457433.0314777,1684457433.054697
17,Mish,0.2529119481572978,1,4,3,2,4,4,on,0.0007697363814977,"[83.6092758178711, -3.478294849395752]","[83.6092758178711, -3.478294849395752]",16,0.7253122329711914,0.7484803199768066,1684457433.084514,1684457433.1075644
18,Hardswish,0.316663634780116,0,1,4,2,2,3,on,0.0008544511510484,"[88.10054016113281, -1.5778398513793943]","[88.10054016113281, -1.5778398513793943]",17,0.7290933132171631,0.7515504360198975,1684457433.0882936,1684457433.1106377
19,Mish,0.166490609227328,2,0,3,2,0,4,on,0.0006398398886431,"[89.29867553710938, -3.0264954566955566]","[89.29867553710938, -3.0264954566955566]",18,0.7305953502655029,0.7532858848571777,1684457433.0897968,1684457433.11237
20,Hardswish,0.706530182816164,1,3,3,1,0,2,on,0.0006007859861725,"[88.12893676757812, -0.9328218698501588]","[88.12893676757812, -0.9328218698501588]",19,0.7318170070648193,0.7540640830993652,1684457433.0910172,1684457433.1131546
21,Hardswish,0.5661360148351494,4,4,3,0,2,4,off,0.0008492651851017,70.20588684082031,-2.4172635078430176,29,0.8053500652313232,0.8280849456787109,1684457433.1645532,1684457433.1870651
22,Hardswish,0.5895738300575936,3,2,3,1,0,3,on,0.0005409979574175,"[89.07658386230469, -1.005313754081726]","[89.07658386230469, -1.005313754081726]",21,0.7351927757263184,0.7581276893615723,1684457433.0943944,1684457433.117213
23,ReLU,0.0194696057269165,4,2,0,3,0,0,on,0.0009076972864687,"[84.80127716064453, -1.2673321962356567]","[84.80127716064453, -1.2673321962356567]",22,0.7365317344665527,0.7604763507843018,1684457433.0957344,1684457433.1195598
24,Mish,0.1196621976199164,4,2,3,1,0,3,off,0.0003190211576538,"[88.02250671386719, -2.9008147716522217]","[88.02250671386719, -2.9008147716522217]",23,0.7424318790435791,0.7653651237487793,1684457433.1016335,1684457433.1244524
25,Mish,0.402816203433157,3,3,1,2,3,2,on,0.0007359257514837,"[88.66122436523438, -3.726823568344116]","[88.66122436523438, -3.726823568344116]",24,0.7954123020172119,0.8178436756134033,1684457433.1546135,1684457433.176932
26,Mish,0.7497713576980569,3,4,3,4,2,2,off,0.0007030006836257,"[87.05220031738281, -4.231440544128418]","[87.05220031738281, -4.231440544128418]",25,0.7971925735473633,0.8196196556091309,1684457433.1563928,1684457433.1787086
27,ReLU,0.01687428482615,2,0,3,0,0,3,off,0.0003637480310441,"[87.23652648925781, -0.7741072177886963]","[87.23652648925781, -0.7741072177886963]",26,0.7989404201507568,0.8211054801940918,1684457433.1581402,1684457433.1801956
28,ReLU,0.4775800602220533,0,2,3,2,0,3,on,0.0002437436376923,"[90.09529876708984, -1.0417015552520752]","[90.09529876708984, -1.0417015552520752]",27,0.7990190982818604,0.8215720653533936,1684457433.1582198,1684457433.1806576
29,Hardswish,0.7133274854423588,4,3,2,4,4,0,off,0.0005004944261332,"[80.53547668457031, -2.6279006004333496]","[80.53547668457031, -2.6279006004333496]",28,0.8041620254516602,0.8268148899078369,1684457433.1633625,1684457433.1858993
30,Hardswish,0.0085385629547551,2,0,3,3,4,4,on,0.0006585885270092,86.8951644897461,-2.031829833984375,36,0.9994947910308838,1.0236694812774658,1684457433.3587098,1684457433.3826225
31,ReLU,0.7042919402430664,0,0,2,1,4,3,on,0.0005795402411814,"[87.16358184814453, -1.4025812149047852]","[87.16358184814453, -1.4025812149047852]",30,0.8068804740905762,0.8297641277313232,1684457433.1660824,1684457433.1888452
