p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc
Mish,0.0828768351952267,2,0,0,3,4,1,off,9.403696839532326e-05,196,94.34934997558594,-1.9955798387527464,-0.3628755807876587,74,1559.9254841804504,3743.4454498291016,1691538684.1170733,1691540867.6366675,0.3628755807876587,218344.296875,1.9955798387527464,53.68679428100586,94.34934997558594,99.92350769042967,93.44049835205078
Hardswish,0.3467161454676779,4,1,2,2,2,0,off,4.847756222817024e-05,147,93.27761840820312,-1.485782504081726,-0.7347813844680786,75,1591.3741219043732,2760.5917422771454,1691538715.5657153,1691539884.782989,0.7347813844680786,116909.4765625,1.485782504081726,101.76457214355467,93.27761840820312,99.18865203857422,91.46131134033205
ReLU,0.8466490621546172,2,0,3,4,0,0,on,0.00010473780379470084,178,92.5276336669922,-2.1170172691345215,-0.3908861577510834,78,1668.3201370239258,3556.3224210739136,1691538792.511721,1691540680.5136552,0.3908861577510834,188787.890625,2.1170172691345215,39.68936920166016,92.5276336669922,95.52687072753906,89.24701690673828
Mish,0.7208331056411932,3,3,1,4,0,4,off,0.0008642147323609613,109,52.52073287963867,-3.0896756649017334,-0.12510527670383453,8,0.1427001953125,2299.0303089618683,1691537124.3343089,1691539423.2214134,0.12510527670383453,229705.71875,3.0896756649017334,15.317564010620115,52.52073287963867,66.94720458984375,59.05021286010742
Mish,0.012178961099386966,0,1,0,4,0,2,on,0.000971484689631381,200,94.20260620117188,-2.0937094688415527,-0.3463094234466553,80,1708.104050397873,3651.2411375045776,1691538832.2956388,1691540775.4323332,0.3463094234466553,194301.40625,2.0937094688415527,41.60993576049805,94.20260620117188,95.23504638671876,93.5521469116211
Hardswish,0.4223874462950884,1,3,0,4,2,0,on,0.0008503701233684441,192,90.60468292236328,-1.4763593673706057,-0.20670051872730255,81,1795.54287648201,3728.46555352211,1691538919.7344618,1691540852.6567793,0.20670051872730255,193279.90625,1.4763593673706057,51.900238037109375,90.60468292236328,74.15290832519531,90.5009307861328
Hardswish,0.6973947091862851,0,1,0,3,0,3,off,0.0008786851117741636,164,85.57508087158203,-1.3311113119125366,-0.1212186962366104,83,1909.136885881424,3324.1187834739685,1691539033.328473,1691540448.3099551,0.1212186962366104,141485.828125,1.3311113119125366,14.988497734069824,85.57508087158203,90.74137115478516,63.401084899902344
Hardswish,0.672285508256765,0,2,0,4,0,1,on,0.000592578412743366,187,92.27394104003906,-1.304490566253662,-0.2929524779319763,84,1941.3711597919464,3555.318541765213,1691539065.5627494,1691540679.5097888,0.2929524779319763,161382.453125,1.304490566253662,44.734710693359375,92.27394104003906,91.05812072753906,91.47727966308594
Hardswish,0.8740998183585208,1,3,0,4,0,3,off,0.0005212087248652039,167,78.46012878417969,-1.4898171424865725,-0.1131066232919693,85,1946.979505300522,3282.592966079712,1691539071.17109,1691540406.7842095,0.1131066232919693,133549.0,1.4898171424865725,12.934240341186523,78.46012878417969,89.99333190917969,81.69628143310547
Hardswish,0.4766389298503233,1,4,0,4,1,2,off,0.000909686003382775,197,92.11953735351562,-2.2725651264190674,-0.3269400894641876,86,1948.9520421028135,3504.388133764267,1691539073.1436284,1691540628.579358,0.3269400894641876,155531.28125,2.2725651264190674,42.99665832519531,92.11953735351562,85.91658782958984,92.82042694091795
Hardswish,0.41189826167042937,1,2,0,2,3,3,off,8.127402733324082e-05,183,94.08301544189452,-1.365790843963623,-0.39290621876716614,87,1958.0765972137451,3444.7798562049866,1691539082.268185,1691540568.9710734,0.39290621876716614,148658.03125,1.365790843963623,74.39917755126953,94.08301544189452,99.60816192626952,93.3694839477539
Hardswish,0.4547848936533853,3,0,0,0,4,1,off,6.681807816397677e-05,190,94.06248474121094,-1.3494081497192385,-0.09846846759319304,89,1996.775337934494,3533.432623386383,1691539120.9669223,1691540657.623868,0.09846846759319304,153653.421875,1.3494081497192385,11.482779502868652,94.06248474121094,96.2961883544922,84.52079772949219
Hardswish,0.6210959636885857,1,2,0,4,0,1,on,0.0009318153063925182,184,77.09306335449219,-1.9369913339614868,-0.3036193549633026,90,2046.397702217102,3622.617854595184,1691539170.58929,1691540746.809089,0.3036193549633026,157609.703125,1.9369913339614868,41.88478088378906,77.09306335449219,77.18560791015625,74.35604858398438
Hardswish,0.3585892861262714,0,1,2,0,0,1,on,0.0008632260455351725,195,92.2803726196289,-1.062618851661682,-0.33300626277923584,96,2301.046877145767,3605.4931440353394,1691539425.2384613,1691540729.684364,0.33300626277923584,130432.2734375,1.062618851661682,50.21430969238281,92.2803726196289,94.84569549560548,92.1851043701172
ReLU,0.5127562325584927,0,0,0,4,0,0,off,7.655466467786975e-05,189,94.27273559570312,-0.8892335295677185,-0.09227438271045683,99,2539.6551020145416,3621.746859073639,1691539663.8466854,1691540745.9380977,0.09227438271045683,108196.8515625,0.8892335295677185,10.680482864379885,94.27273559570312,96.81431579589844,92.41778564453124
Mish,0.9550428501051582,0,3,0,0,0,1,on,9.969431151416144e-05,195,94.00654602050781,-2.3159754276275635,-0.15658073127269745,128,3767.5329208374023,6001.589796066284,1691540891.724507,1691543125.7804554,0.15658073127269745,223393.28125,2.3159754276275635,11.442232131958008,94.00654602050781,88.83694458007812,92.14686584472656
Hardswish,0.8935452896866103,0,3,0,4,0,0,on,0.0006164661551955222,190,91.25711822509766,-1.4310815334320068,-0.1293463110923767,100,2550.965580224991,4236.49350643158,1691539675.1571646,1691541360.6846764,0.1293463110923767,168545.875,1.4310815334320068,11.911731719970703,91.25711822509766,86.0351333618164,93.91793823242188
Hardswish,0.661443894654343,1,4,0,4,0,2,on,0.0007420179823006462,160,90.58504486083984,-1.826018452644348,-0.34251341223716736,101,2550.970899581909,3937.253713130951,1691539675.1624858,1691541061.4449975,0.34251341223716736,138621.625,1.826018452644348,44.772972106933594,90.58504486083984,82.9959716796875,90.119384765625
Hardswish,0.5367594683965722,1,3,0,4,3,2,off,0.0005299661186494882,199,88.37136840820312,-1.569455862045288,-0.360499769449234,102,2590.3186202049255,4615.667514324188,1691539714.5102034,1691541739.8022048,0.360499769449234,202523.96875,1.569455862045288,47.23859786987305,88.37136840820312,98.08343505859376,92.79086303710938
Hardswish,0.7742695831662926,1,2,0,3,0,3,off,0.0006216083440743909,183,93.87081909179688,-1.1809474229812622,-0.3087056875228882,103,2617.459123849869,4327.529678106308,1691539741.6507082,1691541451.7208462,0.3087056875228882,170994.703125,1.1809474229812622,51.07364273071289,93.87081909179688,95.85089111328124,81.705078125
Hardswish,0.7194680273148594,1,3,3,4,1,3,off,0.0006061159133304792,195,91.35546875,-1.5990475416183472,-0.1468678116798401,104,2627.9246685504913,5430.651447296143,1691539752.1162524,1691542554.8424685,0.1468678116798401,280260.34375,1.5990475416183472,17.52385139465332,91.35546875,94.4850845336914,93.14991760253906
Hardswish,0.6734928994376771,1,2,0,4,0,2,off,0.0005820201816777596,187,93.85325622558594,-1.521705150604248,-0.6359432935714722,105,2683.081898212433,4131.061933994293,1691539807.2734864,1691541255.1917794,0.6359432935714722,144777.84375,1.521705150604248,60.77962493896485,93.85325622558594,97.4433135986328,90.94121551513672
Hardswish,0.6839854874907287,0,3,0,4,2,1,off,0.0009828399094932365,181,86.5373306274414,-2.0373942852020264,-0.2716658413410187,106,2760.81737613678,4661.640204906464,1691539885.0089674,1691541785.8312232,0.2716658413410187,190069.9375,2.0373942852020264,44.84014892578125,86.5373306274414,52.88728713989258,73.15966033935547
ReLU,0.845480883947289,2,0,1,4,1,0,off,0.00010478850881119634,192,90.67874145507812,-1.7656735181808472,-0.255540132522583,107,2909.2668204307556,4856.33297085762,1691540033.4584048,1691541980.5128803,0.255540132522583,194693.109375,1.7656735181808472,37.181243896484375,90.67874145507812,99.46609497070312,93.12208557128906
Hardswish,0.9078763511582528,1,3,0,4,0,0,on,0.0005266533547684779,199,84.53968048095703,-1.879701852798462,-0.09501511603593826,108,2915.4307034015656,4487.737512111664,1691540039.622289,1691541611.9286842,0.09501511603593826,157228.25,1.879701852798462,11.0671968460083,84.53968048095703,63.962406158447266,92.17268371582033
Hardswish,0.6246747172610625,0,4,0,4,3,3,off,0.0005324569549379689,196,84.00630950927734,-1.7891854047775269,-0.12592807412147522,109,2987.148524284363,5002.63992190361,1691540111.3401077,1691542126.8309462,0.12592807412147522,201536.8125,1.7891854047775269,14.671424865722656,84.00630950927734,97.67436981201172,91.89964294433594
ReLU,0.7364261612076758,3,0,3,4,1,4,off,2.8393575842624944e-05,200,92.67745971679688,-1.9636940956115725,-0.1302094608545303,110,3071.436188220978,5445.371405363083,1691540195.6277754,1691542569.5623968,0.1302094608545303,237381.171875,1.9636940956115725,13.632712364196776,92.67745971679688,98.85725402832033,93.52104949951172
Hardswish,0.8027693829913576,0,1,1,4,0,3,off,0.0006314254315266844,191,86.79963684082031,-1.484211564064026,-0.08733066916465759,111,3103.8530304431915,5136.618302345276,1691540228.044617,1691542260.8093174,0.08733066916465759,203267.609375,1.484211564064026,10.619133949279783,86.79963684082031,92.76870727539062,88.41209411621094
Hardswish,0.7575965991146753,0,4,2,4,0,1,off,0.0006605354149747303,190,93.4072494506836,-2.614359140396118,-0.2710426151752472,112,3112.530811548233,5016.573817491531,1691540236.7223997,1691542140.764967,0.2710426151752472,190391.9375,2.614359140396118,39.80502700805664,93.4072494506836,98.68994903564452,74.44100952148438
ReLU,0.5345925562541423,0,0,2,1,4,0,on,6.864236486215356e-05,194,94.36910247802734,-1.7224451303482056,-0.39990946650505066,113,3158.291750907898,4867.99804019928,1691540282.4833426,1691541992.1303616,0.39990946650505066,170950.6875,1.7224451303482056,40.10177230834961,94.36910247802734,97.05899047851562,94.21035766601562
Hardswish,0.6386503403321534,0,4,1,4,0,0,off,0.000520679080412436,196,91.91789245605467,-1.3840363025665283,-0.08695891499519348,114,3165.6467249393463,5141.441937446594,1691540289.8383093,1691542265.632934,0.08695891499519348,197567.28125,1.3840363025665283,11.241482734680176,91.91789245605467,95.60115814208984,91.31582641601562
Hardswish,0.702263130589108,0,2,0,3,0,4,on,0.0005947068541512987,189,84.4888916015625,-1.3304760456085205,-0.33061710000038147,115,3282.822931528091,5561.873032569885,1691540407.0145152,1691542686.0641942,0.33061710000038147,227892.65625,1.3304760456085205,50.67852783203125,84.4888916015625,92.32119750976562,92.32316589355467
ReLU,0.7448804174502047,0,1,1,4,1,0,off,1.019762399639262e-05,117,87.73579406738281,-1.2371233701705933,-0.038174860179424286,116,3324.34916973114,4116.445690393448,1691540448.5407565,1691541240.6368392,0.038174860179424286,79197.28125,1.2371233701705933,11.647412300109863,87.73579406738281,95.37191009521484,85.33147430419922
ReLU,0.94137970368176,0,2,4,0,1,0,on,9.400359575454884e-05,182,92.51107788085938,-3.1828057765960693,-0.46881377696990967,118,3504.6195092201233,5088.4280705451965,1691540628.8110952,1691542212.6192076,0.46881377696990967,158371.1875,3.1828057765960693,54.276397705078125,92.51107788085938,94.64927673339844,88.15742492675781
Mish,0.8617700868205236,1,1,1,0,2,1,on,2.8536035424376485e-05,187,32.381317138671875,-2.732618808746338,-0.3612815141677856,119,3533.6619403362274,5820.869327068329,1691540657.8535354,1691542945.060329,0.3612815141677856,228712.984375,2.732618808746338,42.91199493408203,32.381317138671875,40.04741287231445,26.3599796295166
Mish,0.6622664182003593,4,0,1,0,1,1,off,9.063762248912168e-05,129,78.87496948242188,-2.461937189102173,-0.09485720843076706,120,3555.5489268302917,4783.556974172592,1691540679.740518,1691541907.748166,0.09485720843076706,122788.5546875,2.461937189102173,9.464113235473633,78.87496948242188,72.991455078125,70.3130874633789
Hardswish,0.8251467333023574,3,0,1,0,1,1,on,0.0007345151422387556,199,39.162166595458984,-1.3690695762634275,-0.09302198886871338,122,3605.723777770996,5057.078620672226,1691540729.915362,1691542181.2697797,0.09302198886871338,145123.125,1.3690695762634275,8.865235328674316,39.162166595458984,41.92099380493164,50.33919143676758
ReLU,0.7372863547912079,0,0,0,0,2,0,off,1.1678552047784738e-05,137,90.97210693359376,-1.1917918920516968,-0.2490255981683731,123,3621.9777710437775,4865.149326324463,1691540746.1693535,1691541989.3404856,0.2490255981683731,124304.8203125,1.1917918920516968,42.922889709472656,90.97210693359376,98.63697814941406,89.81259155273438
Mish,0.568813920928674,1,1,1,3,4,3,off,2.982406750015452e-05,188,86.340576171875,-2.085690975189209,-0.13825590908527374,125,3651.474486589432,5764.075155973434,1691540775.6660726,1691542888.266107,0.13825590908527374,211247.765625,2.085690975189209,11.7545804977417,86.340576171875,92.92546844482422,72.91902923583984
ReLU,0.8099899073510359,0,4,1,2,0,0,off,3.080429516962307e-05,187,93.06510162353516,-1.2407033443450928,-0.30793067812919617,129,3836.458080768585,5511.175084114075,1691540960.6496687,1691542635.3662455,0.30793067812919617,167459.328125,1.2407033443450928,45.365570068359375,93.06510162353516,99.67263793945312,79.17546844482422
Hardswish,0.8905191720108928,0,0,4,1,2,0,on,0.00020910042811940423,185,88.92479705810547,-1.8295025825500488,-0.16753622889518738,130,3871.845689535141,5603.254925489426,1691540996.0372813,1691542727.446,0.16753622889518738,173126.65625,1.8295025825500488,34.24112319946289,88.92479705810547,93.9563217163086,92.1368408203125
ReLU,0.7108672661290486,0,0,0,4,4,0,on,0.00041884392986936327,191,92.07225036621094,-1.7068588733673096,-0.09321707487106325,131,3880.739002704621,5678.116657972336,1691541004.9305923,1691542802.3078623,0.09321707487106325,179718.203125,1.7068588733673096,9.946127891540527,92.07225036621094,92.84362030029295,91.26306915283205
ReLU,0.5553410946176669,0,4,0,3,3,1,off,0.000731233253218974,186,82.2284164428711,-2.0632951259613037,-0.12476113438606262,132,3900.813930749893,5509.895701885223,1691541025.0055206,1691542634.065317,0.12476113438606262,160893.4375,2.0632951259613037,15.745713233947754,82.2284164428711,95.04530334472656,93.48621368408205
ReLU,0.7380208585686137,1,3,1,1,2,1,on,8.813239714711068e-05,187,81.25373077392578,-1.379812479019165,-0.3636644780635834,133,3937.579588651657,5588.266233444214,1691541061.7711778,1691542712.4574103,0.3636644780635834,165047.78125,1.379812479019165,46.52277755737305,81.25373077392578,21.031747817993164,46.83985900878906
Hardswish,0.845339383307419,4,3,0,0,3,1,off,0.0001877881697130108,187,92.90153503417967,-1.5694173574447632,-0.1082741841673851,134,3948.383437156677,5561.929893016815,1691541072.5750232,1691542686.1212163,0.1082741841673851,161334.09375,1.5694173574447632,13.539796829223633,92.90153503417967,96.6628875732422,91.6363296508789
ReLU,0.5735356486052136,0,0,1,1,1,1,on,0.0008194427836394854,191,38.45197677612305,-1.234241247177124,-0.09381473064422607,137,4080.5771231651306,5514.965932846069,1691541204.7687085,1691542639.1571882,0.09381473064422607,143426.53125,1.234241247177124,8.461392402648926,38.45197677612305,18.543846130371097,77.88302612304688
ReLU,0.930333311126872,0,0,1,4,0,0,off,0.000506069821585077,187,88.86663818359375,-1.640491247177124,-0.08388008177280426,138,4116.681925296783,5694.30042052269,1691541240.8735125,1691542818.4916418,0.08388008177280426,157749.46875,1.640491247177124,8.922945022583008,88.86663818359375,90.11101531982422,89.59906768798828
ReLU,0.9205753420131272,4,0,1,0,0,1,off,0.00019150160980905043,189,86.43296813964844,-1.2542343139648438,-0.0753658264875412,141,4327.767148017883,5703.063024520874,1691541451.9587328,1691542827.2542624,0.0753658264875412,137517.21875,1.2542343139648438,8.355018615722656,86.43296813964844,89.70348358154297,79.86959075927734
ReLU,0.47622715783427777,0,0,0,0,3,1,off,0.0005982804846709882,186,78.8580093383789,-0.957721710205078,-0.10817591100931168,142,4357.7998197078705,5651.287944316864,1691541481.991407,1691542775.4791884,0.10817591100931168,129329.90625,0.957721710205078,11.960681915283203,78.8580093383789,92.40570831298828,92.0182647705078
ReLU,0.850495471602734,0,4,1,4,1,0,off,0.0002187598196603836,74,72.33460998535156,-1.9859280586242676,-0.09470197558403017,151,4868.460755348206,5643.798002004623,1691541992.6523485,1691542767.9892328,0.09470197558403017,77511.828125,1.9859280586242676,11.038042068481444,72.33460998535156,70.61251831054688,58.95634841918945
ReLU,0.7638919369395885,3,0,3,4,2,2,off,4.067547495741513e-05,175,93.93209838867188,-2.638500928878784,-0.6472117304801941,76,1621.6926712989807,3900.579137325287,1691538745.884268,1691541024.7702446,0.6472117304801941,227876.3125,2.638500928878784,84.56220245361328,93.93209838867188,99.10575103759766,93.53670501708984
ReLU,0.6763017007414931,3,0,4,4,2,0,on,9.018691206514332e-05,199,94.3299560546875,-2.098429918289185,-0.3207651376724243,77,1626.9240882396698,3966.153374195099,1691538751.115672,1691541090.3445127,0.3207651376724243,233910.578125,2.098429918289185,49.43120193481445,94.3299560546875,95.10313415527344,93.6733856201172
Hardswish,0.5615929469832819,0,3,0,3,2,0,off,0.0007282410122839085,190,93.45526885986328,-1.182102918624878,-0.2792298495769501,82,1883.582099199295,3871.516514539718,1691539007.7736833,1691540995.701408,0.2792298495769501,198780.5,1.182102918624878,53.98617172241211,93.45526885986328,98.35232543945312,93.3762435913086
Hardswish,0.09000113868439091,1,4,0,4,2,3,off,0.0004708894273543791,199,93.80296325683594,-1.5939273834228516,-0.22148045897483823,88,1963.947802066803,3948.048644542694,1691539088.139385,1691541072.239799,0.22148045897483823,198397.78125,1.5939273834228516,51.646507263183594,93.80296325683594,99.39688873291016,93.66182708740234
Hardswish,0.563662020767873,0,4,3,4,0,0,off,0.000637756510282754,198,93.53239440917967,-1.457007646560669,-0.09665407240390778,91,2048.4510312080383,4454.364260196686,1691539172.6426165,1691541578.5554168,0.09665407240390778,240585.40625,1.457007646560669,13.265663146972656,93.53239440917967,95.94627380371094,92.79993438720705
Hardswish,0.577601655260525,1,3,0,4,3,3,off,0.0005875919226485349,196,94.19510650634766,-1.5708439350128174,-0.13532713055610657,92,2085.7335517406464,4080.340170145035,1691539209.925136,1691541204.5313468,0.13532713055610657,199448.328125,1.5708439350128174,17.023534774780273,94.19510650634766,90.86418914794922,91.84542083740234
ReLU,0.13646811754273114,1,1,0,4,3,1,on,0.00010556679568843334,190,92.8729476928711,-1.0488687753677368,-0.11506880074739456,93,2177.4171812534332,3880.369539260864,1691539301.608765,1691541004.5155504,0.11506880074739456,170277.046875,1.0488687753677368,12.032780647277832,92.8729476928711,89.70643615722656,89.27088165283203
Mish,0.6149900155112894,0,1,4,4,0,1,off,0.0009348540009874914,195,91.77555084228516,-2.1749942302703857,-0.09543117880821228,94,2192.104402780533,4848.030225038528,1691539316.2959874,1691541972.2213871,0.09543117880821228,265580.21875,2.1749942302703857,10.90309715270996,91.77555084228516,91.16919708251952,89.98726654052734
Hardswish,0.5718040353033246,2,3,4,4,3,3,off,0.0006331113144676764,190,87.21229553222656,-2.197624921798706,-0.4614849686622619,95,2299.2542049884796,4357.469003200531,1691539423.445789,1691541481.660155,0.4614849686622619,205811.953125,2.197624921798706,51.06584930419922,87.21229553222656,99.22711944580078,94.01277923583984
Hardswish,0.3901546615250929,1,0,0,1,4,1,on,0.00011370799115574048,186,93.8989028930664,-0.9092522859573364,-0.06816032528877258,97,2304.8389863967896,3836.0959026813503,1691539429.0305796,1691540960.2871294,0.06816032528877258,153113.328125,0.9092522859573364,7.495612144470215,93.8989028930664,90.37261199951172,87.25006866455078
Hardswish,0.6761573921476877,0,4,0,4,0,3,off,0.0004975314051372236,186,83.91172790527344,-1.3046908378601074,-0.10319440066814424,98,2327.395720243454,3993.872546195984,1691539451.587305,1691541118.062135,0.10319440066814424,166635.234375,1.3046908378601074,12.960436820983888,83.91172790527344,96.9833526611328,92.82476806640624
