,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.8781626509367267,0,0,0,4,4,2,off,0.0001577954896903121,4,61.95590591430664,-1.3419476747512817,-0.36494773626327515,0,1688979081.7705917,1688979126.7589736,61.95590591430664,76.73477935791016,0.36494773626327515,42.213226318359375,62.897621154785156,4365.94287109375,1.3419476747512817
1,ReLU,0.9237465464890426,2,2,0,1,4,2,on,6.731271935686397e-05,72,87.19519805908203,-2.1559767723083496,-0.7352643609046936,1,1688979085.8947392,1688979768.6690228,87.19519805908203,91.84710693359375,0.7352643609046936,76.69017791748047,85.09410858154297,68231.4296875,2.1559767723083496
2,ReLU,0.7184821551659024,3,4,2,4,2,1,on,0.0005812600118065921,142,55.75559997558594,-2.7587733268737793,-0.7285662293434143,2,1688979086.489046,1688980699.2038739,55.75559997558594,83.0356674194336,0.7285662293434143,76.6563720703125,81.86309051513672,161238.6875,2.7587733268737793
3,Hardswish,0.41503262484681935,4,4,1,3,3,1,off,0.0008998672563323534,31,11.786094665527344,-1.7499351501464844,-0.11155004799365997,3,1688979087.500666,1688979427.089579,11.786094665527344,66.5796127319336,0.11155004799365997,14.56415843963623,42.212318420410156,33913.9609375,1.7499351501464844
4,Mish,0.4225410566090046,3,2,4,1,3,3,on,0.0005742780959799526,157,85.71846771240234,-3.4324488639831543,-0.44419315457344055,4,1688979088.1329124,1688981758.5294728,85.71846771240234,91.94664764404297,0.44419315457344055,57.80204391479492,90.49128723144531,266929.1875,3.4324488639831543
5,Mish,0.8749432236689064,2,1,1,2,0,4,on,0.0003466911114127708,86,71.0294189453125,-2.915536642074585,-0.6361995339393616,5,1688979088.310048,1688980460.4593472,71.0294189453125,89.36031341552734,0.6361995339393616,75.2691421508789,86.89815521240234,137122.140625,2.915536642074585
6,ReLU,0.9736690619950322,2,4,4,1,4,0,on,0.000981981274695476,136,31.59794044494629,-2.393601894378662,-0.3410677909851074,6,1688979088.6047745,1688980804.4625964,31.59794044494629,14.113168716430664,0.3410677909851074,44.36103820800781,35.19754409790039,171522.609375,2.393601894378662
7,Mish,0.7615968874988388,4,2,1,2,4,3,on,0.0004712315985529174,108,77.59974670410156,-2.686689615249634,-0.5889258980751038,7,1688979088.6106994,1688980875.4102168,77.59974670410156,72.299560546875,0.5889258980751038,76.78292083740234,72.71808624267578,178617.484375,2.686689615249634
8,Hardswish,0.06156636195175393,3,4,1,0,2,1,off,0.000948632822921879,78,86.2120361328125,-1.4756059646606445,-0.2143024355173111,8,1688979088.7645729,1688979831.5210097,86.2120361328125,94.38703155517578,0.2143024355173111,45.80448532104492,68.25579071044922,74152.78125,1.4756059646606445
9,Hardswish,0.9971018472598233,4,0,1,1,3,1,on,0.0003007054915074251,157,79.22001647949219,-1.4849944114685059,-0.10047958791255951,9,1688979088.7938821,1688980230.3963952,79.22001647949219,79.20484924316406,0.10047958791255951,8.686456680297852,60.26359558105469,114026.8125,1.4849944114685059
10,Mish,0.6578513131177257,0,4,4,3,4,1,off,0.0004648841245570633,113,68.72148132324219,-2.4374256134033203,-0.11756759881973267,10,1688979088.8084373,1688980702.6007829,68.72148132324219,78.70887756347656,0.11756759881973267,12.705042839050293,78.441162109375,161253.1875,2.4374256134033203
11,Hardswish,0.01125282444295828,4,4,3,0,2,0,on,0.0007541223850280926,1,66.47517395019531,-1.8837509155273438,-0.21208667755126953,11,1688979088.8361075,1688979103.5324452,66.47517395019531,64.33372497558594,0.21208667755126953,45.22230529785156,65.68225860595703,1355.4285888671875,1.8837509155273438
