p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.1638587880778121,4,4,0,1,3,0,on,2.013988942994485e-05,93,64.00016784667969,-2.4226748943328857,-0.1059677228331565,4,0.2316854000091552,461.21225237846375,1691672771.9761696,1691673232.95587,0.1059677228331565,89333.875,2.4226748943328857,11.563355445861816,64.00016784667969,61.69999313354492,66.55137634277344,False
Mish,0.0018271268011572,4,2,1,1,4,3,on,0.0001300513695007,9,53.09235382080078,-3.111487627029419,-0.3443691730499267,0,0.1796798706054687,68.54535746574402,1691672771.924173,1691672840.2887318,0.3443691730499267,10809.7724609375,3.111487627029419,46.68370819091797,53.09235382080078,51.14215469360352,55.355106353759766,False
Hardswish,0.1264785491996882,3,0,3,2,1,0,on,1.5393669013974248e-05,176,88.41375732421875,-0.8414945602416992,-0.3618510365486145,1,0.1796886920928955,403.43113803863525,1691672771.924192,1691673175.1751332,0.3618510365486145,77795.9921875,0.8414945602416992,50.95490646362305,88.41375732421875,94.54004669189452,88.2679214477539,False
ReLU,0.0300047129522602,2,0,0,1,0,1,on,9.38926435077352e-05,117,85.9151611328125,-0.5943716168403625,-0.3272635638713836,10,0.2488424777984619,175.75994634628296,1691672771.993323,1691672947.5031378,0.3272635638713836,32245.23828125,0.5943716168403625,43.21725845336914,85.9151611328125,91.80772399902344,86.573486328125,False
Mish,0.011143444652108,1,0,0,3,4,4,off,0.000432780299196,73,60.743743896484375,-2.332441806793213,-0.1069719642400741,11,0.2457292079925537,349.316251039505,1691672771.9902134,1691673121.0602422,0.1069719642400741,66960.5625,2.332441806793213,11.760212898254396,60.743743896484375,73.1283187866211,61.11774063110352,False
Hardswish,0.0038948461867955,3,0,3,4,4,4,on,0.0001269796169291,70,76.06084442138672,-2.372213840484619,-0.1354056596755981,13,0.2485888004302978,357.27003264427185,1691672771.9930704,1691673129.0140555,0.1354056596755981,68545.5,2.372213840484619,15.709761619567873,76.06084442138672,75.77283477783203,74.66516876220703,False
ReLU,0.025230696738103,2,3,3,0,0,1,on,1.988877954892762e-05,66,83.9892807006836,-0.8630432486534119,-0.3614148795604706,14,0.2497425079345703,153.39861822128296,1691672771.994223,1691672925.14188,0.3614148795604706,27771.794921875,0.8630432486534119,52.371620178222656,83.9892807006836,87.1524429321289,84.02790069580078,False
ReLU,0.3438565799826652,2,2,2,0,3,4,on,6.742006521807103e-05,10,55.45374298095703,-1.7633180618286133,-0.8020873665809631,15,0.2514233589172363,52.191096782684326,1691672771.9959035,1691672823.9351044,0.8020873665809631,7542.435546875,1.7633180618286133,116.43213653564452,55.45374298095703,58.18051528930664,54.100494384765625,False
Hardswish,0.6719941777171973,2,0,0,2,1,1,off,2.5883914391439207e-05,53,75.83036041259766,-0.9281219840049744,-0.5649576783180237,16,0.2532172203063965,124.28982329368591,1691672771.9976976,1691672896.0338156,0.5649576783180237,21949.59765625,0.9281219840049744,78.76779174804688,75.83036041259766,81.25646209716797,76.56817626953125,False
Hardswish,0.0821600282187469,1,0,0,2,2,2,off,0.0007198832866917,34,78.41847229003906,-1.0869652032852173,-0.7920891642570496,17,0.2555336952209472,96.9826066493988,1691672772.0000174,1691672868.7265787,0.7920891642570496,16491.400390625,1.0869652032852173,113.56666564941406,78.41847229003906,87.39737701416016,79.53382110595703,False
ReLU,0.0019786848922822,0,1,3,1,4,0,off,1.669190566570959e-05,56,67.49718475341797,-1.0655304193496704,-0.1058492586016655,18,0.2572789192199707,131.8255786895752,1691672772.0017626,1691672903.568709,0.1058492586016655,23457.833984375,1.0655304193496704,12.009794235229492,67.49718475341797,66.59854888916016,62.99619674682617,False
Hardswish,0.0528709237805549,3,0,1,3,1,2,on,0.0001136388403278,196,89.25267028808594,-0.8632282614707947,-0.3616382479667664,2,0.2322580814361572,443.3894102573395,1691672771.976745,1691673215.1334174,0.3616382479667664,85767.3203125,0.8632282614707947,52.657901763916016,89.25267028808594,95.984375,88.9086685180664,False
ReLU,0.0227665521096467,2,1,2,3,4,2,off,4.3927117957754046e-05,6,57.02339172363281,-1.8685972690582275,-0.8220555186271667,20,0.2626855373382568,38.64077091217041,1691672772.0071702,1691672810.383873,0.8220555186271667,4832.57470703125,1.8685972690582275,118.80827331542967,57.02339172363281,61.503414154052734,53.99859619140625,False
Mish,0.0349069498151717,1,2,2,2,0,4,off,8.611383935066087e-05,56,83.03146362304688,-3.389469861984253,-0.7860226035118103,21,0.2638070583343506,384.6746892929077,1691672772.0082874,1691673156.4187148,0.7860226035118103,73937.3515625,3.389469861984253,114.23085021972656,83.03146362304688,92.49827575683594,83.004638671875,False
Hardswish,0.2649773009113114,3,1,0,4,1,0,on,7.321143361421123e-05,148,84.75666046142578,-1.0858811140060425,-0.1066166087985038,23,0.2702648639678955,349.5256609916687,1691672772.014747,1691673121.269678,0.1066166087985038,66994.6484375,1.0858811140060425,11.832867622375488,84.75666046142578,87.68958282470703,85.7779541015625,False
