,LearningRate,WeightDecay,Activation,TrivialAugment,Op1,Op2,Op3,Op4,Op5,Op6,nepochs,valid-loss,latency,size_MB
0,0.9646829148753983,0.00020158304475903217,Mish,off,0.0,3.0,0.0,0.0,1.0,2.0,150.0,8.821052551269531,2.7695329189300537,0.4519747495651245
1,0.9977092414449151,0.0008787550024881268,ReLU,on,1.0,2.0,3.0,3.0,3.0,1.0,60.0,61.379878997802734,1.3310372829437256,0.5995540022850037
2,0.1638807210609207,0.00016658112885123487,ReLU,on,0.0,1.0,2.0,2.0,1.0,3.0,15.0,12.265159606933594,1.1877130270004272,0.5520699620246887
3,0.1811367740576685,0.0006126573852027854,ReLU,on,1.0,2.0,3.0,1.0,1.0,1.0,122.0,10.551582336425781,1.0078074932098389,0.44830453395843506
4,0.006444486340498272,0.0008631932091728865,Hardswish,off,2.0,3.0,3.0,1.0,3.0,0.0,135.0,7.06854248046875,1.3132054805755615,0.3881203830242157
5,0.6185846975583527,0.0002115053269547864,Mish,off,1.0,2.0,0.0,1.0,3.0,0.0,24.0,26.238815307617188,2.648737907409668,0.3790214955806732
6,0.8457078755011644,0.0007958307629170907,ReLU,off,0.0,0.0,0.0,3.0,0.0,3.0,180.0,12.409477233886719,1.1398218870162964,0.14679694175720215
7,0.35322364421919267,0.0007830483392426746,ReLU,on,2.0,1.0,2.0,2.0,1.0,0.0,166.0,12.644309997558594,1.3021018505096436,0.7800636887550354
8,0.6844272196081981,0.00045441123237084847,ReLU,off,1.0,2.0,1.0,3.0,3.0,2.0,141.0,8.947380065917969,1.7895421981811523,0.5547865629196167
9,0.33775182522975983,0.0005669192212391302,Mish,off,1.0,3.0,2.0,1.0,3.0,0.0,4.0,68.93473815917969,2.475163459777832,0.33591142296791077
10,0.4017999326184607,0.0008136490744060935,ReLU,off,1.0,1.0,1.0,2.0,3.0,1.0,110.0,62.16893768310547,1.4233890771865845,0.38767513632774353
11,0.07343072615976819,0.0004671471333841325,ReLU,off,3.0,0.0,0.0,2.0,0.0,2.0,163.0,6.4583892822265625,1.091536521911621,0.5716170072555542
12,0.057638357116551985,0.00030903913546240073,ReLU,on,1.0,2.0,3.0,1.0,3.0,1.0,105.0,11.658432006835938,1.3602101802825928,0.5000579953193665
13,0.6502459932015251,0.00047044869082774,Hardswish,on,3.0,0.0,0.0,1.0,0.0,1.0,42.0,41.2408561706543,1.438750982284546,0.1186571717262268
14,0.6695085055252663,0.00030686216840483145,ReLU,on,0.0,2.0,3.0,1.0,1.0,2.0,86.0,30.214401245117188,1.232158899307251,0.5528605580329895
15,0.477472357099357,0.0005229391094375897,Mish,on,0.0,0.0,2.0,2.0,2.0,3.0,9.0,26.688941955566406,3.127798080444336,0.7751251459121704
16,0.3051107584736717,0.00014240656766990802,ReLU,off,0.0,3.0,3.0,1.0,0.0,3.0,113.0,8.469367980957031,1.1551313400268555,0.14128568768501282
17,0.5370136397060284,0.00029107735433169803,ReLU,on,2.0,0.0,1.0,2.0,2.0,3.0,88.0,17.250503540039062,1.6232086420059204,0.8125259280204773
18,0.7090580075030603,0.00011718583141810358,ReLU,on,0.0,1.0,2.0,3.0,0.0,3.0,94.0,10.199378967285156,1.3106226921081543,0.33512386679649353
19,0.4888330620672866,0.0008329976623629684,Mish,off,2.0,0.0,3.0,2.0,2.0,0.0,153.0,28.041969299316406,3.8223001956939697,0.8412114977836609
20,0.09461970906169723,0.0004080070201645938,Hardswish,off,1.0,2.0,1.0,0.0,0.0,0.0,127.0,12.754974365234375,1.0199973583221436,0.3948550522327423
21,0.8793903510458241,0.00034001772927836173,Hardswish,off,2.0,0.0,0.0,0.0,0.0,0.0,52.0,41.63408279418945,1.0454151630401611,0.45919477939605713
22,0.3135515021066208,2.873052925066361e-05,ReLU,on,1.0,1.0,0.0,3.0,3.0,3.0,29.0,13.447380065917969,1.254149317741394,0.1790563464164734
23,0.8215729906751339,0.0002714315446090945,Mish,on,0.0,1.0,3.0,2.0,0.0,2.0,38.0,21.44011688232422,2.614014148712158,0.5366724133491516
24,0.7275471203269086,0.0002597065841187493,ReLU,on,2.0,3.0,2.0,3.0,3.0,1.0,25.0,20.578704833984375,1.7045611143112183,0.7547289133071899
25,0.7740091161057326,0.0005144350781589962,ReLU,on,2.0,0.0,3.0,1.0,0.0,1.0,191.0,8.954643249511719,1.1465901136398315,0.42766639590263367
26,0.015168067067494857,0.0007599175759640764,ReLU,off,1.0,1.0,2.0,2.0,1.0,3.0,68.0,9.029953002929688,1.4241546392440796,0.5926563739776611
27,0.9432635421693868,1.0320837118870157e-05,ReLU,on,1.0,2.0,1.0,0.0,0.0,3.0,195.0,5.360008239746094,0.9695720076560974,0.3418237268924713
28,0.7783874711100601,0.0009688101023985692,Mish,off,0.0,3.0,0.0,1.0,0.0,0.0,198.0,15.369888305664062,2.531830072402954,0.15357013046741486
29,0.14104636824683206,0.00022734677936544557,Mish,off,3.0,2.0,3.0,2.0,3.0,2.0,60.0,8.559967041015625,3.519047737121582,0.7197091579437256
30,0.39939927898387517,0.00017576499063603535,Hardswish,off,3.0,2.0,1.0,3.0,1.0,3.0,152.0,8.649703979492188,1.3353835344314575,0.44398871064186096
31,0.7994689378797036,0.0008665250679162111,ReLU,off,1.0,1.0,0.0,0.0,2.0,2.0,17.0,73.59822082519531,1.3017560243606567,0.6583636403083801
32,0.16011266604805707,7.932248687739266e-05,Hardswish,off,3.0,1.0,3.0,1.0,2.0,1.0,63.0,10.44189453125,1.234255075454712,0.22853027284145355
33,0.34262700892653597,0.0009262488528384692,ReLU,off,3.0,3.0,2.0,3.0,3.0,2.0,185.0,7.362922668457031,1.4511858224868774,0.6049068570137024
34,0.24925926805124393,0.0009142162297427081,ReLU,on,2.0,2.0,3.0,3.0,3.0,3.0,171.0,16.619308471679688,1.6272763013839722,0.7099894881248474
35,0.0483730477123392,0.000646857260402753,Mish,on,1.0,0.0,3.0,0.0,3.0,1.0,193.0,7.092437744140625,2.564030170440674,0.13959839940071106
