,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,ReLU,0.7439422250575022,1,0,2,0,2,0,on,0.0007987035932503,86.52217102050781,-0.9182797074317932,3,0.1662800312042236,0.6450185775756836,1688013228.572383,1688013229.0507064
1,Hardswish,0.4851090462888369,1,1,1,2,3,2,on,0.0006537746006578,12.185145378112791,-1.0903183221817017,1,0.1607666015625,0.6293871402740479,1688013228.5668662,1688013229.0352662
2,Hardswish,0.373368031140516,2,1,3,4,0,3,off,0.0003560047001116,88.62936401367188,-1.3729041814804075,4,0.166156530380249,0.6352872848510742,1688013228.572255,1688013229.04117
3,ReLU,0.56953530242829,3,3,1,3,1,3,on,0.0003594957716568,78.87279510498047,-0.9671072959899902,5,0.16640305519104,0.6453187465667725,1688013228.5725102,1688013229.0511737
4,ReLU,0.2920397813819433,3,1,1,4,3,4,off,0.0005065787613534,83.1964111328125,-1.8026485443115232,6,0.1681268215179443,0.6312804222106934,1688013228.5742235,1688013229.037151
5,Hardswish,0.7172895608711677,0,1,3,0,3,1,off,0.0006719888830285,84.42854309082031,-0.6328827738761902,7,0.1696019172668457,0.6354727745056152,1688013228.5756996,1688013229.0413442
6,Mish,0.391271063009817,2,2,3,4,3,3,off,0.0007117130589064,88.89993286132812,-3.942248582839966,15,0.6955006122589111,0.7185666561126709,1688013229.1015906,1688013229.124399
7,Hardswish,0.6528554277230905,2,0,1,1,4,0,on,0.0001447825738224,88.39480590820312,-1.251867413520813,0,0.1604797840118408,0.6495797634124756,1688013228.566579,1688013229.055431
8,ReLU,0.5136300654127012,0,1,1,1,0,0,on,0.0008659316904417,74.5850830078125,-0.4449508488178253,10,0.6806492805480957,0.7038137912750244,1688013229.0867343,1688013229.1097744
9,ReLU,0.0946231895276853,3,0,1,4,1,4,on,0.0007746295288733,82.82743835449219,-1.630287766456604,11,0.6810081005096436,0.7038757801055908,1688013229.0870926,1688013229.1098428
10,Mish,0.3939363288284306,1,2,2,4,3,3,on,0.0001610937788269,90.37771606445312,-3.361170530319214,12,0.6912226676940918,0.7151548862457275,1688013229.0973122,1688013229.1211064
11,ReLU,0.326121449587128,4,0,3,0,1,0,off,0.000336700892246,82.07352447509766,-1.047224760055542,13,0.6944057941436768,0.7177011966705322,1688013229.1004958,1688013229.123656
12,Hardswish,0.1567064386737399,4,4,0,2,4,3,off,0.0006111968140378,78.29988861083984,-2.607097625732422,14,0.6947958469390869,0.7180788516998291,1688013229.1008854,1688013229.124031
13,ReLU,0.4428585605414387,2,1,2,4,3,1,on,4.530414033386837e-05,89.62940216064453,-1.552174687385559,2,0.164567232131958,0.6487441062927246,1688013228.5706687,1688013229.054607
14,Mish,0.4617616309342053,1,1,1,4,4,0,on,0.0007795121512077,12.475423812866213,-1.6276404857635498,8,0.6746852397918701,0.6972603797912598,1688013229.0807707,1688013229.1032245
15,Hardswish,0.6876576885365963,4,0,0,2,0,2,on,0.0009700340490968,81.14238739013672,-2.097006559371948,9,0.6766057014465332,0.6994273662567139,1688013229.082691,1688013229.1053922
16,Hardswish,0.7117891091232308,0,4,4,0,4,2,off,0.0003838072669229,78.82953643798828,-2.224029779434204,23,0.9142367839813232,0.9369487762451172,1688013229.3203282,1688013229.3427906
17,Hardswish,0.4846549797659685,4,1,0,2,3,4,on,0.0006227013304044,83.38213348388672,-1.9147741794586184,16,0.7404911518096924,0.7624611854553223,1688013229.146574,1688013229.168436
18,Hardswish,0.9419981236160928,0,1,3,0,4,4,off,0.0009992328895373,67.63554382324219,-1.9596492052078247,17,0.8789756298065186,0.9017469882965088,1688013229.285059,1688013229.3077152
19,ReLU,0.1379945870181917,0,1,3,1,0,0,on,0.0009062631041652,86.84381866455078,-0.5289620757102966,18,0.8869197368621826,0.9089200496673584,1688013229.293003,1688013229.314892
20,Hardswish,0.8608879314286997,0,2,3,0,2,4,off,8.341813421255629e-05,86.1236801147461,-1.480596661567688,19,0.887293815612793,0.909473180770874,1688013229.293378,1688013229.315446
21,Hardswish,0.9390851312688988,0,3,4,0,4,1,off,0.0008513348878962,57.70998001098633,-1.7708479166030884,20,0.9032001495361328,0.9261796474456788,1688013229.309286,1688013229.3321395
22,ReLU,0.2857669489400561,0,2,1,1,0,0,off,0.0009990895452752,86.64734649658203,-0.6303577423095703,21,0.908275842666626,0.9309790134429932,1688013229.3143642,1688013229.3369362
23,Hardswish,0.3806736666165121,0,4,3,4,0,3,off,0.0003599000062009,87.27459716796875,-1.658069729804993,22,0.9112417697906494,0.934316873550415,1688013229.3173292,1688013229.3402717
24,Hardswish,0.0685489919211956,1,2,3,1,0,0,on,0.0009072441327394,89.751220703125,-0.7137420773506165,31,1.1401135921478271,1.1626520156860352,1688013229.546201,1688013229.568505
25,Hardswish,0.8868316468651968,0,3,4,0,3,2,off,0.0002031844748694,87.93669128417969,-1.3698455095291138,24,0.9515485763549804,0.9734010696411132,1688013229.3576307,1688013229.3793738
26,Hardswish,0.7118456828517334,0,3,4,0,4,1,off,0.000177147948149,62.2996940612793,-1.6115517616271973,25,1.0929670333862305,1.115128517150879,1688013229.49905,1688013229.5210977
27,Hardswish,0.1450376168795511,0,1,3,3,0,0,on,0.0009295883687476,86.94125366210938,-0.6254334449768066,26,1.1030302047729492,1.125185251235962,1688013229.5091133,1688013229.5311544
28,Hardswish,0.0269299488574015,0,1,2,1,0,0,on,0.0009068851706925,88.6050033569336,-0.5935991406440735,27,1.1035277843475342,1.1259779930114746,1688013229.5096118,1688013229.5319486
29,ReLU,0.0623429965571179,0,1,4,2,0,0,on,0.0001756906732861,83.724609375,-1.137434005737305,28,1.1260111331939695,1.1489500999450684,1688013229.5320983,1688013229.554902
30,ReLU,0.0925098234788469,0,4,3,2,0,0,on,0.0009246194804346,87.56272888183594,-1.2677631378173828,29,1.130157709121704,1.1527214050292969,1688013229.536244,1688013229.5586762
31,ReLU,0.0908239974043424,0,2,4,4,0,0,on,0.0002709277519473,81.18961334228516,-1.780922293663025,30,1.1335337162017822,1.1562986373901367,1688013229.5396206,1688013229.5622537
32,Hardswish,0.0015779504069512,0,1,0,0,0,1,on,0.0004889859803216,63.4588623046875,-0.3344462811946869,39,1.369821310043335,1.3922457695007324,1688013229.775911,1688013229.798097
33,ReLU,0.6297818938712921,3,2,2,4,3,0,on,2.8847465461500726e-05,89.28728485107422,-1.7610697746276855,32,1.1713545322418213,1.1932578086853027,1688013229.5774364,1688013229.59923
34,ReLU,0.1609594433537497,2,3,4,4,0,0,on,0.0009544864060125,88.95014190673828,-1.9039101600646973,33,1.313098430633545,1.3352882862091064,1688013229.7191815,1688013229.7412577
35,ReLU,0.1128581047814972,2,3,3,1,0,0,off,0.0009906253927245,89.15520477294922,-0.8474814891815186,34,1.3246114253997805,1.346751689910889,1688013229.7306943,1688013229.7527206
36,Hardswish,0.0040200537763233,0,3,2,0,0,0,on,0.0008261728613184,83.4203109741211,-0.7049689292907715,35,1.3267781734466553,1.348832607269287,1688013229.7328622,1688013229.7548044
37,Mish,0.0983471065946384,1,1,4,1,0,1,on,0.0008755245863356,70.90031433105469,-1.2236826419830322,36,1.3526365756988523,1.3752295970916748,1688013229.7587235,1688013229.781189
38,ReLU,0.1654891312680633,3,1,2,1,0,0,on,0.0008955293559663,89.82109832763672,-0.7485079765319824,37,1.3552844524383545,1.377662181854248,1688013229.7613704,1688013229.7836175
39,ReLU,0.265828268859757,1,4,3,1,0,0,on,0.0008919245085375,83.81049346923828,-1.0757766962051392,38,1.359910488128662,1.382439374923706,1688013229.7659965,1688013229.788397
40,Hardswish,0.0448256939519909,0,1,2,3,0,0,off,0.0005629754573858,87.61018371582031,-0.6848272085189819,46,1.7236523628234863,1.747059345245361,1688013230.129751,1688013230.1528957
41,Hardswish,0.0167436880922058,0,1,0,1,3,0,on,0.0009912219292362,86.76091003417969,-0.4655801355838776,40,1.517220973968506,1.5400986671447754,1688013229.9233067,1688013229.9460516
