,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,Mish,0.91940368183917,2,4,1,3,2,0,on,0.0003771438164975,89.2630844116211,-3.378749370574951,7,0.1704990863800048,0.6433393955230713,1688013493.8290813,1688013494.3014953
1,Mish,0.0952013076506474,0,4,3,0,3,3,on,0.0006551639004217,88.94774627685547,-2.7692887783050537,0,0.1620247364044189,0.6299159526824951,1688013493.8205817,1688013494.2882378
2,ReLU,0.9360758992695636,4,3,4,1,3,1,on,4.077637416779023e-05,77.24858093261719,-1.8792892694473269,1,0.1624817848205566,0.6441285610198975,1688013493.8210406,1688013494.302442
3,Hardswish,0.569228389999068,2,0,1,0,4,0,on,0.0006225867144606,87.10185241699219,-1.2499715089797974,3,0.1630489826202392,0.6277287006378174,1688013493.8216045,1688013494.2860503
4,Mish,0.7899615863741701,3,4,4,4,1,4,on,0.0008334177774951,70.76312255859375,-3.656718254089355,4,0.163205862045288,0.6338376998901367,1688013493.8217547,1688013494.2921722
5,Mish,0.3769469288079768,1,2,0,2,2,0,off,0.0009771143258415,87.69474029541016,-2.596946954727173,5,0.1687541007995605,0.6336202621459961,1688013493.8273115,1688013494.2919476
6,Hardswish,0.353359248198521,4,1,3,1,0,0,off,0.0007117509911255,80.73897552490234,-1.0200738906860352,14,0.6931188106536865,0.717219352722168,1688013494.351669,1688013494.3755083
7,Hardswish,0.2566049248724765,3,4,3,3,1,4,off,0.0005927222599772,84.47239685058594,-1.956952452659607,10,0.6791017055511475,0.702293872833252,1688013494.337645,1688013494.3607175
8,Hardswish,0.7019514152546883,4,3,4,1,2,2,on,0.0003296154081227,87.01921844482422,-2.209562301635742,11,0.6792862415313721,0.7024269104003906,1688013494.3378315,1688013494.3608463
9,ReLU,0.012231624866047,3,2,1,1,1,1,off,0.0009141670707497,10.543871879577637,-0.7774621844291687,12,0.6901447772979736,0.7140703201293945,1688013494.3486924,1688013494.372483
10,Mish,0.7244660343475701,2,1,2,2,0,1,off,0.0006027366224807,87.97728729248047,-2.7495429515838623,13,0.6926755905151367,0.7160298824310303,1688013494.3512254,1688013494.3744438
11,Mish,0.2657824964310412,1,0,0,4,0,0,off,0.0004833018478538,80.41011047363281,-1.1416804790496826,15,0.6937599182128906,0.7176837921142578,1688013494.35231,1688013494.3760676
12,Hardswish,0.6867327027430595,4,1,1,3,4,4,on,1.9997597748400116e-05,69.14141845703125,-2.367551565170288,2,0.1626508235931396,0.6467258930206299,1688013493.8212094,1688013494.3050413
13,ReLU,0.3115701984635925,1,0,1,3,0,4,off,0.000306675520358,71.93000793457031,-1.0469058752059937,6,0.1695246696472168,0.647294282913208,1688013493.8280938,1688013494.30561
14,Hardswish,0.3496598572447097,0,0,1,3,1,0,on,0.0005951625678361,83.82567596435547,-0.5264581441879272,8,0.6738197803497314,0.6969923973083496,1688013494.3323646,1688013494.3554163
15,Hardswish,0.7524233231989449,0,0,3,1,4,3,on,0.0006290324417275,84.34722137451172,-1.2933378219604492,9,0.6748106479644775,0.697908878326416,1688013494.3333554,1688013494.3563335
16,Hardswish,0.1081760681693577,0,0,1,3,1,0,on,0.0003095117669955,84.97478485107422,-0.5103863477706909,23,0.9141454696655272,0.937180519104004,1688013494.572697,1688013494.5954795
17,Mish,0.7681747337845715,1,4,4,1,2,4,on,0.0008963992155608,59.88306427001953,-3.229337692260742,16,0.7404894828796387,0.7629849910736084,1688013494.3990307,1688013494.4214156
18,Hardswish,0.346010445696375,0,0,0,4,0,0,on,2.0504133883539223e-05,60.67034912109375,-0.8973605036735535,17,0.8787808418273926,0.9012210369110109,1688013494.5373228,1688013494.5596488
19,Hardswish,0.5581208445862877,4,0,1,0,4,0,off,0.0009253330028649,60.85438919067383,-1.7122080326080322,18,0.8865451812744141,0.9092059135437012,1688013494.5450912,1688013494.5676312
20,Hardswish,0.2424526869249541,0,0,0,1,1,0,off,0.0005340914243686,80.72286987304688,-0.3824517428874969,19,0.8871064186096191,0.9094533920288086,1688013494.5456483,1688013494.5678823
21,Hardswish,0.309697193828176,0,0,1,3,1,0,off,0.0009867723152606,81.42351531982422,-0.5491153597831726,20,0.9047086238861084,0.9274652004241944,1688013494.5632536,1688013494.5858788
22,Hardswish,0.8105354615474109,4,0,2,0,4,0,off,0.0005448184458242,74.34794616699219,-1.9465514421463013,21,0.9070608615875244,0.9296765327453612,1688013494.565606,1688013494.588097
23,Hardswish,0.214950918365313,0,1,0,4,0,0,on,0.000446019421491,72.00050354003906,-0.8673672080039978,22,0.911970853805542,0.9348325729370116,1688013494.570518,1688013494.5932455
24,ReLU,0.0659778436426056,0,0,0,1,4,1,off,0.0001671122520178,75.25508880615234,-0.8484846353530884,31,1.1393685340881348,1.1623024940490725,1688013494.797923,1688013494.8206058
25,Hardswish,0.2437296030459416,0,0,1,3,3,0,on,0.0001265317844563,87.19747161865234,-0.637568473815918,24,0.9544394016265868,0.9765732288360596,1688013494.6129808,1688013494.6350029
26,Hardswish,0.0780601146034275,0,0,1,3,4,0,off,0.0004925617694663,80.85247039794922,-1.0893889665603638,25,1.0930938720703125,1.115330934524536,1688013494.7516356,1688013494.7737603
27,Hardswish,0.3382508797074184,0,0,2,3,1,0,on,0.0004530801186359,88.65802001953125,-0.6957173347473145,26,1.102506399154663,1.1250667572021484,1688013494.7610486,1688013494.783491
28,Hardswish,0.3917178190022001,0,0,2,3,1,2,on,0.0005130522597936,90.12458801269533,-0.8992705345153809,27,1.1030330657958984,1.1252241134643557,1688013494.761575,1688013494.7836523
29,Hardswish,0.4356060675890953,2,0,3,0,4,0,on,0.0005750471037834,88.6247329711914,-1.3346312046051023,28,1.1261696815490725,1.148936748504639,1688013494.7847142,1688013494.8073487
30,ReLU,0.4066422624937104,0,0,1,3,1,0,on,0.0006832531604317,83.78470611572266,-0.5618590116500854,29,1.1277234554290771,1.150304079055786,1688013494.786271,1688013494.8087232
31,Hardswish,0.0670361843559402,0,0,0,1,1,1,off,0.0002351252027244,82.81765747070312,-0.323722630739212,30,1.1335315704345703,1.156564474105835,1688013494.7920785,1688013494.8149776
32,Hardswish,0.1022009206860916,0,0,0,0,1,3,off,0.0002226816177721,85.8282699584961,-0.4249889552593231,39,1.3709444999694824,1.3939330577850342,1688013495.0294938,1688013495.0522296
33,Hardswish,0.3136102828461251,0,0,0,4,3,0,on,0.0001082726842803,79.27733612060547,-1.023243427276611,32,1.174665451049805,1.1967501640319824,1688013494.8332064,1688013494.8551805
34,Hardswish,0.1535441642649741,0,0,1,3,2,1,on,0.0002365340870482,88.01424407958984,-0.7232062816619873,33,1.3122515678405762,1.3343539237976074,1688013494.9707935,1688013494.9927838
35,Hardswish,0.0956562195843927,1,0,0,1,1,0,off,0.0007318056853441,81.2717514038086,-0.4198539555072784,34,1.3217756748199463,1.3441426753997805,1688013494.9803205,1688013495.0025685
36,ReLU,0.1327086161408248,0,1,2,3,1,1,on,0.000213379657487,89.46126556396484,-0.7738901376724243,35,1.3243958950042725,1.346656084060669,1688013494.982937,1688013495.0050857
37,Hardswish,0.0855600513883859,0,0,0,0,1,2,off,0.0001297450832336,87.70048522949219,-0.4971911907196045,36,1.3516414165496826,1.374314546585083,1688013495.010187,1688013495.0327291
38,Hardswish,0.0737109115873615,0,0,1,0,1,4,on,4.467868868044725e-05,67.77255249023438,-0.8628668189048767,37,1.352238416671753,1.3746066093444824,1688013495.0107837,1688013495.0330255
39,Hardswish,0.0711549989022079,0,0,1,4,0,1,on,0.0003127176414925,81.22657775878906,-0.8577550649642944,38,1.3596150875091553,1.382326602935791,1688013495.0181613,1688013495.040738
40,Mish,0.121121328904372,0,0,0,0,0,4,off,0.0001666065757009,60.808990478515625,-1.502619743347168,47,1.7423133850097656,1.765913963317871,1688013495.4008648,1688013495.4242022
41,Hardswish,0.0627405865210138,0,0,0,1,1,2,off,0.0005103696481698,88.17957305908203,-0.5776200294494629,40,1.5198071002960205,1.5430240631103516,1688013495.1783524,1688013495.2014406
