,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.39868553257580375,0,0,2,4,1,0,off,0.000659064303067485,79,72.0063705444336,-2.6102335453033447,-0.33268865942955017,0,1688792786.238515,1688793629.159771,72.0063705444336,78.98727416992188,0.33268865942955017,41.21291732788086,68.6257095336914,84155.515625,2.6102335453033447
1,Hardswish,0.898959700411607,4,4,4,0,2,2,on,0.0003185579120873231,131,80.12774658203125,-2.8009841442108154,-0.41615191102027893,1,1688792786.539008,1688794463.5025933,80.12774658203125,80.56526184082031,0.41615191102027893,77.29296112060547,81.28173828125,167589.390625,2.8009841442108154
2,Mish,0.5601688862277542,0,1,4,4,0,3,on,0.0005648277441739275,7,52.6999397277832,-2.437277317047119,-0.10439233481884003,2,1688792786.5413218,1688792871.6019812,52.6999397277832,79.5105972290039,0.10439233481884003,12.431509971618652,59.400760650634766,8400.9541015625,2.437277317047119
3,Hardswish,0.057622316090800256,4,2,4,1,4,4,on,3.9853768724863746e-05,60,89.40109252929688,-2.8377685546875,-0.34770461916923523,3,1688792786.5441527,1688793746.0234008,89.40109252929688,90.28438568115234,0.34770461916923523,52.52182388305664,87.11804962158203,95841.5078125,2.8377685546875
4,ReLU,0.6942466320687188,4,3,3,3,0,1,off,0.00021735622926839492,193,93.17499542236328,-1.4632655382156372,-0.14234542846679688,4,1688792787.8984952,1688794697.4782817,93.17499542236328,95.8732681274414,0.14234542846679688,19.981184005737305,92.40480041503906,190826.734375,1.4632655382156372
5,Hardswish,0.9571481700493774,3,2,3,0,3,2,off,0.00017100540224541128,14,85.98098754882812,-1.4819183349609375,-0.64130699634552,5,1688792787.9377365,1688792914.652444,85.98098754882812,89.62808990478516,0.64130699634552,80.09862518310547,75.35061645507812,12544.056640625,1.4819183349609375
6,ReLU,0.914446979474728,3,4,0,3,2,3,off,0.00021166312845182872,82,68.56075286865234,-1.9858213663101196,-0.3987601697444916,6,1688792787.9834309,1688793708.839587,68.56075286865234,92.75231170654297,0.3987601697444916,50.3690071105957,82.14552307128906,91962.7109375,1.9858213663101196
7,ReLU,0.8890440936709132,3,2,1,3,4,4,off,0.0005978004310694644,162,82.67565155029297,-2.3353116512298584,-0.40684565901756287,7,1688792787.9944878,1688795453.9988031,82.67565155029297,92.67594146728516,0.40684565901756287,65.46207427978516,70.46370697021484,266488.3125,2.3353116512298584
8,Mish,0.35632121058877547,2,0,0,4,1,3,off,0.000553723803484178,29,57.04113006591797,-2.1676523685455322,-0.3570786118507385,8,1688792787.9971364,1688793176.281166,57.04113006591797,87.78706359863281,0.3570786118507385,43.22540283203125,65.3301010131836,38693.34765625,2.1676523685455322
9,ReLU,0.3309391442265532,4,3,4,2,2,4,on,0.0005596904449296441,43,66.92730712890625,-2.7004032135009766,-0.5764654278755188,9,1688792787.999811,1688793428.243785,66.92730712890625,78.44392395019531,0.5764654278755188,74.45016479492188,61.9632568359375,63882.87890625,2.7004032135009766
