,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.0420923903485869,3,1,1,0,0,2,on,0.0001806811747129,80,92.10968780517578,-2.024226427078247,-0.3498910665512085,4,0.361346960067749,982.9492313861848,1688707596.1317544,1688708578.719035,92.10968780517578,93.18340301513672,0.3498910665512085,48.52060317993164,90.5714874267578,98070.265625,2.024226427078247
1,ReLU,0.5920175539246427,4,0,0,2,4,2,on,0.0008515670492331,58,31.110092163085938,-2.202258348464966,-0.5356115698814392,0,0.3576300144195556,757.2107839584351,1688707596.128018,1688708352.9806862,31.110092163085938,30.24431610107422,0.5356115698814392,75.4609603881836,48.101322174072266,75497.015625,2.202258348464966
2,ReLU,0.4423416193016578,2,0,3,4,2,0,off,0.0008184066215995,31,57.18862915039063,-1.5182065963745115,-0.6884412169456482,1,0.3576524257659912,361.1234626770019,1688707596.1280434,1688707956.8926718,57.18862915039063,70.40190887451172,0.6884412169456482,85.63446807861328,70.05461120605469,35887.96484375,1.5182065963745115
3,Mish,0.1110319081188142,3,1,3,4,2,1,on,0.0006111398866916,59,87.47642517089844,-3.1801109313964844,-0.3751149177551269,10,0.3683238029479981,928.8683047294616,1688707596.1387074,1688708524.6381624,87.47642517089844,92.026123046875,0.3751149177551269,54.75412368774414,82.20260620117188,92632.8828125,3.1801109313964844
4,Mish,0.0313182027666379,1,0,0,2,0,0,off,0.0009904250160531,35,83.77083587646484,-1.3773236274719238,-0.3008991181850433,101,564.1216490268707,822.0181896686554,1688708159.8920214,1688708417.7881982,83.77083587646484,86.59668731689453,0.3008991181850433,46.18336486816406,79.02153778076172,25785.740234375,1.3773236274719238
5,ReLU,0.0105989369987177,0,3,1,2,4,1,on,0.0002158223525316,8,80.28916931152344,-1.6496769189834597,-0.386494368314743,110,757.2614905834198,822.3565211296082,1688708353.0318584,1688708418.126505,80.28916931152344,80.96454620361328,0.386494368314743,49.45845031738281,81.5488510131836,6500.6962890625,1.6496769189834597
6,Hardswish,0.6443607913514587,1,2,4,0,4,3,on,0.0005769984679543,48,50.247745513916016,-2.2943410873413086,-0.4514588117599487,13,0.3764321804046631,633.2732498645782,1688707596.1468158,1688708229.0431364,50.247745513916016,64.64881134033203,0.4514588117599487,55.44850158691406,48.97690963745117,63075.07421875,2.2943410873413086
7,ReLU,0.4343307803942746,0,2,4,1,1,0,off,0.0003348314790207,20,78.81371307373047,-1.4718341827392578,-0.3746167123317718,15,0.3703978061676025,156.44963765144348,1688707596.140782,1688707752.2187002,78.81371307373047,89.80766296386719,0.3746167123317718,51.171531677246094,73.5185546875,15394.1181640625,1.4718341827392578
8,ReLU,0.251052675023808,2,2,0,0,3,1,on,0.0002020628305238,109,90.71881103515624,-1.2694287300109863,-0.553794801235199,16,0.3718492984771729,933.7748115062714,1688707596.1422276,1688708529.5446606,90.71881103515624,94.3433609008789,0.553794801235199,80.56385040283203,93.2105712890625,93152.90625,1.2694287300109863
9,Hardswish,0.1914549288151327,2,3,0,1,1,3,on,0.0003930171500916,77,83.83480072021484,-1.4228696823120115,-0.3668553233146667,17,0.3803133964538574,793.5364620685577,1688707596.150697,1688708389.3054729,83.83480072021484,93.24444580078124,0.3668553233146667,56.20215225219727,90.66940307617188,79098.78125,1.4228696823120115
10,Mish,0.7339369501549176,2,0,0,0,3,4,off,0.000636418392187,76,32.780723571777344,-2.2303152084350586,-0.3854800462722778,2,0.366312026977539,818.2501399517059,1688707596.1366904,1688708414.0200367,32.780723571777344,77.12016296386719,0.3854800462722778,36.7719841003418,44.947296142578125,81574.265625,2.2303152084350586
11,Mish,0.1195579334703806,1,0,2,0,4,1,on,6.595067325634114e-05,45,91.56298065185548,-2.260103225708008,-0.357232391834259,20,0.386955976486206,474.8258752822876,1688707596.1573408,1688708070.5957868,91.56298065185548,85.89379119873047,0.357232391834259,47.37468338012695,88.15201568603516,47230.875,2.260103225708008
12,ReLU,0.165469740610971,0,2,2,0,0,1,on,0.0007001497736873,141,93.0102767944336,-1.3579407930374146,-0.6158370971679688,26,0.3835091590881348,962.539051771164,1688707596.1538904,1688708558.30898,93.0102767944336,90.38068389892578,0.6158370971679688,66.53254699707031,88.88843536376953,96003.8984375,1.3579407930374146
13,Hardswish,0.491169008138573,2,0,1,1,2,2,on,0.0004800813775727,25,67.73516845703125,-1.153226017951965,-0.9689287543296814,27,0.383868932723999,295.38374495506287,1688707596.1542518,1688707891.1530235,67.73516845703125,73.75479888916016,0.9689287543296814,104.16649627685548,45.563812255859375,29286.341796875,1.153226017951965
14,Hardswish,0.2516601684368074,4,3,3,0,0,3,off,0.0001834807683453,28,84.23066711425781,-1.3807083368301392,-0.1234825104475021,29,0.3886411190032959,255.3097627162933,1688707596.1590228,1688707851.0789993,84.23066711425781,92.53976440429688,0.1234825104475021,17.780136108398438,85.6009292602539,25277.10546875,1.3807083368301392
15,Hardswish,0.6908705141596945,3,3,4,4,0,0,off,0.0009197740529258,54,51.95230102539063,-1.844251275062561,-0.1040971726179122,3,0.3683762550354004,564.070374250412,1688707596.1387591,1688708159.840249,51.95230102539063,70.59818267822266,0.1040971726179122,14.481035232543944,67.65087127685547,56152.90234375,1.844251275062561
16,Hardswish,0.9819821129250834,1,3,4,2,0,0,on,0.0006879854404743,78,67.41963195800781,-1.7886077165603638,-0.3341524302959442,32,0.3907582759857178,775.3653690814972,1688707596.1611323,1688708371.1352482,67.41963195800781,45.094364166259766,0.3341524302959442,46.62410736083984,61.97345352172851,77312.53125,1.7886077165603638
