,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.39868553257580375,0,0,2,4,1,0,off,0.000659064303067485,79,72.0063705444336,-2.6102335453033447,-0.33268865942955017,0,1688781175.2190707,1688782018.1783872,72.0063705444336,78.98727416992188,0.33268865942955017,41.21291732788086,68.6257095336914,84155.515625,2.6102335453033447
1,Mish,0.5601688862277542,0,1,4,4,0,3,on,0.0005648277441739275,7,52.6999397277832,-2.437277317047119,-0.10439233481884003,1,1688781175.5247953,1688781260.6132104,52.6999397277832,79.5105972290039,0.10439233481884003,12.431509971618652,59.400760650634766,8400.9541015625,2.437277317047119
2,Hardswish,0.898959700411607,4,4,4,0,2,2,on,0.0003185579120873231,131,80.12774658203125,-2.8009841442108154,-0.41615191102027893,2,1688781175.5272794,1688782852.5164826,80.12774658203125,80.56526184082031,0.41615191102027893,77.29296112060547,81.28173828125,167589.390625,2.8009841442108154
3,Hardswish,0.057622316090800256,4,2,4,1,4,4,on,3.9853768724863746e-05,60,89.40109252929688,-2.8377685546875,-0.34770461916923523,3,1688781175.5328054,1688782135.0195005,89.40109252929688,90.28438568115234,0.34770461916923523,52.52182388305664,87.11804962158203,95841.5078125,2.8377685546875
4,ReLU,0.1343185212028037,3,3,1,4,0,4,on,0.00031662321754496103,60,88.1158447265625,-1.5981754064559937,-0.12342345714569092,4,1688781176.9159017,1688781801.9493005,88.1158447265625,89.90309143066406,0.12342345714569092,15.098148345947266,86.01886749267578,62379.453125,1.5981754064559937
5,Mish,0.7687417773877848,1,0,4,2,2,0,off,0.00013429237561671278,166,92.20001983642578,-4.432615280151367,-0.5207682251930237,5,1688781176.9329152,1688783929.682013,92.20001983642578,98.20084381103516,0.5207682251930237,74.49662780761719,92.14776611328125,275142.1875,4.432615280151367
6,Hardswish,0.07646262330290073,4,0,3,3,0,2,off,0.0009269945155702855,195,91.38105010986328,-1.5737096071243286,-0.37486106157302856,6,1688781176.9921687,1688783230.0776873,91.38105010986328,99.28047180175781,0.37486106157302856,54.97481155395508,93.64002227783203,205183.75,1.5737096071243286
7,Hardswish,0.0760017206701051,3,1,1,4,0,3,off,0.0009800824999914028,18,78.61335754394531,-1.5631195306777954,-0.09897369146347046,7,1688781176.995391,1688781335.5882437,78.61335754394531,73.78514099121094,0.09897369146347046,13.758859634399414,70.9243392944336,15737.7373046875,1.5631195306777954
8,ReLU,0.1419907420498121,0,4,3,3,1,0,on,0.00018171737730480962,60,85.86141204833984,-1.4551657438278198,-0.14249925315380096,8,1688781177.0022056,1688781613.3087165,85.86141204833984,90.18831634521484,0.14249925315380096,16.19502067565918,88.92659759521484,43507.22265625,1.4551657438278198
9,Hardswish,0.18885953501633723,2,0,1,2,1,1,off,0.0003560834946237989,195,79.59479522705078,-1.380170464515686,-0.5500258207321167,9,1688781177.0081117,1688782525.651556,79.59479522705078,94.21522521972656,0.5500258207321167,90.48516082763672,82.40748596191406,134739.140625,1.380170464515686
10,ReLU,0.5534624052669952,3,4,0,4,3,2,off,0.00043013993653005935,160,91.0506362915039,-2.729574680328369,-0.3079189360141754,10,1688781177.0106,1688782986.5031064,91.0506362915039,97.03221893310547,0.3079189360141754,51.652591705322266,89.56018829345703,180837.546875,2.729574680328369
11,ReLU,0.10794317583883677,3,2,2,1,3,4,off,0.00025820919834161415,199,94.45539093017578,-1.713699221611023,-0.4937875270843506,11,1688781177.0163307,1688783493.8516693,94.45539093017578,99.87114715576172,0.4937875270843506,80.07829284667969,94.12153625488281,231559.21875,1.713699221611023
12,Hardswish,0.658496330652315,1,1,2,3,1,0,on,0.0004132969826192689,140,91.4534683227539,-1.5595190525054932,-0.1290382295846939,12,1688781177.019024,1688782073.8768625,91.4534683227539,93.86572265625,0.1290382295846939,43.0598030090332,90.79753875732422,89561.84375,1.5595190525054932
13,ReLU,0.9141404440366464,3,0,0,0,0,1,on,0.00020780407661261433,43,43.05302429199219,-1.1054030656814575,-0.12041422724723816,13,1688781177.0216317,1688781440.5051403,43.05302429199219,88.44740295410156,0.12041422724723816,10.151666641235352,66.28567504882812,26226.78125,1.1054030656814575
14,Hardswish,0.6023287930198535,3,2,4,0,1,4,off,0.00045827274388007507,200,94.45049285888672,-3.0941784381866455,-0.4223543107509613,14,1688781177.0246258,1688783335.2405255,94.45049285888672,98.60489654541016,0.4223543107509613,58.801937103271484,92.76300811767578,215702.90625,3.0941784381866455
15,Mish,0.35632121058877547,2,0,0,4,1,3,off,0.000553723803484178,29,57.04113006591797,-2.1676523685455322,-0.3570786118507385,15,1688781177.0276837,1688781565.1703455,57.04113006591797,87.78706359863281,0.3570786118507385,43.22540283203125,65.3301010131836,38693.34765625,2.1676523685455322
16,Mish,0.5323064666479363,2,3,1,4,2,1,off,1.1028131505409752e-05,70,93.79873657226562,-3.2095682621002197,-0.5884333848953247,16,1688781177.0301254,1688782206.8415978,93.79873657226562,94.73993682861328,0.5884333848953247,89.84029388427734,92.77572631835938,102860.140625,3.2095682621002197
17,ReLU,0.23143972487971,4,3,3,4,3,1,off,0.0003512299015624432,136,87.70401000976562,-2.116323947906494,-0.14555016160011292,17,1688781177.03312,1688782971.190803,87.70401000976562,95.29215240478516,0.14555016160011292,17.89432144165039,89.56716918945312,179295.21875,2.116323947906494
18,Hardswish,0.9618588005596088,1,1,4,0,1,2,off,0.0009952094591402234,51,33.48826599121094,-3.62457275390625,-0.30017638206481934,18,1688781177.0356421,1688781795.804821,33.48826599121094,44.266658782958984,0.30017638206481934,37.27843475341797,11.316386222839355,61759.33203125,3.62457275390625
19,Mish,0.9724640686395886,4,1,1,2,0,2,off,0.00040905376521409683,4,56.57819366455078,-2.2569525241851807,-0.5223011374473572,19,1688781176.926455,1688781230.2068477,56.57819366455078,71.52934265136719,0.5223011374473572,67.58123779296875,60.23069381713867,5204.34130859375,2.2569525241851807
20,ReLU,0.6942466320687188,4,3,3,3,0,1,off,0.00021735622926839492,193,93.17499542236328,-1.4632655382156372,-0.14234542846679688,20,1688781177.0390818,1688783086.707539,93.17499542236328,95.8732681274414,0.14234542846679688,19.981184005737305,92.40480041503906,190826.734375,1.4632655382156372
21,ReLU,0.914446979474728,3,4,0,3,2,3,off,0.00021166312845182872,82,68.56075286865234,-1.9858213663101196,-0.3987601697444916,21,1688781177.0418618,1688782098.0644696,68.56075286865234,92.75231170654297,0.3987601697444916,50.3690071105957,82.14552307128906,91962.7109375,1.9858213663101196
22,ReLU,0.8890440936709132,3,2,1,3,4,4,off,0.0005978004310694644,162,82.67565155029297,-2.3353116512298584,-0.40684565901756287,22,1688781177.0449603,1688783843.3234026,82.67565155029297,92.67594146728516,0.40684565901756287,65.46207427978516,70.46370697021484,266488.3125,2.3353116512298584
23,ReLU,0.3309391442265532,4,3,4,2,2,4,on,0.0005596904449296441,43,66.92730712890625,-2.7004032135009766,-0.5764654278755188,23,1688781177.0479069,1688781817.2330647,66.92730712890625,78.44392395019531,0.5764654278755188,74.45016479492188,61.9632568359375,63882.87890625,2.7004032135009766
24,ReLU,0.34659892583011165,2,2,2,4,1,4,on,0.0008005726738037414,13,60.19674301147461,-1.653704047203064,-0.8100283741950989,24,1688781177.0512748,1688781339.1618905,60.19674301147461,79.33258056640625,0.8100283741950989,106.8436050415039,50.42296600341797,16075.8779296875,1.653704047203064
25,ReLU,0.6584060204829314,2,3,4,0,0,1,off,0.0009046600220271231,27,37.69558334350586,-1.2423404455184937,-0.41203397512435913,25,1688781177.0542974,1688781452.3580415,37.69558334350586,43.1807975769043,0.41203397512435913,41.22344970703125,25.09208106994629,27395.236328125,1.2423404455184937
26,Hardswish,0.9571481700493774,3,2,3,0,3,2,off,0.00017100540224541128,14,85.98098754882812,-1.4819183349609375,-0.64130699634552,26,1688781177.056871,1688781303.8793094,85.98098754882812,89.62808990478516,0.64130699634552,80.09862518310547,75.35061645507812,12544.056640625,1.4819183349609375
27,ReLU,0.8213161799094159,0,3,1,0,1,3,off,0.0006022062399747779,99,70.80580139160156,-1.231259822845459,-0.10969635844230652,27,1688781177.0598497,1688781906.493299,70.80580139160156,64.59963989257812,0.10969635844230652,13.286933898925781,62.77785873413086,72808.7734375,1.231259822845459
28,Mish,0.35906006586711403,4,2,0,4,3,1,off,9.880927114184659e-05,64,85.20037841796875,-2.557126045227051,-0.309700608253479,28,1688781177.0634384,1688781966.371717,85.20037841796875,91.23694610595703,0.309700608253479,47.62971115112305,87.71495056152344,78789.9140625,2.557126045227051
29,Mish,0.27576025868895876,2,2,3,1,3,1,off,0.0009173013367869019,10,64.9678726196289,-2.1818764209747314,-0.6604034900665283,29,1688781177.0665882,1688781319.1417687,64.9678726196289,85.7336654663086,0.6604034900665283,88.06514739990234,54.90056610107422,14066.8154296875,2.1818764209747314
30,Mish,0.2549042626650426,2,2,4,4,1,2,off,0.0002273698387774752,7,68.7026138305664,-3.1385304927825928,-0.6843093633651733,30,1688781177.0695992,1688781289.9657912,68.7026138305664,89.72372436523438,0.6843093633651733,100.4361572265625,70.09716033935547,11151.5888671875,3.1385304927825928
31,Mish,0.7014910657776328,2,1,1,3,0,1,off,0.0008751470237432297,13,52.92863845825195,-1.7981104850769043,-0.3968316614627838,31,1688781177.0721674,1688781351.5853338,52.92863845825195,69.15135192871094,0.3968316614627838,39.518157958984375,33.988887786865234,17311.078125,1.7981104850769043
32,Mish,0.9550029136065472,1,4,2,4,1,3,off,0.00012480819508666664,88,74.5873794555664,-2.5105810165405273,-0.34367403388023376,32,1688781177.075874,1688782404.9210527,74.5873794555664,92.08676147460938,0.34367403388023376,46.69868850708008,86.14414978027344,122643.7890625,2.5105810165405273
33,Hardswish,0.6179517793214179,2,4,4,0,1,3,on,0.0008098155360225931,192,81.8329849243164,-2.3847920894622803,-0.3801121711730957,33,1688781177.0789032,1688783231.4752614,81.8329849243164,94.38220977783203,0.3801121711730957,43.2287712097168,91.17021179199219,205299.0,2.3847920894622803
34,ReLU,0.961679559854643,0,0,0,0,4,2,off,0.0007177693921955096,194,84.96826171875,-1.663507103919983,-0.31431999802589417,34,1688781177.0819948,1688782835.3442414,84.96826171875,98.97677612304688,0.31431999802589417,43.123966217041016,88.98433685302734,165686.25,1.663507103919983
35,Hardswish,0.05315925305778499,4,0,2,0,0,2,on,0.000552213026269954,34,90.68656158447266,-1.47769296169281,-0.6185154914855957,35,1688781177.0852478,1688781463.3681006,90.68656158447266,89.26691436767578,0.6185154914855957,77.40863037109375,89.33553314208984,28489.84375,1.47769296169281
36,Hardswish,0.1862282746028166,3,1,1,4,1,0,on,0.0005809681059975233,174,92.04986572265625,-1.5054622888565063,-0.08964797854423523,36,1688781177.0881743,1688782327.0698574,92.04986572265625,90.98623657226562,0.08964797854423523,13.016383171081543,89.78272247314453,114861.421875,1.5054622888565063
37,ReLU,0.1789244481382792,2,3,4,3,0,0,on,0.0006596849422908448,123,80.6539306640625,-1.3875330686569214,-0.427658349275589,37,1688781177.0910938,1688782398.8370724,80.6539306640625,87.68492889404297,0.427658349275589,55.87729263305664,90.48017120361328,122036.546875,1.3875330686569214
38,Hardswish,0.06916202450202656,1,3,0,1,1,4,on,1.4800230561406088e-05,174,93.76131439208984,-1.3870927095413208,-0.09801279008388519,38,1688781177.0942864,1688782593.9820056,93.76131439208984,97.00870513916016,0.09801279008388519,11.516223907470703,92.82150268554688,141550.921875,1.3870927095413208
39,ReLU,0.8737928692816973,4,4,4,0,1,3,off,0.0006314952739016989,162,58.5089225769043,-2.717272996902466,-0.09015938639640808,39,1688781177.0970418,1688782591.4510646,58.5089225769043,90.37403869628906,0.09015938639640808,12.351214408874512,84.75273132324219,141303.484375,2.717272996902466
40,Hardswish,0.2637588449159727,0,0,4,4,1,3,off,3.0798882238677084e-05,80,85.39466857910156,-2.497623920440674,-0.10542261600494385,40,1688781230.3352108,1688782236.4714713,85.39466857910156,95.10401153564453,0.10542261600494385,10.23537826538086,87.11005401611328,100601.296875,2.497623920440674
41,Mish,0.03170608389275071,3,1,2,3,1,1,on,0.0009835787841345539,170,92.75819396972656,-2.149238109588623,-0.3753194510936737,41,1688781260.7432168,1688782965.8259425,92.75819396972656,95.14329528808594,0.3753194510936737,60.387760162353516,89.88018798828125,170495.90625,2.149238109588623
42,Mish,0.5292002144149316,2,1,3,0,2,4,on,0.0009706497301438096,52,41.69102478027344,-3.4334378242492676,-0.6496131420135498,42,1688781290.0947883,1688782086.7897763,41.69102478027344,53.46849822998047,0.6496131420135498,76.88704681396484,38.462684631347656,79663.515625,3.4334378242492676
43,Hardswish,0.7193975989296966,4,2,3,3,4,1,off,0.0007201935554440745,25,31.207977294921875,-2.1377222537994385,-0.47932276129722595,43,1688781304.010165,1688781594.3558125,31.207977294921875,64.5254898071289,0.47932276129722595,61.20355224609375,54.13658905029297,29022.23828125,2.1377222537994385
44,ReLU,0.2341104021274798,2,0,0,4,3,0,on,0.0004494043395272889,167,87.89641571044922,-1.171614646911621,-0.31493231654167175,44,1688781319.273728,1688782796.8861437,87.89641571044922,94.76963806152344,0.31493231654167175,43.41037368774414,91.3554458618164,147748.890625,1.171614646911621
45,Hardswish,0.7378680502657221,4,3,1,4,1,0,off,0.00014971016498404208,14,64.08892822265625,-1.8801273107528687,-0.07342321425676346,45,1688781335.731573,1688781446.2088287,64.08892822265625,78.84097290039062,0.07342321425676346,12.808338165283203,54.912960052490234,11043.85546875,1.8801273107528687
46,Hardswish,0.5440947372250619,0,3,3,2,3,3,on,4.235471487780066e-05,106,93.53260040283203,-1.559104561805725,-0.43342098593711853,46,1688781339.2944307,1688782436.9495237,93.53260040283203,93.05352020263672,0.43342098593711853,55.290626525878906,90.75086975097656,109753.109375,1.559104561805725
47,ReLU,0.3443019248817661,2,4,3,2,4,1,on,0.0007794101495924673,38,44.46809768676758,-2.136183023452759,-0.5994836091995239,47,1688781351.7183154,1688781769.7690077,44.46809768676758,75.65565490722656,0.5994836091995239,85.54057312011719,66.18315887451172,41792.7109375,2.136183023452759
48,Mish,0.11220733268975311,2,1,0,3,0,0,on,0.0006225677634251484,143,87.34722137451172,-1.8927010297775269,-0.31414592266082764,48,1688781440.6370256,1688782594.9361935,87.34722137451172,93.31745910644531,0.31414592266082764,50.1962776184082,92.7406234741211,115417.5234375,1.8927010297775269
49,Mish,0.919234009045208,3,4,3,2,3,4,on,0.00039172157491156246,35,64.85435485839844,-3.382328987121582,-0.38861608505249023,49,1688781446.3297474,1688782060.2571197,64.85435485839844,83.47272491455078,0.38861608505249023,56.347496032714844,66.78079986572266,61382.11328125,3.382328987121582
50,ReLU,0.05182823633960025,2,2,0,1,3,3,on,0.0007424855696840194,7,85.62049102783203,-1.3532695770263672,-0.6316008567810059,50,1688781452.4942656,1688781515.9450386,85.62049102783203,88.26883697509766,0.6316008567810059,88.54743194580078,81.86665344238281,6336.3525390625,1.3532695770263672
51,ReLU,0.7789753638278428,4,4,2,2,1,4,on,0.00013960180252489983,29,73.10169219970703,-2.2816946506500244,-0.5677403211593628,51,1688781463.505965,1688781889.8654244,73.10169219970703,84.63288116455078,0.5677403211593628,69.50405883789062,59.28701400756836,42623.609375,2.2816946506500244
52,Mish,0.19486863065294505,3,1,4,1,2,4,off,0.0006443064631967278,4,51.1684455871582,-2.7445662021636963,-0.3933909237384796,52,1688781516.0718699,1688781575.771311,51.1684455871582,84.19574737548828,0.3933909237384796,47.403018951416016,72.5615005493164,5961.609375,2.7445662021636963
53,ReLU,0.22515162294564955,3,4,3,2,0,0,on,0.0009437612445293386,72,48.31692886352539,-1.909789800643921,-0.358323872089386,53,1688781565.304091,1688782472.3085406,48.31692886352539,64.91655731201172,0.358323872089386,51.22739791870117,61.25172424316406,90688.1015625,1.909789800643921
54,Mish,0.7016830494381213,1,2,1,4,2,4,on,0.0002702961203519825,112,84.65155029296875,-4.46552848815918,-0.5237535834312439,54,1688781576.0315924,1688783742.6273003,84.65155029296875,88.49461364746094,0.5237535834312439,85.87142181396484,86.55815124511719,216647.1875,4.46552848815918
55,ReLU,0.377032336181171,3,3,0,1,2,0,off,0.00013121062759233776,149,93.71014404296875,-1.3052083253860474,-0.33610352873802185,55,1688781594.4853642,1688782834.385244,93.71014404296875,98.5427017211914,0.33610352873802185,52.023963928222656,87.86919403076172,123977.65625,1.3052083253860474
56,ReLU,0.018208843055617818,3,4,1,4,2,0,on,0.00022286593357677712,5,83.97862243652344,-2.0600078105926514,-0.4078797698020935,56,1688781613.4465723,1688781663.811422,83.97862243652344,85.30992889404297,0.4078797698020935,46.24281692504883,80.67936706542969,5029.11083984375,2.0600078105926514
57,Hardswish,0.9138337750022929,1,1,1,0,1,4,off,0.0003120370917681983,85,78.4952163696289,-1.3497120141983032,-0.07001274079084396,57,1688781663.9355483,1688782480.9169078,78.4952163696289,42.922664642333984,0.07001274079084396,9.1411714553833,72.68821716308594,81685.765625,1.3497120141983032
58,ReLU,0.865216137397388,2,2,3,0,2,1,on,0.0007424795752650144,113,72.41484069824219,-1.5775495767593384,-0.7908859848976135,58,1688781769.8980908,1688783002.5621374,72.41484069824219,81.44631958007812,0.7908859848976135,105.0091323852539,69.86785125732422,123254.046875,1.5775495767593384
59,Hardswish,0.7682555952674391,4,2,1,4,3,4,off,0.0008013267308377666,10,39.96895980834961,-2.8155291080474854,-0.36623063683509827,59,1688781795.9613366,1688781923.888132,39.96895980834961,63.947242736816406,0.36623063683509827,51.914066314697266,30.51725959777832,12780.3154296875,2.8155291080474854
60,ReLU,0.39775739159680107,4,4,0,4,4,3,off,1.7210604206872116e-05,60,74.38999938964844,-2.3460147380828857,-0.11647830903530121,60,1688781802.0895836,1688782520.1721268,74.38999938964844,93.26422882080078,0.11647830903530121,11.791020393371582,86.2885513305664,71795.875,2.3460147380828857
61,Hardswish,0.48913266435855884,4,2,4,2,4,3,off,0.000670613388541177,187,86.97306823730469,-2.458592653274536,-0.581243634223938,61,1688781817.3739064,1688784026.289697,86.97306823730469,97.34044647216797,0.581243634223938,76.9668197631836,91.69429016113281,220879.21875,2.458592653274536
62,ReLU,0.6196497897097615,1,0,1,4,2,3,off,0.0009507966653120771,156,26.996923446655273,-1.6063778400421143,-0.31608065962791443,62,1688781889.9939604,1688783386.0991104,26.996923446655273,65.04938507080078,0.31608065962791443,46.40928268432617,71.1537094116211,149598.1875,1.6063778400421143
63,Hardswish,0.13462023150068106,3,2,2,0,4,1,on,0.0007714236414068285,132,91.71566009521484,-1.8873664140701294,-0.3840543329715729,63,1688781906.6350062,1688783279.0350654,91.71566009521484,93.1705551147461,0.3840543329715729,83.26213073730469,90.84751892089844,137227.734375,1.8873664140701294
