,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.0420923903485869,3,1,1,0,0,2,on,0.0001806811747129,80,92.10968780517578,-2.024226427078247,-0.3498910665512085,17,0.2633872032165527,982.7441625595092,1688605061.585821,1688606044.0658238,92.10968780517578,93.18340301513672,0.3498910665512085,48.52060317993164,90.5714874267578,98070.265625,2.024226427078247
1,ReLU,0.8356253827425586,1,2,3,3,4,0,off,0.0001431812428861,55,39.29939270019531,-3.1530981063842773,-0.4348609745502472,1,0.2572987079620361,469.9566645622253,1688605061.5797527,1688605531.2778673,39.29939270019531,91.19416809082033,0.4348609745502472,54.1689682006836,80.31449127197266,46772.0390625,3.1530981063842773
2,Mish,0.2468843241061617,1,1,3,1,3,2,off,0.0001192318365786,5,80.1545181274414,-2.436671257019043,-0.4003190398216248,10,0.2644224166870117,55.277082204818726,1688605061.586848,1688605116.598328,80.1545181274414,86.9061279296875,0.4003190398216248,46.64548873901367,68.64693450927734,5327.3779296875,2.436671257019043
3,ReLU,0.9634543343491286,0,0,1,1,4,3,on,6.722403115092654e-05,89,72.09228515625,-1.989702582359314,-0.1430043429136276,12,0.261864423751831,614.5571818351746,1688605061.5842938,1688605675.8791006,72.09228515625,87.9914321899414,0.1430043429136276,8.708406448364258,58.51153945922851,61231.38671875,1.989702582359314
4,ReLU,0.5920175539246427,4,0,0,2,4,2,on,0.0008515670492331,58,31.110092163085938,-2.202258348464966,-0.5356115698814392,13,0.2632937431335449,757.0181057453156,1688605061.5857189,1688605818.3400493,31.110092163085938,30.24431610107422,0.5356115698814392,75.4609603881836,48.101322174072266,75497.015625,2.202258348464966
5,Hardswish,0.6443607913514587,1,2,4,0,4,3,on,0.0005769984679543,48,50.247745513916016,-2.2943410873413086,-0.4514588117599487,16,0.2648284435272217,632.9900035858154,1688605061.5872576,1688605694.311958,50.247745513916016,64.64881134033203,0.4514588117599487,55.44850158691406,48.97690963745117,63075.07421875,2.2943410873413086
6,Mish,0.1195579334703806,1,0,2,0,4,1,on,6.595067325634114e-05,45,91.56298065185548,-2.260103225708008,-0.357232391834259,20,0.2648608684539795,474.5607280731201,1688605061.58729,1688605535.8818233,91.56298065185548,85.89379119873047,0.357232391834259,47.37468338012695,88.15201568603516,47230.875,2.260103225708008
7,Hardswish,0.1914549288151327,2,3,0,1,1,3,on,0.0003930171500916,77,83.83480072021484,-1.4228696823120115,-0.3668553233146667,21,0.2611422538757324,793.0350749492645,1688605061.5835683,1688605854.3562872,83.83480072021484,93.24444580078124,0.3668553233146667,56.20215225219727,90.66940307617188,79098.78125,1.4228696823120115
8,ReLU,0.251052675023808,2,2,0,0,3,1,on,0.0002020628305238,109,90.71881103515624,-1.2694287300109863,-0.553794801235199,22,0.268373966217041,933.793313741684,1688605061.5907989,1688605995.115254,90.71881103515624,94.3433609008789,0.553794801235199,80.56385040283203,93.2105712890625,93152.90625,1.2694287300109863
9,ReLU,0.8117531800112636,3,1,4,4,1,3,on,0.0001205494033348,64,73.76551055908203,-2.1180787086486816,-0.1282659322023391,25,0.2675340175628662,659.8192250728607,1688605061.589959,1688605721.1411183,73.76551055908203,81.61418151855469,0.1282659322023391,12.83970546722412,71.66156768798828,65777.875,2.1180787086486816
10,Mish,0.3726583880475223,3,3,0,4,4,1,on,0.000626583297331,15,72.69633483886719,-2.3259048461914062,-0.1432180702686309,27,0.2676115036010742,197.4888734817505,1688605061.590035,1688605258.8100464,72.69633483886719,77.58528900146484,0.1432180702686309,15.93327808380127,68.10714721679688,19528.73046875,2.3259048461914062
11,Hardswish,0.9819821129250834,1,3,4,2,0,0,on,0.0006879854404743,78,67.41963195800781,-1.7886077165603638,-0.3341524302959442,29,0.2684028148651123,775.3823184967041,1688605061.5908313,1688605836.7042582,67.41963195800781,45.094364166259766,0.3341524302959442,46.62410736083984,61.97345352172851,77312.53125,1.7886077165603638
12,Hardswish,0.2557518054581675,0,0,4,3,1,1,on,0.0006796062546907,67,51.43506622314453,-2.3037314414978027,-0.096243031322956,30,0.2686271667480469,501.6571846008301,1688605061.5910544,1688605562.9783654,51.43506622314453,81.2386245727539,0.096243031322956,11.381203651428224,75.9754867553711,49941.09765625,2.3037314414978027
13,ReLU,0.3019286261215075,4,4,2,4,0,2,on,0.0006043704097441,54,54.37825775146485,-2.0943045616149902,-0.546210765838623,32,0.2698862552642822,627.316633939743,1688605061.5923078,1688605688.6377103,54.37825775146485,82.3225326538086,0.546210765838623,69.2227783203125,63.07345962524414,62506.40234375,2.0943045616149902
14,ReLU,0.3626575266585436,4,2,0,2,2,3,off,0.000393486967608,66,78.2331314086914,-1.6825463771820068,-0.6122332811355591,33,0.2700934410095215,696.187570810318,1688605061.592517,1688605757.509503,78.2331314086914,89.84557342529297,0.6122332811355591,95.82852935791016,77.95222473144531,69393.296875,1.6825463771820068
15,Mish,0.1110319081188142,3,1,3,4,2,1,on,0.0006111398866916,59,87.47642517089844,-3.1801109313964844,-0.3751149177551269,35,0.2718243598937988,928.3692803382874,1688605061.5942435,1688605989.6912403,87.47642517089844,92.026123046875,0.3751149177551269,54.75412368774414,82.20260620117188,92632.8828125,3.1801109313964844
16,ReLU,0.4423416193016578,2,0,3,4,2,0,off,0.0008184066215995,31,57.18862915039063,-1.5182065963745115,-0.6884412169456482,36,0.2726752758026123,360.92812991142273,1688605061.5951004,1688605422.24936,57.18862915039063,70.40190887451172,0.6884412169456482,85.63446807861328,70.05461120605469,35887.96484375,1.5182065963745115
17,Mish,0.6801938259083855,4,4,4,1,0,3,off,0.0005694744139318,27,50.62437438964844,-2.5814573764801025,-0.1057826280593872,39,0.2757716178894043,386.23172974586487,1688605061.5981991,1688605447.5529044,50.62437438964844,72.27045440673828,0.1057826280593872,12.160051345825195,45.603424072265625,38400.78125,2.5814573764801025
18,ReLU,0.8889537799884224,0,3,3,2,2,3,off,0.0007843287777002,80,63.70521926879883,-1.849490523338318,-0.6128087043762207,4,0.2648775577545166,801.1998620033264,1688605061.5873065,1688605862.5218112,63.70521926879883,57.86002731323242,0.6128087043762207,70.90312194824219,51.2470588684082,79894.4375,1.849490523338318
19,Mish,0.5267367570032134,0,1,1,1,3,1,off,0.0002361662728297,6,59.70151519775391,-1.8672912120819087,-0.1194886639714241,42,360.9857065677643,423.9669966697693,1688605422.3081236,1688605485.28903,59.70151519775391,79.64657592773438,0.1194886639714241,12.667686462402344,60.35797500610352,6289.4912109375,1.8672912120819087
20,ReLU,0.0105989369987177,0,3,1,2,4,1,on,0.0002158223525316,8,80.28916931152344,-1.6496769189834597,-0.386494368314743,54,757.0671765804291,822.162716627121,1688605818.3895895,1688605883.4847882,80.28916931152344,80.96454620361328,0.386494368314743,49.45845031738281,81.5488510131836,6500.6962890625,1.6496769189834597
21,ReLU,0.6812440331582664,3,1,3,3,0,4,off,0.0004400636457859,60,64.46320343017578,-1.783141016960144,-0.1430706828832626,9,0.2615947723388672,524.5038850307465,1688605061.584023,1688605585.825832,64.46320343017578,88.00914001464844,0.1430706828832626,19.126163482666016,71.82575988769531,52225.4296875,1.783141016960144
22,Mish,0.5981881003262881,1,2,4,0,0,0,on,0.0005004630622806,96,37.35585784912109,-3.2948739528656006,-0.4349003136157989,61,982.7991843223572,1941.4010767936709,1688606044.1215997,1688607002.7228963,37.35585784912109,76.74278259277344,0.4349003136157989,49.941776275634766,86.3544692993164,95854.296875,3.2948739528656006
23,Hardswish,0.7158402413417246,3,2,1,3,2,3,on,0.0009278698943989,154,68.83589935302734,-1.8903467655181885,-0.5679792761802673,0,0.2572836875915527,1755.0953278541565,1688605061.5797312,1688606816.417272,68.83589935302734,69.27799224853516,0.5679792761802673,95.38420104980467,85.77545166015625,175284.578125,1.8903467655181885
24,Hardswish,0.9569583405923868,0,3,0,4,0,1,on,0.0001808716611087,171,92.9004364013672,-1.5236308574676514,-0.1230599135160446,11,0.264993667602539,1355.226789712906,1688605061.5874217,1688606416.5487316,92.9004364013672,85.42191314697266,0.1230599135160446,11.65142059326172,90.89503479003906,135296.9375,1.5236308574676514
25,Hardswish,0.2584740162112963,0,4,3,4,0,0,on,0.0006253451971997,91,66.20169830322266,-1.5184321403503418,-0.0860596597194671,14,0.2676389217376709,1023.2313334941864,1688605061.5900707,1688606084.5532806,66.20169830322266,85.66050720214844,0.0860596597194671,13.03405475616455,84.90834045410156,102103.6328125,1.5184321403503418
26,Mish,0.2401737070968901,0,3,3,0,1,3,off,0.0009455342081268,92,71.07472229003906,-2.3289613723754883,-0.1427428126335144,18,0.264829158782959,1364.3179323673248,1688605061.587259,1688606425.639872,71.07472229003906,88.76134490966797,0.1427428126335144,17.19635009765625,79.6109848022461,136215.578125,2.3289613723754883
