p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.0581082328776204,2,4,0,3,1,2,on,2.7163297476774304e-05,199,89.45873260498047,-3.080545425415039,-0.5774139761924744,0,1691787779.99533,1691788958.933942,0.5774139761924744,235430.171875,3.080545425415039,82.94639587402344,89.45873260498047,96.98980712890624,89.56454467773438,False
Hardswish,0.0496725548282012,1,3,1,2,2,2,off,2.795783566326737e-05,53,81.11286163330078,-1.279818415641785,-0.8071946501731873,1,1691787780.263647,1691787936.6411805,0.8071946501731873,30971.564453125,1.279818415641785,117.6562042236328,81.11286163330078,90.83008575439452,81.2042465209961,False
ReLU,0.0041556947854042,1,0,0,0,0,0,on,0.000256450110492,6,29.31825828552246,-0.3416451811790466,-0.067156083881855,2,1691787780.2801566,1691787787.1733136,0.067156083881855,1096.59765625,0.3416451811790466,7.8538994789123535,29.31825828552246,27.96910095214844,27.647815704345703,False
ReLU,0.010483926065659,0,2,3,3,2,0,on,0.0003382765519352,53,82.33113098144531,-1.0249017477035522,-0.5989077687263489,3,1691787780.2829928,1691787921.1267712,0.5989077687263489,27868.37890625,1.0249017477035522,85.95232391357422,82.33113098144531,84.05011749267578,81.7988052368164,False
Hardswish,0.4623754592784354,4,2,4,2,1,2,off,9.041799568352577e-05,165,84.78971099853516,-2.177713394165039,-0.7751047611236572,4,1691787788.6065996,1691788559.6301868,0.7751047611236572,153924.359375,2.177713394165039,115.21398162841795,84.78971099853516,99.55050659179688,85.55599212646484,False
Hardswish,0.0013988346327684,0,1,3,3,0,3,off,4.937463130365426e-05,186,73.23600769042969,-0.7356409430503845,-0.1576941460371017,5,1691787788.597593,1691788148.1122684,0.1576941460371017,71605.296875,0.7356409430503845,19.792465209960938,73.23600769042969,77.90123748779297,73.8940200805664,False
ReLU,0.5540885959132006,2,1,1,4,0,0,off,0.0003973784178017,178,83.26072692871094,-1.200230836868286,-0.3297676146030426,6,1691787788.6304128,1691788224.2177715,0.3297676146030426,86827.8125,1.200230836868286,43.13917541503906,83.26072692871094,97.67079162597656,82.58609771728516,False
Hardswish,0.0207901303415001,0,3,1,3,1,3,off,8.116692215438684e-05,73,78.39942169189453,-0.7814680337905884,-0.1551739573478698,7,1691787788.6968963,1691787936.0763962,0.1551739573478698,29200.158203125,0.7814680337905884,19.60755157470703,78.39942169189453,88.56256103515625,79.42448425292969,False
Mish,0.0312611804870009,4,0,3,1,2,0,off,3.1598434613680614e-05,12,67.0108413696289,-2.615840435028076,-0.3373547792434692,8,1691787788.7569,1691787847.1680586,0.3373547792434692,11433.171875,2.615840435028076,46.91593551635742,67.0108413696289,72.97027587890625,67.32616424560547,False
Mish,0.0072737014904983,4,4,3,3,0,0,on,6.556890878174667e-05,23,58.2811393737793,-3.2575716972351074,-0.1358757019042968,9,1691787788.7926638,1691787928.6110177,0.1358757019042968,27712.935546875,3.2575716972351074,15.320539474487305,58.2811393737793,54.19218063354492,59.09444046020508,False
