,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,objective_0,objective_1,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end
0,ReLU,0.4927641171852395,2,0,1,2,2,3,off,0.0005172874237006,88.09437561035156,-1.182602047920227,6,0.1707601547241211,0.6826086044311523,1688082831.4756646,1688082831.9871085
1,ReLU,0.8378859231254716,2,4,4,1,0,4,on,0.0009245300186276,76.2665786743164,-2.5883522033691406,0,0.1659901142120361,0.6756126880645752,1688082831.4708805,1688082831.980271
2,Hardswish,0.1585834339519755,0,2,1,2,1,3,off,0.000533049888695,87.7024917602539,-0.98936665058136,1,0.1664865016937256,0.6808977127075195,1688082831.4713798,1688082831.9855494
3,Mish,0.5497875126567149,4,0,2,3,1,2,off,0.0007578837281647,87.63111114501953,-2.9674272537231445,2,0.1672089099884033,0.6803033351898193,1688082831.4721014,1688082831.9849496
4,Mish,0.1714567683174867,2,4,3,4,2,4,on,0.0002784341760028,89.33817291259766,-4.269923210144043,3,0.167126178741455,0.6766839027404785,1688082831.4720252,1688082831.9813292
5,ReLU,0.974790292943434,0,2,1,3,2,1,on,0.0004009519617023,84.2456283569336,-0.9908514022827148,4,0.1684093475341797,0.676607608795166,1688082831.4733012,1688082831.9812565
6,ReLU,0.8050931056928097,3,4,0,3,4,1,off,5.34130458150499e-05,86.44783782958984,-1.81913161277771,7,0.1739046573638916,0.6751296520233154,1688082831.4787962,1688082831.9797883
7,ReLU,0.4598933701091648,1,0,2,0,2,3,on,0.000363890606013,89.19232940673828,-0.97189599275589,14,0.7322554588317871,0.7558722496032715,1688082832.0371385,1688082832.0604892
8,Hardswish,0.539452289702411,2,4,4,1,3,3,off,0.0007595488282787,85.74250030517578,-1.9980205297470093,10,0.7224957942962646,0.7460043430328369,1688082832.0273747,1688082832.0507455
9,Mish,0.9037309312173362,1,1,0,3,4,2,on,0.0007770333912088,83.39997863769531,-2.4674885272979736,11,0.7230629920959473,0.7460677623748779,1688082832.0279436,1688082832.0508113
10,ReLU,0.0873623906329472,0,1,1,3,3,4,off,0.0008969774900011,85.53890991210938,-1.1810322999954224,12,0.7264513969421387,0.7499303817749023,1688082832.031333,1688082832.0546665
11,Mish,0.0229955138379081,2,3,2,3,3,3,off,0.0005295406273727,88.63976287841797,-3.97757887840271,13,0.7276914119720459,0.7507288455963135,1688082832.032573,1688082832.0554724
12,ReLU,0.3963950040074591,4,3,1,2,0,1,on,0.0001326831118481,74.62205505371094,-1.2981534004211426,5,0.1698391437530517,0.690314769744873,1688082831.4747307,1688082831.9949665
13,Hardswish,0.1848035088266214,2,2,3,4,3,2,on,0.0001339506897464,90.966552734375,-1.888690710067749,8,0.7208867073059082,0.7441496849060059,1688082832.0257668,1688082832.0488975
14,Mish,0.6510566853477932,3,2,1,3,2,3,off,1.922338106887405e-05,87.28480529785156,-3.380749225616455,9,0.721179723739624,0.7442219257354736,1688082832.0260613,1688082832.0489686
15,Mish,0.4752485317404696,1,0,3,0,3,4,on,0.0006982458571008,83.99107360839844,-2.160373449325561,22,0.9491133689880372,0.972771406173706,1688082832.2539935,1688082832.2774048
16,Hardswish,0.0363548871464301,1,2,4,3,3,1,off,0.0003752928848753,73.82537078857422,-1.4355007410049438,15,0.736799955368042,0.7600915431976318,1688082832.0416868,1688082832.0648315
17,Hardswish,0.2799715000252786,0,2,4,0,0,4,off,0.0003899829075775,76.01676177978516,-1.721530199050903,16,0.9262597560882568,0.9486849308013916,1688082832.231137,1688082832.2534354
18,Hardswish,0.240342578226861,0,3,3,4,3,4,on,0.0009422876281507,85.28963470458984,-1.933990478515625,17,0.9276466369628906,0.9503443241119384,1688082832.2325249,1688082832.255088
19,Hardswish,0.4489238757752614,3,0,4,4,3,1,on,0.0001385626489402,85.99897003173828,-1.723039984703064,18,0.9322395324707032,0.9550433158874512,1688082832.2371192,1688082832.2597787
