,LearningRate,WeightDecay,Activation,TrivialAugment,Op1,Op2,Op3,Op4,Op5,Op6,valid-loss,latency
0,0.836586362755603,0.0006234325345725728,ReLU,off,2.0,1.0,0.0,2.0,3.0,3.0,11.193916320800781,1.208019495010376
1,0.34795078579151645,0.0008554733358565102,Mish,on,0.0,0.0,0.0,3.0,1.0,3.0,12.644287109375,1.6560534238815308
2,0.49791936554368255,0.0003059130699593998,Hardswish,off,2.0,0.0,1.0,1.0,2.0,0.0,10.85528564453125,0.8581045866012573
3,0.21518426372651558,0.0009812251108468953,Mish,off,0.0,0.0,3.0,0.0,1.0,2.0,11.378791809082031,1.5881112813949585
4,0.2619169563309752,0.0006520490981914859,ReLU,off,3.0,2.0,1.0,1.0,0.0,2.0,11.45977783203125,1.0008432865142822
5,0.6490842375898317,2.7700936817717384e-05,ReLU,on,3.0,1.0,0.0,2.0,0.0,0.0,11.327125549316406,0.7878615856170654
6,0.1713543059154522,0.00035170330122889066,ReLU,off,1.0,3.0,2.0,1.0,1.0,3.0,10.85870361328125,0.9264150261878967
7,0.8109493009267139,0.0007720165014295864,Mish,on,2.0,3.0,1.0,3.0,2.0,3.0,14.478034973144531,4.106760501861572
8,0.5633715432011741,0.0002310000808900113,Mish,off,0.0,2.0,0.0,3.0,3.0,2.0,9.870208740234375,3.071887493133545
9,0.9822277524708541,0.00038153992358357883,Mish,on,1.0,1.0,0.0,0.0,0.0,1.0,17.8265380859375,0.8024628162384033
10,0.39699868847625547,0.0003774882036757253,ReLU,on,1.0,1.0,1.0,0.0,2.0,2.0,88.37949275970459,0.8676745295524597
11,0.22589226951790886,0.000909828495537463,Mish,off,2.0,3.0,3.0,1.0,0.0,2.0,10.553001403808594,2.9245574474334717
12,0.9089753369905864,0.00012559828727304946,Hardswish,on,0.0,2.0,2.0,3.0,1.0,2.0,9.330635070800781,1.097115397453308
13,0.674871189010711,0.00014991443105526862,ReLU,on,1.0,3.0,2.0,0.0,2.0,1.0,10.800491333007812,0.9995525479316711
14,0.8561445063276583,0.00044882052023054007,Hardswish,off,1.0,0.0,2.0,0.0,1.0,0.0,13.117874145507812,0.6549858450889587
15,0.06247544707226698,0.0005577686856320426,ReLU,off,0.0,3.0,0.0,0.0,1.0,3.0,12.329872131347656,0.572893500328064
