,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.721711452248775,2,2,1,4,0,0,on,0.00032300646778359683,56,77.63260650634766,-2.369182586669922,-0.5013424754142761,0,1688952951.4023392,1688953678.6106195,77.63260650634766,89.65837097167969,0.5013424754142761,81.22118377685547,85.61609649658203,72565.078125,2.369182586669922
1,Hardswish,0.8820916399498465,0,2,2,4,0,2,on,0.000701701852476235,170,87.07061004638672,-2.1886160373687744,-0.6447809338569641,1,1688952951.830859,1688954888.8004715,87.07061004638672,90.75662231445312,0.6447809338569641,80.94096374511719,90.19100189208984,193584.09375,2.1886160373687744
2,Hardswish,0.09756589070318525,0,2,1,3,3,1,off,0.000870402683603144,178,94.2000503540039,-1.5562959909439087,-0.4002835154533386,2,1688952951.8499146,1688954625.1492145,94.2000503540039,96.80992889404297,0.4002835154533386,60.733131408691406,92.4083023071289,167218.953125,1.5562959909439087
3,Hardswish,0.7909871308159745,3,2,0,3,2,0,off,0.000453458321382909,8,36.08213424682617,-1.6442437171936035,-0.533815860748291,3,1688952951.8668509,1688953022.264813,36.08213424682617,85.60752868652344,0.533815860748291,71.56539916992188,66.65509033203125,6933.7978515625,1.6442437171936035
4,ReLU,0.048961697053762666,3,2,1,1,2,2,on,0.000986321796635622,199,94.99544525146484,-1.2194437980651855,-0.8645233511924744,4,1688952956.137159,1688954809.8367937,94.99544525146484,97.72456359863281,0.8645233511924744,108.05865478515625,93.58710479736328,185241.296875,1.2194437980651855
5,Mish,0.45325655661059094,3,1,0,2,0,0,off,0.0003364898395469177,2,43.29914855957031,-1.9810092449188232,-0.3546883165836334,5,1688952956.9896173,1688952979.1435852,43.29914855957031,84.28227996826172,0.3546883165836334,47.49515151977539,57.348880767822266,2179.79443359375,1.9810092449188232
6,Mish,0.8894123278927495,1,2,1,4,1,1,on,0.00043699613580175443,89,59.386329650878906,-2.356863498687744,-0.3359330892562866,6,1688952957.206087,1688954062.8482249,59.386329650878906,19.305715560913086,0.3359330892562866,52.769474029541016,51.39744567871094,110531.21875,2.356863498687744
7,ReLU,0.44443438651027195,4,2,1,4,3,0,off,0.0009922036129342755,58,31.610980987548828,-1.929803729057312,-0.3320220708847046,7,1688952957.39825,1688953584.809636,31.610980987548828,43.69672775268555,0.3320220708847046,53.0753059387207,52.895748138427734,62708.5234375,1.929803729057312
8,Hardswish,0.793241752983509,3,4,4,4,2,1,off,0.0007148864766068287,104,69.50019836425781,-2.8189942836761475,-0.22074612975120544,8,1688952957.4061348,1688954183.8027613,69.50019836425781,80.36705017089844,0.22074612975120544,45.47013854980469,72.31930541992188,122580.7734375,2.8189942836761475
9,Mish,0.8269930265868344,2,2,2,1,2,4,on,0.00031479878647464743,98,88.66264343261719,-3.3128161430358887,-0.8147525787353516,9,1688952957.412004,1688954826.2947671,88.66264343261719,90.02947998046875,0.8147525787353516,120.45574951171875,75.62422180175781,186827.953125,3.3128161430358887
10,Mish,0.8636406604675749,1,0,3,0,1,2,off,0.0004557407148383911,165,91.82414245605469,-3.922452449798584,-0.3710598945617676,10,1688952956.8325243,1688956411.5650358,91.82414245605469,97.22211456298828,0.3710598945617676,49.63124465942383,89.79557037353516,345349.65625,3.922452449798584
11,ReLU,0.5513360268193732,0,4,0,0,0,0,on,0.0005695860943832441,194,91.40538024902344,-1.2451616525650024,-0.0982694923877716,11,1688952957.4173474,1688954508.4276881,91.40538024902344,88.22115325927734,0.0982694923877716,10.806543350219727,93.08174896240234,155036.046875,1.2451616525650024
12,Mish,0.535996539367952,4,3,4,2,0,0,on,0.0005381174865206949,11,31.98125457763672,-3.047362804412842,-0.3190706670284271,12,1688952957.6634932,1688953144.7665381,31.98125457763672,61.132381439208984,0.3190706670284271,50.691650390625,46.72317123413086,18595.447265625,3.047362804412842
13,ReLU,0.37531106261621944,1,1,1,4,2,0,on,0.0006474160875732106,102,52.749732971191406,-1.306856393814087,-0.32016828656196594,13,1688952957.8138895,1688953898.1284566,52.749732971191406,42.22012710571289,0.32016828656196594,48.10234451293945,64.65509796142578,93941.2890625,1.306856393814087
14,ReLU,0.6971086416351073,1,2,0,4,4,2,on,0.0005833674771833793,143,85.37696838378906,-2.1505472660064697,-0.6072093844413757,14,1688952957.432624,1688954859.724599,85.37696838378906,71.5987548828125,0.6072093844413757,58.26485061645508,76.66683959960938,190093.75,2.1505472660064697
15,Hardswish,0.9295359011448099,0,0,2,0,4,4,off,5.728632413957588e-05,126,87.51801300048828,-2.748905658721924,-0.28753453493118286,15,1688952957.890467,1688954149.5448408,87.51801300048828,96.48941040039062,0.28753453493118286,37.5626220703125,77.84683227539062,118998.484375,2.748905658721924
16,Hardswish,0.21233024590926744,0,2,3,4,3,1,on,0.0005032441386533424,173,84.0616226196289,-1.6658592224121094,-0.46330726146698,16,1688952957.9316473,1688954709.6513412,84.0616226196289,89.3539810180664,0.46330726146698,52.28580093383789,92.72879028320312,175009.296875,1.6658592224121094
17,ReLU,0.8968312952130219,3,2,2,0,2,2,off,0.0007743961136975693,159,89.06534576416016,-2.3399524688720703,-0.8341171741485596,17,1688952957.971166,1688954804.5847583,89.06534576416016,95.77478790283203,0.8341171741485596,113.0467529296875,90.25904083251953,184502.484375,2.3399524688720703
18,ReLU,0.5337063380769153,0,1,0,4,4,3,off,0.0007561319596405712,110,76.12529754638672,-1.6855947971343994,-0.10583312064409256,18,1688952958.007223,1688954250.2248578,76.12529754638672,77.789794921875,0.10583312064409256,12.151412010192871,65.77310943603516,129047.2734375,1.6855947971343994
19,ReLU,0.8127712734659658,3,1,2,3,1,0,off,0.0006088127397523949,171,86.27355194091797,-1.0779342651367188,-0.3427869975566864,19,1688952957.5923216,1688954341.546825,86.27355194091797,95.49234771728516,0.3427869975566864,41.529659271240234,80.92381286621094,138252.515625,1.0779342651367188
20,ReLU,0.3819983569054686,1,0,1,4,1,2,on,0.00019503603571308003,39,79.158447265625,-1.4414796829223633,-0.3296154737472534,20,1688952958.0480626,1688953308.4232612,79.158447265625,80.44221496582031,0.3296154737472534,48.30426025390625,79.1325912475586,34867.203125,1.4414796829223633
21,Mish,0.732667068961197,0,3,0,2,2,3,off,0.0004927308660545588,98,72.09129333496094,-2.957158088684082,-0.5870634317398071,21,1688952958.0514798,1688954450.6430907,72.09129333496094,88.82012939453125,0.5870634317398071,67.8792724609375,80.18424987792969,149084.859375,2.957158088684082
22,Mish,0.37043840660904953,4,2,3,2,0,4,on,0.0006564827191097628,74,75.71651458740234,-3.26455020904541,-0.5363161563873291,22,1688952958.058048,1688954232.5281477,75.71651458740234,80.05072784423828,0.5363161563873291,77.38219451904297,80.00469207763672,127299.9921875,3.26455020904541
23,ReLU,0.34529231099188806,3,3,3,4,0,2,off,0.0006402014929797963,187,92.86847686767578,-1.5597867965698242,-0.39071887731552124,23,1688952958.0706544,1688955056.9844072,92.86847686767578,97.4930419921875,0.39071887731552124,54.59519577026367,93.02447509765625,209703.390625,1.5597867965698242
24,ReLU,0.7980861497439883,2,3,3,2,2,2,on,0.0007113691807918304,173,85.37841796875,-2.3617374897003174,-0.9857328534126282,24,1688952958.0733063,1688955427.7264938,85.37841796875,94.71807098388672,0.9857328534126282,103.94697570800781,91.10399627685547,246793.359375,2.3617374897003174
25,ReLU,0.5373313119935407,4,1,1,1,0,3,on,0.0005679734646362074,13,59.91907501220703,-1.3239039182662964,-0.10502570122480392,25,1688952958.0800662,1688953043.665955,59.91907501220703,84.95184326171875,0.10502570122480392,11.57521915435791,63.62127685546875,8388.2001953125,1.3239039182662964
26,Mish,0.5957410650779299,3,4,1,0,2,0,off,0.00031396518927524883,60,67.6268310546875,-3.0248570442199707,-0.33586618304252625,26,1688952958.0916123,1688953572.5660295,67.6268310546875,87.63155364990234,0.33586618304252625,55.04232406616211,80.68305969238281,61354.45703125,3.0248570442199707
27,Hardswish,0.6460964226005174,3,4,4,1,0,4,off,0.0008279041164198532,169,48.63047409057617,-2.721327066421509,-0.09812293946743011,27,1688952958.0941372,1688955604.2853312,48.63047409057617,88.47761535644531,0.09812293946743011,11.79172134399414,83.93029022216797,264433.8125,2.721327066421509
28,ReLU,0.05482187376362221,0,0,0,0,4,0,on,0.0008608120258859196,125,78.65928649902344,-1.5192365646362305,-0.06609434634447098,28,1688952958.099216,1688953872.8997622,78.65928649902344,88.06611633300781,0.06609434634447098,9.288905143737793,82.70814514160156,91310.5234375,1.5192365646362305
29,ReLU,0.30112128160373175,1,3,0,2,3,3,off,0.0008392164821869139,153,87.17330169677734,-1.4793752431869507,-0.41368091106414795,29,1688952957.7336528,1688954379.9389148,87.17330169677734,75.7515640258789,0.41368091106414795,53.133514404296875,87.56192016601562,142051.0625,1.4793752431869507
30,Hardswish,0.5383529211919968,1,2,2,1,0,2,on,7.533347149886372e-05,196,94.24613952636719,-1.3849321603775024,-0.6521346569061279,30,1688952958.102088,1688954468.1164682,94.24613952636719,97.78205871582031,0.6521346569061279,86.18995666503906,94.70867919921875,150909.5,1.3849321603775024
31,Mish,0.8206128217807046,3,4,3,3,4,1,off,0.0006505458247033601,94,48.49728775024414,-2.7607696056365967,-0.16360148787498474,31,1688952958.1193314,1688954585.9923458,48.49728775024414,76.7730941772461,0.16360148787498474,17.088029861450195,49.3728141784668,162718.265625,2.7607696056365967
32,Hardswish,0.9655452846936231,2,0,3,2,2,4,on,0.0005552118750045402,85,75.55792999267578,-2.226292610168457,-0.8544867634773254,32,1688952958.1108153,1688954427.1815844,75.55792999267578,81.43717956542969,0.8544867634773254,107.11085510253906,57.627838134765625,146739.03125,2.226292610168457
33,Hardswish,0.9287891842496906,3,3,2,3,2,4,on,0.00036642548093798044,84,66.17063903808594,-2.3046836853027344,-0.41677528619766235,33,1688952958.1294715,1688954236.7357564,66.17063903808594,85.62245178222656,0.41677528619766235,89.25096130371094,83.28248596191406,127771.4453125,2.3046836853027344
34,Mish,0.33204325456330147,1,3,2,3,2,0,off,0.0005580752930890206,52,83.15385437011719,-3.185047149658203,-0.5933480262756348,34,1688952958.1426384,1688953837.1499972,83.15385437011719,81.10720825195312,0.5933480262756348,125.89750671386719,81.67676544189453,87735.0,3.185047149658203
35,ReLU,0.10719697206486846,2,0,0,4,4,0,on,0.0008640833840930535,188,94.67189025878906,-1.949765920639038,-0.3243906795978546,35,1688952958.157298,1688955054.0168445,94.67189025878906,95.13056945800781,0.3243906795978546,45.33210754394531,94.71695709228516,209406.625,1.949765920639038
36,Hardswish,0.5747740740678888,1,4,2,4,1,1,on,0.00010166633668597891,163,92.35400390625,-1.4761117696762085,-0.26851823925971985,36,1688952958.146278,1688954326.174422,92.35400390625,86.28960418701172,0.26851823925971985,44.545249938964844,92.681884765625,136660.328125,1.4761117696762085
37,ReLU,0.3227143038949769,3,0,0,1,2,0,off,0.00014740483325998208,150,89.2451400756836,-1.0612211227416992,-0.2670573890209198,37,1688952958.1720443,1688954125.6874433,89.2451400756836,98.63716125488281,0.2670573890209198,51.9468994140625,83.35628509521484,116578.5546875,1.0612211227416992
