,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Hardswish,0.0952313272919029,2,4,2,0,1,2,off,1.8477993041828048e-05,126,93.89285278320312,-1.4867480993270874,-0.8778043985366821,0,0.2489242553710937,1393.290720462799,1688486242.7723522,1688487635.8133757,93.89285278320312,99.36277770996094,0.8778043985366821,97.5340347290039,93.93146514892578,139115.984375,1.4867480993270874
1,ReLU,0.6388733015262169,4,3,3,0,1,3,on,0.0004536861820974,127,83.73577117919922,-1.6521295309066772,-0.1311225593090057,10,0.253070592880249,1167.8407764434814,1688486242.7764783,1688487410.3636992,83.73577117919922,76.5753402709961,0.1311225593090057,17.866497039794922,78.1526107788086,116573.34375,1.6521295309066772
2,Mish,0.9772757040958208,2,1,1,4,0,1,off,4.32896261242744e-05,112,73.35128784179688,-2.112015724182129,-0.4184607267379761,11,0.2589950561523437,1258.2182259559631,1688486242.7824008,1688487500.7411432,73.35128784179688,88.29647064208984,0.4184607267379761,37.78006362915039,44.37835311889648,125608.171875,2.112015724182129
3,Hardswish,0.0555176347798865,1,1,4,4,2,0,on,0.0005186669883683,115,88.91959381103516,-1.5695041418075562,-0.1859668940305709,13,0.2530746459960937,1216.709183692932,1688486242.7764802,1688487459.2320974,88.91959381103516,90.25652313232422,0.1859668940305709,44.679718017578125,76.89395904541016,121474.2265625,1.5695041418075562
4,ReLU,0.981382325372836,3,4,3,0,0,4,off,0.0003425903411612,28,61.30863571166992,-2.609215497970581,-0.1204629987478256,16,0.2586178779602051,319.63184785842896,1688486242.782023,1688486562.1548817,61.30863571166992,86.78460693359375,0.1204629987478256,14.212679862976074,51.79601287841797,31766.5625,2.609215497970581
5,ReLU,0.3053210942273773,0,3,2,0,2,0,off,0.0007897511228967,135,86.44546508789062,-1.478718876838684,-0.6201140880584717,17,0.2530136108398437,1260.1822247505188,1688486242.7764137,1688487502.7051396,86.44546508789062,89.72523498535156,0.6201140880584717,78.36600494384766,87.11641693115234,125813.40625,1.478718876838684
6,ReLU,0.0367828566315745,0,0,2,0,3,0,off,0.0003980868377067,17,89.62722778320312,-1.1020734310150146,-0.3363310396671295,18,0.2588880062103271,131.00525045394895,1688486242.7822914,1688486373.527526,89.62722778320312,92.193603515625,0.3363310396671295,43.69515609741211,89.09381866455078,12887.4248046875,1.1020734310150146
7,ReLU,0.7264060350784625,0,4,3,2,3,2,off,0.0002907833645626,1,41.32799530029297,-1.852871060371399,-0.5697528719902039,20,0.2549989223480224,14.954342126846312,1688486242.7784066,1688486257.4765663,41.32799530029297,61.12857437133789,0.5697528719902039,77.16157531738281,36.3995475769043,1286.22705078125,1.852871060371399
8,Mish,0.7844875643900379,3,0,1,1,3,3,on,0.0005662889113847,93,66.68755340576172,-2.941251754760742,-0.119538702070713,22,0.2591273784637451,1211.3399324417114,1688486242.7825336,1688487453.862872,66.68755340576172,80.2990951538086,0.119538702070713,11.890870094299316,38.67735290527344,120938.2421875,2.941251754760742
9,ReLU,0.1602551391280543,3,0,1,2,3,2,off,4.945026770236909e-05,118,93.0398941040039,-1.625505447387695,-0.6000846028327942,24,0.2561402320861816,1324.1245231628418,1688486242.779546,1688487566.647449,93.0398941040039,96.66580200195312,0.6000846028327942,76.47037506103516,92.79412078857422,132221.421875,1.625505447387695
