p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
ReLU,0.6001379481130266,4,2,0,1,2,2,on,0.0002168089963941077,192,93.91840362548828,-1.6680001020431519,-0.674471914768219,84,0.5520815849304199,2643.3940060138702,1688857674.4794252,1688860317.3203657,93.91840362548828,97.23131561279297,0.674471914768219,89.65267944335938,93.30904388427734,264076.0,1.6680001020431519
Hardswish,0.31313627824992374,2,4,3,2,0,1,off,0.0006992036480903153,83,57.13435745239258,-2.155050277709961,-0.674976646900177,0,0.42710304260253906,980.4539635181428,1688857674.3544786,1688858654.3806107,57.13435745239258,80.37915802001953,0.674976646900177,81.35637664794922,76.3011703491211,97745.71875,2.155050277709961
Hardswish,0.343063324612263,4,3,1,3,3,3,off,0.00036268422192139386,30,77.55704498291016,-1.5111925601959229,-0.16507859528064728,1,0.43154001235961914,353.8803563117981,1688857674.3588915,1688858027.8070111,77.55704498291016,89.59678649902344,0.16507859528064728,19.21121406555176,73.34275817871094,35087.68359375,1.5111925601959229
ReLU,0.9844726847212306,1,4,4,0,3,2,on,0.0008730930894074529,76,31.544300079345703,-3.263044834136963,-0.3373812139034271,10,0.4640781879425049,1030.7086827754974,1688857674.3914218,1688858704.6352794,31.544300079345703,48.511871337890625,0.3373812139034271,47.04941940307617,44.531890869140625,102767.3359375,3.263044834136963
Hardswish,0.28071410682924003,2,1,1,4,0,0,off,0.0007588769751052261,33,66.28683471679688,-1.3822064399719238,-0.3921187222003937,100,0.5692806243896484,296.0641875267029,1688857674.4966218,1688857969.9899735,66.28683471679688,72.13177490234375,0.3921187222003937,41.77032852172851,67.8132553100586,29323.318359375,1.3822064399719238
ReLU,0.6735012203897869,1,0,4,2,2,4,off,0.0004905137559873119,40,22.54087829589844,-1.643215537071228,-0.528512179851532,101,0.5692102909088135,522.2347726821899,1688857674.496557,1688858196.1613925,22.54087829589844,68.5361557006836,0.528512179851532,72.37163543701172,32.328453063964844,51940.41796875,1.643215537071228
Hardswish,0.792600422076635,3,1,0,2,1,0,off,0.0003371229383266791,115,83.69583892822266,-1.4697201251983645,-0.36568737030029297,102,0.572009801864624,672.2850947380066,1688857674.4993534,1688858346.2116692,83.69583892822266,91.72203826904295,0.36568737030029297,40.9329719543457,64.92066955566406,66920.59375,1.4697201251983645
Mish,0.008581453465275245,0,0,0,4,3,4,on,0.000653368529209368,106,90.39846801757812,-2.274895668029785,-0.1111130565404892,103,0.5730636119842529,1545.3358294963837,1688857674.5004067,1688859219.262547,90.39846801757812,89.1550064086914,0.1111130565404892,12.176884651184082,87.37306213378906,154226.171875,2.274895668029785
ReLU,0.018305975295771847,2,0,1,4,1,3,off,2.3849501181152113e-05,75,91.84874725341795,-1.7502599954605105,-0.2919914722442627,104,0.5738673210144043,760.6601784229279,1688857674.501222,1688858434.5858126,91.84874725341795,95.09881591796876,0.2919914722442627,46.46913146972656,92.4126968383789,75762.1171875,1.7502599954605105
Mish,0.3664346110550972,2,2,0,3,0,1,off,0.0005302838360260817,70,73.56534576416016,-2.377614974975586,-0.570646345615387,105,0.5770442485809326,846.8230786323547,1688857674.5043857,1688858520.7497642,73.56534576416016,89.12996673583984,0.570646345615387,81.22789001464844,86.43657684326172,84387.921875,2.377614974975586
Mish,0.8897927070426596,4,2,4,2,4,1,on,0.00027693205834172834,76,77.11337280273438,-2.508347511291504,-0.5292754173278809,106,0.5768580436706543,1303.3134899139404,1688857674.5042007,1688858977.2400942,77.11337280273438,81.48787689208984,0.5292754173278809,76.8620376586914,87.52838897705078,130058.90625,2.508347511291504
Mish,0.739767187228049,4,3,0,0,4,3,on,0.0007390451509392878,44,47.56819152832031,-2.480774402618408,-0.13341936469078064,107,0.5782747268676758,638.1384768486023,1688857674.5056224,1688858312.064947,47.56819152832031,76.83871459960938,0.13341936469078064,14.09108829498291,60.650516510009766,63530.45703125,2.480774402618408
Hardswish,0.16741703456539303,3,2,0,4,3,3,on,0.0005239984679209838,4,85.41105651855469,-1.885129690170288,-0.3778642416000366,108,0.5807459354400635,51.23919677734375,1688857674.5080976,1688857725.1648967,85.41105651855469,84.48802185058594,0.3778642416000366,60.19340133666992,59.38212966918945,4817.51953125,1.885129690170288
Mish,0.8078615834675884,1,3,0,0,2,3,on,0.00048281571698096553,27,65.99274444580078,-2.5564663410186768,-0.3776361048221588,109,0.5816290378570557,427.7403059005738,1688857674.508975,1688858101.6659458,65.99274444580078,78.75879669189453,0.3776361048221588,42.716339111328125,63.190155029296875,42460.97265625,2.5564663410186768
Hardswish,0.07988739430445087,4,3,4,4,2,3,off,7.017559265165793e-05,14,81.59171295166016,-2.7228941917419434,-0.21553201973438263,11,0.4720537662506103,226.6599361896515,1688857674.3994038,1688857900.586557,81.59171295166016,90.38024139404295,0.21553201973438263,50.415584564208984,84.4656753540039,22386.044921875,2.7228941917419434
