,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.7384184228983192,4,4,0,1,3,0,on,0.0001605082555419,93,81.85203552246094,-2.526524305343628,-0.1099855527281761,12,0.2604215145111084,1083.508437871933,1688417869.0196342,1688418952.2668622,81.85203552246094,91.06987762451172,0.1099855527281761,12.657612800598145,85.22795867919922,108127.9921875,2.526524305343628
1,Mish,0.0881689731348124,4,2,1,1,4,3,on,0.0005614868902889,9,75.8843994140625,-2.9310197830200195,-0.4255091249942779,0,0.2556941509246826,137.87484216690063,1688417869.014909,1688418006.6329553,75.8843994140625,89.16987609863281,0.4255091249942779,58.7320556640625,81.53627014160156,13564.345703125,2.9310197830200195
2,Hardswish,0.638581973057538,1,0,0,2,2,2,off,0.000929344734946,34,30.45218849182129,-1.0461939573287964,-0.6177839636802673,13,0.2809104919433594,414.6800005435944,1688417869.0401142,1688418283.438065,30.45218849182129,57.55762100219727,0.6177839636802673,92.39832305908205,47.26830291748047,41268.0078125,1.0461939573287964
3,Mish,0.5147896632417044,1,2,2,2,0,4,off,0.0004728611114906,56,38.753692626953125,-3.0300514698028564,-0.6233450174331665,19,0.2600836753845215,711.8983113765717,1688417869.0192904,1688418580.6570303,38.753692626953125,77.4862060546875,0.6233450174331665,94.37127685546876,69.96939086914062,70965.390625,3.0300514698028564
4,Hardswish,0.064207490493401,1,3,4,4,1,0,off,0.000232375402564,55,89.15974426269531,-1.9120525121688845,-0.0604234375059604,2,0.2559852600097656,446.2098410129547,1688417869.0152206,1688418314.9677498,89.15974426269531,93.55487060546876,0.0604234375059604,11.56663417816162,88.73567199707031,44399.75,1.9120525121688845
5,Hardswish,0.1517036177538282,4,0,4,1,3,3,on,0.0007531508161729,4,66.32564544677734,-1.8995336294174192,-0.1067977920174598,20,0.2595777511596679,48.06968331336975,1688417869.018781,1688417916.8276532,66.32564544677734,79.29359436035156,0.1067977920174598,12.642662048339844,68.57661437988281,4613.97509765625,1.8995336294174192
6,ReLU,0.4529799888051052,2,1,2,3,4,2,off,0.0003281526915969,6,44.92806243896485,-1.9169175624847408,-0.838065505027771,23,0.2668945789337158,79.50607395172119,1688417869.0261028,1688417948.264156,44.92806243896485,89.11616516113281,0.838065505027771,110.83795166015624,71.72022247314453,7732.0517578125,1.9169175624847408
7,ReLU,0.4678424381170301,2,3,3,0,0,1,on,0.0001578110263214,66,90.97534942626952,-1.3024684190750122,-0.3885403275489807,26,0.2803633213043213,463.5871312618256,1688417869.0395646,1688418332.345037,90.97534942626952,92.73155975341795,0.3885403275489807,48.51469039916992,85.4088134765625,46141.99609375,1.3024684190750122
8,ReLU,0.8456136540018723,2,2,2,0,3,4,on,0.0004202506383061,10,73.52948760986328,-1.8661926984786987,-0.8537285327911377,27,0.2665882110595703,113.25135564804076,1688417869.025797,1688417982.0100942,73.52948760986328,85.66140747070312,0.8537285327911377,103.13988494873048,56.56574630737305,11101.5390625,1.8661926984786987
9,ReLU,0.4929040956189067,2,0,0,1,0,1,on,0.0004914526254717,117,66.11408996582031,-0.7817875146865845,-0.3324911594390869,28,0.2670714855194092,731.707421541214,1688417869.0262742,1688418600.4654012,66.11408996582031,83.97700500488281,0.3324911594390869,39.91465759277344,74.71219635009766,72949.8671875,0.7817875146865845
