p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc
Mish,0.01645693160984333,0,3,0,2,2,3,off,7.467904533063152e-05,46,82.63233947753906,-3.2420175075531006,-0.6088365912437439,14,0.4142873287200928,303.3802728652954,1692098702.1121106,1692099005.0776496,0.6088365912437439,57708.19921875,3.2420175075531006,84.86557006835938,82.63233947753906,92.72882843017578,82.03520202636719
ReLU,0.008201195407764858,0,3,2,0,2,0,off,0.00037605796686677345,135,84.51172637939453,-0.9246079325675964,-0.5724053382873535,140,0.6267993450164795,327.397673368454,1692098702.324623,1692099029.0950265,0.5724053382873535,62511.0703125,0.9246079325675964,83.34952545166016,84.51172637939453,99.1226043701172,84.48687744140625
ReLU,0.046721800619340496,2,2,3,3,3,0,on,4.656995013119108e-05,117,87.85942840576172,-1.1427321434020996,-0.6401497721672058,141,0.6284375190734863,360.84097695350647,1692098702.3262637,1692099062.5383286,0.6401497721672058,69198.71875,1.1427321434020996,91.76322174072266,87.85942840576172,94.24105072021484,87.615478515625
Hardswish,0.0026242573583019203,2,0,3,4,3,0,on,0.0004314534127867825,18,64.76586151123047,-1.42031729221344,-0.3611026406288147,142,0.6309158802032471,74.25763654708862,1692098702.3287432,1692098775.9549682,0.3611026406288147,11889.6083984375,1.42031729221344,51.06068801879883,64.76586151123047,60.98663711547851,65.2026138305664
Mish,0.7122162753840089,3,4,4,1,4,3,off,8.495225209975833e-05,47,60.940616607666016,-3.3419525623321533,-0.13444069027900696,143,0.6310038566589355,341.91352915763855,1692098702.3288295,1692099043.6108794,0.13444069027900696,65414.19140625,3.3419525623321533,15.345902442932127,60.940616607666016,72.46491241455078,59.97434616088867
Mish,0.0012359489527298284,0,3,2,1,2,3,off,0.0003023983002341097,71,77.5317611694336,-2.9878313541412354,-0.5911411046981812,145,0.6345298290252686,427.1061387062073,1692098702.3323534,1692099128.8035133,0.5911411046981812,82453.3515625,2.9878313541412354,88.00502014160156,77.5317611694336,84.45291900634766,77.45854187011719
Mish,0.13650247981647923,4,0,1,3,4,4,on,1.4577148747555192e-05,3,31.06793975830078,-2.9295804500579834,-0.11115101724863052,148,0.6391787528991699,31.423684120178223,1692098702.3370073,1692098733.1199913,0.11115101724863052,3331.650634765625,2.9295804500579834,11.36802864074707,31.06793975830078,30.477075576782227,33.721282958984375
ReLU,0.04656281807458887,0,0,1,4,3,1,off,0.00013414379102197343,60,75.87964630126953,-1.0375064611434937,-0.11050992459058762,149,0.6398758888244629,136.23098301887512,1692098702.3377004,1692098837.927487,0.11050992459058762,24276.80078125,1.0375064611434937,11.473069190979004,75.87964630126953,84.96727752685547,78.26576232910156
Hardswish,0.0035694577681601673,2,1,3,3,4,2,off,0.0003650996126557588,47,78.95066833496094,-1.706488013267517,-0.5997366905212402,15,0.4169788360595703,200.84601974487305,1692098702.1148057,1692098902.5424368,0.5997366905212402,37199.6015625,1.706488013267517,86.2933120727539,78.95066833496094,88.31148529052734,78.75062561035156
Mish,0.021595932843864785,4,0,4,1,2,4,on,0.0001926345810153041,18,48.49091339111328,-3.280299425125122,-0.3353591859340668,150,0.6423802375793457,136.01561498641968,1692098702.3402104,1692098837.712059,0.3353591859340668,24234.205078125,3.280299425125122,43.55999374389648,48.49091339111328,49.337188720703125,52.588871002197266
ReLU,0.0017723388995345558,3,0,4,2,3,1,on,0.0006108520469934166,122,76.52950286865234,-1.431488871574402,-0.36485347151756287,151,0.644071102142334,408.2385447025299,1692098702.3419003,1692099109.935889,0.36485347151756287,78677.9609375,1.431488871574402,50.5985107421875,76.52950286865234,77.13427734375,74.98435974121094
ReLU,0.15079831948759276,0,4,3,2,3,2,off,3.6918081169457834e-05,1,34.88161087036133,-1.6820600032806396,-0.5988053679466248,153,0.6470911502838135,18.63479256629944,1692098702.344916,1692098720.3313437,0.5988053679466248,778.002685546875,1.6820600032806396,86.36053466796875,34.88161087036133,29.370437622070312,33.660621643066406
ReLU,0.13137790236578564,0,2,1,0,1,4,on,2.410901666398467e-05,148,78.86378479003906,-1.1401885747909546,-0.3309228718280792,155,0.6505091190338135,363.9757854938507,1692098702.3483336,1692099065.673147,0.3309228718280792,69827.125,1.1401885747909546,44.47136688232422,78.86378479003906,81.85317993164062,79.76837158203125
Mish,0.4718957037566928,2,3,1,0,1,2,off,0.0002669817407820714,72,63.368133544921875,-2.326579332351685,-0.5867096185684204,157,0.6529524326324463,381.5309338569641,1692098702.3507771,1692099083.228287,0.5867096185684204,73339.03125,2.326579332351685,81.49388122558594,63.368133544921875,77.98888397216797,64.7182388305664
Hardswish,0.002572431368091491,0,2,0,1,4,1,off,0.000780594951503218,32,51.22613525390625,-1.1753144264221191,-0.32165616750717163,158,0.6551449298858643,85.54304814338684,1692098702.3529968,1692098787.240411,0.32165616750717163,14147.0107421875,1.1753144264221191,42.55916976928711,51.22613525390625,52.8474235534668,49.28479766845703
ReLU,0.4333077685083069,0,2,3,4,3,4,on,0.0006768817016731709,30,41.948577880859375,-1.961605668067932,-0.3626204133033752,16,0.417424201965332,139.7224063873291,1692098702.1152515,1692098841.41896,0.3626204133033752,24975.302734375,1.961605668067932,50.20967102050781,41.948577880859375,53.76653289794922,44.13435363769531
ReLU,0.006588216641116788,1,0,0,0,2,1,on,6.910580613904626e-05,10,54.60410690307617,-0.5971660614013672,-0.3058847486972809,160,18.862165451049805,32.5681893825531,1692098720.559991,1692098734.2656727,0.3058847486972809,2733.65576171875,0.5971660614013672,42.83931350708008,54.60410690307617,52.86576461791992,53.69573974609375
Hardswish,0.011408796721997324,0,1,1,4,4,0,on,0.000844805572267037,147,68.67328643798828,-1.4692156314849854,-0.061835113912820816,162,25.711086988449097,419.15162682533264,1692098727.408914,1692099120.8490918,0.061835113912820816,78663.25,1.4692156314849854,7.811143398284912,68.67328643798828,73.91458892822266,69.978759765625
Mish,0.002129871370760081,4,2,0,1,2,0,on,0.00019726555997317887,73,78.41083526611328,-2.6967742443084717,-0.5731155872344971,165,32.61819911003113,404.0405659675598,1692098734.316016,1692099105.7380354,0.5731155872344971,74259.875,2.6967742443084717,80.41967010498047,78.41083526611328,76.40660095214844,78.72087097167969
Hardswish,0.47178916095047246,3,2,1,0,2,3,on,0.0007777864430652634,51,43.13560104370117,-1.094629168510437,-0.6086426973342896,168,45.60526156425476,193.62203001976013,1692098747.3030891,1692098895.3194933,0.6086426973342896,29578.501953125,1.094629168510437,86.0885009765625,43.13560104370117,60.71311950683594,42.32520294189453
ReLU,0.5955828269815859,2,4,0,3,4,1,on,0.0004279480316598023,10,53.71002960205078,-1.965372920036316,-0.34238356351852417,169,52.702234745025635,89.32917332649231,1692098754.4000611,1692098791.026629,0.34238356351852417,7313.36279296875,1.965372920036316,47.40218353271485,53.71002960205078,65.9920654296875,52.20513916015625
ReLU,0.004840846329740482,3,0,1,3,4,3,off,0.0001204709816586814,109,78.25102233886719,-1.3657633066177368,-0.15176843106746674,17,0.41962623596191406,336.67583894729614,1692098702.117451,1692099038.3732207,0.15176843106746674,64367.23046875,1.3657633066177368,18.972002029418945,78.25102233886719,89.10881805419922,79.25082397460938
Hardswish,0.1486887229482647,0,3,1,2,0,1,on,2.2541981692939274e-05,135,81.56391906738281,-0.7688218951225281,-0.3448414206504822,170,53.62905716896057,297.3264148235321,1692098755.3268833,1692098999.0238707,0.3448414206504822,48714.73046875,0.7688218951225281,48.072044372558594,81.56391906738281,82.79866027832031,82.79511260986328
ReLU,0.5348389871977446,3,3,2,2,4,1,on,0.0003388013236821722,81,64.99153137207031,-1.802720069885254,-0.6105829477310181,171,59.130945682525635,384.9101490974426,1692098760.8287728,1692099086.6076074,0.6105829477310181,65131.09765625,1.802720069885254,86.65042877197266,64.99153137207031,76.10586547851562,63.45989227294922
Hardswish,0.5944722838212915,0,1,2,4,0,3,on,0.00029385964365313453,136,83.134765625,-1.2545371055603027,-0.35007065534591675,175,85.13520073890686,459.71783566474915,1692098786.8330286,1692099161.4152756,0.35007065534591675,74891.7265625,1.2545371055603027,47.471824645996094,83.134765625,85.08467864990234,82.8282470703125
Hardswish,0.7369234162393454,2,2,0,1,4,4,on,8.741983337201691e-05,76,79.08209991455078,-2.023651361465454,-0.5509379506111145,177,88.16815733909607,406.8023555278778,1692098789.86598,1692099108.4998305,0.5509379506111145,63702.05859375,2.023651361465454,78.9701919555664,79.08209991455078,83.078125,79.44850158691406
ReLU,0.3096308311519406,0,3,4,0,2,1,off,0.0008532922778657464,55,57.06435775756836,-1.2606542110443115,-0.3463689088821411,18,0.4209942817687988,163.0856432914734,1692098702.1188211,1692098864.782995,0.3463689088821411,29648.248046875,1.2606542110443115,46.911468505859375,57.06435775756836,74.31047058105469,60.75183868408203
Hardswish,0.03317659144379551,3,2,4,3,0,1,on,9.84181164269572e-05,74,77.78703308105469,-1.455557346343994,-0.36970576643943787,186,136.35866737365723,368.3322403430939,1692098838.0564916,1692099070.0297012,0.36970576643943787,46370.0546875,1.455557346343994,49.984222412109375,77.78703308105469,82.60904693603516,79.6718521118164
Mish,0.8545920947925405,2,1,1,4,0,1,off,1.1674862380568054e-05,112,76.39781951904297,-1.7687724828720093,-0.3288193345069885,19,0.4203202724456787,420.622492313385,1692098702.118145,1692099122.319859,0.3288193345069885,81156.046875,1.7687724828720093,42.77189254760742,76.39781951904297,84.61609649658203,78.81375122070312
ReLU,0.1760864384286006,4,0,1,4,4,0,off,0.0005660125184808909,48,31.355228424072266,-2.145740032196045,-0.05879168212413788,193,160.04352927207947,361.2117569446564,1692098861.7413528,1692099062.9091887,0.05879168212413788,40208.83984375,2.145740032196045,7.730649471282959,31.355228424072266,47.85841751098633,32.63290786743164
Hardswish,0.022499668497600663,0,1,4,1,0,1,on,1.966877521454267e-05,159,73.34181213378906,-0.865946352481842,-0.0658038780093193,194,161.04290103912354,436.583181142807,1692098862.7407217,1692099138.2806025,0.0658038780093193,55083.21484375,0.865946352481842,7.672866344451904,73.34181213378906,70.4771957397461,74.088134765625
Hardswish,0.023956998554729648,4,0,0,4,0,1,on,0.00012151672358377678,119,67.19957733154297,-1.527889847755432,-0.05869522318243981,196,163.44273328781128,487.59107398986816,1692098865.14056,1692099189.2885225,0.05869522318243981,64804.8671875,1.527889847755432,7.928973197937012,67.19957733154297,66.49148559570312,66.47980499267578
ReLU,0.001023951956550956,4,0,0,4,1,1,on,1.0019745439482458e-05,74,58.718544006347656,-1.500308394432068,-0.06195342540740967,198,165.61343264579773,362.0423810482025,1692098867.3112605,1692099063.7398186,0.06195342540740967,39261.0234375,1.500308394432068,7.962229728698731,58.718544006347656,50.169898986816406,59.75563049316406
ReLU,0.01814004685964878,2,2,1,4,2,0,off,0.00032059692788828143,106,84.66787719726562,-1.68169367313385,-0.7959735989570618,2,0.34775447845458984,412.2692551612854,1692098702.0455902,1692099113.966584,0.7959735989570618,79485.25,1.68169367313385,117.36455535888672,84.66787719726562,97.908935546875,84.49369049072266
ReLU,0.16992275076723085,3,0,0,2,0,2,on,0.0006062821311026107,92,81.16303253173828,-0.9946630597114564,-0.57923424243927,201,193.83565545082092,407.5539197921753,1692098895.5334733,1692099109.2513847,0.57923424243927,42718.94140625,0.9946630597114564,82.2500991821289,81.16303253173828,83.33192443847656,80.27510070800781
ReLU,0.7868107106005879,3,0,0,4,0,1,on,0.0003919667964965056,102,59.75072479248047,-1.1349016427993774,-0.1093849465250969,204,216.64133858680725,439.43524861335754,1692098918.3391628,1692099141.1327128,0.1093849465250969,44534.078125,1.1349016427993774,11.634583473205566,59.75072479248047,72.02456665039062,59.04966354370117
ReLU,0.5454768565463267,0,0,2,2,1,3,off,3.857815918118534e-05,101,83.26555633544922,-0.9849202036857604,-0.5835872292518616,21,0.41850900650024414,247.9664990901947,1692098702.1163368,1692098949.6638308,0.5835872292518616,46623.62890625,0.9849202036857604,83.75753784179688,83.26555633544922,94.73827362060548,83.32890319824219
Hardswish,0.3242472432190587,0,0,2,0,0,4,on,0.0003741548006624178,99,59.144775390625,-1.1693369150161743,-0.33392786979675293,216,260.4923207759857,491.9970750808716,1692098962.1901574,1692099193.6945355,0.33392786979675293,46276.15234375,1.1693369150161743,42.21173477172851,59.144775390625,63.23797607421875,57.3172607421875
Mish,0.05103345222887698,0,3,2,0,4,3,off,1.1239735694260864e-05,18,75.74250793457031,-3.048959493637085,-0.36350640654563904,23,0.42211389541625977,131.74630856513977,1692098702.1199417,1692098833.4427893,0.36350640654563904,23381.767578125,3.048959493637085,50.67230224609375,75.74250793457031,79.92424774169922,73.51028442382812
Hardswish,0.09679326040248028,3,0,0,4,1,1,on,0.00012806759792488776,52,78.98001098632812,-1.0537084341049194,-0.10875145345926283,27,0.427905797958374,116.56981420516968,1692098702.1257286,1692098818.2671697,0.10875145345926283,20345.333984375,1.0537084341049194,11.7485933303833,78.98001098632812,78.18668365478516,78.6846694946289
ReLU,0.989102072910223,0,2,3,0,2,2,off,3.0280821092305623e-05,105,82.55007934570312,-1.1118812561035156,-0.7634586691856384,29,0.4322867393493652,323.59841799736023,1692098702.1301155,1692099025.2957582,0.7634586691856384,61740.51953125,1.1118812561035156,118.88469696044922,82.55007934570312,95.46792602539062,83.34949493408203
Hardswish,0.4847561757822191,1,2,0,3,4,4,off,0.000782449959892381,27,54.543251037597656,-2.016117811203003,-0.3390468955039978,3,0.3729560375213623,121.63561582565308,1692098702.0707808,1692098823.332977,0.3390468955039978,21359.740234375,2.016117811203003,47.42594528198242,54.543251037597656,67.55452728271484,57.572628021240234
Mish,0.016515029628878734,1,1,1,2,1,0,on,5.912995586003728e-05,161,12.710409164428713,-1.1577818393707275,-0.3264147639274597,30,0.43956565856933594,412.8492474555969,1692098702.137393,1692099114.546598,0.3264147639274597,79600.3671875,1.1577818393707275,43.03656005859375,12.710409164428713,10.151625633239746,9.77973175048828
Hardswish,0.009850542890925714,2,1,2,2,0,0,on,0.0002521796824439471,60,85.14154052734375,-1.067642092704773,-0.7829614877700806,32,0.44425225257873535,177.5377116203308,1692098702.1420755,1692098879.2350328,0.7829614877700806,32539.6328125,1.067642092704773,114.84912872314452,85.14154052734375,88.91685485839844,85.21355438232422
Hardswish,0.3346816159762049,4,4,2,4,4,4,off,1.0055997787157235e-05,32,50.35590744018555,-3.574366331100464,-0.3420759439468384,33,0.446061372756958,279.0558006763458,1692098702.1438887,1692098980.7531383,0.3420759439468384,52841.29296875,3.574366331100464,42.48079681396485,50.35590744018555,59.07547378540039,48.87840270996094
ReLU,0.8792068583400277,3,4,3,0,0,4,off,4.697855768342626e-05,28,56.546836853027344,-1.7143577337265017,-0.1316458284854889,34,0.44650721549987793,118.46331453323364,1692098702.1443312,1692098820.1606867,0.1316458284854889,20725.1484375,1.7143577337265017,15.747700691223145,56.546836853027344,69.46908569335938,50.79977798461914
Mish,0.6446905956949123,4,0,4,3,0,4,on,0.00011659833244385638,11,21.27140235900879,-3.03950834274292,-0.10443425178527832,38,0.4551351070404053,84.79451203346252,1692098702.1529613,1692098786.4908197,0.10443425178527832,13995.3623046875,3.03950834274292,11.881049156188965,21.27140235900879,27.19624137878418,28.45973014831543
Hardswish,0.05062845462122188,1,2,2,0,1,1,on,0.0003949200329148956,114,86.50493621826172,-0.8581956624984741,-0.5605559945106506,39,0.454082727432251,244.50136756896973,1692098702.1519058,1692098946.1976814,0.5605559945106506,45951.3828125,0.8581956624984741,79.3216323852539,86.50493621826172,90.91243743896484,86.93324279785156
Mish,0.4580370049905241,1,0,4,4,1,0,on,8.717894100741496e-05,42,39.76358795166016,-1.8262414932250977,-0.06782536208629608,4,0.38130903244018555,165.25692987442017,1692098702.0791345,1692098866.954249,0.06782536208629608,30081.703125,1.8262414932250977,7.9512457847595215,39.76358795166016,43.83974838256836,33.24127197265625
Mish,0.21084217847760903,0,0,0,0,4,3,off,1.0636377282105762e-05,99,70.53799438476562,-1.85313618183136,-0.10228830575942992,40,0.455965518951416,351.7556767463684,1692098702.1537886,1692099053.4530115,0.10228830575942992,67382.5859375,1.85313618183136,11.723370552062988,70.53799438476562,82.54598236083984,67.19397735595703
ReLU,0.0016466427633480016,3,3,0,3,2,4,on,1.2793101084857286e-05,115,79.7696533203125,-1.535605788230896,-0.3883410394191742,41,0.4518392086029053,436.1715171337128,1692098702.149664,1692099137.867888,0.3883410394191742,84266.21875,1.535605788230896,53.88154220581055,79.7696533203125,80.46368408203125,80.30501556396484
Hardswish,0.5904176344349407,4,0,2,2,3,1,off,7.165628327990278e-05,97,78.75525665283203,-1.604978322982788,-0.5807559490203857,42,0.4541351795196533,340.15633058547974,1692098702.151963,1692099041.8536203,0.5807559490203857,65061.8046875,1.604978322982788,82.6707763671875,78.75525665283203,90.67456817626952,79.758544921875
Hardswish,0.1533825671265955,0,0,0,2,4,3,off,0.0005047693105810991,71,63.938289642333984,-1.4036694765090942,-0.3503682613372803,43,0.45763421058654785,221.58500862121585,1692098702.1554637,1692098923.28235,0.3503682613372803,41347.92578125,1.4036694765090942,46.7371711730957,63.938289642333984,79.71305084228516,61.05322265625
Hardswish,0.001339239971063901,3,1,0,4,2,2,off,0.0004135686867777023,43,71.5398941040039,-1.5510951280593872,-0.5706659555435181,45,0.46066737174987793,160.68237376213074,1692098702.158491,1692098862.3797257,0.5706659555435181,29169.310546875,1.5510951280593872,81.87882232666016,71.5398941040039,76.63841247558594,72.3896255493164
ReLU,0.04190327851391568,4,1,2,3,1,4,on,0.0001241114604417723,108,83.96157836914062,-1.8746800422668457,-0.3452509641647339,46,0.4677035808563232,459.23311972618103,1692098702.1655312,1692099160.9304652,0.3452509641647339,88877.9765625,1.8746800422668457,47.03671646118164,83.96157836914062,86.87374114990234,84.31625366210938
