p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.0156405077781936,0,0,2,4,1,0,off,0.0002047580647926,79,78.73983001708984,-1.9061028957366943,-0.3251413404941559,0,1691683046.469646,1691683346.100257,0.3251413404941559,58941.9296875,1.9061028957366943,43.10028076171875,78.73983001708984,90.47332000732422,77.95516204833984,False
Hardswish,0.0014792343569211,4,2,4,1,4,4,on,1.1489751711827689e-05,60,61.65462112426758,-3.1647768020629883,-0.3681756854057312,1,1691683046.746683,1691683454.920691,0.3681756854057312,80706.03125,3.1647768020629883,43.225547790527344,61.65462112426758,60.18128967285156,62.31190490722656,False
Hardswish,0.4972510134229874,4,4,4,0,2,2,on,4.200967457779296e-05,131,75.61544036865234,-2.514674663543701,-0.5641242861747742,2,1691683046.749486,1691683768.4293957,0.5641242861747742,143408.390625,2.514674663543701,78.98526763916016,75.61544036865234,81.29905700683594,77.32877349853516,False
Mish,0.0477733663068654,0,1,4,4,0,3,on,0.0001320882327465,7,46.01256942749024,-2.3337948322296143,-0.1072942614555358,3,1691683046.7523255,1691683081.7986116,0.1072942614555358,6095.88720703125,2.3337948322296143,11.593039512634276,46.01256942749024,42.19300079345703,44.28345489501953,False
ReLU,0.5534571755723235,3,4,0,3,2,3,off,2.5550550372034383e-05,82,81.8988265991211,-1.5003379583358765,-0.403031975030899,4,1691683048.5826983,1691683329.2013474,0.403031975030899,55562.6875,1.5003379583358765,54.69135665893555,81.8988265991211,93.31063842773438,83.45811462402344,False
Hardswish,0.7435596699538051,3,2,3,0,3,2,off,2.114771450987028e-05,14,67.62460327148438,-1.1935725212097168,-0.6424468159675598,5,1691683048.599214,1691683093.8475535,0.6424468159675598,8503.0224609375,1.1935725212097168,91.6131591796875,67.62460327148438,72.12706756591797,67.76525115966797,False
ReLU,0.4643004238160722,3,2,1,3,4,4,off,0.0001539840075643,162,82.08504486083984,-2.129557609558105,-0.3612187206745147,6,1691683048.3053193,1691683778.33874,0.3612187206745147,145389.640625,2.129557609558105,51.02980422973633,82.08504486083984,96.40692138671876,80.33361053466797,False
ReLU,0.1207318117626996,4,3,3,3,0,1,off,2.6236232644724148e-05,193,82.30414581298828,-1.263225555419922,-0.156764954328537,7,1691683048.462992,1691683607.5597403,0.156764954328537,111234.1796875,1.263225555419922,19.739824295043945,82.30414581298828,98.09070587158205,81.7222671508789,False
ReLU,0.0049205220896933,4,3,3,4,3,1,off,4.890500824825315e-05,136,79.72015380859375,-1.925926089286804,-0.1538045406341552,8,1691683048.5768535,1691683619.5375714,0.1538045406341552,113629.375,1.925926089286804,19.774450302124023,79.72015380859375,91.24994659423828,78.57390594482422,False
ReLU,0.0025139458541237,3,3,1,4,0,4,on,4.16333007270914e-05,60,70.14583587646484,-1.8246718645095823,-0.1354838013648986,9,1691683048.6146264,1691683283.62806,0.1354838013648986,46447.21484375,1.8246718645095823,15.58895206451416,70.14583587646484,65.6860580444336,68.8487777709961,False
