p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.7986402434189707,0,3,1,1,0,0,on,0.0002352170101284,178,89.7412338256836,-1.898159384727478,-0.1184034049510955,119,0.4016344547271728,2185.797652959824,1691371616.516597,1691373801.9119897,0.1184034049510955,218282.578125,1.898159384727478,11.711949348449709,89.7412338256836,94.7874984741211,94.1930694580078,False
Hardswish,0.2420106706718762,0,0,3,3,2,4,off,0.0009744562768452,49,60.97334671020508,-1.6128952503204346,-0.1931886225938797,0,0.2470555305480957,628.171139717102,1691371616.3620129,1691372244.285662,0.1931886225938797,62558.4296875,1.6128952503204346,51.20137786865234,60.97334671020508,88.763427734375,70.64146423339844,False
Hardswish,0.8272758464251414,1,3,4,3,2,4,on,0.0002323066363693,65,75.94043731689453,-2.432822227478028,-0.2406909018754959,10,0.2921903133392334,880.9275150299072,1691371616.4071472,1691372497.0420349,0.2406909018754959,87822.2578125,2.432822227478028,52.21000289916992,75.94043731689453,78.80946350097656,69.623779296875,False
ReLU,0.118242755224677,1,3,2,0,0,0,on,5.462714155931386e-05,50,91.05007934570312,-1.108879327774048,-0.3462691009044647,100,0.3850488662719726,467.6674556732178,1691371616.5000095,1691372083.7819529,0.3462691009044647,46473.6953125,1.108879327774048,39.400489807128906,91.05007934570312,92.96343231201172,92.39225006103516,False
Mish,0.4211409122203599,4,0,3,0,4,0,on,0.0002521552243866,31,68.084716796875,-2.544835090637207,-0.0884031802415847,101,0.3858766555786133,411.3726763725281,1691371616.5008366,1691372027.4873068,0.0884031802415847,40848.0859375,2.544835090637207,12.344472885131836,68.084716796875,81.4098892211914,69.35565948486328,False
Mish,0.7440887950139167,3,4,3,1,4,1,off,0.0006201521224982,122,71.02608489990234,-2.297412395477295,-0.1261120736598968,102,0.3864991664886474,1890.9879417419431,1691371616.5014577,1691373507.102432,0.1261120736598968,188820.21875,2.297412395477295,15.337499618530272,71.02608489990234,87.661865234375,76.78475189208984,False
Hardswish,0.3534218661379557,4,4,1,3,3,4,off,0.000725573042493,46,38.26237106323242,-2.232372760772705,-0.1228312999010086,103,0.3879258632659912,681.6001026630402,1691371616.502889,1691372297.7146006,0.1228312999010086,67865.8828125,2.232372760772705,13.843496322631836,38.26237106323242,67.29627227783203,44.87350845336914,False
ReLU,0.2417632783274328,3,2,0,0,0,2,on,0.0005478793885997,172,92.50878143310548,-1.300302267074585,-0.6920059323310852,104,0.3884375095367432,1322.0701336860657,1691371616.5033982,1691372938.1846075,0.6920059323310852,131913.4375,1.300302267074585,63.698150634765625,92.50878143310548,88.75845336914062,91.13504791259766,False
Hardswish,0.9326638818606026,3,2,4,0,1,0,off,0.0003262472409721,173,90.62010955810548,-2.76996111869812,-0.4593906998634338,105,0.3894054889678955,1400.727292060852,1691371616.5043662,1691373016.841803,0.4593906998634338,139775.921875,2.76996111869812,57.08123397827149,90.62010955810548,97.71472930908205,93.41089630126952,False
Hardswish,0.9077444812267752,4,3,0,3,2,1,off,0.0004364293285271,39,30.58151626586914,-1.6235615015029907,-0.1880449950695037,106,0.3905596733093261,410.9775388240814,1691371616.505517,1691372027.0920467,0.1880449950695037,40835.015625,1.6235615015029907,47.61663055419922,30.58151626586914,88.01728820800781,73.87722778320312,False
