,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.950126996776818,4,0,1,3,0,0,on,0.0007269182893195,97,49.56222915649414,-2.559174060821533,-0.1074558272957801,71,0.4305522441864013,1257.473461151123,1688747870.0028956,1688749127.0450587,49.56222915649414,78.14196014404297,0.1074558272957801,11.174617767333984,72.30033874511719,125539.921875,2.559174060821533
1,ReLU,0.8392352662627511,0,4,1,3,3,0,off,0.0009927671866171,55,13.37705421447754,-1.6254019737243652,-0.157882422208786,1,0.3560490608215332,445.3030951023102,1688747869.928373,1688748314.874946,13.37705421447754,26.30162239074707,0.157882422208786,14.023716926574709,41.52111053466797,44333.06640625,1.6254019737243652
2,Hardswish,0.7069973414526737,3,4,1,4,1,1,on,0.0003895844435515,43,60.51324081420898,-1.8367433547973635,-0.0849984735250473,100,679.7457227706909,1018.2563741207124,1688748549.3180397,1688748887.828354,60.51324081420898,38.14500045776367,0.0849984735250473,12.45463752746582,71.54651641845703,33838.76171875,1.8367433547973635
3,ReLU,0.7700989101011865,2,3,0,4,2,4,off,0.0001269606064887,44,81.14484405517578,-1.915169715881348,-0.6286975145339966,102,700.4038326740265,1151.518088579178,1688748569.9761543,1688749021.0900238,81.14484405517578,91.49417114257812,0.6286975145339966,71.23318481445312,48.622215270996094,45099.10546875,1.915169715881348
4,Mish,0.6098827742198224,3,4,0,4,3,2,on,0.0004346707197472,7,75.61685943603516,-2.370771884918213,-0.3342810869216919,103,705.9058086872101,830.9664790630341,1688748575.4781277,1688748700.5384157,75.61685943603516,86.50999450683594,0.3342810869216919,48.17384719848633,64.15755462646484,12493.7197265625,2.370771884918213
5,ReLU,0.228792414049394,4,4,2,3,4,3,off,0.0009561576578519,1,47.85748672485352,-2.320774793624878,-0.3736120760440826,104,712.9798443317413,728.1036458015442,1688748582.5521648,1688748597.6755655,47.85748672485352,57.29182052612305,0.3736120760440826,49.42438888549805,18.343181610107425,1508.5091552734375,2.320774793624878
6,ReLU,0.4805376422486123,1,4,0,3,0,4,on,0.0007556411211724,10,29.917724609375,-1.8340016603469849,-0.1165937036275863,119,949.9293739795684,1051.8336045742035,1688748819.501693,1688748921.405553,29.917724609375,75.11888122558594,0.1165937036275863,12.384052276611328,40.03510665893555,10178.0771484375,1.8340016603469849
7,Hardswish,0.412728719219107,3,3,0,0,1,0,on,0.0005109444302069,178,91.87029266357422,-0.9888575077056884,-0.1148837506771087,12,0.3710596561431885,1176.102900505066,1688747869.943392,1688749045.6747437,91.87029266357422,92.85748291015624,0.1148837506771087,14.8624267578125,91.54850769042967,117382.3046875,0.9888575077056884
8,Hardswish,0.1932687893994683,3,0,0,3,4,3,on,0.0009193536380844,15,45.995723724365234,-1.746704339981079,-0.1519884169101715,125,1088.2662522792816,1216.6298537254331,1688748957.8385725,1688749086.2018118,45.995723724365234,78.59776306152344,0.1519884169101715,17.250032424926758,53.80996322631836,12824.0302734375,1.746704339981079
9,Hardswish,0.96972504994547,4,3,2,1,0,2,off,0.0007119833392696,2,55.540992736816406,-1.3630927801132202,-0.5580930113792419,126,1100.548306465149,1125.221286535263,1688748970.120626,1688748994.7932465,55.540992736816406,68.2895278930664,0.5580930113792419,73.57359313964844,22.014633178710938,2462.49365234375,1.3630927801132202
10,Hardswish,0.9313932958008136,2,0,4,3,1,2,off,0.000913215369674,56,40.511905670166016,-2.016160488128662,-0.5890013575553894,13,0.3660979270935058,700.3518962860107,1688747869.9384282,1688748569.9237566,40.511905670166016,67.58071899414062,0.5890013575553894,75.25811767578125,31.48046112060547,69837.8984375,2.016160488128662
11,Hardswish,0.4720372080976462,0,0,1,0,1,0,on,7.369018774979361e-05,5,78.8163833618164,-0.8838583827018738,-0.0733173266053199,15,0.3656477928161621,26.04796004295349,1688747869.9379835,1688747895.6198213,78.8163833618164,75.94634246826172,0.0733173266053199,10.027292251586914,70.84541320800781,2391.547607421875,0.8838583827018738
12,Mish,0.5788738137772134,3,2,3,0,1,1,on,0.0005256717293278,23,44.66807174682617,-3.0894954204559326,-0.447877287864685,17,0.3776061534881592,311.5926339626312,1688747869.94994,1688748181.164481,44.66807174682617,79.6573715209961,0.447877287864685,59.31575393676758,63.30145263671875,30940.3125,3.0894954204559326
13,Mish,0.8773118764826272,0,3,1,0,1,4,on,0.0008842999848929,61,48.56612777709961,-2.7242207527160645,-0.114571139216423,18,0.3786430358886719,626.5714595317841,1688747869.9509752,1688748496.143311,48.56612777709961,34.83641815185547,0.114571139216423,11.70390796661377,41.65336608886719,62434.421875,2.7242207527160645
14,Hardswish,0.6127638808012317,2,0,2,0,0,4,off,0.0006377516952935,129,63.54342651367188,-1.888765931129456,-0.705967903137207,2,0.3627231121063232,1100.4943435192108,1688747869.9350576,1688748970.0661702,63.54342651367188,92.63245391845705,0.705967903137207,78.30127716064453,74.20777130126953,109821.2578125,1.888765931129456
15,ReLU,0.8078372576040788,3,2,2,0,4,0,on,0.000611921850725,76,37.55294036865234,-2.664443016052246,-0.5511582493782043,21,0.3724262714385986,817.1413264274597,1688747869.9447484,1688748686.7131653,37.55294036865234,75.51228332519531,0.5511582493782043,69.70126342773438,45.77256393432617,81517.75,2.664443016052246
16,Mish,0.7113529818332808,2,3,1,0,2,0,on,0.0004050151316617,69,67.2407455444336,-2.618688106536865,-0.6570057272911072,22,0.3792970180511474,679.6948947906494,1688747869.9516258,1688748549.2667203,67.2407455444336,85.34095764160156,0.6570057272911072,77.57453155517578,43.67505645751953,67767.390625,2.618688106536865
17,Hardswish,0.31039398182804,2,1,1,2,2,3,off,0.0001690703481345,108,90.60601043701172,-1.5865554809570312,-0.8007344603538513,23,0.3739628791809082,1130.5633037090302,1688747869.9463024,1688749000.135095,90.60601043701172,95.25907135009766,0.8007344603538513,108.10077667236328,85.32447052001953,112828.8359375,1.5865554809570312
18,ReLU,0.3146377092677684,3,4,4,1,0,2,on,0.0007689510043819,8,57.084171295166016,-1.639885187149048,-0.336688369512558,24,0.3830575942993164,81.81940817832947,1688747869.9553926,1688747951.3912656,57.084171295166016,75.83560180664062,0.336688369512558,47.9826545715332,43.23015975952149,7964.5498046875,1.639885187149048
