,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.06416230965932139,4,2,4,4,1,1,off,0.0004119066873106033,38,84.71150970458984,-2.774557113647461,-0.3812660276889801,0,1688913326.6358225,1688913800.327848,84.71150970458984,90.49314880371094,0.3812660276889801,54.90800476074219,84.7452621459961,47039.69140625,2.774557113647461
1,Mish,0.49995504924376627,1,2,2,0,4,2,off,5.6788911220429216e-05,6,80.02216339111328,-3.248671531677246,-0.645823061466217,1,1688913333.0516458,1688913428.2607493,80.02216339111328,87.60538482666016,0.645823061466217,89.34025573730469,70.91228485107422,9353.8369140625,3.248671531677246
2,Mish,0.9307533909826652,1,4,2,1,3,0,on,9.046448195065803e-05,192,93.40617370605469,-2.6429178714752197,-0.30563804507255554,2,1688913333.648643,1688916252.7391005,93.40617370605469,93.42822265625,0.30563804507255554,42.62235641479492,91.52826690673828,291800.9375,2.6429178714752197
3,Hardswish,0.3774237196335093,2,3,1,3,0,1,off,0.0006119981944610604,76,49.550933837890625,-1.5153509378433228,-0.3680727183818817,3,1688913334.027479,1688913951.7042453,49.550933837890625,83.56836700439453,0.3680727183818817,47.46255111694336,70.89640808105469,61347.01171875,1.5153509378433228
4,ReLU,0.15640457362059806,4,2,0,4,1,2,off,7.642916830304865e-05,172,94.17108154296875,-1.7054212093353271,-0.5997501015663147,4,1688913334.0871575,1688914947.3595178,94.17108154296875,99.71449279785156,0.5997501015663147,62.89149856567383,93.64262390136719,160789.34375,1.7054212093353271
5,Hardswish,0.622681946650394,0,2,0,4,0,2,off,0.0007538909018288888,187,90.64509582519531,-1.2906323671340942,-0.644172191619873,5,1688913333.9696586,1688915237.065337,90.64509582519531,98.09799194335938,0.644172191619873,63.06480026245117,92.75164794921875,189759.90625,1.2906323671340942
6,ReLU,0.2989003922328918,2,2,0,4,0,2,off,0.00023403105913536628,25,84.43675994873047,-1.4173214435577393,-0.6565058827400208,6,1688913334.1415567,1688913553.7691164,84.43675994873047,92.29234313964844,0.6565058827400208,77.6400375366211,85.65769958496094,21903.966796875,1.4173214435577393
7,Hardswish,0.11931285034710944,1,0,0,1,3,4,off,0.0005205808524536811,107,90.27859497070312,-1.282964825630188,-0.09990988671779633,7,1688913334.1781373,1688914193.6288102,90.27859497070312,93.81476593017578,0.09990988671779633,10.827474594116211,63.32954025268555,85549.46875,1.282964825630188
8,ReLU,0.18601538058974995,0,2,0,2,2,3,on,0.000924970517988095,75,73.75,-1.4067548513412476,-0.6381101608276367,8,1688913334.257755,1688913995.2703571,73.75,58.347373962402344,0.6381101608276367,89.54608154296875,83.32537078857422,65719.4375,1.4067548513412476
9,Mish,0.5950233917534128,3,4,2,0,2,4,off,0.0007856677761306992,122,45.681556701660156,-2.8491246700286865,-0.7147822976112366,9,1688913334.2797384,1688914918.390529,45.681556701660156,86.45977783203125,0.7147822976112366,87.10098266601562,75.3586196899414,157893.890625,2.8491246700286865
10,Mish,0.9030987273974858,0,2,3,3,4,3,off,0.0003090381801261482,112,85.40576934814453,-3.2682745456695557,-0.4988633096218109,10,1688913334.291512,1688915151.7781763,85.40576934814453,93.25813293457031,0.4988633096218109,64.91556549072266,82.39692687988281,181229.84375,3.2682745456695557
11,ReLU,0.862760496784294,1,3,1,0,1,0,off,0.0009074429967322702,67,22.425722122192383,-0.9509252309799194,-0.10689286142587662,11,1688913334.3549027,1688913822.5668135,22.425722122192383,15.109360694885254,0.10689286142587662,11.287385940551758,45.507389068603516,48227.15625,0.9509252309799194
12,Hardswish,0.9961478463445286,3,2,1,2,0,3,off,0.00012511005746669004,73,74.73272705078125,-2.0789780616760254,-0.5814619064331055,12,1688913333.8627076,1688914103.9050643,74.73272705078125,91.8994140625,0.5814619064331055,74.19622039794922,82.7052001953125,76607.328125,2.0789780616760254
13,ReLU,0.045270082871375746,0,3,2,4,2,1,off,0.00029972889049076736,43,90.34808349609375,-1.5625088214874268,-0.6077708601951599,13,1688913334.4502225,1688913734.8287938,90.34808349609375,93.58588409423828,0.6077708601951599,81.20321655273438,83.68608093261719,39469.578125,1.5625088214874268
14,Mish,0.1476681211865131,3,0,3,1,4,0,on,0.0007981236502648027,25,68.77114868164062,-2.6815435886383057,-0.12537147104740143,14,1688913334.497231,1688913716.4022324,68.77114868164062,87.46966552734375,0.12537147104740143,15.365642547607422,77.154541015625,37857.05859375,2.6815435886383057
15,ReLU,0.7872682512583878,0,4,4,0,1,4,off,0.0006497942898321263,104,40.10337448120117,-3.4485228061676025,-0.04071832820773125,15,1688913334.5110579,1688914493.5269268,40.10337448120117,84.89633178710938,0.04071832820773125,9.465027809143066,59.108192443847656,115334.5,3.4485228061676025
