p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.1459817801919323,2,2,1,4,0,0,on,4.288804980480554e-05,56,82.6557846069336,-2.557204246520996,-0.5677366852760315,0,1691788807.7670963,1691789092.152274,0.5677366852760315,56258.3515625,2.557204246520996,78.11604309082031,82.6557846069336,82.60639190673828,82.33592987060547,False
Hardswish,0.0019497891968199,0,2,1,3,3,1,off,0.0005472518515314,178,76.21978759765625,-0.8754153251647949,-0.3715635538101196,1,1691788808.104356,1691789193.206969,0.3715635538101196,76469.3984375,0.8754153251647949,52.38269805908203,76.21978759765625,85.1126708984375,76.44992065429688,False
Hardswish,0.4425077086683129,0,2,2,4,0,2,on,0.0002496763919476,170,89.3484878540039,-1.5609643459320068,-0.7646301984786987,2,1691788808.1171815,1691789409.763406,0.7646301984786987,119781.078125,1.5609643459320068,115.711181640625,89.3484878540039,96.04998016357422,89.71879577636719,False
Hardswish,0.2356859676772601,3,2,0,3,2,0,off,7.868200110734649e-05,8,70.42666625976562,-1.0840673446655271,-0.5912620425224304,3,1691788808.121017,1691788832.052589,0.5912620425224304,4254.0576171875,1.0840673446655271,85.94194793701172,70.42666625976562,76.03512573242188,70.1140365600586,False
ReLU,0.005395761699388,2,4,2,2,0,4,off,0.0001098084560476,156,83.83143615722656,-2.1900665760040283,-0.7725244760513306,4,1691788815.9514284,1691789576.185378,0.7725244760513306,151771.703125,2.1900665760040283,113.50180053710938,83.83143615722656,99.55252838134766,82.83069610595703,False
ReLU,0.085441602501943,0,1,0,4,3,2,on,0.0003796197931214,29,74.41883087158203,-1.2682398557662964,-0.347622275352478,5,1691788816.04873,1691788891.9790287,0.347622275352478,14934.982421875,1.2682398557662964,46.74382781982422,74.41883087158203,77.60661315917969,76.51995849609375,False
Hardswish,0.0010745197376658,1,4,4,4,3,1,on,1.4823591298408152e-05,146,61.26140594482422,-2.224369764328003,-0.1066032201051712,6,1691788816.0808997,1691789494.205941,0.1066032201051712,135375.546875,2.224369764328003,11.446815490722656,61.26140594482422,59.61612701416016,59.93575668334961,False
Hardswish,0.0122816242998187,2,4,2,3,0,2,off,0.00014027979416,104,85.21231842041016,-1.746208667755127,-0.8225572109222412,7,1691788816.108302,1691789247.8337631,0.8225572109222412,86101.453125,1.746208667755127,116.90831756591795,85.21231842041016,98.92938232421876,85.2221450805664,False
Hardswish,0.0110136214789946,4,4,3,0,3,2,off,8.969270909836086e-05,2,39.723026275634766,-2.0346384048461914,-0.3700045347213745,8,1691788816.1790097,1691788825.8327498,0.3700045347213745,1719.1318359375,2.0346384048461914,51.217735290527344,39.723026275634766,38.79606246948242,40.54863739013672,False
Mish,0.0020097376353216,4,4,0,3,1,2,off,0.0005126083202962,177,79.88843536376953,-2.987095832824707,-0.3448188304901123,9,1691788816.259307,1691789885.8703425,0.3448188304901123,213707.75,2.987095832824707,47.30162811279297,79.88843536376953,93.73448181152344,80.93971252441406,False
ReLU,0.0122290052392512,1,4,3,1,1,0,off,0.0003026342543662,92,79.5405502319336,-1.0436348915100098,-0.1032497212290763,10,1691788816.3089862,1691789017.8520863,0.1032497212290763,40103.92578125,1.0436348915100098,11.79542350769043,79.5405502319336,88.9954605102539,80.19236755371094,False
Mish,0.0038028745716255,3,1,2,2,0,0,on,0.0003051625687728,49,80.47972106933594,-2.53252911567688,-0.5846732258796692,11,1691788816.3294697,1691789059.2465916,0.5846732258796692,48383.984375,2.53252911567688,83.0802993774414,80.47972106933594,80.38865661621094,80.6960678100586,False
ReLU,0.044210838174386,2,2,3,4,1,4,on,1.0122851109785006e-05,34,77.13773345947266,-2.168034791946411,-0.5674921274185181,12,1691788816.336406,1691788975.486946,0.5674921274185181,31631.134765625,2.168034791946411,82.23485565185547,77.13773345947266,77.39183807373047,75.26739501953125,False
Hardswish,0.0378641439869858,3,1,2,0,1,3,off,4.632112494869657e-05,16,76.20708465576172,-0.9405011534690856,-0.366299420595169,13,1691788816.532575,1691788854.2230735,0.366299420595169,7328.07763671875,0.9405011534690856,51.94143295288086,76.20708465576172,80.44174194335938,75.45082092285156,False
Hardswish,0.0192285988662598,3,3,4,4,3,4,off,0.0002515390913133,87,78.12284851074219,-2.6001241207122803,-0.1534419953823089,14,1691788816.5660014,1691789288.28148,0.1534419953823089,94190.765625,2.6001241207122803,19.774608612060547,78.12284851074219,91.05462646484376,78.5546646118164,False
ReLU,0.291379564930211,1,4,0,0,3,0,off,1.372691316401298e-05,96,56.166748046875,-1.0324211120605469,-0.1066471710801124,15,1691788816.600654,1691789015.2047594,0.1066471710801124,39575.9765625,1.0324211120605469,11.869275093078612,56.166748046875,75.79869079589844,62.82582092285156,False
ReLU,0.1192093260588383,4,1,3,1,4,0,on,0.0003118049158395,79,66.99211120605469,-1.6579841375350952,-0.1089858412742614,16,1691788816.6047225,1691789078.1213374,0.1089858412742614,52081.6171875,1.6579841375350952,12.006891250610352,66.99211120605469,73.73121643066406,72.12090301513672,False
Mish,0.009865608735159,1,3,2,3,2,0,off,0.000128003785778,52,82.82991790771484,-2.9065146446228027,-0.6090452075004578,17,1691788816.612917,1691789130.1749315,0.6090452075004578,62492.50390625,2.9065146446228027,86.31096649169922,82.82991790771484,92.37811279296876,82.84559631347656,False
Mish,0.1574702095039193,0,3,0,2,2,3,off,9.445258989903563e-05,98,85.88595581054688,-3.317968845367432,-0.6117318868637085,18,1691788816.6207566,1691789447.411549,0.6117318868637085,125940.625,3.317968845367432,85.75072479248047,85.88595581054688,97.52859497070312,85.28311920166016,False
ReLU,0.2475438273029688,2,3,3,2,2,2,on,0.000261160466649,173,90.58336639404295,-1.49902081489563,-1.1144404411315918,19,1691788816.6243265,1691789452.72599,1.1144404411315918,127002.8671875,1.49902081489563,150.1906280517578,90.58336639404295,95.93269348144533,90.42024230957033,False
Hardswish,0.0124329093285427,0,0,3,1,4,0,off,0.0001555346141402,167,79.5340576171875,-1.0376214981079102,-0.1039283946156501,20,1691788816.6326716,1691789180.810545,0.1039283946156501,72618.3125,1.0376214981079102,11.96623706817627,79.5340576171875,94.09896087646484,76.60093688964844,False
Hardswish,0.7880111933013653,2,0,3,2,2,4,on,0.0001263101152258,85,76.61649322509766,-1.7450494766235352,-0.817706823348999,21,1691788816.6359696,1691789170.471719,0.817706823348999,70552.21875,1.7450494766235352,118.04124450683594,76.61649322509766,83.23566436767578,72.9727554321289,False
Hardswish,0.0037045359016611,4,4,4,0,0,2,on,2.1902563782891508e-05,14,46.8698616027832,-2.433047294616699,-0.3315005898475647,22,1691788816.6392758,1691788884.3284023,0.3315005898475647,13407.08203125,2.433047294616699,43.51437759399414,46.8698616027832,49.87392044067383,51.02994537353516,False
Mish,0.0943607656864656,2,2,4,4,2,1,off,0.0004198914065223,56,80.68106079101562,-3.889724016189575,-0.7796693444252014,23,1691788816.6432197,1691789244.6654348,0.7796693444252014,85390.0,3.889724016189575,115.0229949951172,80.68106079101562,90.02690124511719,81.03704071044922,False
Hardswish,0.3196413739869713,4,0,1,2,4,1,off,6.150242168754753e-05,37,47.89017868041992,-1.849164605140686,-0.3386658728122711,24,1691788816.646557,1691788955.1172311,0.3386658728122711,27480.98828125,1.849164605140686,43.0291862487793,47.89017868041992,50.42576217651367,44.87054061889648,False
