p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:size_MB,m:runtime,m:latency,m:FLOPS,m:valid-acc,m:train-acc,m:test-acc,pareto_efficient
Mish,0.7986402434189707,0,3,1,1,0,0,on,0.0002352170101284,178,89.7412338256836,-1.898159384727478,-0.1184034049510955,37,0.5717086791992188,2185.503122329712,1691569937.9609373,1691572122.8915825,0.1184034049510955,218282.578125,1.898159384727478,11.711949348449709,89.7412338256836,94.7874984741211,94.1930694580078,False
Hardswish,0.7018389010582705,1,0,1,2,0,4,on,0.0005868666693772,157,80.863525390625,-1.9470210075378416,-0.2779774367809295,0,0.4147460460662842,1615.7519094944,1691569937.8039978,1691571553.140638,0.2779774367809295,161304.15625,1.9470210075378416,42.77337265014648,80.863525390625,63.12236785888672,78.31791687011719,False
ReLU,0.2393287413507144,1,4,3,1,4,1,on,0.00012983647496,88,89.06561279296875,-1.5408536195755005,-0.1294795870780944,1,0.4190177917480469,975.263559103012,1691569937.808246,1691570912.6523285,0.1294795870780944,97254.9140625,1.5408536195755005,10.11335277557373,89.06561279296875,88.814453125,85.1174087524414,False
ReLU,0.0684303444874945,3,2,2,4,1,2,off,0.0008182573404952,11,86.14715576171875,-1.559128761291504,-0.6094099879264832,10,0.4476113319396972,122.88779425621031,1691569937.8368373,1691570060.2766814,0.6094099879264832,12017.806640625,1.559128761291504,82.34046173095703,86.14715576171875,89.74049377441406,83.13245391845703,False
ReLU,0.8284226514293563,0,1,0,2,0,4,on,0.0002114202861512,76,77.29757690429688,-1.4219237565994265,-0.2988612949848175,100,0.6672935485839844,478.7426836490631,1691569938.056522,1691570416.131377,0.2988612949848175,47602.7109375,1.4219237565994265,41.334259033203125,77.29757690429688,90.2493133544922,47.8055419921875,False
Hardswish,0.3438726898792406,3,1,4,2,4,4,off,0.0003204306360155,96,83.1476058959961,-1.8969663381576536,-0.3711650669574737,101,0.6685423851013184,1147.932353258133,1691569938.0577714,1691571085.3211136,0.3711650669574737,114517.8828125,1.8969663381576536,48.40803146362305,83.1476058959961,91.0959014892578,81.5079345703125,False
Hardswish,0.52784796579637,0,0,2,4,3,1,off,0.0008895934634017,150,73.26141357421875,-2.014436721801758,-0.3183321058750152,102,0.6699392795562744,1247.154848575592,1691569938.059166,1691571184.5436506,0.3183321058750152,124443.40625,2.014436721801758,49.8021354675293,73.26141357421875,91.4964599609375,84.71984100341797,False
ReLU,0.6734100351868804,3,3,3,3,1,0,on,5.422280220043617e-05,195,94.98912811279295,-1.3976664543151855,-0.064334824681282,103,0.6720595359802246,1955.133031129837,1691569938.0612886,1691571892.5217886,0.064334824681282,195234.546875,1.3976664543151855,21.719465255737305,94.98912811279295,96.11531829833984,94.00931549072266,True
Mish,0.3782119432274779,1,3,3,3,3,3,on,8.734599095279382e-05,34,81.12151336669922,-2.9418725967407227,-0.2274564504623413,104,0.6734814643859863,540.3737373352051,1691569938.0627131,1691570477.762484,0.2274564504623413,53757.2109375,2.9418725967407227,22.706674575805664,81.12151336669922,90.25691986083984,82.8516616821289,False
ReLU,0.4260045349748727,1,0,2,4,3,2,on,0.0001472780698131,180,93.81306457519533,-1.7268348932266235,-0.5693901181221008,105,0.6740622520446777,1852.262659549713,1691569938.0632875,1691571789.6514122,0.5693901181221008,184954.65625,1.7268348932266235,74.26781463623047,93.81306457519533,96.6420440673828,89.4508056640625,False
