,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.3586171675422689,3,0,4,0,3,4,off,0.000743788312465,1,41.52373123168945,-2.6978204250335693,-0.1311614215373993,11,0.3621606826782226,19.410886526107788,1688764934.371128,1688764953.419038,41.52373123168945,45.284645080566406,0.1311614215373993,12.85719108581543,22.46410179138184,1721.3519287109375,2.6978204250335693
1,Mish,0.8865423453363843,1,4,0,4,1,0,off,0.0006287491172017,192,92.22764587402344,-3.227430582046509,-0.0999861061573028,80,19.469833612442017,2629.327751874924,1688764953.4787889,1688767563.3361084,92.22764587402344,94.5907211303711,0.0999861061573028,10.459336280822754,90.26773071289062,260973.4375,3.227430582046509
2,Mish,0.9232837979253636,3,2,2,3,1,1,on,0.0005557814992107,37,33.12532043457031,-2.2675139904022217,-0.5558565258979797,0,0.346592903137207,510.4194746017456,1688764934.3555622,1688765444.4279685,33.12532043457031,78.84095764160156,0.5558565258979797,83.4962387084961,47.97880935668945,50813.328125,2.2675139904022217
3,Hardswish,0.0297505679857431,2,2,2,0,2,4,on,0.0003134288047765,181,94.6249771118164,-1.927441120147705,-0.823727011680603,1,0.3466920852661133,2049.0084793567657,1688764934.3556757,1688766983.016956,94.6249771118164,96.77484130859376,0.823727011680603,114.16505432128906,94.1764144897461,204672.34375,1.927441120147705
4,ReLU,0.4061818640763522,0,0,3,1,2,3,on,0.0006805812993363,32,77.35708618164062,-1.3681037425994873,-0.3413957953453064,10,0.3605608940124512,315.26608967781067,1688764934.369521,1688765249.274577,77.35708618164062,81.9106216430664,0.3413957953453064,47.67292404174805,48.99266815185547,31267.470703125,1.3681037425994873
5,ReLU,0.125695811373926,4,3,3,1,2,4,off,0.0009259789016186,181,92.72174072265624,-2.1657257080078125,-0.3572607338428497,100,355.519437789917,2427.8188424110413,1688765289.5283916,1688767361.8274343,92.72174072265624,97.99131774902344,0.3572607338428497,45.08663177490234,92.95662689208984,207217.609375,2.1657257080078125
6,Hardswish,0.0372253499933471,4,1,0,4,0,4,on,0.0008352765003394,148,61.87158203125,-1.6108673810958862,-0.0856937915086746,101,370.97867369651794,1639.7275323867798,1688765304.9876268,1688766573.7361188,61.87158203125,91.0023193359375,0.0856937915086746,10.74217128753662,90.4838638305664,126862.53125,1.6108673810958862
7,ReLU,0.864772245774895,2,0,2,3,3,3,off,0.0006182153998275,69,30.010210037231445,-1.8758424520492551,-0.7723053693771362,102,381.6092977523804,1058.7902307510376,1688765315.6182508,1688765992.798828,30.010210037231445,73.66835021972656,0.7723053693771362,83.8390121459961,49.23376083374024,67705.7734375,1.8758424520492551
8,Hardswish,0.2137722991887564,0,4,1,3,1,3,off,1.4917600169018714e-05,187,90.18162536621094,-1.4676674604415894,-0.098114900290966,103,381.841082572937,1834.587811946869,1688765315.850036,1688766768.5964017,90.18162536621094,98.10107421875,0.098114900290966,14.29401969909668,92.34510040283205,145262.296875,1.4676674604415894
9,Hardswish,0.0906842782998267,4,4,2,3,2,0,off,0.000631415211479,107,88.0443344116211,-2.025416374206543,-0.4793841540813446,104,389.0216701030731,1746.5605328083038,1688765323.0306208,1688766680.5691495,88.0443344116211,93.97476959228516,0.4793841540813446,84.40381622314453,88.31633758544922,135741.578125,2.025416374206543
10,ReLU,0.7861751129326452,2,1,1,1,0,3,off,0.0007171869201332,25,47.54085159301758,-1.0633680820465088,-0.4024732410907745,105,420.84301018714905,597.3920249938965,1688765354.8519628,1688765531.4006302,47.54085159301758,79.2728042602539,0.4024732410907745,39.5029182434082,38.24121856689453,17642.6015625,1.0633680820465088
