,p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
0,Mish,0.7384184228983192,4,4,0,1,3,0,on,0.0001605082555419,93,81.85203552246094,-2.526524305343628,-0.1099855527281761,60,0.4244570732116699,1083.608205318451,1688698384.0582056,1688699467.241429,81.85203552246094,91.06987762451172,0.1099855527281761,12.657612800598145,85.22795867919922,108127.9921875,2.526524305343628
1,Hardswish,0.1517036177538282,4,0,4,1,3,3,on,0.0007531508161729,4,66.32564544677734,-1.8995336294174192,-0.1067977920174598,1,0.3750038146972656,48.72773456573486,1688698384.0087714,1688698432.3610396,66.32564544677734,79.29359436035156,0.1067977920174598,12.642662048339844,68.57661437988281,4613.97509765625,1.8995336294174192
2,ReLU,0.5187267229955818,2,4,3,0,0,4,on,0.0006141303022987,75,68.6013412475586,-2.711343765258789,-0.4300767779350281,10,0.3862817287445069,814.8496949672699,1688698384.02003,1688699198.4829752,68.6013412475586,74.40129852294922,0.4300767779350281,39.83502197265625,68.38655853271484,81224.734375,2.711343765258789
3,Mish,0.880447953676931,2,0,1,2,2,2,off,0.0009725476130926,4,15.996197700500488,-2.525187492370605,-1.0088380575180054,100,575.7773184776306,641.0851063728333,1688698959.411062,1688699024.7184844,15.996197700500488,72.02318572998047,1.0088380575180054,117.42887115478516,21.461950302124023,6522.177734375,2.525187492370605
4,Hardswish,0.651156847070818,1,0,0,0,3,2,on,0.0008967794852531,55,33.29076385498047,-1.091697335243225,-0.350775271654129,101,580.0875144004822,1021.560842514038,1688698963.7212508,1688699405.1942215,33.29076385498047,53.99529266357422,0.350775271654129,47.20245742797851,40.73043823242188,44134.9921875,1.091697335243225
5,Hardswish,0.4007190732160073,0,4,4,4,0,0,off,4.3068631498043495e-05,29,79.24274444580078,-1.858717679977417,-0.0696027353405952,102,607.8326981067657,879.8695108890533,1688698991.4664311,1688699263.5029027,79.24274444580078,88.07457733154297,0.0696027353405952,11.25436019897461,70.09656524658203,27191.400390625,1.858717679977417
6,ReLU,0.8601371926050102,0,0,1,3,3,2,on,0.0009844326466794,30,12.165804862976074,-1.2666977643966677,-0.3691938221454621,106,680.6289601325989,987.3686413764954,1688699064.262697,1688699371.0020216,12.165804862976074,19.850107192993164,0.3691938221454621,48.50271224975586,68.9413833618164,30661.642578125,1.2666977643966677
7,ReLU,0.7337478006213198,0,0,0,2,3,2,on,0.0008934049260832,5,25.87820816040039,-0.9951148629188538,-0.5372188687324524,107,694.4232716560364,734.530431509018,1688699078.0570092,1688699118.1637833,25.87820816040039,45.3471565246582,0.5372188687324524,73.1092300415039,24.195213317871097,4004.34326171875,0.9951148629188538
8,Hardswish,0.0398526319451697,0,4,4,3,3,0,off,0.0003017464423746,14,76.65731811523438,-1.6883580684661863,-0.1221721246838569,109,732.023383140564,859.2277235984802,1688699115.6571178,1688699242.8611045,76.65731811523438,90.41622924804688,0.1221721246838569,14.71025848388672,80.43496704101562,12708.0888671875,1.6883580684661863
9,Mish,0.5147896632417044,1,2,2,2,0,4,off,0.0004728611114906,56,38.753692626953125,-3.0300514698028564,-0.6233450174331665,11,0.3851897716522217,711.9658315181732,1688698384.018935,1688699095.5991218,38.753692626953125,77.4862060546875,0.6233450174331665,94.37127685546876,69.96939086914062,70965.390625,3.0300514698028564
10,Hardswish,0.0361477505596499,4,4,4,4,3,0,on,0.0005328174817594,3,59.72059631347656,-2.628149509429932,-0.0896724089980125,112,777.8310582637787,816.3585302829742,1688699161.4647908,1688699199.9919145,59.72059631347656,68.05657958984375,0.0896724089980125,12.388296127319336,59.32550048828125,3846.552978515625,2.628149509429932
11,ReLU,0.9227083843928684,1,1,4,3,1,3,off,5.76064660058437e-05,77,52.93741607666016,-1.7528163194656372,-0.12839275598526,16,0.3864846229553222,575.575190782547,1688698384.0202365,1688698959.2084508,52.93741607666016,88.01568603515625,0.12839275598526,13.690468788146973,79.42220306396484,57297.234375,1.7528163194656372
12,Mish,0.816587570401224,3,2,1,2,0,1,on,0.0005996414245669,24,24.13042259216309,-2.7652037143707275,-0.5643153786659241,18,0.3858563899993897,376.0026726722718,1688698384.0196087,1688698759.635934,24.13042259216309,73.94383239746094,0.5643153786659241,73.10986328125,61.06992721557617,37340.61328125,2.7652037143707275
