p:Activation,p:LearningRate,p:Op1,p:Op2,p:Op3,p:Op4,p:Op5,p:Op6,p:TrivialAugment,p:WeightDecay,p:nepochs,objective_0,objective_1,objective_2,job_id,m:timestamp_submit,m:timestamp_gather,m:timestamp_start,m:timestamp_end,m:valid-acc,m:train-acc,m:size_MB,m:FLOPS,m:test-acc,m:runtime,m:latency
Mish,0.4593899597231774,4,1,3,2,0,1,on,0.0005059377921464594,173,90.61632537841797,-2.998506784439087,-0.3336668610572815,88,0.5119786262512207,2552.884210586548,1689226120.5843687,1689228672.9555068,90.61632537841797,89.4332275390625,0.3336668610572815,49.11735916137695,93.32671356201172,254805.96875,2.998506784439087
ReLU,0.9507523253675996,1,3,3,3,2,2,off,0.000621699288261084,55,59.21287155151367,-1.7528135776519775,-0.5984885096549988,0,0.3841848373413086,548.2630343437195,1689226120.4565897,1689226668.3349311,59.21287155151367,48.490360260009766,0.5984885096549988,79.46221160888672,66.91664123535156,54339.328125,1.7528135776519775
Hardswish,0.3403562919964657,0,4,1,0,3,3,on,0.0003875269483881175,120,75.97738647460938,-1.7044895887374878,-0.10174878686666489,1,0.38593339920043945,1242.0035066604614,1689226120.458323,1689227362.0751617,75.97738647460938,89.39088439941406,0.10174878686666489,13.747682571411133,81.79794311523438,123713.328125,1.7044895887374878
Hardswish,0.8346683944828294,1,1,0,4,3,2,on,0.0008798558741471572,50,29.701265335083008,-1.647855281829834,-0.35076817870140076,10,0.4132730960845947,543.7707672119141,1689226120.4856634,1689226663.8403022,29.701265335083008,76.16808319091797,0.35076817870140076,42.43047332763672,33.12907409667969,53891.77734375,1.647855281829834
Hardswish,0.17040701797155852,0,3,4,3,3,4,on,0.00012181672237333278,10,87.499755859375,-1.9654406309127808,-0.16001062095165253,100,0.5333883762359619,121.9668345451355,1689226120.6057732,1689226242.038028,87.499755859375,83.19047546386719,0.16001062095165253,17.371686935424805,81.25325012207031,11702.7373046875,1.9654406309127808
Hardswish,0.8808820154577086,0,4,4,3,2,2,on,0.000724779314180236,16,50.57965850830078,-1.851796507835388,-0.4736887216567993,101,0.5298831462860107,205.7959234714508,1689226120.6022687,1689226325.8677833,50.57965850830078,76.87718200683594,0.4736887216567993,78.74530792236328,50.156009674072266,20100.96484375,1.851796507835388
ReLU,0.2135499144179041,2,1,1,4,2,0,on,0.00019048768657219884,135,92.33325958251952,-1.4860140085220337,-0.5101227760314941,102,0.5352163314819336,1332.547054052353,1689226120.607606,1689227452.618762,92.33325958251952,95.18043518066406,0.5101227760314941,84.71996307373047,88.80134582519531,132767.640625,1.4860140085220337
Hardswish,0.9442259570725532,3,1,2,4,2,1,off,0.00024658202492742397,48,68.48210144042969,-1.9799195528030396,-0.441206157207489,103,0.5356919765472412,566.6006152629852,1689226120.608079,1689226686.672475,68.48210144042969,89.75601196289062,0.441206157207489,79.37957763671875,68.02191925048828,56178.63671875,1.9799195528030396
ReLU,0.701226818024701,3,1,4,1,2,0,on,5.42497561962069e-05,32,85.45831298828125,-1.5756796598434448,-0.396360456943512,104,0.5370762348175049,323.0728757381439,1689226120.6094592,1689226443.1447203,85.45831298828125,87.32523345947266,0.396360456943512,54.41830062866211,67.3534164428711,31813.447265625,1.5756796598434448
ReLU,0.2721705090287543,0,1,3,0,4,4,on,0.0008297192594761875,14,40.440975189208984,-1.738267183303833,-0.09323865175247192,105,0.5388505458831787,109.06194806098938,1689226120.611236,1689226229.1338522,40.440975189208984,50.930328369140625,0.09323865175247192,11.790465354919434,44.77840423583984,10428.9765625,1.738267183303833
Mish,0.14116321628846557,0,3,4,2,0,4,off,0.0007970078303045196,110,88.31401062011719,-2.7001256942749023,-0.33337289094924927,106,0.5401773452758789,1646.0921783447266,1689226120.6125576,1689227766.1638803,88.31401062011719,94.4948501586914,0.33337289094924927,48.64976119995117,85.56438446044922,164153.140625,2.7001256942749023
ReLU,0.26322298976528474,2,3,3,0,0,4,off,0.00023990513902362684,133,90.44778442382812,-1.6972131729125977,-0.39101430773735046,107,0.5436756610870361,1233.2700517177582,1689226120.616067,1689227353.342006,90.44778442382812,96.85358428955078,0.39101430773735046,46.39512634277344,91.87361145019533,122859.375,1.6972131729125977
ReLU,0.04857102483582515,3,3,4,0,4,1,off,0.0005655452690289705,27,86.16671752929688,-2.1528289318084717,-0.13110250234603882,108,0.5423076152801514,262.0346827507019,1689226120.6146898,1689226382.102393,86.16671752929688,90.7593994140625,0.13110250234603882,14.40870475769043,81.53092193603516,25734.166015625,2.1528289318084717
Hardswish,0.6181404780854327,3,4,1,3,4,4,off,0.0007741780123450954,45,18.328041076660156,-3.025169849395752,-0.1168283000588417,109,0.5434989929199219,533.5624797344208,1689226120.615884,1689226653.6324964,18.328041076660156,51.61627578735352,0.1168283000588417,14.326621055603027,57.209678649902344,52867.5859375,3.025169849395752
ReLU,0.2953306079488467,2,0,3,0,1,1,on,0.000483196416738232,126,83.9229736328125,-1.0978314876556396,-0.42564657330513,11,0.41533875465393066,1061.9634096622467,1689226120.487729,1689227182.0350614,83.9229736328125,88.43462371826172,0.42564657330513,42.37115478515625,78.11698150634766,105716.5390625,1.0978314876556396
ReLU,0.3549496362325488,0,0,0,1,0,2,off,0.0008328851567602091,129,75.7090072631836,-0.9580755233764648,-0.32875314354896545,110,0.544276237487793,816.0617971420288,1689226120.6166625,1689226936.1336226,75.7090072631836,82.04625701904297,0.32875314354896545,46.96493911743164,56.96444320678711,81115.5234375,0.9580755233764648
ReLU,0.28193803570573833,4,1,3,4,4,3,off,0.0005281034459389605,104,71.3802719116211,-2.5615952014923096,-0.1279456615447998,111,0.5449743270874023,1393.7200322151184,1689226120.6173596,1689227513.791777,71.3802719116211,77.24661254882812,0.1279456615447998,14.660725593566896,67.80792236328125,138908.6875,2.5615952014923096
Hardswish,0.8248543016889436,2,0,2,1,2,0,off,0.0009448501751038156,142,71.84898376464844,-1.8861308097839355,-0.8652030229568481,112,0.5459911823272705,1475.7432572841644,1689226120.6183698,1689227595.814963,71.84898376464844,77.59233093261719,0.8652030229568481,99.4814224243164,57.078834533691406,147103.34375,1.8861308097839355
Hardswish,0.3985413737208556,1,2,0,4,2,0,on,0.0004400540920730047,175,91.4795913696289,-1.5420228242874146,-0.5357941389083862,113,0.5461070537567139,1635.876268863678,1689226120.6184957,1689227755.947965,91.4795913696289,93.8896484375,0.5357941389083862,82.70169830322266,92.3653793334961,163101.234375,1.5420228242874146
Hardswish,0.13540202976070115,2,3,1,2,3,0,off,0.0009102601358272924,191,90.5004653930664,-1.3502922058105469,-0.6020971536636353,114,0.54878830909729,1850.193932533264,1689226120.6211731,1689227970.265628,90.5004653930664,96.93385314941406,0.6020971536636353,70.16008758544922,87.73419952392578,184549.890625,1.3502922058105469
ReLU,0.5628725673621833,3,0,4,3,2,0,off,3.349506291240368e-05,41,80.52915954589844,-1.4967036247253418,-0.34022006392478943,115,0.5505421161651611,404.9952459335327,1689226120.6229272,1689226525.0652,80.52915954589844,90.87258911132812,0.34022006392478943,58.24991989135742,79.3818359375,40020.90234375,1.4967036247253418
Hardswish,0.4406519623546618,3,3,1,4,4,4,off,0.0009947969938009042,154,81.9671859741211,-2.043692111968994,-0.1261504292488098,116,0.5525963306427002,2279.655547618866,1689226120.6249826,1689228399.7272651,81.9671859741211,59.95172119140625,0.1261504292488098,14.46993923187256,67.21976470947266,227492.515625,2.043692111968994
Hardswish,0.3687765802131894,4,2,2,2,2,4,on,0.0002561351923525162,8,76.10879516601562,-2.1340153217315674,-0.793344259262085,117,0.553948163986206,126.01067543029784,1689226120.6263337,1689226246.0818868,76.10879516601562,85.54600524902344,0.793344259262085,111.9131088256836,77.58513641357422,12122.3623046875,2.1340153217315674
Mish,0.16412811026905894,4,4,1,2,2,4,off,0.0002464116930860531,149,91.49408721923828,-2.977200984954834,-0.5541611909866333,118,0.5553157329559326,2406.9232099056244,1689226120.6277006,1689228526.9949243,91.49408721923828,98.03245544433594,0.5541611909866333,79.65384674072266,91.23986053466795,240210.734375,2.977200984954834
ReLU,0.12055872568063636,2,3,2,3,2,3,off,0.000729432236304908,193,93.77906036376952,-1.5563517808914185,-0.7788308262825012,119,0.5558362007141113,2253.9440603256226,1689226120.6282225,1689228374.015756,93.77906036376952,99.60554504394533,0.7788308262825012,115.86639404296876,95.05465698242188,224914.703125,1.5563517808914185
Hardswish,0.2404663753268075,2,0,4,0,1,2,on,0.0007760443140380102,147,79.91537475585938,-2.204623222351074,-0.6167592406272888,12,0.42659425735473633,1476.502870798111,1689226120.4989836,1689227596.5745134,79.91537475585938,93.01026916503906,0.6167592406272888,68.38621520996094,85.57109832763672,147169.078125,2.204623222351074
Mish,0.17231743513393546,4,2,4,3,4,3,on,0.0006794265439933134,53,80.02882385253906,-3.1202545166015625,-0.4659237861633301,120,25.27033758163452,1035.447734594345,1689226145.3427136,1689227155.519519,80.02882385253906,88.39356231689453,0.4659237861633301,68.7304916381836,76.55437469482422,101005.390625,3.1202545166015625
Mish,0.3088177691501165,2,4,0,3,2,1,off,0.000375245983706031,147,90.97382354736328,-2.520932674407959,-0.6515764594078064,121,40.28377103805542,1934.887365579605,1689226160.356146,1689228054.9591708,90.97382354736328,98.9136734008789,0.6515764594078064,101.9101791381836,92.43032836914062,189448.046875,2.520932674407959
